lineNo,assgNo,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo,label
2088.0,67.0,120.0,160.0,240.0,101.0,875.0632,139.1305,938.0049,68.4871,64.8848,160.0,160.0,0.0,160.0,0.1349,0.1869,0.0160,8,1,0
10275.0,313.0,279.0,180.0,180.0,160.0,292.6891,905.1508,148.8717,144.3572,158.4818,180.0,180.0,398.0,0.0,0.3033,0.1178,0.0260,10,5,0
2269.0,74.0,21.0,380.0,380.0,181.0,60.1355,95.4313,105.2018,55.8180,77.1529,380.0,380.0,898.0,1057.0,1.1132,1.5612,0.0235,2,1,0
2281.0,74.0,778.0,280.0,280.0,639.0,66.5535,147.1618,40.8122,61.4670,61.2517,280.0,280.0,2213.0,0.0,0.6502,1.4392,0.0173,4,2,0
9806.0,303.0,101.0,140.0,140.0,160.0,121.3756,161.1812,76.0068,49.0522,33.2491,140.0,140.0,0.0,0.0,0.1230,0.2590,0.0282,4,3,0
6231.0,184.0,160.0,140.0,140.0,220.0,350.7418,96.0001,434.2956,88.0015,82.7635,160.0,160.0,0.0,160.0,0.1266,0.3476,0.0154,7,1,0
9684.0,298.0,99.0,119.0,119.0,238.0,300.1666,288.0156,246.0732,56.6326,51.1786,119.0,119.0,0.0,0.0,0.1541,0.4446,0.0176,4,3,0
9685.0,299.0,100.0,120.0,120.0,239.0,301.1667,289.0157,247.0733,57.6327,52.1787,120.0,120.0,0.0,0.0,0.1551,0.4456,0.0177,4,3,0
2066.0,67.0,120.0,160.0,240.0,101.0,307.1067,118.2360,322.0141,48.3208,48.0426,240.0,120.5,0.0,160.0,0.0129,0.3274,0.0240,8,1,0
1970.0,62.0,140.0,140.0,358.0,180.0,591.5295,806.0532,480.3079,113.3611,119.6530,537.0,179.6667,259.0,0.0,0.0884,0.0869,0.0432,4,8,0
10665.0,329.0,100.0,100.0,100.0,180.0,111.9111,537.0785,69.4252,51.5595,52.7350,100.0,100.0,0.0,0.0,0.1107,0.1387,0.0099,4,7,0
4221.0,135.0,220.0,160.0,439.0,200.0,477.6071,116.0849,627.2692,157.9985,139.6002,239.0,239.0,0.0,836.0,0.0580,0.0300,0.0124,3,1,0
6773.0,204.0,81.0,81.0,81.0,180.0,174.9541,558.0614,86.0001,94.5656,92.0674,81.0,81.0,379.0,0.0,0.0189,0.1134,0.0083,4,6,0
10807.0,334.0,180.0,100.0,100.0,220.0,151.4029,395.0382,108.2987,39.7073,45.8471,100.0,100.0,0.0,0.0,0.0405,0.0830,0.0158,3,5,0
7444.0,228.0,657.0,100.0,100.0,81.0,523.0932,194.0318,599.5066,98.3089,99.1148,100.0,100.0,3794.0,0.0,-0.0153,0.0877,0.0095,8,4,0
6705.0,201.0,100.0,140.0,339.0,100.0,301.5005,253.3847,314.4359,15.2216,23.4612,339.0,170.0,0.0,677.0,-0.0770,0.2761,0.0750,4,3,0
4449.0,138.0,120.0,239.0,239.0,220.0,105.0049,164.5620,30.7322,80.6007,93.6985,239.0,239.0,0.0,0.0,-0.0863,0.1442,0.0298,3,3,0
4926.0,151.0,140.0,140.0,140.0,180.0,180.5342,81.7234,227.1085,62.7840,58.1687,140.0,140.0,0.0,140.0,0.0791,0.1206,0.0126,5,1,0
2641.0,80.0,200.0,320.0,320.0,280.0,557.2341,136.0742,612.2455,74.6496,115.2323,320.0,320.0,0.0,579.0,-0.2565,-0.5815,0.0339,4,1,0
6618.0,198.0,81.0,100.0,199.0,120.0,729.6324,158.0797,812.6010,81.5048,53.5025,199.0,100.0,0.0,100.0,0.1171,0.1201,0.0373,7,1,0
9076.0,286.0,140.0,160.0,160.0,180.0,121.7488,443.0776,162.8920,64.9415,79.1746,160.0,160.0,279.0,0.0,0.1482,0.2832,0.0269,8,3,0
6449.0,192.0,200.0,160.0,160.0,140.0,183.0688,196.6075,123.0247,59.6687,66.4600,160.0,160.0,0.0,0.0,0.2494,0.3494,0.0341,1,2,0
150.0,6.0,180.0,220.0,220.0,240.0,112.5673,173.0357,118.2903,8.6323,3.5496,160.0,160.0,399.0,0.0,0.0330,0.0875,0.0143,4,2,0
5682.0,169.0,120.0,319.0,319.0,220.0,347.5275,141.3221,397.3648,55.6009,59.9789,319.0,319.0,0.0,0.0,0.0845,0.2440,0.0306,6,1,0
