ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
7660,243,4,105,34,0,0,100,-7,7,0,2,0,0,0,0,53,0,0,0,0,0,0
66,0,0,88,0,0,0,0,52,0,46,0,0,0,0,0,0,-8,5,0,3,58,0
86,0,0,72,26,0,3,100,-7,0,0,0,0,0,0,0,11,0,0,0,2,0,0
58,117,7,102,17,0,0,0,0,4,15,1,36,0,0,0,2,0,0,0,-8,0,0
63,166,15,72,21,0,0,0,0,7,28,0,33,-7,0,4,0,-8,0,0,2,0,0
66,158,11,0,16,0,1,0,0,6,17,0,40,0,0,2,58,0,0,0,1,0,0
72,0,0,84,27,0,0,100,507,7,25,0,0,0,0,0,2,0,0,0,1,50,0
61,0,0,68,0,0,2,0,0,6,22,3,33,0,0,0,29,0,0,0,4,0,0
83,216,0,70,28,0,0,94,0,4,31,0,0,0,0,1,62,0,0,0,0,0,0
58,162,0,46,257,4,3,86,0,0,26,0,0,0,0,0,0,-8,0,0,1,0,0
77,166,5,69,0,0,0,100,0,7,34,0,35,0,0,2,28,0,0,4,1,0,0
9160,183,0,84,16,0,0,0,0,7,16,0,0,-8,0,0,21,0,0,3,0,40,0
73,194,3,65,17,2,0,100,0,7,19,0,0,0,0,0,0,-8,4,0,1,0,0
84,331,0,103,14,2,0,0,0,7,15,0,38,0,0,0,36,0,0,0,-8,0,0
70,0,15,72,0,0,2,100,0,7,12,0,0,0,0,0,0,0,0,1,0,50,0
72,0,0,89,13,0,0,90,0,6,15,0,40,0,0,0,9,0,0,0,0,0,0
74,176,5,65,14,0,0,0,0,6,15,0,0,0,0,0,4,-8,0,0,1,50,0
0,-8,14,8460,13,0,0,100,0,7,14,0,0,0,0,0,3,76,0,1,-8,0,0
74,131,0,53,8,3,3,0,0,7,9,0,397,0,0,4,0,59,5,0,1,0,0
87,0,8,121,22,2,0,100,0,7,24,0,0,0,0,0,0,-8,0,0,0,0,0
76,172,10,89,13,0,0,100,0,6,14,0,0,0,0,0,20,0,0,0,-8,0,0
5660,182,21,45,17,0,0,0,0,4,17,0,40,0,0,3,51,76,0,0,2,0,0
6690,0,9,68,0,0,0,81,0,6,0,0,37,0,0,0,0,-8,0,0,0,0,0
58,308,36,110,28,0,0,0,0,7,289,0,13,0,0,0,3,0,0,0,1,67,0
85,0,0,76,17,0,0,100,0,7,18,0,0,-8,0,0,51,0,0,0,0,0,0
75,165,5,72,10,0,2,100,0,7,11,0,0,0,0,6,0,85,0,0,1,0,0
68,132,0,69,23,0,0,96,7,4,0,0,50,0,1,0,6,0,0,0,2,0,0
64,166,0,79,0,0,0,0,0,4,0,0,41,0,0,3,0,-8,6,0,1,0,0
73,165,0,0,35,-8,0,0,0,7,37,0,0,0,0,0,17,0,0,0,1,73,0
7260,195,8,79,407,0,0,96,0,6,41,0,0,0,0,0,0,-8,0,0,2,0,0
7160,207,0,77,23,0,0,93,0,0,0,0,43,0,0,2,0,0,0,0,0,78,0
65,0,0,54,26,3,3,0,0,7,0,0,13,0,0,0,32,0,6,0,4,0,0
61,0,0,77,21,0,0,96,0,3,237,0,0,0,0,0,22,0,0,4,2,78,0
87,0,0,117,9903,8,0,100,-7,0,0,0,0,0,0,0,0,0,2,0,1,0,0
-946,-938,-928,0,0,-9,0,0,-941,0,0,0,0,-9,0,0,-990,0,0,0,0,0,0
61,0,7,0,28,2,0,0,0,4,33,0,0,0,1,0,0,-8,0,0,3,50,0
89,191,0,78,0,3,0,0,0,7,15,0,57,-8,0,0,546,93,2,0,1,0,0
76,136,0,69,11,0,0,0,0,0,11,0,33,0,3,0,0,0,0,0,1,0,0
59,0,0,0,16,1,0,0,0,4,17,0,37,-8,0,0,10,0,2,0,0,0,0
6890,0,12,107,0,0,0,92,0,0,20,0,40,0,0,0,497,-8,0,0,3,0,0
79,19760,0,89,12,0,0,100,0,7,11,0,33,0,0,0,0,-8,1,0,0,0,0
88,166,0,0,0,0,0,100,0,7,-902,0,-98,0,0,0,0,0,0,1,3,50,0
54,187,0,77,20,0,0,88,0,4,27,1,0,2,0,0,0,0,0,0,0,53,0
72,0,2,67,0,1,0,96,0,6,22,0,38,0,0,3,0,91,0,0,0,0,0
64,0,4,607,23,2,8,0,0,6,23,0,0,0,0,0,0,50,3,0,1,50,0
0,212,0,68,0,0,0,97,0,0,9,0,0,0,0,0,3,0,0,1,0,0,0
76,0,0,61,24,0,5,100,0,7,26,0,0,0,0,0,42,0,0,0,1,0,0
59,198,0,87,13,1,0,91,0,4,14,0,50,0,0,0,0,-890,0,0,0,0,0
61,0,2,44,37,1,0,90,0,4,0,0,10,0,0,0,0,77,0,0,2,0,0
0,0,0,66,11,2,0,97,0,7,13,0,25,0,0,0,36,0,3,0,1,0,0
70,158,0,86,14,0,0,88,0,0,0,0,0,0,1,0,0,0,0,0,0,80,0
0,182,13,76,0,0,0,0,0,0,23,0,44,0,0,0,0,69,1,0,-8,0,0
87,161,0,80,15,0,1,100,0,7,19,0,40,0,0,4,3,51,0,0,0,0,0
90,0,0,897,24,1,0,100,0,7,25,0,0,0,0,0,690,94,0,0,0,0,0
63,0,0,77,21,0,0,90,13,6,20,0,27,0,0,0,54,-8,0,3,4,0,0
88,257,11,105,9,0,0,100,0,7,10,0,0,0,0,0,17,-8,0,0,1,0,0
57,177,0,48,15,0,1,0,-7,7,17,0,45,0,0,2,69,0,0,0,5,0,0
0,154,0,0,5,0,0,100,0,7,7,0,0,3,0,0,0,92,4,0,2,60,0
74,138,5,66,32,3,4,100,0,7,33,0,0,0,0,0,18,0,0,0,1,0,0
75,159,12,66,138,0,0,100,-7,7,0,0,15,0,0,0,30,0,0,1,1,0,0
64,143,0,74,904,0,0,0,0,7,10,0,33,0,0,0,62,0,0,0,3,0,0
64,74,6,87,59,0,0,0,0,4,590,0,50,0,0,0,0,-8,0,1,-8,0,0
65,0,2,69,24,0,0,0,0,6,0,0,21,12,0,2,0,74,4,0,0,0,0
67,0,0,50,15,0,0,0,18,6,15,0,0,0,0,1,61,-8,5,0,3,0,0
69,196,2,81,13,0,0,0,-8,7,15,0,14,0,0,1,40,0,0,0,1,0,0
7960,198,0,94,0,0,0,100,0,7,15,0,15,0,0,0,29,0,0,0,0,0,0
86,-8,0,107,7,0,0,0,0,6,9,0,80,0,0,0,0,0,0,3,2,100,0
80,183,0,61,25,0,0,0,0,0,27,0,0,0,0,0,2,0,0,0,0,0,0
76,158,1,64,0,0,3,100,0,7,17,0,24,0,0,0,17,0,0,1,0,33,0
78,206,0,6660,15,0,1,100,0,7,15,0,56,0,0,0,14,0,3,2,0,0,0
80,489,0,8860,247,0,0,100,0,7,16,0,0,0,0,0,0,-8,3,2,0,50,0
-9,-9,0,-9,-9,0,0,100,-9,0,-98,0,-9,0,0,0,0,-9,-9,0,-9,0,0
70,169,4,74,17,0,0,100,0,6,19,0,56,0,0,0,22,0,3,0,1,0,0
-9,0,0,-9,-9,0,0,0,0,-9,0,0,-9,0,0,-9,-9,-9,0,0,-9,0,0
85,253,0,115,6,0,0,0,0,7,690,0,50,0,0,0,0,92,0,2,0,0,0
70,0,3,68,0,2,0,100,0,7,13,0,0,0,0,4,0,-8,0,0,-8,0,0
79,161,0,59,0,0,0,90,20,6,16,0,26,0,0,0,0,96,7,0,0,0,0
66,154,38,50,8,0,3,100,0,7,9,0,0,0,0,0,10,0,0,0,1,100,0
7360,190,0,67,19,0,1,0,0,6,20,3,0,0,0,0,0,0,0,0,0,50,0
6890,142,0,58,19,0,0,0,0,6,2660,0,0,1,0,0,0,-8,9,0,0,100,0
67,0,0,97,34,0,1,89,24,6,0,0,17,0,0,2,0,0,7,0,4,0,0
73,159,0,86,12,0,0,0,0,7,13,0,54,0,1,1,5,0,0,0,0,0,0
-960,0,-9,-9,197,0,0,0,0,0,0,0,-9,0,0,0,0,-9,0,0,0,0,0
64,0,0,0,27,0,0,0,0,6,3160,3,25,-8,0,0,12,0,0,0,1,0,0
81,194,5,79,15,2,2,100,0,7,16,0,0,-8,0,0,17,0,0,1,0,0,0
85,0,0,8360,4,0,2,100,0,7,3,0,0,0,0,0,0,0,0,1,0,0,0
85,0,9,102,15,2,0,100,0,7,15,0,0,0,0,0,11,0,0,0,0,0,0
60,0,7,74,19,0,0,0,0,6,0,0,57,0,0,2,21,0,0,3,0,0,0
7660,194,0,0,35,0,0,90,0,6,34,0,0,11,0,7,0,0,0,0,0,0,0
85,0,0,88,247,0,0,100,20,7,2590,0,0,0,0,0,0,-8,0,2,3,0,0
0,491,0,43,11,5,0,0,0,0,12,0,237,0,0,0,0,0,1,3,-8,67,0
0,0,0,54,0,3,4,100,0,0,11,0,0,0,0,0,0,0,1,0,-8,0,0
6760,141,0,61,0,0,0,0,0,6,197,0,33,0,0,0,13,0,1,0,-8,0,0
66,169,0,75,15,5,0,100,-7,7,16,0,0,0,0,0,0,-8,0,0,2,0,0
73,265,0,85,36,0,0,0,0,6,39,0,19,0,0,0,9,0,4,0,1,0,0
89,0,0,68,33,0,2,100,0,0,35,0,0,0,0,2,0,0,1,0,-8,75,0
7260,178,8,75,11,0,0,0,0,6,13,0,25,0,2,0,36,-8,0,0,3,0,0
88,0,0,77,30,5,0,100,0,7,30,0,0,0,0,2,0,0,0,1,-8,0,0
78,141,0,0,8,0,0,95,0,0,8,0,100,0,0,4,0,0,0,0,0,0,0
84,183,0,66,0,0,0,95,0,6,28,0,0,-8,0,0,24,0,0,0,1,0,0
76,176,0,43,0,2,0,100,0,7,22,0,16,0,0,0,2660,0,0,0,1,0,0
78,0,0,68,17,1,0,0,0,6,0,0,258,-7,0,0,1,0,3,0,0,0,0
89,178,0,65,6,0,0,1007,0,7,790,0,0,0,0,1,53,0,0,0,2,0,0
7360,180,3,0,15,0,0,0,0,4,15,0,0,6,0,0,0,0,0,0,-8,60,0
68,0,0,69,41,5,0,0,-7,7,42,0,26,0,0,10,22,0,0,0,2,43,0
59,0,0,98,23,1,0,0,0,0,24,0,50,-7,0,3,6,-8,0,0,0,0,0
61,191,0,94,0,0,0,97,0,6,26990,0,0,0,0,0,0,62,2,0,1,0,0
61,153,0,5890,0,3,0,94,0,0,32,0,0,1,0,0,43,87,4,0,2,0,0
67,85,0,68,10890,0,0,88,0,4,0,0,0,0,0,5,76,0,0,2,3,0,0
6890,0,0,74,44,0,0,0,-7,7,47,5,388,0,0,3,56,0,0,4,1,0,0
83,182,0,0,0,0,0,100,-7,7,18,5,0,0,0,0,10,0,0,0,1,100,0
62,188,1,64,34,0,0,0,0,6,0,0,17,0,0,0,51,0,11,3,2,0,0
65,0,0,88,33,0,0,100,0,7,34,0,0,0,0,0,58,0,0,3,2,0,0
82,0,14,66,24,2,0,0,0,7,25,0,11,0,0,0,0,-8,6,0,0,0,0
65,158,6,45,20,0,0,0,0,7,21,0,36,0,0,3,51,0,0,2,2,0,0
6960,0,0,45,25,0,0,100,0,7,0,3,0,0,0,4,43,0,0,0,2,0,0
75,169,6,68,0,0,0,100,0,7,23,0,24,0,0,0,0,-8,2,0,0,0,0
7260,-8,0,64,15,0,0,100,0,6,8,0,0,0,0,0,0,0,0,0,-8,0,0
62,196,0,92,0,0,0,0,0,0,31,0,0,0,1,1,0,0,0,0,7,83,0
59,197,4,91,257,0,2,0,0,6,0,0,29,0,1,0,9,0,0,0,1,0,0
87,0,0,4360,623,0,0,90,0,4,622,0,0,0,0,0,0,0,0,-8,1,0,0
85,181,0,78,0,2,0,100,0,7,1846,0,0,0,1,0,53,0,0,0,1,0,0
-913,-902,-904,-928,-922,0,-9,100,0,-906,-97,0,-903,0,0,0,-912,0,0,0,-923,0,0
55,0,0,84,41,1,0,99,1,4,46,0,0,0,0,0,44,0,0,0,2,0,0
8460,0,0,43,10,0,0,100,0,7,17,0,0,0,0,0,-890,0,-9,0,-8,0,0
7060,0,7,76,32,0,0,0,-8,6,34,0,19,0,0,0,0,0,0,0,0,0,0
76,188,2,74,381,0,0,0,0,7,398,0,14,0,0,4,397,0,0,0,1,75,0
6560,188,6,104,6,0,0,100,0,7,8,0,0,0,0,0,0,-8,0,0,0,75,0
0,0,0,73,6,2,2,1007,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,49,1046,3,0,100,-7,7,11,0,15,0,0,0,0,90,0,0,1,0,0
68,117,0,0,0,0,3,0,0,7,18,0,50,0,0,4,0,0,0,2,1,0,0
78,227,0,104,13,2,1,100,-7,7,13,0,0,0,0,0,0,-8,0,1,0,0,0
73,0,12,46,0,1,1,0,0,7,11,0,45,0,2,2,0,-8,0,0,0,0,0
63,0,8,0,397,1,0,0,0,7,39,0,33,0,5,5,6,0,0,0,3,0,0
83,0,0,70,31,2,0,0,0,7,32,0,0,0,0,1,15,0,0,1,1,0,0
59,182,3,0,0,0,2,91,9,4,0,0,18,0,0,0,40,0,7,0,1,0,0
6960,183,7,1117,45,0,0,93,0,6,4898,0,0,0,0,0,35,0,0,0,1,0,0
607,0,7,103,0,6,0,0,3,4,31,0,33,0,0,0,54,0,0,0,2,0,0
65,24,5,96,247,0,5,100,-8,7,25904,0,31,0,0,0,2,0,4,0,1,0,0
85,262,7,121,26,0,0,100,0,6,27,0,0,0,0,0,0,-8,3,0,2,0,0
67,182,0,75,15,0,0,0,20,7,16,0,29,0,0,0,31,0,0,0,1,0,0
70,183,8,69,32,0,0,93,14,0,34,0,30,0,0,0,0,100,4,0,0,0,0
89,138,5,92,237,0,0,0,0,7,248,0,15,0,0,0,2,-8,3,0,-8,0,0
8660,175,0,99,0,0,0,0,0,7,13,0,0,0,0,0,1.9,0,0,0,-8,50,0
59,0,2,47,25,0,0,81,0,6,27890,0,0,0,0,1,0,0,0,0,1,0,0
0,183,0,60,257,0,0,96,0,0,259,0,31,0,0,0,0,94,0,0,3,1008,0
58,180,0,72,9,2,0,98,0,4,13,0,0,0,0,5,0,91,0,0,1,0,0
73,0,0,59,43,0,3,100,-7,7,0,0,0,0,2,0,0,-8,0,-8,0,0,0
75,165,0,53,0,0,2,0,0,7,4,0,0,0,0,0,4,0,0,1,0,0,0
7260,0,0,60,18,0,1,97,0,6,18,0,0,0,0,0,0,85,1,0,-8,0,0
88,197,0,89,0,3,0,0,0,7,22,0,0,0,0,0,0,43,4,2,2,75,0
7060,0,0,105,0,0,0,0,-7,7,258,0,20,0,0,0,13,92,0,3,0,0,0
6790,-8,0,6860,5,0,0,0,0,7,6,0,21,0,0,1,32,0,0,0,1,0,0
0,192,0,72,12,0,0,0,0,0,257,0,53,0,0,0,15,86,0,3,2,0,0
56,0,0,92,32,2,0,0,-7,7,32,4,0,0,0,0,31,70,3,0,1,0,0
88,0,0,76,16,0,0,100,0,7,0,2,47,0,0,3,15,84,4,0,0,0,0
68,132,0,66,0,1,0,95,0,6,197,0,37,0,0,0,14,0,0,2,0,0,0
7660,0,2,0,0,0,1,92,0,6,26,0,0,0,0,5,0,-8,0,0,0,0,0
7360,-8,2,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,1,0,0
7360,178,4,71,17,0,0,93,0,0,0,0,28,-7,0,0,54,0,0,0,1,0,0
68,153,0,62,0,0,0,0,0,4,7,0,33,0,0,0,40,0,0,1,2,0,0
76,0,0,9460,21,0,0,100,-7,7,218,2,0,0,0,0,0,83,0,0,1,71,0
84,161,6,66,0,0,0,0,0,0,18,0,29,0,0,0,0,60,0,2,3,0,0
77,184,5,42,0,0,0,100,-7,6,16,0,13,0,0,2,30,-8,0,0,0,0,0
6260,0,0,88,0,0,0,100,-7,7,32,0,44,0,0,0,590,0,3,0,1,40,0
0,191,0,9260,19,0,0,96,0,6,22,2,0,0,0,0,0,0,0,0,1,0,0
53,136,1,71,18,0,0,83,0,4,21,0,26,0,0,0,65,0,0,0,3,0,0
81,164,0,587,33,0,0,100,20,0,34,0,0,-8,0,0,0,73,0,3,0,0,0
63,0,12,0,0,1,2,95,0,6,32,0,0,0,0,0,0,-8,0,0,3,607,0
59,0,0,0,13,2,0,96,0,0,13,2,53,0,0,0,6,77,0,0,3,0,0
78,-8,7,80,0,0,0,0,0,5,13,0,33,12,0,0,3,0,0,1,0,0,0
7460,0,3,59,407,0,1,100,0,7,398,0,0,0,5,0,28,0,0,0,2,0,0
61,0,2,66,2060,0,0,0,0,6,2090,0,27,0,0,5,0,-8,0,0,0,0,0
63,0,0,80,12,0,0,93,0,6,14,0,0,0,0,0,32,75,5,0,4,0,0
86,169,0,93,13,2,0,0,0,7,14,3,50,-8,0,0,31,0,0,0,1,0,0
76,0,9,104,20,3,0,0,0,7,217,0,24,0,0,0,6,0,3,0,0,0,0
83,0,0,61,23,0,0,0,0,0,24890,2,47,0,0,5,11,0,0,4,-8,0,0
63,191,4,80,22,0,0,93,0,0,0,0,0,0,1,1,42,0,7,0,2,0,0
75,176,0,41,3,0,2,0,23,7,3,0,0,0,0,0,0,-8,0,0,0,36,0
57,0,0,92,27,0,0,82,0,7,28,3,100,0,0,0,54,0,0,0,1,0,0
68,0,5,52,8,0,0,0,0,0,9,0,16,0,0,2,3.7,0,0,-8,1,0,0
67,0,15,62,41,9,0,100,0,0,41,0,27,0,0,0,0,0,2,0,0,0,0
74,166,2,609,0,0,5,100,0,7,2860,0,31,0,0,0,0,0,0,4,0,0,0
81,183,0,52,30,2,0,0,0,7,34,0,48,0,0,0,24,-8,0,0,1,0,0
67,161,4,0,0,2,0,89,0,6,26897,0,0,0,0,0,0,0,0,4,0,0,0
89,257,8,70,14,0,0,0,207,0,15,0,0,0,0,0,37,0,0,3,0,0,0
6860,0,0,83,0,0,0,72,2090,0,14,0,0,-8,0,0,0,0,5,0,0,0,0
85,172,11,102,17,2,0,100,0,7,0,0,0,0,0,0,690,0,0,0,0,0,0
84,0,2,92,29,0,3,0,0,7,307,0,18,0,0,0,0,81,0,0,0,0,0
68,0,0,70,38,1,0,897,0,6,39904,0,40,0,0,0,0,84,10,0,0,0,0
66,74,0,64,0,0,0,100,-7,7,0,0,40,0,1,1,40,0,0,1,0,0,0
86,153,0,67,0,2,2,0,0,7,15,0,13,-8,0,0,12,0,0,0,0,0,0
7660,0,17,69,13,0,2,100,0,7,11,0,0,0,0,0,0,0,3,-8,0,0,0
73,121,4,72,398,0,0,0,28,6,407,0,8,0,0,2,31,0,0,0,0,0,0
62,212,0,83,21,0,0,97,0,4,22,0,31,0,0,0,8,0,0,2,0,0,0
82,0,0,87,0,3,0,0,0,7,19,0,0,0,0,0,34,-8,2,0,0,0,0
55,0,0,43,30,0,0,0,0,6,33790,0,50,0,0,3,0,-8,8,1,0,0,0
82,181,0,76,59,0,0,100,0,7,6,0,0,0,0,0,0,-8,3,0,0,0,0
79,103,0,84,7,0,0,0,0,6,890,0,100,0,0,5,0,-8,4,0,2,0,0
78,158,0,84,20,0,0,100,0,6,21,0,0,0,0,0,0,62,7,0,0,0,0
70,139,15,68,8,0,0,0,0,0,9,0,43,0,0,0,10,0,2,0,1,0,0
77,169,0,60,30,0,0,0,0,6,40,0,28,0,0,0,0,0,0,0,0,0,0
0,0,0,65,12,0,0,89,4,0,12,0,507,0,0,8,0,0,0,3,-8,0,0
7360,212,0,0,0,0,0,0,0,7,23,0,14,0,0,0,0,-890,2,0,1,0,0
73,176,9,69,17,0,0,0,-7,0,18,0,42,0,0,0,0,93,4,0,0,0,0
70,256,7,92,0,0,0,0,0,4,27,0,25,0,0,0,0,0,0,5,2,0,0
68,308,15,103,18,0,0,0,0,6,207,0,50,0,0,0,9,73,0,2,-8,0,0
90,0,0,93,4,2,2,0,-7,7,0,0,50,0,0,0,1,0,0,1,0,0,0
82,0,0,84,26,0,0,100,0,7,27,0,0,0,0,0,43,89,0,4,1,0,0
54,172,2,52,0,0,0,0,0,0,27,0,25,-8,0,0,0,-8,0,0,1,0,0
7160,0,4,79,16,0,0,100,-7,7,0,0,0,0,0,0,48,92,0,0,1,38,0
7560,158,0,66,16,0,5,100,0,7,17,0,0,0,0,0,1,0,2,0,0,0,0
8460,0,0,90,8,0,0,100,-7,7,10,0,0,0,0,0,2,0,0,1,0,50,0
83,-8,0,10760,0,0,0,0,0,7,18,0,0,8,0,0,2,0,2,0,-8,1007,0
64,0,8,54,990,1,0,0,0,6,11,0,75,0,0,5,78,0,4,0,3,100,0
68,177,0,67,16,0,0,0,25,7,17,0,45,0,0,0,0,69,1,0,0,0,0
65,195,6,0,24,0,1,0,0,0,2560,0,26,0,0,0,0,-8,2,0,3,0,0
65,131,0,78,19,0,0,100,0,6,407,0,38,0,0,0,0,80,3,0,1,0,0
86,-8,26,69,27,0,0,100,0,7,29790,0,0,0,0,0,21,0,0,0,2,0,0
69,0,0,98,0,5,0,100,0,7,21,0,50,4,0,2,56,0,0,0,3,0,0
88,313,0,95,11,3,0,100,0,7,0,0,0,0,0,0,14,-8,0,1,2,50,0
66,197,0,80,19,0,0,100,0,7,247,0,0,1,0,0,59,0,5,0,3,0,0
64,0,0,0,28,0,0,100,-7,6,0,0,0,0,0,0,51,0,0,5,1,0,0
65,1637,0,95,34,0,0,0,6,4,0,3,32,0,0,0,0,-8,2,0,1,0,0
77,181,7,70,16,0,0,100,0,6,20,0,0,0,0,1,19,0,0,2,1,0,0
7360,0,0,73,22,0,0,0,0,6,2413,0,50,-8,0,0,0,0,2,1,0,0,0
8260,257,0,90,19,0,2,0,0,7,20,0,40,0,0,0,0,0,0,0,1,0,0
73,0,0,72,26,0,0,91,0,0,24,0,40,0,0,0,0,-890,0,0,0,0,0
78,176,5,75,12,0,0,0,0,7,13,0,56,0,0,0,0,-890,0,0,1,0,0
71,0,2,69,0,0,0,100,80,7,25,0,0,0,3,3,0,65,0,0,1,0,0
6860,206,3,57,35,0,0,95,0,0,37,0,0,0,0,4,0,-8,2,0,0,0,0
77,0,0,67,3,0,5,0,0,7,4,0,50,0,0,0,487,0,9,1,2,100,0
79,142,9,59,28,0,0,0,0,6,29904,0,36,0,0,0,4,0,3,0,0,0,0
88,141,0,74,27,3,2,0,0,7,27,0,0,0,0,0,0,-8,0,0,1,0,0
7460,0,0,68,20,0,0,100,-8,7,23,0,37,0,0,2,30,0,0,0,0,0,0
8760,311,0,103,17,0,0,100,-7,7,17,0,0,0,0,0,13,0,0,0,0,0,0
0,0,7,0,47,0,0,95,0,6,53,0,0,0,0,5,3,0,0,3,1,0,0
6660,182,0,0,27,0,0,0,0,6,28,0,0,0,0,4,59,0,0,2,3,0,0
68,0,2,65,26,0,0,0,0,4,25,0,34,0,0,0,24,85,3,0,1,0,0
60,0,4,55,10,2,0,92,0,0,10,0,0,0,0,5,3060,-890,0,0,0,0,0
62,211,7,0,4,0,0,90,0,0,49660,0,0,0,0,0,0,-8,0,1,2,100,0
66,190,5,0,37,0,0,93,0,0,387,0,40,0,0,0,23,0,0,0,0,0,0
62,158,0,75,16,0,0,0,0,4,16,0,27,0,0,0,28,0,7,1,0,50,0
7260,197,0,98,0,0,0,9590,0,6,0,0,0,0,0,0,0,0,4,3,-8,0,0
60,0,0,87,0,3,0,0,-7,7,32,0,25,0,0,0,47,0,5,0,1,0,0
70,0,2,74,0,0,0,0,0,4,26,0,29,10,0,3,22,0,4,0,1,0,0
7060,0,3,68,0,0,-9,0,0,7,18,0,54,0,0,5,2,0,4,0,1,0,0
81,283,0,95,0,3,0,57,10,6,0,0,50,0,0,0,0,-8,0,0,0,0,0
60,69,0,59,5,2,0,0,12,6,0,0,86,0,0,4,0,71,0,0,1,0,0
7360,-8,0,103,16,0,0,100,0,0,0,1,21,10,0,0,0,-890,5,0,2,59,0
66,183,0,62,33,0,0,100,0,6,34,0,48,0,0,0,7,0,0,1,0,0,0
70,177,0,79,0,0,0,95,27,0,20,0,12,0,0,0,43,0,0,2,1,0,0
-9,0,0,-9,-9,0,0,100,0,-9,-9,0,-9,0,0,0,0,-9,-9,0,-9,0,0
80,0,15,102,57,4,0,0,0,7,790,0,0,0,0,0,41,0,0,1,2,100,0
69,158,0,65,16,0,3,100,0,7,18,0,0,-8,0,0,59,0,4,2,1,85,0
81,0,0,72,22,0,0,0,0,7,247,0,0,0,0,0,34,0,5,0,2,54,0
83,0,30,0,12,0,0,100,0,7,15,0,20,0,0,0,0,-8,1,0,0,0,0
58,-8,0,82,5,0,0,0,0,4,6,3,50,0,0,0,7,0,0,0,0,0,0
8360,0,0,96,24,0,2,0,0,7,25,0,13,0,0,0,0,0,0,0,0,0,0
84,0,0,78,26,0,0,0,0,7,31,0,9,0,0,2,0,-8,6,0,3,38,0
60,158,0,94,16,0,0,0,0,0,17,0,33,0,0,1,0,-8,0,1,3,0,0
79,0,0,84,12,1,0,94,0,6,13,0,47,0,0,0,7,100,2,0,0,0,0
