MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,price_above_median
3.97,22,6.7159,1.0294,761,2.8571,40,-121.01,0
3.3894,32,6.1863,0,906,4.5903,33.52,-118.05,0
3.777897,35,0,1.0286,871,2.8102,34.06,-121.22,0
1.4063,52,2.7885,1.0309,931,3.5074,-118.26,-121.29,0
5.8333,12,6.1331,0,1169,2.776,38.02,-115.46,0
2.4659,20,0,1.0368,1372,3.1093,37.53,-122,0
1.9208,30,4.3594,1.1106,534,2.7284,-120.97,-117.15,0
2.67,20,3.9338,1.0516,1237,2.9773,37.8,-124.11,0
1.5938,31,4.4333,1.1375,1703,3.3125,40.77,-118.41,0
3.8125,20,4.5362,1.0102,791,4.9244,36.8,-121.46,0
3.6607,16,6.1875,1.0425,1466,2.9072,40.6,0,0
2.2375,34,4.0642,1.0578,1634,4.2216,34.04,-118.32,0
3.5893,28,4.5172,1.0366,929,2.9338,34.01,-122.19,0
4.7262,23,6.2893,1.0254,1773,3.1577,34.03,-118,0
2.6156,27,4.06,1.0774,2351,3.1597,34,-118.2,0
1.8672,30,3.8552,0,1544,4.0799,35,-118.14,0
2.6667,39,4.5335,1.0627,712,2.5987,33.99,-118.21,0
1.8047,21,3.85,0,1559,1.7,32.8,-117.98,0
3.6545,17,5.4914,1.0602,1481,2.5716,34.43,-117,0
2.625,17,0,1.0738,926,3.0169,-120.58,-117,0
2.8571,20,5.9087,1.0392,879,3.6223,39.51,-119,0
1.9187,34,4.5667,0,537,3.0767,-120.82,-124.09,0
5.2961,22,6.6111,1.0535,1778,3.0468,36,-117.38,0
1.75,35,5.9142,0,652,3.3711,35.4,-117.31,0
3.073347,52,4.8552,0.9492,872,2.651374,37.67,-118.31,0
3,36,5.1062,0,955,3.1359,35,-118.09,0
4.1875,25,5.8571,1.0207,1567,2.5857,34.14,-120,0
2.3565,29,3.9779,1.0368,3056,4.4331,34.06,-118.24,0
2.7,32,4.7592,0,1042,2.6583,33.95,-117.38,0
3.8194,19,4.0403,1.0639,1187,0,40,-118.27,0
3.6923,33,5.4384,1.0254,921,3.4863,36.31,-118.52,0
2.6597,28,4.9754,1.0337,1829,0,37,-117.25,0
3.619,20,5.0943,0,775,3.114,33.95,-124.16,0
5.4174,34,6.2857,0,1351,3.3535,34,-118.34,0
2.1042,42,4.056,0,1293,4.272,-118.1,-121,0
2.7,38,4.0284,1.0264,1271,3.9196,-118.04,-117.69,0
2.9076,52,3.5481,1.0246,1419,2.590985,37.54,-119.17,0
3.05,31,5.0246,1.0196,1787,4.4479,35.37,-120.89,0
2.0682,43,4.8571,1.0602,1513,2.7159,37.31,-121.82,0
2.3125,39,4.9107,0,892,5.0395,34,-118.22,0
1.7728,12,3.8362,1.0736,669,1.8194,34.03,-117.63,0
3.9018,36,5.1042,0,1026,3.6411,37.39,-118.18,0
2.5587,31,4.4783,1.0627,1490,3.2569,37.76,-120.81,0
3.2472,13,0,1.0103,1010,2.5113,37,-120.92,0
1.9208,22,0,0,917,2.3895,37.3,-115.57,0
3.1667,17,0,1.0202,936,2.7243,-117.07,-118,0
3.6111,15,6.0203,1.0309,725,3.3461,39.09,-118.18,0
2.7949,26,5.0391,1.0372,1111,3.2336,-120.42,-120,0
3.3536,14,6.1667,0,1183,2.8571,33,-117,0
3.5875,52,0,1.0132,794,2.8533,-118.19,-119.71,0
3.4107,31,4.7072,1.0738,1826,0,38.05,-117,0
3.2345,31,3.9644,0,803,4.1376,34.06,-118.3,0
4.0357,37,5.5546,1.0917,1064,2.8951,34.02,-118.42,0
4.8015,12,5.0753,1.0786,2695,2.8083,34.11,-120.6,0
1.82,36,0,1,856,6.5667,33.77,-117.87,0
4.25,29,0,1.0651,1656,3.0547,-121,-123.18,0
3.9643,37,5.8199,0,609,2,34.45,-117.38,0
2.2827,5,4.7014,1.0908,1082,1.8848,37.1,-117,0
2.1429,52,4.3125,1.0765,893,3.048,37.92,-117.98,0
2.2094,35,3.8164,1.033,1171,4.8162,34,-118.3,0
5.8462,38,6.2596,1.1039,604,3.1962,38.55,-117.61,0
2.497401,18,4.7335,1.0345,1420,3.1143,36.72,-116.99,0
2.9688,26,5.1271,0,2950,4.1629,34.02,-118.09,0
2.7861,31,4.9076,1.0453,1201,3.0493,34.12,-118.18,0
3.6654,32,0,0,1090,3.2684,36,-121,0
5.51854,36,4.6379,0,1176,2.8178,33.99,-118.07,0
2.6786,52,4.1577,1.0369,1256,0,34.0833,-118.3,0
2.4659,52,0,0,827,2.7019,-120.01,-118.19,0
4.4861,52,5.8462,1.124,1347,3.0491,34.04,-118.23,0
2.3125,28,0,1.0479,874,2.6713,32.77,-120.97,0
4.1453,38,5.2962,1.1351,1217,3.2846,37.74,-118.19,0
3.7059,17,4.8042,1.0887,822,2.9041,39.02,-121.37,0
3.055,16,5.7391,1.1329,1807,2.9061,38.01,-117.06,0
3.65,21,5.0972,1.0758,613,0,34,-123.69,0
3.8194,36,4.2247,1.0962,1805,5.1437,33.98,-117.92,0
2.0673,14,0,1.1675,852,3.2292,-119.3,-118.24,0
2.8125,35,3.4889,0.9444,1139,4.0922,36.99,-118.36,0
5.0519,28,5.5048,0.9316,1047,3.2835,34.01,-117.86,0
4.4464,32,5.5731,0.9596,1213,0,37.35,-122.61,0
2.6227,29,4.3411,1.0307,1005,2.8462,38.01,-120.99,0
3.5268,16,5.9512,0.9688,831,3.0392,35.12,-120.67,0
1.9939,14,4.5066,0,1192,2.5256,33.68,-117.67,0
2.0833,35,4.1169,1.0115,1342,3.0357,-118.25,-118.26,0
2.3929,38,3.6223,0,15,4.2149,34.13,-118.25,0
1.8462,5,4.7407,1.0719,813,0,-121.32,-118.91,0
2.9083,13,7.0125,0,1048,3.2353,35.11,-117,0
2.6923,37,0,0,1346,3.5806,37.31,-120.85,0
2.6761,39,0,1.0703,1034,2.6123,40.12,-120.49,0
1.73285714,44,0,0,1429,4.5179,37.8,-118.28,0
1.9125,31,3.9087,0.9837,932,2.4205,40.08,-117.13,0
3.1094,14,5.3226,1.0773,835,3.1576,34.06,-117.71,0
3.5208,32,5.9271,1.0569,954,2.5724,-118.65,-120.31,0
2.8594,35,5.0246,1.0347,1189,0,34.04,-118.07,0
4,32,0,1.0368,1368,2.5335,36.98,-118,0
1.4875,17,4.286,1.0539,1207,6.1298,34.02,-117.43,0
4.8571,23,6.5497,0.9904,1803,3.687,33.59,-118.01,0
3.9231,31,0,1.0609,1052,2.5497,34.51,-118,0
2.2083,48,5.3901,1.0132,1314,0,36,-117.95,0
3.7143,31,5.3839,0,1169,1.7308,40.7,-121,0
2.0347,36,3.8995,1.0284,1310,5.2634,34.09,-118.25,0
2.4167,37,3.8992,0,2640,4.1659,33.98,-118.31,0
2.81004,35,3.9643,1.0506,1110,4.0889,34,-118.14,0
3.4107,27,5.0054,1.0353,825,0,34.67,-124.64,0
2.5872,38,3.5909,0.9668,1315,4.1882,37,-118.2,0
4.0682,34,4.9077,0.9923,1158,2.1337,37,-117.06,0
3.6354,30,0,1,896,2.3593,33.92,-118.54,0
2.8304,31,4.1864,1.0191,2823,2.6458,33.91,-123.19,0
2,13,5.9912,1.0609,859,3.2198,32.83,-117.71,0
5.0658,15,7.0156,0,1484,2.8314,37.66,-115.03,0
1.6953,37,4.4841,1.1147,2592,3.1061,36.06,-118.96,0
2.5694,23,0,1.0179,1094,2.9189,34.01,0,0
2.375,18,4.6354,1.086,888,0,40.01,-120.76,0
4.1057,37,5.0952,1.0392,1493,2.5131,36.81,-117.89,0
1.99,27,0,1.069,539,2.8356,-124.11,-117.14,0
2.6875,34,5.7407,1.0187,1046,2.9143,36.21,-119,0
2.5795,33,5.5395,1.1407,981,3.3116,40.05,0,0
3.1389,36,0,1.0609,1207,3.0556,36.05,-118.09,0
1.6368,31,4.8584,0,1098,3.5089,34,-118.31,0
1.5156,14,0,0,1614,3.4412,33.94,-121.27,0
2.9125,38,5.4332,1.0316,1170,2.4031,37.26,-115.56,0
6.0294,52,7.125,1.0366,1122,0,41,-122,0
4.0875,15,5.9251,1.0341,982,3.2131,-122.64,-117.13,0
4.7143,13,5.5526,1.0449,1398,3.4254,32.81,-115,0
4,29,5.7183,0,949,3.3897,33.27,-118.7,0
1.777875,22,0,0,1410,4.4167,40.6,-118.01,0
4.3229,45,0,1.0109,1859,3.2627,34.06,-120,0
1.85,41,4.3793,1.0722,791,2.7708,34.1,-118.26,0
2.9464,5,0,1.0265,1853,3.9086,39.15,-118.13,0
2.1518,49,4.7143,1.0455,697,2.9333,37.78,-119.72,0
2.8152,36,4.4466,1.0247,1225,3.3616,37.34,-118.16,0
4.9063,11,5.3514,0,959,2.9076,34.6,-121.15,0
1.9625,43,0,0,743,3.8763,39.12,-118.1,0
4.5333,34,6.6754,1.0794,1404,0,32.69,-117.13,0
4.0972,39,4.1834,1.0541,1525,3.7105,35.4,-117.38,0
4.5556,16,5.7196,1.0235,13,3.6136,36.06,-116.17,0
3.6458,19,4.7778,1.0369,1623,3.3981,40,-120.44,0
4.7308,32,5.2957,1.0337,788,2.9286,36,-118.08,0
3.75,20,5.8571,1.0242,974,2.5331,37.31,-121.71,0
2.5673,32,4.6279,0,1807,4.5331,40.7,-121.81,0
2.125,17,4.5273,0,751,3.0794,34.02,-118,0
2.9643,52,4.2813,1.0369,948,3.2987,1152,0,0
3,52,5.7782,1,861,3.6354,37.79,-118.4,0
4.5227,21,5.0403,1.1302,941,3.0329,34.42,-117.37,0
2.7019,38,0,1.0574,924,4.3463,33.96,-118.35,0
2.0682,39,4.1287,1.1682,613,2.3311,-123.64,0,0
4.5536,18,3.6865,1.0742,904,1.9515,34,-118.09,0
3.4167,34,5.5131,1.0395,852,2.8571,34.03,-118.16,0
3.5833,37,6.1408,0,981,2.6477,34.18,-117.92,0
1.9,32,4.4559,1.1063,961,3.3979,36.61,-118.03,0
3.7159,17,5.7391,1.0615,899,0,-117.57,-117.68,0
3.7361,7,5.75,1.0422,1361,2.77,37.66,-121.27,0
4,16,5.1408,1.0437,696,2.6254,36.68,-120.38,0
3.7875,22,4.9712,0,1543,2.5139,0,-118.01,0
1.7667,9,4.8333,1.1733,1359,0,40,-120.61,0
3.0718,32,4.5935,0,1796,3.5116,33.85,-118.24,0
3.6354,38,0,1.114,857,3.5368,37.29,-118.23,0
2.375,50,0,1.0667,743,5.0667,34,-120.21,0
4.0794,19,3.8176,0,1317,2.7781,38.51,0,0
3.5187,31,5.086,1.0962,1590,2.6358,-119.02,-120,0
3.0481,21,5.4061,1.0547,872,0,-117.01,-117,0
4.1591,13,7.9087,1.2672,1696,2.5995,39.04,-121,0
2.9821,28,0,1.061,2037,2.9153,34.12,-118.08,0
2.4598,12,4.6458,1.1762,1410,3.3344,34,-121.47,0
2.2031,40,4.2737,1.0516,1052,3.6106,34.09,-117,0
3.7019,31,5.0595,1.0365,1484,2.6514,32.79,-121.22,0
2.4167,32,3.4926,1.0208,1497,0,4.07,-118.25,0
5,7,6.2057,0,1605,3.0904,38.63,-118.69,0
2.0682,16,5.1439,0,955,2.5809,36.85,-121.7,0
2.5192,32,6.2031,1.2986,982,2.5335,-120.66,-120,0
1.3574,26,0,1.1321,511,3.4914,34.08,-118.02,0
1.8125,32,5.0357,0,1473,4.2544,34.27,-121.94,0
2.2891,30,4.3276,1.0488,903,2.5039,37.07,-117.14,0
3.5132,8,0,0,1693,2.7588,38.95,-121.9,0
6,14,5.9286,1.0299,1545,3.1867,35.43,-118.68,0
4.225,23,5.8462,0,1160,2.6526,-119.01,-120.9,0
1.7143,32,3.5567,1.0273,1056,4.5337,40,-117.71,0
3.5083,32,5.0801,0,890,2.7358,36.25,-120,0
2.5576,30,4.3717,1.0658,1556,3.5331,34.01,-117.3,0
1.9866,21,4.5907,1.0554,1167,0,38.01,-119.27,0
3.1838,18,4.3345,1.1321,868,2.6561,-119.8,-118.21,0
2.4667,35,4.6333,1.0395,862,3.126,37.33,-118.22,0
1.6875,32,3.7143,0,1310,4.1384,34.1,-117.98,0
2.35,28,3.156521,1.0367,1182,3.3929,34.09,-122.17,0
5.510081,11,0,1.0609,2034,2.4844,-117.32,-117.28,0
2.590972,34,6.6258,1.1739,1423,3.4543,37.41,-116.99,0
2.7708,32,4.8944,0,763,3.2962,32.81,-120,0
3.1458,37,4.8148,1.0711,1203,4.4286,41,-118.3,0
2.505079,44,5.1671,1.0539,954,3.3859,38.12,-118.37,0
2.2813,26,5.1667,1.0346,1429,3.4348,-120.27,-119.04,0
4.1553,16,0,0,703,3.3529,33.95,-118.54,0
1.8158,28,3.9767,1.0022,1205,4.2172,36.58,-117.27,0
3.2422,8,4.6354,1.0307,1516,2.9387,37.82,-118.07,0
4,27,0,1.0906,1082,3.0894,-120.19,-118.32,0
2.8571,33,5.027,1.0178,2677,2.4531,35,-122.36,0
4,34,5.9643,1.0938,1546,2.894,34,-118.02,0
5.6354,14,5.0717,0.9982,2860,2.8929,40.02,-117.06,0
4.1731,24,5.3765,1.1242,2845,3.2917,33.67,-118.13,0
3.6111,32,3.9228,1.0182,1490,4.0585,34.06,-121.84,0
4,16,0,0,990,2.9271,33,-120.82,0
4.4896,13,6.2544,1.1349,6975,2.9489,37.55,-117.23,0
1.8393,33,3.895,1.0162,1532,4.3628,36.05,0,0
3.0729,16,5.7153,0,966,2.4841,32,-118.01,0
2.1607,32,4.3667,1.0893,1066,3.5074,34.03,-121.86,0
2.7179,26,4.3481,1.0726,1817,3.5111,-117.04,-120,0
1.8125,42,4.1296,0,1081,3.0526,38.55,-116,0
3.0357,39,3.8333,0.9951,1284,4.575,34.39,-118.41,0
4.0132,19,5.3438,1.0349,2310,3.392,40,-117.91,0
2.1667,38,4.1351,1.0606,1352,3.1185,37,-118.17,0
1.6667,26,4.2023,1.1339,774,3.9474,35.58,-120.6,0
4.6667,14,5.7266,1.0393,1179,0,39.47,-120.6,0
3.1,40,4.1543,0,1392,3.5165,33.96,-118.21,0
2.6923,24,0,1.0875,3749,2.8127,35.57,-121,0
2.2194,49,4.2548,1.0366,1287,2.4167,33.99,-122.05,0
2,52,5.1385,0,974,1.8194,-122.72,-118.48,0
2.1429,49,0,1.1571,1140,4.8571,36.71,-121.23,0
1.6875,39,4.9667,0,1352,3.3125,37.71,-117,0
2.5278,36,5.6014,1.0857,1327,3.2486,34,-118.22,0
4.9306,33,6.7179,1.0493,749,2,35.12,-119.7,0
2.7188,31,4.9381,0,1290,3.9276,32,-120,0
0.9861,29,3.9474,1.0254,617,0,40.18,-117.8,0
1.6678,35,3.7536,0,1142,4.1652,-118.17,-118.24,0
3.3125,38,0,1.1182,1243,4.1714,36,-118.28,0
2.9643,14,4.7143,1.0263,1243,2.9142,36.33,-121.35,0
2.1667,12,0,1.0675,1695,2.8182,-123.71,-117,0
4.375,42,4.8552,1.0369,1701,3.5056,-118.21,-117,0
1.9286,31,5.5925,1.0643,982,2.7411,33,-117.98,0
4.7,19,6.7012,1.0862,2491,2.7699,34.94,-122.02,0
2.6607,46,5.8148,0,652,2.993,37.74,-122.49,0
2.5333,27,4.7407,1.0393,708,3.9077,36.02,-117,0
2.6667,24,0,1.0171,1312,2.8163,33.77,-117.72,0
4.1719,10,5.5455,1.0587,1798,3.9071,33,-120.77,0
2.2444,33,5.1359,0,1466,3.3719,34.09,-117.2,0
4.6094,37,5.7125,1.0906,926,3.6,33,-118.03,0
2.8594,19,5.6358,1.0734,939,0,37.97,-120.77,0
4.375,24,6.5303,0,1528,3.003382,34.68,-121.31,0
3.7105,33,3.9069,1.0337,1225,2.2435,35.37,-117.18,0
3.1719,8,5.1667,1.0349,1206,2.6111,37.11,-117.14,0
3.152857,28,4.8951,0,1210,6,33.98,-118.11,0
2.5817,43,3.9018,0.994,1179,2.4828,37.7,-118.29,0
2.75,42,4.6223,1.1716,2032,3.1582,34,-118.2,0
4.2708,42,4.8776,0.9812,684,0,34.1,-117.91,0
3.7125,37,5.4423,1.0369,1160,2.708,34.11,-117.87,0
2.9559,31,0,1.0354,903,2.6398,39.25,-121.31,0
3.2661,15,4.4762,1.0441,2593,2.7404,-120.43,-120,0
2.5562,52,4.8229,0,1011,2.7179,-117.22,-119.19,0
2.135,42,4.5331,1.0254,933,2.4331,40.36,-119.34,0
3.8269,35,5.4335,1.0341,1049,2.7011,34.1,-118.2,0
1.9,20,4.4233,0,1479,2.8356,39.63,-122.32,0
3.0536,52,4.8333,1.1134,1607,2.4867,37.73,-118.28,0
4.0687,36,5.5395,1.0086,1068,4.7255,37.0536,-118.13,0
4.5694,34,5.7143,1.0353,1557,4.170345,35,-118.24,0
2.5221,19,5.4609,1.039,703,3.7805,37.68,-118.26,0
2.625,35,4.8269,0,1404,3.7273,34.07,-118.14,0
2.7232,29,4.4241,1.0259,1071,2.8239,37.94,-121,0
2.9125,25,4.2953,1.1444,822,3.2952,-120,-122,0
3.6524,26,6.1941,1.0432,1403,3.0744,-119.78,-118.75,0
2.8125,38,4.1604,1.1381,1031,0,34.12,-117.87,0
2.39,52,5.0251,0,952,2.75,-119.27,-118.31,0
4.1727,39,5.9402,1.0205,1264,3.3691,34.22,-121,0
1.8906,27,0,1.1679,2662,3.2279,19,-120,0
3.2132,30,5.027,1.0187,1704,2.9706,39.67,-121.03,0
2.4167,33,0,1.0372,292700,5.1607,34.06,-118.12,0
2.1655,38,3.5349,1.0701,1474,0,35.37,-122.22,0
1.8571,26,4.002,0,1410,3.3955,34.11,-118.25,0
3.125,52,4.7362,1.1657,598,0,37.67,-122.31,0
2.8646,25,0,0.9647,2474,2.335,36.77,-118.18,0
3.8194,37,5.2176,1.0386,1432,2.7958,34.16,-118.26,0
2.8281,2521,5.2561,1.0353,2714,3.6111,34.03,0,0
2.6136,37,3.7404,1.1281,1338,5.0533,33,-118.295,0
2.8125,37,4.4194,1.0376,1381,3.6106,-120.99,-118.02,0
4.0474,20,5.2655,1.1279,954,0,38.61,-117.94,0
1.8095,52,4.3066,1.1105,1786,3.0497,40,-119.69,0
1.8125,19,0,0.9701,2750,2.7792,34.01,-118.25,0
3.2917,22,0,1.1089,1418,0,37.97,-118.69,0
3.6845,26,5.6172,1.0105,891,2.4427,39.07,-116.7,0
2.1917,32,4.6154,1.0757,825,0,38.29,-117.93,0
3.1438,36,4.8169,0,1141,3,35.25,-120.9,0
4.5938,26,5.0104,1.0376,1426,3.5495,-118.33,-118.36,0
3.7813,35,4.3314,1.0337,1220,2.9706,36.84,-120.86,0
4,41,5.3935,1.0774,722,2.9405,37.03,-117.1,0
2.8125,36,0,1.0366,1556,4.0774,-118.28,-117.95,0
2.7262,15,0,1.0926,1710,3.5497,-118.64,-120,0
2.0962,23,4.5497,0,2701,3.1214,36,-117.73,0
2.7404,36,0,1.0366,1026,3.4587,34.09,-117.41,0
1.6741,32,0,1.078,1272,2.9239,-120,-121,0
3.2321,14,5.4286,1.0663,1030,2.9338,35,-120.4,0
2.7208,5,4.9167,0,2074,1.9146,-117.34,-120.61,0
2,29,3.6838,1.058,2857,4.6481,34.03,-118.18,0
2.375,52,4.0452,0,1049,3.1488,35.39,-120,0
3010,36,0,1.0545,797,2.8654,40,-116.95,0
3.0972,37,5.7838,0,1369,2.7311,34.68,-118.35,0
1.275,10,5.3373,0,1203,3.9071,-120,-118.21,0
2.0181,17,4.5461,0.9677,754,3.0481,38,-122.08,0
2.4167,35,3.8571,1.0337,2325,5.1457,34,-118.18,0
3.8125,32,5.0307,0,941,2.75,35.4,-124.98,0
4.275,34,5.0634,0,1374,3.616438,36.03,-118.3,0
2.5,38,4.9966,1.1605,982,3.1584,-121.7,-118.57,0
2.625,18,4.7904,0,1185,3.242,35,-120.46,0
2.5547,41,5.9309,0,1146,4.3264,34.02,-122,0
2.85,25,4.8075,1.0539,1023,3.4099,32.93,-117,0
4.9,16,5.5714,0,1275,2.7273,35.4,-119.8,0
2.1379,44,5.5109,1.0386,871,3.6131,36.96,-118.16,0
1.3906,31,3.7159,0,2351,4.1333,36.02,-120,0
3.6588,17,5.2635,0,1415,2.671794,37.97,-120.84,0
3.5268,20,5.0609,0,719,2.9706,38.73,-116.99,0
2.6932,36,4.6497,0,1759,3.2618,34.02,-118.08,0
4.7,20,6.869,0,1047,2.5932,40.12,-117.9,0
2.397321,36,4.9813,1.0849,1065,2,34.01,-122.19,0
2.7778,15,5.4957,1.0398,569,0,34.2,-120,0
3.9,42,5.7143,1.0205,1250,2.6667,34.17,-121.29,0
3,20,4.0094,1.0294,1158,2.6785,36.94,-119.02,0
3.0576,46,5.0724,1.0392,927,0,-121.35,-120,0
1.8571,39,3.654,1.049,2071,4.4528,34.09,-118,0
3.8125,28,5.4904,0,972,2.6354,37.65,-121.64,0
3.625,36,5.3737,1.0455,722,4.7143,33.96,-118.18,0
5,17,0,1.0134,1371,3.07,34,-118.09,0
1.9955,18,3.9148,0,1057,2.9559,40.17,-118.22,0
4,37,4.0653,0,1167,3.3173,34.02,-118.13,0
4.1769,16,5.5741,1.0455,796,0,37.56,-120.06,0
4.1406,23,6.5199,0,1243,3.0471,32.94,-115.56,0
1.7546,32,3.5808,0,1277,2.8953,34.03,-117.13,0
1.65,21,4.3157,1.0246,1681,2.6667,37,-116.98,0
3.5179,15,5.2155,1.1114,815,0,39.21,-121,0
2.3864,11,5.4873,1.0246,1079,3.3157,-121.5,-118.34,0
2.9196,29,5.2772,0,1330,2.9868,40.58,-120.97,0
3.5804,34,4.6296,1.0476,1592,0,34.05,-118.2,0
3.1859,34,5.0353,0,14,2.6019,34,-118.38,0
1.8125,21,4.4852,1.0337,1667,1.572351,35.4,-118.34,0
3.6528,17,5.5667,0,1200,2.8444,-122.03,-118.44,0
2.8571,25,0,0,1031,4.1687,34.04,-120.81,0
2.8,35,5.2672,1.0385,731,2.4286,-124.18,-118.37,0
3,13,0,0,909,2.334,38.94,-120.5,0
2.1071,19,3.5179,1.0259,750,1.9564,37.79,-122.03,0
2.6611,32,4.9706,1.0955,983,0,37.85,-117.94,0
3.6145,9,5.8571,1.0483,7,2.7143,35,-115.59,0
2.9205,22,0,1.1208,1372,2.4761,20,-117.71,0
2.1706,37,5.0441,0,1201,2.8229,34,-118.3,0
3.2351,27,3.8194,0,1077,4.0954,40.95,-118.2,0
1.8333,30,4.5335,1.0511,1103,1.9763,40,-118.28,0
3.6875,29,5.4307,1.0341,1036,4.0341,34,-122.58,0
3.0156,41,4.5972,0,853,2.0673,-118.75,-122.42,0
2.9893,21,5.1261,0,15,3.1387,34.04,-120,0
4.1178,17,5.9883,1.0507,1340,3.3281,-119.25,-117.37,0
4.2414,15,6.1061,1.1349,1601,2.7356,-121.77,-117.97,0
4.7727,34,5.7899,1.0369,1294,0,36.97,-117.92,0
4.4531,22,5.3541,1.0088,1846,3.4248,35,-117.86,0
5.7354,38,5.9339,0.9353,1243,3.2673,33.99,-118.35,0
2.375,46,4.4074,1.0202,1028,2.9078,40.77,-118.19,0
3.52,38,0,1.0538,520,2.3523,-118.24,-121.35,0
