V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,class
0,0,0,0,0.9081,0,0,0,0,175.831,0,0,0,0,8.7277,0,0,0,0,0,0,0,0.9237,1.9779,0,0,0,0,1,0,27.0287,0,9.4284,0,6.0917,0,0,0,0,12.6299,2.6953,56.8366,3.7907,0,0,0,0.2665,0.0254,0,1.1737,0,13.3596,0,0,0
0,1,0,0,0,0,0,0,0,198.663,0,0,0,13.3144,13.7497,0,-1.3073,0,91.1396,0,-20.5683,3.0339,0,0,0,2.6416,0,0,0.546979,0,0,0.2404,0,0,0,0,114.237,0.7722,0,34.8,0,0,0,116.392,0,0,0.316,0,130.51,0,0,1.6458,0,0,0
0.1711,0,0,0,0,0,0.4958,0.0242,0,0,0,0,31.569,0,0,1.0335,0,0,78.3396,0,7.5562,9.4284,0,0,0,0,0,0,5437,0,0,0,0,0.2056,0,0,0,0,0,0,0,0,13.6631,0,33.3103,0,0,0,0,-0.4495,38.3563,13.1471,0,0.9017,0
0,0,0,0,0,0,0.4094,0,0,117.618,116.534,109.909,0,0,0,0,-0.5128,0,71.6675,0,0,12.708,2.0359,0,0,0,0,65.1661,0,0,11.9063,0,0,0,10.4278,0,89.1402,0,0,0,1.9244,0,8,0,30.3384,0.4685,0,0,0,-0.0054,0,0,0,0,0
0,0,0,0,0,0,0,0.0722,0,0,0,0,0,0,34.9968,-0.3762,0,0.122,72.44,0,0,0,0,4.051,0,0,0.1464,57.9084,3833,0,19.2352,0,0,0.7161,0,0,0,0,0,0,0,48.8412,0,0,37.9152,0,0.2621,0,111.658,0,0,0,3917,0,0
0.029,0,0,0,0.5982,0,0,2642,0,0,97.799,0,0,50.7488,0,0,1.234,0,0,0,0,0,0,2.6493,0,0,0,88.9805,0,0,17.0971,0.2083,0,0,-0.2776,2.1324,102.477,1111,0,0,0,0,0,110.29,0,0.6639,0,0.019,114.455,0,0,0,0,0,0
0,0,0.5173,2156,0.8014,0,0,0,0.2357,0,0,0,35.0337,0,0,1.2526,0,2.1489,59.7357,0,4.3936,0,0,7.0696,0,0,0,54.1222,0,0.6239,0,0,0,0,0,0,82.8877,0,0,31.8566,0,0,0,0,18.7294,0,0,0,0,-0.477,0,10.6735,0,0,0
0,0.1708,0,0,0,0,0,0,0,0,0,0,0,10.9491,10.7968,0,0,-0.2738,0,1.7387,0,0,0,0,-0.3384,0,0,67.4457,0,0,26.7889,0,0,0,-5.2857,0,0,0,0,0,0,0,6.2346,0,0,0,0,0,0,-0.6347,33.8294,10.2904,1,0,0
2.0087,0,0,0.655,0,1.0188,0,0,0,0,0,0,27.5774,0,21.472,-2.1467,0,-2.6026,97.5563,0,0,5.9336,0,0,-3.0438,0,3.8351,99.4125,0,0,0,0,17.0962,0,0,0,0,0,106.856,0,-0.0889,0,15.4903,0,0,0,0,0,0,0,0,12.9077,0,0,0
0,0,5437,0,0,2188,0,0.07,0,0,160.833,139.331,0,0,37.668,0,-1.0666,0,0,0,-14.417,0,0.9087,0,0,0.5107,0,0,1,0,33.6555,0,0,0,0,0,0,0.2556,0,37.601,-0.5014,0,0,0,0,0.512,0,0.0244,0,-0.7085,0,0,0,0,0
0,0,0,0,0.1451,0,0,0,0,0,196.668,0,0,0,10.7384,0,-2.4189,-1.9018,0,0,0,0,1.0285,0,0,0,-1.4582,0,0,0,0,0.2861,0,0.0681,-3.1657,-0.3373,0,3750,0,55.9608,0,0,4.9084,0,0,0,0.5571,0,0,0,0,1.4944,0,0,0
0,0,0,0,0.797,0,0.089,0,0.5958,159.57,0,165.06,15.0666,0,0,-1.2782,0,-1.0998,0,0,-3.3396,5.2403,0.7437,0,0,0,0,64.8581,0,4.616,0,0,0,0,0,0,0,4729,0,0,0,0,18.356,0,0,0,0,0.0236,109.324,0,41.8883,0,0,0,0
0,0,0,0,0.6356,0,0,0.049,0,0,145.607,149.377,0,0,0,0,-0.5841,-0.7453,0,-0.3818,0,0,0,0,0,0,0,0,447969,0,50.8659,0,13.5715,0,-1.4793,0,0,0,119.274,0,0,52.4852,0,0,15.9071,0,0,0,0,0,33.7259,0,1,0,0
0,0,0,0,0,0,0,0,0,0,122.692,0,17.6489,0,13.6056,0,-0.6352,-0.3103,0,0,-1.5692,0,0.3281,3.4493,0,1.2278,0,0,0,-6.7771,43,0,18.2748,0,0,0,0,0,91.8156,0,0.9804,0,0,0,22.6519,0,0.2485,0,0,0,0,4.8895,0,0,0
0,1,0,0.8278,0.7882,1.017,0.2923,0,0.2294,0,110.059,0,0,21.7942,0,0,0.2788,0,0,-3.8552,0,0,0,0,0,0,0,0,0,0,43.2859,0,11.2637,0,-0.0961,0,95.5734,0.4031,0,0,2.6903,0,0,0,0,0,0,0,86.1244,0,0,11.4887,0,0,0
0,0,0,0,0,0,0,0,0,0,112.492,0,0,0,0,0.729,0,0,0,0,0,0,2.4117,0,-0.8997,0,-0.8,49.9138,3896,0,0,0,0,0.2578,-5.6356,1.1406,93.2057,0,0,0,0.247,0,13.6577,98.587,57.7453,0,0,1704,0,-0.1382,0,18.8854,0,0,0
2.0063,0,0,0,0.619,0,0.1488,0,0,0,0,252.862,0,0,0,0,-2.417,0,99.9805,0,-4.8243,3.4466,0,0,0,0,-0.3023,0,0,0,21.2426,0,0,0.501,0,0,0,0,0,38.677,0,0,0,0,36.0593,0,0,0.0305,0,0,19.2868,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,88.8471,0,0,30.3298,0,1.3578,1.1464,67.9087,0,0,0,3.656,0,0,0.7001,0,0,0,2.6352,0,0,0,0,0.9857,1.0573,0,0,0,0,0.0091,0,17.5876,0,42.5387,0.4047,0,0,0,-0.4349,16.9732,0,0,0.16,0
0,0,0,0.4073,0,0,0.2037,0,0,0,0,0,15.6018,11.1867,10.8997,0,0,0,0,0,0,2.6485,1.7304,4.4731,0,-0.4571,0,0,0,0,0,0.4487,0,0,0,0,0,0,0,0,0.298,0,13.2106,130.78,0,0,0,0.0256,93.512,0.3302,36.5647,0,0,0,0
1,0,0.2583,0,0,0,0,0,0,0,0,0,0,17.2858,0,-1.5263,0,0,89.1301,0,3.8992,5.0376,0,0,0,0.0652,-0.0577,0,1,0,0,0.2409,0,0,2.1569,0,0,0,0,0,0.6176,0,0,0,32.7898,0,0,0.0206,0,0.4924,0,0,0,0,0
0,5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4351,74.8986,0,0,9.7085,0,3.7821,-0.6149,-0.7377,0.8983,90.3365,0,0,0,0,0,0,0,0.4193,101.552,0.9444,0,0,0,0,3.453,103.501,0,0,0,0,0,0.6432,0,0,0.3935,0,0
1,0,0,0,0,0,0,0,0.1645,0,0,0,0,56.1552,0,0,0,0,70.8187,0,0,0,0,0,0,0,0.3298,59.335,0,-7.417,0,0.1941,0,0,-1.2868,-0.7974,0,0,95.029,0,-0.0073,0,0,112.65,0,0.5143,0,0,0,-0.226,17.5774,0,0,0,0
0,3812,0,0,0.4285,0,0.1806,0,0,0,0,0,34.2979,0,0,-0.4095,0,0,0,0,8.727,25.7304,3.0046,0,0,0,0,0,0,0,0,0,13.6138,0,0,1.8348,0,0,107.691,0,0,29.8878,0,0,0,0,0,0.0873,129.938,-1.6108,47.9072,0,0.1728,0,0
0,0,0,0,0,0,0,0,0,0,43.5666,56.9293,0,30.7579,0,0,0,0,51.2863,0,0,0,0,4.058,0,-1.4285,0,0,0.3139,0,41.2541,0,3.4156,0,0,1.6278,85.0769,5417,151.439,0,0,0,0,96.9982,51.8594,0,0,0,0,1.5935,0,11.6174,0,0,0
0.1656,0.0896,0,0,0.1253,0,0,0,0,0,0,0,0,42.9393,0,0.3482,0,0,62.6103,0,0,0,0,5.0536,0,-0.9077,0,66.4135,0,-5.4165,0,0,7.42703,0,1.7158,0,132.73,0,0,0,0,0,0,0,0,0,0,0.0337,0,-0.9805,0,0,0,0,0
0,1,0,0,0.9072,0.1423,0,0,0,67.029,0,0,53.2969,0,0,1.8591,0,0,0,0,8.0935,0,0,0,0.0077,-1.7367,0.8442,0,0,0,0,0,0,0,0,1.0384,0,0,115.28,0,0,0,0,0,0,0.4366,0,0.01,0,0,0,3.7541,0,0,0
0,0,0,0,0,0,0,0.0302,0,126.981,128.63,120.267,38.6931,0,39.7365,0,0.1695,0,0,0,0,0,0,6.3157,0,0,0,55.9971,0,0,0,0,0,0,0,0,0,0,0,0,-1.0384,0,0,97.9598,17.7407,0,0.3306,1.0234,0,0.212,50.1458,0,2711938,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4349,-0.6258,0,0,0,0.7289,-5.1273,0,0,4.271,0,-1.0483,0,62.5151,1,0,48.9276,0,0,0.055,0,0,111.877,0,120.335,0,0,41.6861,4.7797,0,0,0,0.4781,0.0376,0,0,0,0,0,0,0
0,0,0,0.1548,0,3836,0.0889,0,0,0,0,0,59.3104,0,0,0.1183,0,0,0,9.2707,3.1854,10.087,6.9453,0,-0.2801,1.121,0,0,0,0,0,0.5799,7.5692,0,0,0,117.688,0.1778,0,0,0,0,0,0,52.4464,0,0,0,0,0.6098,34.4281,0,0,0,0
0,0,0,0,0,0,0,0,0,161.796,172.767,0,0,11.3495,0,0,-0.3286,0.217,0,-1.2765,-1.3176,2.3874,0.6409,0,0,0,0,0,4694187,0.249,0,0,0,0,0,0,132.436,0,110.67,0,0,0,0,0,24.0181,0,0,0,0,0,34.475,1.8981,0,0,0
0,0,0,0,0,0,0,0,0,0,0,108.568,0,0,0,-0.2691,0,0,77.8805,0,0,3.7876,0,0,-1.4762,0,0.5274,0,0,11.124,0,0,0,0.0501,0,0,116.987,0,125.839,0,0,0,12.1386,92.7407,13.2342,0,0,0.0769,0,0,17.9069,0,1,0,0
0.1044,0,0,0.5169,0,0,0,0,0.2841,0,120.735,0,0,0,17.6769,0,-0.6368,-0.7998,0,0,0,0,2.6693,0,0,0,0,0,1972,0,0,0.3681,3.2149,0.4765,0,0,0,0,0,0,0,41.1268,0,0,25.0861,0,0,0.0309,96.019,0,32.8797,0,1,0,0
0,0,0,0.409,0,0,0,0,0,0,0,0,0,0,54.7796,0,0,0,0,23.09,29.0798,17.6174,3.0293,0,0,0,0,86.8698,0,0,13.5014,0,0,0.1825,0,0,107.589,0,123.383,0,0,43.8996,0,0,0,0,0.2418,0,0,-0.2901,24.5441,0,4900,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.7906,0,-0.5867,0,0,0,0,0,0,0,0,0.3725,0,0,0,0,10.6835,0,0,0,0,0,105.037,0,102.754,0,0,28.366,9.6185,0,0,0.7771,0,0.0384,101.749,1.9589,33.7491,20.2378,0.13,0,0
0,0,0,0,0,0.4139,0,0,0,109.878,0,82.9336,38.5441,0,36.3113,-0.2638,0,0,0,0,0,0,0,3.0349,0,0,0,58.0846,7333,6.347,0,0.2762,9,0,-0.008,0,0,0,117.792,0,0,38.8851,0,0,17.5395,0,0,0,0,1.2219,0,0,0,0,0
0,1,0,0,0.7251,0,0,1125.03,0.1488,0,0,76.1246,37.7573,0,0,0,-0.90004,0.1549,61,0,0,9.8205,0,4.5878,0,0,0.0959,0,0,-3.0883,0,0,0,0,5.3355,0,130.864,0,0,0,-0.5304,0,0,0,0,0,0,3821,0,0,0,0,0,0,0
0,0,0,0.5195,0.4073,0,0,0,0,139.988,0,94.4732,0,32.7852,0,0,0.0181,0,0,2.9459,-2.777,0,1.5372,0,0,0,0,85.2746,0,0,0,0,0,0,3.3819,0,116.624,0,0,0,0,22.4825,0,0,28.7943,0,0,0,0,0.6976,32.6661,0,0,0,0
0,0,0,4948,0.8032,0,0,2310,0,0,0,0,0,0,29.0876,-0.5695,0,0,0,0,0,0,2.3954,0,-2.0355,0,0,97.355,0,0,53.7387,0,14.2079,0.4538,0,0,0,0,0,32.4468,2.1913,0,16.0186,0,0,0,0,0,0,0,0,11.8237,3740,1.0069,0
0,0,0.1229,0,0,0,0,0,0,0,117.242,0,0,63.7762,0,0,0,0.5671,0,3.9062,4.7398,14.0748,3.2986,0,-0.9805,0,0,74.2684,0,0,0,0,0,0.274,0,0,0,5417,0,0,1.3364,0,0,0,11.8267,0,0,0,0,0.0703,14.4182,8.5592,0,0,0
0,1979,0,0,0,0.0678,0,0,0.2386,0,0,77.0979,0,22.7092,22.1787,0.8156,0,0,0,0,0,0,0,0,0,0.3104,-0.7407,0,0,2.0341,33.8292,0,3.1342,0.2467,0,-0.0661,0,0,136.416,0,0,0,0,0,0,0,0.2078,0,0,0.2866,0,0,1,0,0
0,0,0.2306,0,0,0,0,0,0,117.666,0,92.9481,45.5695,0,0,0,-0.8797,0,0,0,25.7337,0,0,3.1659,0,1.1118,-0.3398,0,4958,0,25.2893,0.1578,0,0,7.5441,0,0,0,115.385,0,0,0,3.416,126.346,0,0,0.4675,0,0,0,0,0,0,0.0771,0
0,0,0,0,0.6526,0,0.2368,0,0,0,0,43.1483,10.8805,0,8.9084,0,0,1.0192,0,-1.4497,0,0,0,0,0,0,0,0,0,-10.0035,0,0,4.6136,0,0,0,0,0,92.0356,0,5.7337,22.4876,0,0,21.8996,0.5138,0.6275,0,0,2.16,0,0,1,0,0
0,54,0,0.7353,0,0,0,10600,0,0,0,0,0,0,0,-0.2764,0,0,76.8398,0,29.6261,14.9349,0,0,0,0.3525,0,66.0957,0,0,0,0,0,0.3905,0,0,145.616,0,0,0,0,0,5.5395,0,16.9081,0.5849,0,0.0167,0,0,0,6.7171,0.0289,0,0
0,0.2567,1111,0,0,0,0,0,0,0,0,52.452,26.7369,25.8996,0,0,-0.4999,0,0,0,0,7.9805,0,9.601,0,0,0,0,0,0,29.163,0.1069,13.2765,0.1394,0,0,117.957,0,100.062,40.6852,0.5834,0,0,0,0,0.5164,0,0,0,0,0,0,0.0536,0,0
1.0059,0,0,0,0,0,0,0,0,0,180.662,202.599,12.6531,0,6.6185,0,-2.689,0,87.4351,0,0,2.7171,0,0,0,0,0,83.7152,0,0,0,0,0,0.3785,0,0,0,0,0,58.6956,0.3372,18.8594,0,0,12.9895,0,0,0.0276,0,0,0,5.9187,0,0.4476,0
0,5250,0.5111,0,0.5014,0,0,0,0,117.884,0,0,0,0,29.6422,0,0,2.3631,0,1.1378,0,0,0,4.9455,0,0,0,68.1426,1,-0.9528,0,0.139,10.8132,0.2075,0,0,124.084,0,0,0,0,0,6.5153,0,0,0,0,0.0384,0,0,0,0,0,0,0
0,0,0,0.5013,0,0,0,0,0,0,0,87.0338,0,0,0,0,0,0,78.8893,-2.1166,0,0,0,2.4161,0,0.4209,0,0,0,11.4174,0,0,0,0.1461,-0.5247,0,0,3694,0,0,0.9296,0,18.6284,123.737,27.0565,0,0.2928,0,0,1.5232,15.0169,0,0,0,0
0,0,0.7535,0,0,1.056,0.3324,0,0,125.781,0,0,0,23.8952,0,0,-0.2743,0,0,0,0,0,0,0,-1.6467,0,0,82.8496,0,-5.0836,41.4665,0,0,0,0,0,0,0,91.8981,0,0,52.4025,0,103.776,25.7139,0,0.3326,0,97.512,0,0,0,0,0,0
0,0,0,0.8865,0,0,0,0,0,0,0,145.449,50.5501,0,0,-1.6295,0,-1.061,0,0,-3.3398,0,1.2471,0,0,0,0,70.7157,0,0,0,0.307,0,0,0,0,97.6608,0,0,47.8351,0,0,7.1782,0,52.7353,0,0,0,126.517,0.2705,0,0,0.2193,0.1029,0
0,1,0,0.497,0,0,0,0.0186,1.0153,196.571,0,0,0,0,11.3158,0,0,0,0,-0.1426,0,0,0,0,0,0,3.9686,0,0,0,0,0.3095,0,0.1562,0,-1.5128,99.969,0,0,0,0,0,4.6865,96.7731,38.8132,0,0,0,123.719,0,0,14.9589,0,0,0
0,0,0,0,0.8031,0,0.2594,0,0.29,0,0,0,42.4091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.318,0,3.6331,0,0,0,0.5175,0,0,0,0.1521,0,0,-0.1403,32.8348,14.8676,118.272,0,0,0,0,103.874,0,46.1857,0,1,0.9608,0
0.1482,0,0,0,0.6191,0,0,0.029,0,0,162.189,0,0,0,9.9608,0,0,0,0,1.1635,0,0,0.9805,0,0,0,0,0,0,0,0,0.427,0,0,0,0,105.701,0.55,106.684,27.4519,0,14.5014,0,0,0,0,0,0.0276,0,-1.1758,0,0,64624,0,0
1,0,0,0,0,0,0,0.0972,0,0,0,250.49,0,7.6332,0,0,-2.6018,0,0,0,-0.4397,0,0.6473,0,0,0,-0.2994,69.3281,0,0,0,0,0,0,0,0,0,0.6972,88.8047,47.0046,0,0,0,92.2579,58.9498,0,0,0,0,0,0,17.8777,0,0,0
0,0,0,0,0.3199,0,0.3826,0,0,0,253.681,0,22.6576,22.9886,17.7781,0,-3.7853,0,0,-1.7071,-0.7884,0,0,0,-2.8579,0,0,0,0,0,21.3901,0.6391,0,0,0,3.0648,0,0,0,0,0,0,0,120.517,0,0.5151,0,0,0,0,0,0,1,0,0
0,3833,0,0,0,0.3222,0.224,211911,1.0143,0,0,0,0,0,0,0,0,0.1051,0,0,0,0,0,0,0,0,2.1423,0,0,0,48.7775,0.1709,0,0.4303,0,-0.5387,112.675,0,0,35.4367,0,0,0,0,20.8857,0.5188,0,0,109.133,0.1204,0,0,0.032944,0,0
0.9671,0,0,0,0.6362,0,0,1125.058,0.257,0,132.33,82.1808,0,0,0,-0.2557,0,0,70.3597,14.2361,0,10.4357,0,2.5054,0,-0.1317,0,0,1,0,0,0,0,0,0,0,0,0,0,17.1486,-0.3,0,0,0,0,0.5154,0.3936,0,0,0,0,15.6877,0,0,0
0,0,0,0,0.35,0,0,0,0.444,115.038,138.764,0,10.8923,0,0,0,0.6015,-0.917,0,0,2.7294,0,0,1.8801,-0.0599,0,0,75.8777,0,0,0,0.1686,0,0,0,-1.0393,0,0,0,0,0.66,21.4139,0,0,55.5533,0.536,0,0,112.545,0,0,0,0,0,0
0,0,0,0,0,0,0,2094,0,139.368,140.498,0,0,0,0,0,0.6152,0.7581,76.5446,0,0,0,0,0,0,1.4824,-0.8441,0,0,0,0,0.3544,0,0,0,0,0,0,94.0059,0,0,0,14.0801,0,20.3793,0.4353,0.3021,0,0,2.7281,0,2.7358,0,0,0
0,1,0,0,0,1.0874,0,0,0,0,89.1801,78.2794,0,44.8226,43.8487,0.2596,0,0,0,0,0,12.3144,2.7392,0,0,0,0,0,1,-0.248,0,0,0,0,0,0,0,0,0,0,0,22.5472,0,79,0,0,0.4531,1352,130.34,0,0,0,0,0,0
0,0,0.0841,0,0,0,0,0,0,0,0,64.5269,0,42.0915,0,2.0046,0,0,0,0,0,8.6977,0,2.8969,0,0,0,0,5417,0,38.4128,0,4.3928,0,6.3867,0,126.964,0,0,0,0,0,17.6348,0,0,0,0.1283,0,0,-0.2557,41.2844,6.5777,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10.7849,11.5962,-5.4499,0,0,0,0,0,3.8205,0.5881,0,0,-2.088,0,77.3125,0,0,11.8715,0,0,0,0,0.0501,99.1068,0.3396,0,0,0,0,0,0,0,0.5075,0.3371,0.0339,0,0,0,0,3825,0,0
0,0,0,0,0,0,2143,0,0,0,134.443,0,14.6731,0,13.2375,0,-1.1621,0,73.5681,0,0,0,0,0,-2.3302,-0.3235,0,0,1,0,0,0.16,0,0.4349,0,-0.3345,125.535,0,95.7453,0,0,52.501,0,0,0,0.5153,0,0,94.9948,0,16.8187,0,0,0,0
0.0319,0,0.7353,0,0,2168,0.2542,0,0,0,0,0,39.7953,0,0,1.2621,1.0267,0,65.3375,3.2599,0,8.0355,0,0,0,0,0.575,79.8351,3812,0,0,0,0,0,2.1456,-0.4778,0,0,0,0,0,0,0,0,30.8187,0.9118,0,0,0,0,43.390909,0,0,0,0
0,0,0,0,0.4741,1.0049,0,0,0.4562,0,0,252.989,0,5.1387,0,-1.501,0,0,99.267,0,0,0,0.5374,0,0,0,-1.2377,0,0,6.6758,45.6663,0,0,0.5232,-0.7279,0,0,0,0,0,0,15.7564,0,0,0,0.1895,0,0.0349,0,0,23.8495,11,0,0,0
1,0,0,0,0.1695,0,0,0,0,252.775,0,253.852,0,17.3941,0,0,-0.7367,-0.6627,0,0,0,2.8981,0,0,0,0,0,0,0,0,10.0156,0,4.6208,0,0,-4.9081,111.635,0,0,0,0,0,0,0,0,0,0,0,81.6925,0,0,6.1581,3230,0.09,0
0,0,0,0,0,0.1947,0,0,0,0,104.775,0,47.4651,46.5949,0,0,0,0.5347,0,6.7331,0,0,3.2449,0,-0.1038,0,0,0,0,0,33.9754,0.5115,0,0,1.8983,0,0,0,0,42.4232,0,0,9.1657,115.87,0,0.4721,0,1.066,0,2.5014,7.9779,0,0,0,0
0,0,0,0,0.7158,0,0,0,0,0,0,0,0,31.6138,36.8547,0,0,0,78.4332,0,0,11.0132,1.9061,0,-3.2963,4.514,0,0,0,5.1675,0,0,0,0.1396,0,0,0,5417,95.5877,29.7927,0,0,7.28,111.976,0,0,0,0.0283,0,0,53.1282,0,0,0,0
0,0,0,0,0,0,0.1061,0,0,88.4161,0,0,0,0,0,0,0,2.1631,0,0,4.2782,0,0,0,0,-0.3106,0,80.3668,1,1.9557,0,0,0,0,0,0,113.847,0,133.432,0,0.75,0,0,0,0,0,0.5307,0.0235,0,0,20.3896,7.6965,0,0,0
0,0,0,0.1461,0,0,0,0,0,0,0,0,0,0,28.9449,0.8254,0.7802,0.8997,0,0,0,0,0,0,-1.7185,0,1.3169,56.0348,0,3.0523,0,0,0,0.2853,0,0,0,0,0,0,0,0,10.4921,104.724,0,0.5,1.0308,0,0,0.0198,0,14.5653,0,0,0
1,0,0.2833,0,0.2041,0,0,0,0,93.4918,0,0,0,44.8997,40.556,0,0,0,0,8.9349,30.24,14.587,0,0,-0.3629,0,-0.1762,0,0,9.9074,0,0,0,0.2389,0,0,0,0,92.0872,0,0,0,2.139,0,0,0,0,0,0,0,42.5979,0,0,0,0
0,0,0,0,0,0,0,0,97.4,107.684,0,0,46.7643,0,49.769,0,0,0,67.8997,0,0,12.458,0,0,0,0,-0.4071,67.6992,0.3972,0,0,0,0,0,0,0,0,0,0,0,0,37.1767,14.5444,74.1225,0,0,0,0.0245,0,-0.5883,0,0,1,0,0
0,0,0,0.4987,0,0,0.4072,634,0,93.8997,0,0,40.8942,0,44.4139,0,0,0,60.2347,0,0,0,5.6093,0,0,0,0,69.5013,3771,0,0,0,0,0,0,0,0,5417,0,0,-0.6332,0,2.9509,115.758,0,0,0,0.0434,0,1.5516,50.9081,0,0,0,0
0.03,0,4472,0,0.1395,0,0,0,0,127.624,0,0,0,0,19.7337,-0.5882,0,0,0,2.4791,0,3.576797,0,0,0,0,0,79.2577,0,0,0,0,0,0.4117,0,0.0588,95.6924,0,140.879,0,-0.5963,0,0,0,0,0.5014,0,0.0305,0,0,0,0,3811,0,0
0,0,0,0,0,0,0,0,0,0,0,87.9606,0,0,60.9836,-2.6067,0,0,62.8039,0,0,0,2.7171,0,0,0,1.4356,57.6352,0,-0.5376,0,0,12.7161,0.2595,9.0187,0,0,0,0,0,-1.6391,0,0,133.684,0,0.3881,0,0,0,0,51.6176,0,0,0.1461,0
0,0,0,0,0.8267,0,0,0,1.0426,0,127.871,124.138,0,0,0,0,0,0,82.9491,3.4468,2.7781,6.6275,0,0,0,0,0.0673,0,0,0,0,0.4767,9.0015,0,0,0,0,0,0,38.3745,-0.075,42.3151,0,0,0,0,0,0,136.436,-1.398,0,0,0,0,0
0,0,0.341,0.5531,0,1.0058,0.2415,0,0,0,0,0,0,31.2597,0,0,0,0,0,6.3812,-3.3,7.6417,2.0339,0,0,-0.0848,0,0,0,0,0,0,0,0,-1.1867,0,0,0,0,0,0,28.7916,0,0,21.099,0.5189,0,0,124.686,0.5153,0,11,0,0,0
0,0,0.05,0,0,0,0,0,0.3196,0,0,65.9152,48.397903,0,49.3389,0.7262,0,0,0,6.7877,0,0,0,0,0,0,0,70.2968,0,0,0,0.3158,0,0,0,1.2452,139.946,0,0,0,0.9875,0,2.0341,101.384,35.5676,0,0,0,0,0,0,0,0.1271,2102,0
