fLength:,fWidth:,fSize:,fConc:,fConc1:,fAsym:,fM3Long:,fM3Trans:,fAlpha:,fDist:,class
41.8022,0,0,0,0,13.1781,0,0,0,186.705,0
0,0,2.419,0,0,4.3622,0,0,0,147.787,0
0,0,2.5012,0,0,0,0,14,6.144,0,0
0,0,3.2034,0,0,0,0,-17.9102,2.161,173.994,0
0,0,2.4189,0,0,0,-23.6874,0,0,184.97,0
0,0,2.553,0,0,3,9.4197,0,40.0122,0,0
0,0,0,0,0,0,0,-23.074,29.009,188,0
0,0,2,0,0,46,25.9149,0,16.6082,182.317,0
0,0,2.4304,0,0,0,0,0,0,138.656,0
0,15,0,0,0,29.609,8.53852,0,41.9153,0,0
0,0,2.80962,0,0,0,-19.1767,0,89.014,0,0
0,0,2.2581,0,2160,-34.81891,0,0,40.9453,220.206,0
0,0,0,0,0,12.60192,0,0,55.1403,0,0
0,0,2.777,0,0,-13.9063,0,0,22.579,188.782,0
32,0,2.3363,0,2,0,-20.8363,0,0,174.295,0
0,0,2.501,0,0,0,0,0,0,175.138,0
0,0,2,0,0,28.4608,0,0,5.679,187.824,0
25.9075,0,2,0,0,0,0,0,3600.717,160.556,0
0,0,3.4343,0,0.1034,2384.177,0,8.0954,40.2345,166,0
26.9074,0,0,0,0,0,0,0,37.456,0,0
0,0,2.4724,0,0,0,0,-12.3733,0,173.57,0
0,0,3,0,0,2.7483,0,0,80.3978,0,0
0,44,3.1364,0,0,0,0,-31.9171,43.4149,3052.693,0
0,0,2.7946,0,0,0,0,0,1.0392,195.827,0
0,0,2.618,0,0,-1610.849,-17.702,0,0,0,0
0,0,2,0,0,-30,0,10.7142,0,166.5935,0
33.4194,0,0,0,0,0,0,11.0581,4.0494,193.814,0
0,0,2.6747,0,0,-864.687,-9.6193,0,12.984,226.576,0
3216.3327,0,0,0,0,-2.5767,42,-6.8117,1.9702,263.569,0
2474.83902,0,2,0,0,0,0,-5.4564,0,129.558,0
0,12,0,0,0,32,0,0,54.248,0,0
0,0,2.7833,0,0,0,18.616,0,17.517,235.997,0
40.8157,18,2.75862,0,0.0918,0,0,0,19.409,189.69,0
73.8709,0,3,0,0,0,0,0,7.9405,224.79,0
0,0,2,0,0,16.3368,0,-6.0471,4.0579,0,0
25.5471,17,2.3839,0,0,12.9292,0,0,26.8581,0,0
382.8371,0,2.5591,0,0,0,0,6.1779,81.751,0,0
0,0,0,0,0,3625.6934,42,0,0,184.783,0
0,23,3,0,0,0,-17.8472,0,5.586,194.015,0
0,0,2.4475,0,0,-1420.477,13.4054,0,6.271,182,0
0,0,2,0,0,25.2077,0,-12.0672,0,135.304,0
0,0,0,0,0,13.2684,0,0,14.1448,212.477,0
0,13,2.4767,0,0,0,0,-6.0029,0,0,0
361.2738,0,2,0,0,0,0,0,4.7815,2254.718,0
0,0,2.94072,0,0,0,0,0,0,1788030,0
0,0,2.4841,0,0,0,-8.0485,0,2.5034,196.291,0
494.172,0,3.3687,0,0,0,0,0,0,24370,0
0,0,2.8207,0,0,0,-19.7908,0,67.24,0,0
58.5594,0,0,0,0,54,0,-9.6349,0,218.056,0
1877.172,0,2,0,0,2.5497,0,-8.1459,22.265,145.749,0
0,12,2,0,0,0,0,-9.5018,44.1416,185.778,0
56.6894,0,2.6744,0,0,0,0,0,13.51,178.792,0
0,0,2.5189,0,0,-1248.4089,-13.3886,0,40.1495,173.4464,0
0,0,2.5407,0,0,-7.9453,0,0,0,0,0
0,10.7243,2.0759,0,0,0,0,0,1.5152,212.66,0
0,0,2.1857,0,0,25.7826,0,-4.0777,38.1087,0,0
0,0,2,0,0,0,0,7.4722,0,0,0
0,0,2.94942,0,0,0,-18.7585,9.237,38.2987,193.171,0
0,0,2.5354,0,0,0,0,0,15.69,185.1098,0
0,0,2.9483,0.3487,0,0,0,0,0,195.167,0
0,0,2.8134,0,0,0,0,10.9292,12.5015,188.419,0
0,0,2.5585,0,0,14.3856,0,0,15.40359,2282.257,0
42.1541,0,2.264,0,0,23.1493,0,0,18.4372,179.672,0
0,0,2.6017,0,0,0,-1179.2371,0,44.9762,223.243,0
0,19.9071,2.5184,0,0,0,0,0,21.352,190.297,0
0,0,3,0,0,0,0,9.7017,0,212.362,0
46.759,1812,2.5197,0,0,0,0,0,0,0,0
22,0,2.2564,0,0,0,0,3.3522,0,0,0
3212.4302,0,0,0,0,0,0,0,15.839,157.056,0
0,0,2.5829,0,0,0,0,0,7.403,223.241,0
0,0,2.758,0,0,-6.0151,0,0,0,168.739,0
0,0,0,0,0,8,0,0,35.759,171.869,0
0,0,2.2748,0,0,17.7384,0,0,0,171.109,0
0,0,2.5584,0,0,0,0,0,0,147.182,0
0,0,2.5134,0,0,-61.7065,0,0,0,187.444,0
0,3737.3639,2.5066,0,0.1214,-8.7599,-738.786,0,16.293,0,0
0,12,2.2866,0,0,1,0,0,0,0,0
494175.156,0,2.5881,0,0,0,0,10.8247,7.1228,168.569,0
0,0,2.3587,0,0,-23.5841,-18.5017,0,0,174.26708,0
0,0,3,0,0,-14.1618,0,0,1.4102,0,0
0,0,0,0,0,0,-66.6905,-10.0471,11.4086,0,0
