temp,atemp,hum,windspeed,casual,registered,cnt,season,yr,mnth,hr,holiday,weekday,workingday,weathersit
0.48133755,0.5962331,0.7136389,0.3473881,74.23559,185.37817,278.25314,1,1,3,12,0,2,1,1
0.2730696,0.2205834,0.55893284,0.26277152,7.2388926,9.323987,16.405804,2,0,1,21,0,0,0,1
0.52999216,0.6504995,0.90761757,0.101812884,76.69125,124.76256,319.96292,1,1,1,15,0,6,0,1
0.2966136,0.2711059,0.6563676,0.5583233,5.5136666,517.8811,466.2206,1,0,3,8,0,4,1,1
0.6082711,0.6527425,0.8508936,0.12878191,31.809822,147.05368,282.0363,1,1,1,15,0,2,1,1
0.6049471,0.6086176,0.4291592,0.24312578,92.84616,272.93637,370.02612,2,1,5,13,0,4,1,1
0.4244821,0.4511599,0.6894659,0.21403113,22.699581,304.37482,380.16263,1,1,1,19,0,3,1,2
0.5425981,0.6104636,0.6166759,0.06422122,145.2597,8.033146,136.44781,2,0,5,13,0,0,0,1
0.4486412,0.47453883,0.69428015,0.30822256,20.06485,515.9648,578.9827,1,1,3,8,0,2,1,1
0.5092998,0.5340828,0.44008556,0.2991688,44.88124,285.1156,396.90897,2,1,5,19,0,4,1,2
0.5449964,0.567211,0.5698314,0.30596238,47.0305,477.5338,567.3687,2,1,5,8,0,3,1,1
0.17222606,0.14323787,0.6663496,0.49973777,1.765149,278.86676,217.52504,1,0,1,8,0,4,1,1
0.17085314,0.12688458,0.48361835,0.38807392,1.6704135,34.562325,30.292942,1,0,1,21,0,4,1,1
0.32769224,0.2676196,0.60643446,0.24258937,10.8345,13.303148,21.65868,2,0,5,21,0,4,0,1
0.61445683,0.6361142,0.48446465,0.22108687,103.429405,267.8539,401.18796,2,0,5,13,0,4,1,1
0.123030044,0.119839065,0.64479065,0.09225845,0.017931541,0.0012491413,1.0174849,1,0,1,1,0,0,0,1
0.3592274,0.41238198,0.7884925,0.19172373,11.057399,232.66527,282.72778,1,1,1,19,0,3,1,2
0.18381776,0.14376116,0.5855309,0.2418033,0.74749,3.678004,6.084623,1,0,1,1,0,4,1,1
0.59562016,0.6376312,0.33266133,0.2737314,102.99785,303.5837,452.1358,2,1,5,13,0,4,1,2
0.62670404,0.5002942,0.63582057,0.6457018,22.823656,632.1558,588.75824,2,0,3,8,0,3,1,1
0.21765818,0.1910122,0.75496006,0.31570983,1.934047,510.95792,478.47537,1,1,1,8,0,2,1,1
0.44495806,0.54738593,0.90932304,0.110175565,34.965572,94.321785,209.1394,1,1,1,15,0,3,1,1
0.5398722,0.69906384,0.75361836,0.21798573,142.37224,175.46844,382.3416,1,1,3,15,0,2,1,1
0.40058264,0.43329713,0.6596561,0.224439,20.462414,220.02022,309.6752,1,1,1,19,0,3,1,2
0.57220584,0.6645179,0.2159598,0.16975679,101.67643,32.719345,315.90662,2,0,5,13,0,0,0,2
0.18876106,0.15817796,0.5934998,0.48979127,2.0725224,274.54855,224.60728,1,0,1,8,0,4,1,1
0.50651634,0.620272,0.918144,0.08156376,120.98412,138.17744,348.8931,1,1,1,15,0,6,0,1
0.32007918,0.36848512,0.69903564,0.19627962,14.69729,144.61827,200.51248,1,1,1,19,0,6,1,2
0.29497093,0.37977502,0.9179675,0.094961025,17.913576,69.56021,150.76405,1,1,1,15,0,6,0,2
0.4952124,0.61434996,0.89762276,0.06958655,262.16455,239.41469,575.0262,1,1,3,15,0,6,0,1
0.30956343,0.42958862,0.8905194,0.13742474,14.628588,85.25081,154.90753,1,1,1,15,0,3,1,2
0.6057112,0.6357864,0.49971893,0.35349774,61.74183,527.0004,615.98566,2,1,5,8,0,4,1,1
0.68097526,0.6760776,0.48528638,0.25748655,99.76387,332.2799,444.83987,2,1,5,13,0,4,1,1
0.3169586,0.30087417,0.6541259,0.5628071,6.57026,654.71875,628.67346,1,0,3,8,0,2,1,1
0.61964834,0.62965643,0.58939326,0.15934917,87.389984,110.595024,221.25327,2,0,5,13,0,4,1,1
0.51851493,0.44066823,0.56639755,0.39965838,14.605108,386.17136,405.9876,2,0,5,8,0,4,1,1
0.572952,0.6852639,0.89658594,0.08476158,212.88309,213.29468,523.7081,1,1,1,15,0,6,0,1
0.35440123,0.4295884,0.84462595,0.16076033,9.509207,181.35371,235.2669,1,1,1,15,0,3,1,2
0.55408776,0.6430379,0.5678869,0.04760997,158.11325,6.7994895,156.83214,2,0,5,13,0,0,0,1
0.48586065,0.53518254,0.6660292,0.5780207,51.045288,208.48444,210.71103,2,1,3,12,0,2,1,1
0.45642477,0.39017838,0.55068374,0.30661857,18.145065,199.91982,159.0516,2,0,5,21,0,4,1,1
0.504666,0.42455384,0.57898873,0.38087925,13.623969,352.80557,346.9239,2,0,5,8,0,4,1,1
0.26755735,0.24951947,0.6795547,0.14989501,9.336442,0.859583,7.4392204,2,0,1,21,0,0,0,1
0.15604378,0.11691995,0.5803608,0.19074117,0.62211305,1.6586863,3.630107,1,0,1,1,0,0,0,1
0.16301107,0.11937292,0.58664656,0.21979225,0.40100348,0.8866618,2.612151,1,0,1,1,0,0,0,1
0.15670218,0.12835549,0.5750385,0.19199902,0.21012059,0.28132242,1.7162974,1,0,1,1,0,0,0,1
0.5820057,0.60292965,0.8424167,0.13142708,18.580229,241.3559,334.0448,1,1,1,15,0,2,1,1
0.34561014,0.33118322,0.4592959,0.23538767,21.909744,121.2001,246.68237,2,1,5,19,0,4,1,2
0.21131971,0.1783049,0.7012968,0.41248766,1.9590886,490.75043,433.11304,1,0,1,8,0,4,1,1
0.5041971,0.637339,0.76224995,0.28733432,107.26712,191.4862,326.75723,1,1,3,12,0,2,1,1
0.5160185,0.4408764,0.5508864,0.30294695,24.219511,188.96858,159.00966,2,0,5,21,0,4,1,1
0.6043985,0.7043954,0.87200105,0.12128306,111.62751,157.9041,373.92084,1,1,1,15,0,6,1,1
0.15398312,0.11756865,0.6071113,0.4330673,1.1041743,366.51144,296.28317,1,0,1,8,0,4,1,1
0.37441126,0.29411417,0.5446118,0.34523615,8.097409,260.33963,203.52802,2,0,5,8,0,4,1,1
0.45237723,0.4614527,0.75726265,0.18053916,12.0073,378.912,439.4385,1,1,3,8,0,2,1,1
0.4917429,0.5330749,0.7299101,0.05514069,80.74779,4.9075475,49.980995,2,0,5,21,0,0,0,1
0.18789868,0.14126901,0.46770933,0.3568051,2.4582422,19.378078,19.368692,1,0,1,21,0,4,1,1
0.4064142,0.538865,0.8154033,0.014696668,83.10745,0.19261631,24.296362,2,0,5,13,0,0,0,1
0.53699887,0.57365584,0.51319116,0.2991767,59.24508,321.44852,419.40756,2,1,5,19,0,3,1,2
0.21339978,0.19283025,0.6204169,0.5007022,1.7179639,176.28937,137.59013,1,0,1,8,0,4,1,1
0.7111292,0.58235836,0.54965335,0.6493586,10.364683,391.75525,287.7358,2,0,3,8,0,3,1,1
0.5202186,0.5459551,0.51133394,0.27945846,48.92592,311.5202,401.32138,2,1,5,19,0,3,1,2
0.18538919,0.14046973,0.76284325,0.23091449,0.9612602,512.653,464.63098,1,1,1,8,0,2,1,1
0.40276775,0.53609794,0.806342,0.19018663,207.9271,203.18872,436.26205,1,1,3,12,0,6,0,1
0.27665746,0.32081226,0.79731685,0.12772366,14.35898,89.5678,147.8319,1,1,1,19,0,6,0,2
0.2645457,0.2993913,0.8589866,0.099746935,13.875586,73.73918,136.84122,1,1,1,19,0,6,0,2
0.6493472,0.72252923,0.82469726,0.16458681,86.40139,161.41478,363.9398,1,1,3,15,0,2,1,1
0.3321054,0.41235095,0.8798002,0.12883392,13.476688,99.695145,162.519,1,1,1,15,0,3,1,2
0.19702482,0.15948282,0.5589554,0.28058097,3.4708393,6.2926645,10.403093,1,0,1,21,0,4,0,1
0.2421333,0.30289024,0.88706255,0.09475083,14.113349,66.66138,131.67606,1,1,1,19,0,6,0,2
0.18781868,0.1410838,0.52137345,0.27070042,3.2605994,4.497613,8.657792,1,0,1,21,0,0,0,1
0.5674384,0.68604493,0.88438857,0.12704931,63.76238,125.72046,297.52643,1,1,1,15,0,2,1,1
0.14157201,0.11603089,0.55548406,0.1626923,0.50037616,0.14360285,1.6846002,1,0,1,21,0,0,0,1
0.5709652,0.6166226,0.75749576,0.19237475,37.258976,287.07828,429.14325,1,1,3,8,0,2,1,1
0.7354016,0.6608664,0.43817025,0.7490737,7.0964584,137.70839,111.72936,2,0,3,22,0,2,1,1
0.47757405,0.60042256,0.88368165,0.074258395,271.5612,227.07233,583.3092,1,1,3,15,0,6,0,1
0.36200893,0.45949414,0.8598442,0.13861418,11.868206,140.63882,202.6659,1,1,1,15,0,3,1,2
0.21250534,0.1914056,0.60892504,0.18350679,0.16750634,0.62755036,2.0756853,1,0,1,1,0,0,0,1
0.12116741,0.11412722,0.72570497,0.06499266,0.0026999572,0.00020683979,1.0027605,1,0,1,1,0,0,0,1
0.24285278,0.31250203,0.9294593,0.060826845,24.562647,61.4156,140.80339,1,1,1,15,0,6,0,2
0.3456952,0.39499614,0.82523483,0.17380112,6.8655186,316.12668,323.3225,1,1,1,8,0,3,1,1
0.24709833,0.18442851,0.7607939,0.274655,2.504223,558.4167,535.1955,1,1,1,8,0,3,1,1
0.6485207,0.6361909,0.509436,0.29265186,55.90176,362.2263,379.18723,2,0,5,13,0,4,1,1
0.6440906,0.6157727,0.4836421,0.31682512,63.33009,423.42496,468.04178,2,1,5,8,0,4,1,1
0.58326054,0.71025026,0.7625454,0.21109724,97.84754,171.20354,356.82648,1,1,3,15,0,2,1,1
0.6172275,0.48897046,0.61407465,0.6388648,23.785429,661.979,649.21625,2,0,3,8,0,3,1,1
0.3466452,0.38721445,0.77514213,0.185542,8.623117,396.99432,388.2397,1,1,1,8,0,3,1,1
0.3331585,0.42414096,0.9104851,0.090133496,24.493128,83.65422,169.94762,1,1,1,15,0,6,0,2
0.15038055,0.11653807,0.59099203,0.4274444,1.1067758,77.60788,54.778206,1,0,1,8,0,4,1,1
0.17591657,0.165728,0.65598583,0.49271685,1.8878763,217.8956,174.61566,1,0,1,8,0,4,1,1
0.5636414,0.68253475,0.88073796,0.09171725,142.9974,166.79515,419.86115,1,1,1,15,0,6,0,1
0.63703126,0.63172364,0.47404087,0.7024019,22.18891,292.10623,260.68884,2,1,3,12,0,2,1,1
0.40162587,0.4402887,0.69851786,0.21219747,18.475697,275.6519,344.86362,1,1,1,19,0,3,1,2
0.46771708,0.49208462,0.5904363,0.26712468,35.716965,252.6482,359.19724,1,1,1,19,0,3,1,2
0.18209913,0.14218043,0.535847,0.2571154,2.7241683,3.0157275,6.934521,1,0,1,21,0,0,0,1
0.3293273,0.24166974,0.65369886,0.38975435,4.923257,533.5552,555.22253,2,1,5,8,0,4,1,1
0.42144978,0.44067222,0.6876261,0.21548128,23.74175,278.92273,350.51175,1,1,1,19,0,3,1,2
0.37183577,0.39888135,0.62829024,0.21345016,22.489292,188.60797,276.58514,1,1,1,19,0,3,1,2
0.25371948,0.22333902,0.6073189,0.24343295,0.34369767,2.4546762,3.855685,1,0,1,1,0,3,1,1
0.7089341,0.58383435,0.5730498,0.6688235,19.380775,485.8218,380.6408,2,0,3,22,0,3,1,1
0.49642083,0.4266125,0.6544581,0.3189019,13.728525,604.71436,656.32806,2,1,5,8,0,4,1,1
0.21282595,0.18018997,0.5755462,0.26093557,0.569353,4.2311425,5.981805,1,0,1,1,0,3,1,1
0.19251628,0.15200488,0.57402927,0.2909268,0.70674694,7.2177234,9.727856,1,0,1,1,0,4,1,1
0.20364487,0.16171363,0.6534034,0.40368894,1.8603295,411.7635,369.0926,1,0,1,8,0,4,1,1
0.52298105,0.46262246,0.5309827,0.38430682,0.95150197,19.313606,15.913744,2,0,3,1,0,3,1,1
0.48545486,0.6105172,0.7404442,0.30182993,82.197235,181.84982,295.0548,1,1,3,12,0,2,1,1
0.63382137,0.53254694,0.5918357,0.63380617,30.058435,641.0174,604.38763,2,1,3,8,0,2,1,1
0.2894615,0.22667767,0.5455782,0.43151855,3.9177854,283.58353,229.7083,2,0,5,8,0,4,1,1
0.3564116,0.45410612,0.9638276,0.017746348,273.83066,184.00316,517.4218,1,1,1,15,0,6,0,2
0.32159075,0.3433857,0.8356866,0.18186386,4.6629558,455.35654,407.75522,1,1,1,8,0,3,1,1
0.5528488,0.547175,0.6358376,0.40872103,43.74938,418.12106,449.4665,1,1,3,12,0,2,1,1
0.3215403,0.32426703,0.8321656,0.15823504,4.36841,379.64142,362.3482,1,1,1,8,0,2,1,1
0.5440536,0.6651615,0.75552243,0.22810847,91.853935,164.60089,345.2255,1,1,3,15,0,2,1,1
0.27012807,0.20130338,0.5701515,0.26724055,6.1080537,5.8470626,12.137949,1,0,1,21,0,0,0,1
0.32338166,0.34886348,0.84335554,0.18208691,5.32883,349.92206,352.40826,1,1,1,8,0,3,1,1
0.5702923,0.6185353,0.6499748,0.11317587,105.83537,33.73815,142.16707,2,0,5,13,0,0,0,1
0.59466934,0.50264,0.64052814,0.57602394,29.153883,637.00665,601.37024,2,1,3,8,0,2,1,1
0.5169254,0.43109265,0.6730195,0.45574495,24.636019,652.7873,671.5107,1,1,3,8,0,2,1,1
0.6301273,0.62601125,0.5098792,0.23100145,87.154884,266.30536,349.90503,2,0,5,13,0,4,1,1
0.34547216,0.37750652,0.6728145,0.21209535,19.77627,170.90022,234.82254,1,1,1,19,0,3,1,2
0.26422018,0.3021928,0.8394198,0.09908177,14.271039,72.82544,132.61507,1,1,1,19,0,6,0,2
0.42479777,0.5758412,0.7442371,0.24998178,162.31566,197.0615,388.12357,1,1,3,12,0,6,0,1
0.35382006,0.43920404,0.86979896,0.13997307,12.107258,123.556595,181.13135,1,1,1,15,0,3,1,2
0.37903646,0.41878822,0.7644946,0.17035156,14.544887,192.99101,257.65924,1,1,1,19,0,3,1,2
0.49108136,0.61299247,0.9331146,0.04756508,208.31613,174.61029,481.2497,1,1,1,15,0,6,0,2
0.24828376,0.22630295,0.5923781,0.36661714,1.2400049,28.036829,27.242416,1,0,3,1,0,3,1,1
0.24024804,0.22359614,0.6558561,0.5406727,2.6661322,479.4234,418.6494,1,0,1,8,0,4,1,1
0.36029541,0.4023158,0.7055239,0.20438148,17.977634,151.32532,211.16132,1,1,1,19,0,3,1,2
0.22656837,0.16707666,0.6885276,0.10843504,0.014367744,0.013599225,1.0449792,1,0,1,1,0,0,0,1
0.27970117,0.21265727,0.61206347,0.21319371,6.6802716,2.0711994,8.543708,2,0,1,21,0,0,0,1
0.40573895,0.5485248,0.7448318,0.25310022,171.29202,185.1343,368.05057,1,1,3,12,0,6,0,1
0.40681908,0.3193244,0.668958,0.5979847,7.001909,600.4964,557.2205,1,0,3,8,0,3,1,1
0.58968544,0.45787576,0.62391406,0.6154604,22.137293,693.30383,673.61346,2,1,3,8,0,2,1,1
0.22580582,0.1943256,0.65264827,0.14965028,4.260597,0.20820564,3.6791348,2,0,1,21,0,0,0,1
0.4916921,0.479432,0.33648324,0.32053822,34.266777,172.41533,306.78134,2,1,5,19,0,4,1,2
0.3951204,0.35271773,0.5441246,0.321589,0.96434,12.238261,13.103074,1,0,3,1,0,3,1,1
0.3480526,0.30880305,0.6340898,0.5328269,4.025391,197.72154,183.18262,1,0,3,8,0,3,1,1
0.4599398,0.5066448,0.64126843,0.6642198,58.509834,203.03879,209.28065,2,1,3,12,0,6,0,1
0.49875832,0.40718845,0.6084701,0.38626552,11.243193,445.71796,480.5638,2,0,5,8,0,4,1,1
0.37449306,0.4175739,0.7310113,0.19720267,16.483429,188.39964,251.93698,1,1,1,19,0,3,1,2
0.6838465,0.6195279,0.5007992,0.7047781,31.040464,448.3279,353.9034,2,0,3,22,0,2,1,1
0.74979556,0.68542063,0.69994485,0.3207733,0.018078173,0.60025203,1.2686222,2,0,3,1,0,3,1,1
0.38814154,0.40638712,0.8513749,0.13045673,6.641067,347.79486,386.05298,1,1,1,8,0,3,1,1
0.21613991,0.18613656,0.7658168,0.24232459,2.8477368,503.56805,458.44287,1,1,1,8,0,3,1,1
0.38317052,0.41958594,0.75289565,0.18658234,14.806159,203.68176,266.38394,1,1,1,19,0,3,1,2
0.54586065,0.70451194,0.7644454,0.21137449,142.86761,165.53976,384.90253,1,1,3,15,0,2,1,1
0.17116961,0.12734069,0.5460051,0.22279713,1.6142052,0.9910915,3.8490777,1,0,1,21,0,0,0,1
0.6291518,0.50676316,0.5990782,0.64154273,26.535036,680.3376,662.63544,2,1,3,8,0,2,1,1
0.6570235,0.56076145,0.5970899,0.66383415,32.909275,707.4815,669.4143,2,1,3,8,0,2,1,1
0.61776304,0.54437745,0.5570808,0.53423077,3.0662127,123.10231,69.05854,2,0,3,1,0,3,1,1
0.23398878,0.19069168,0.5411499,0.25768995,5.9470816,4.3847036,10.399612,1,0,1,21,0,0,0,1
0.45756328,0.46913224,0.7734859,0.20860262,13.340106,424.33188,471.04285,1,1,3,8,0,2,1,1
0.48759243,0.5488638,0.64135873,0.55256873,51.669285,216.94815,221.64745,2,1,3,12,0,2,1,1
0.19613576,0.1752839,0.75300187,0.23839322,2.1518567,479.62326,440.7506,1,1,1,8,0,3,1,1
0.21025974,0.2417679,0.7827276,0.10989146,8.804853,61.639935,122.42005,1,1,1,19,0,6,0,2
0.3904752,0.3055958,0.6623349,0.59568316,6.4613466,662.2353,656.1599,1,0,3,8,0,3,1,1
0.36491856,0.47825894,0.9019932,0.11510106,18.796389,86.3483,163.01836,1,1,1,15,0,3,1,2
0.15984687,0.122525536,0.5761422,0.25855926,0.48625797,4.168766,6.0602245,1,0,1,1,0,4,1,1
0.2040885,0.16477923,0.7520686,0.2587697,1.7383448,518.4846,494.04218,1,1,1,8,0,2,1,1
0.4536116,0.5198227,0.8692177,0.12665884,10.163791,197.79988,250.27554,1,1,1,15,0,3,1,1
0.6316069,0.7229598,0.8116694,0.1559177,92.36136,157.42403,356.25134,1,1,3,15,0,2,1,1
0.5150108,0.53518844,0.49547535,0.29834208,49.74709,308.8089,414.1042,2,1,5,19,0,3,1,2
0.375211,0.45068476,0.85000056,0.14002907,7.318093,204.4444,242.72531,1,1,1,15,0,3,1,1
0.3566298,0.38949418,0.7646482,0.17577623,12.404135,144.57487,202.22005,1,1,1,19,0,3,1,2
0.25737152,0.23253731,0.61934346,0.56998307,2.9859526,356.91168,307.9457,1,0,3,8,0,4,1,1
0.35960558,0.28654298,0.5701066,0.36012584,7.076691,154.16972,122.16654,2,0,5,21,0,4,1,1
0.20484057,0.15635504,0.7134246,0.3551186,2.0906534,505.2042,489.75354,1,1,1,8,0,4,1,1
0.25786087,0.20705093,0.5193583,0.39733905,4.107904,125.52763,102.43248,2,0,1,8,0,4,1,1
0.23171104,0.2807578,0.9139612,0.061854035,14.881443,52.13462,114.49548,1,1,1,19,0,6,0,2
0.3779739,0.40898845,0.79709524,0.19537818,10.171113,348.28296,375.18964,1,1,1,19,0,3,1,1
0.278161,0.3028069,0.84852284,0.023937192,4.51913,0.0074494537,2.0416071,2,0,5,21,0,0,0,1
0.58986807,0.47598103,0.62821835,0.59313166,7.7813745,369.4738,285.6242,2,0,3,8,0,3,1,1
0.53540254,0.5375352,0.5787907,0.281292,42.26614,349.71033,431.68152,2,1,5,19,0,3,1,2
0.5952592,0.5899438,0.66286373,0.52894056,51.349655,307.55508,332.78668,1,1,3,12,0,2,1,1
0.4426862,0.4744323,0.75919664,0.05637349,65.08889,3.1729622,34.520473,2,0,5,21,0,0,0,1
0.34050113,0.44444752,0.9408412,0.04173639,86.497345,93.744896,279.2929,1,1,1,15,0,6,0,2
0.5615774,0.6245331,0.8621708,0.13373223,28.65262,134.54782,271.6372,1,1,1,15,0,2,1,1
0.4000994,0.34725943,0.62475324,0.55154145,3.685056,221.64871,197.44223,1,0,3,8,0,3,1,1
0.5056633,0.5552115,0.85440195,0.121340126,12.893057,202.815,296.50766,1,1,1,15,0,2,1,1
0.57899565,0.4241535,0.6429963,0.618464,10.178114,582.56665,564.7554,2,0,3,8,0,3,1,1
0.5335881,0.4978589,0.6862939,0.35908088,34.102608,513.02264,553.20593,1,1,3,8,0,2,1,1
0.3626042,0.3139338,0.60863376,0.18547067,0.12971184,0.7397677,1.8873823,1,0,3,1,0,0,0,1
0.3745969,0.32861722,0.655225,0.5689054,7.689648,666.1625,662.9317,1,1,3,8,0,3,1,1
0.550995,0.67854273,0.8346007,0.120686784,220.42609,222.9735,528.96704,1,1,3,15,0,6,0,1
0.39589545,0.3856653,0.45843375,0.26284206,23.209288,146.43372,266.68137,2,1,5,19,0,4,1,2
0.6748047,0.61643237,0.5735503,0.42887145,0.30370152,10.567853,5.723768,2,0,3,1,0,3,1,1
0.2172625,0.20021382,0.7196566,0.41217902,2.6097758,547.8957,503.76688,1,1,1,8,0,2,1,1
0.1464084,0.11124096,0.61060905,0.13798615,0.030851394,0.0154715935,1.0661103,1,0,1,1,0,0,0,1
0.16667528,0.13379318,0.6628281,0.11017612,0.50170964,0.0070922594,1.1945379,1,0,1,21,0,0,0,1
0.36354682,0.41256043,0.8417482,0.1601246,7.4178815,271.51474,308.6715,1,1,1,15,0,3,1,1
0.4919508,0.48531276,0.2823281,0.301561,31.646736,142.79114,284.6181,2,1,5,19,0,4,1,2
0.48440322,0.44608587,0.706707,0.13022587,41.965626,16.14118,47.86958,2,0,5,21,0,0,0,1
0.32392383,0.35228696,0.83199614,0.18934467,6.6609564,417.44843,394.784,1,1,1,8,0,3,1,1
