temp,atemp,hum,windspeed,casual,registered,cnt,season,yr,mnth,hr,holiday,weekday,workingday,weathersit
0.78140116,0.72930735,0.6734751,0.0976545,86.46643,648.4878,663.3468,3,1,8,8,0,2,1,1
0.43779868,0.407318,0.71469533,0.25325674,25.262007,207.74509,181.29468,4,1,11,12,0,2,1,2
0.6746971,0.6637748,0.52035296,0.23440385,117.555695,225.7238,301.78906,2,0,5,19,0,0,0,1
0.6746979,0.5696876,0.5628699,0.3190272,33.84659,157.11176,198.95265,3,0,8,21,0,5,1,1
0.6319204,0.61682177,0.611908,0.28003705,209.42651,208.53046,347.51562,2,0,5,15,0,0,0,1
0.38327527,0.38556945,0.500087,0.21286322,44.31197,208.13441,196.19344,1,1,1,16,0,2,1,1
0.64625174,0.6473019,0.50018406,0.21841767,72.48857,269.32574,345.32477,2,1,5,19,0,0,0,1
0.68748456,0.6399233,0.79608864,0.26031038,97.00833,268.47263,310.4771,2,1,5,12,0,0,0,2
0.74966955,0.7167913,0.584377,0.19249327,99.70147,532.4553,530.4106,3,1,8,13,0,2,1,1
0.18127447,0.19238187,0.47349748,0.27132663,3.0769925,18.854868,27.575754,1,0,1,23,0,5,1,1
0.52739215,0.5562483,0.43888173,0.23674546,27.27861,236.26389,228.04599,1,1,3,19,0,2,1,1
0.57421243,0.55870235,0.41329715,0.1319628,51.342113,215.76257,290.23358,3,0,8,16,0,4,1,1
0.61022526,0.56629413,0.7579098,0.13083906,36.746574,247.00577,268.88623,3,0,8,9,0,5,1,1
0.3098318,0.33463314,0.5872018,0.14268592,14.333449,288.07263,294.18945,1,1,1,16,0,4,1,1
0.2884426,0.29936498,0.594875,0.22531788,4.8476086,208.85814,168.46632,1,1,1,16,0,2,1,1
0.8485145,0.7552845,0.68688315,0.29304516,24.289087,77.08039,104.68254,3,0,8,14,0,5,1,2
0.4964754,0.55112064,0.8243619,0.06660941,10.295468,185.30109,158.552,3,1,8,23,0,2,1,1
0.6673941,0.62153184,0.68526924,0.19439016,16.472399,266.19647,284.4032,2,0,5,19,0,2,1,1
0.37112167,0.39834744,0.763178,0.20452283,157.36288,297.37677,389.65024,1,1,3,12,0,0,0,2
0.79036427,0.6877666,0.5568348,0.18354225,54.76227,152.99538,153.43416,3,0,8,13,0,2,1,1
0.7609584,0.69582623,0.7374499,0.11555381,57.842136,221.79956,225.80005,3,1,8,21,0,2,1,1
0.3456034,0.3844283,0.8722819,0.093124874,0.69907725,158.22002,136.99086,1,1,1,16,0,4,1,2
0.48661667,0.47252533,0.49002942,0.17726357,41.15381,187.94318,192.33403,2,1,5,12,0,2,1,1
0.7665335,0.7235485,0.6296187,0.26659277,42.3401,290.6671,280.14035,2,0,5,12,0,2,1,1
0.18170448,0.23087257,0.8108999,0.067661464,0.091497906,11.294688,16.607721,1,0,1,22,0,0,1,1
0.26165324,0.2541218,0.54206234,0.27823606,3.797128,87.66036,61.39847,1,0,1,12,0,2,1,1
0.41762832,0.39939287,0.49190122,0.27538413,30.756445,172.87311,176.23547,1,1,1,12,0,2,1,1
0.7729657,0.67772734,0.5639919,0.19298717,84.61678,330.92694,383.9187,3,1,8,9,0,5,1,1
0.39875144,0.39586455,0.62351733,0.18687393,3.435463,212.72429,237.12534,1,1,1,19,0,2,1,1
0.1804664,0.15144077,0.5882579,0.1549959,0.9721622,16.218893,16.180424,1,0,1,19,0,0,0,1
0.30976725,0.3133878,0.48178083,0.272683,14.40454,197.40094,193.6296,1,1,1,16,0,2,1,1
0.84044296,0.7585655,0.76905125,0.13658477,25.132185,150.84885,154.40318,3,0,8,21,0,5,1,1
0.7601062,0.68354917,0.5290136,0.17811055,80.54346,379.48914,399.5509,3,0,8,19,0,2,1,1
0.7201333,0.66270465,0.5894831,0.13733605,55.42776,312.4742,374.39938,3,0,8,19,0,4,1,1
0.44453722,0.45304307,0.40800408,0.2835202,86.15943,164.47925,251.42105,1,1,3,19,0,0,0,1
0.29210427,0.30394286,0.48419094,0.1764803,25.882275,291.34637,332.28256,1,1,1,16,0,4,1,1
0.33976695,0.3165143,0.4886588,0.27319166,13.244451,40.019066,73.72193,1,0,3,19,0,0,0,1
0.31600663,0.29953855,0.72068375,0.25909397,18.97906,172.41109,221.76765,4,0,12,19,0,0,0,1
0.16258249,0.15909055,0.39489782,0.1998619,3.197158,53.693905,43.176807,1,0,1,16,0,4,1,1
0.0875466,0.100889,0.60011435,0.18961172,0.13070233,27.808365,17.46938,1,0,1,19,0,4,1,1
0.7947356,0.704883,0.678434,0.21393043,34.44228,143.20308,144.94301,3,0,8,21,0,5,1,1
0.680849,0.610478,0.83733666,0.24824698,25.892365,265.59695,271.74808,2,0,5,21,0,2,1,1
0.31396544,0.33617482,0.5063444,0.15666072,13.679672,110.19294,159.40332,1,1,1,14,0,4,1,1
0.23372161,0.26787388,0.6688952,0.13913032,5.3448524,230.01376,226.38147,4,0,12,19,0,2,1,1
0.5894832,0.56103426,0.64333475,0.20937648,183.16515,228.04613,409.27048,2,1,5,13,0,0,0,1
0.39434227,0.42696163,0.38541293,0.23198704,61.721104,142.59718,181.1371,1,1,3,19,0,0,0,1
0.768412,0.70947486,0.6229965,0.17509015,234.80939,350.04077,552.91235,2,1,5,18,0,0,0,1
0.16380468,0.13937491,0.33546257,0.45841232,2.0766723,34.826294,45.258316,1,0,1,14,0,5,1,1
0.7507178,0.70370793,0.8066526,0.109319225,50.067238,217.65497,234.3068,3,1,8,21,0,2,1,1
0.30696502,0.33852917,0.44996658,0.19770953,12.577284,120.879684,142.01395,1,1,1,22,0,0,0,1
0.6436832,0.6456337,0.5318707,0.21153635,65.25617,139.99506,161.35951,3,0,8,13,0,2,1,2
0.79808974,0.73251426,0.6247434,0.11841294,84.07397,372.1792,381.9016,3,1,8,13,0,2,1,1
0.7809774,0.73275304,0.6816039,0.10284818,53.790127,350.81708,373.6523,3,1,8,19,0,2,1,1
0.7436898,0.70258,0.77680856,0.055062182,55.42466,657.2553,647.7092,3,1,8,8,0,2,1,1
0.7322021,0.6472544,0.5952401,0.527918,71.07001,96.43473,185.98355,2,0,5,12,0,0,0,1
0.0946841,0.09018924,0.3325442,0.4955614,0.19425665,16.333897,15.854866,1,0,1,22,0,5,1,1
0.4705846,0.45667577,0.40733263,0.20076337,84.09759,150.97179,241.77855,1,1,3,19,0,0,0,1
0.7063887,0.6562037,0.63316506,0.20875262,29.529697,399.75427,370.4803,2,0,5,19,0,2,1,1
0.71992666,0.68178123,0.58074665,0.20407386,121.78497,254.7523,356.85178,2,1,5,19,0,0,0,1
0.8281607,0.7419253,0.57172817,0.060365338,69.222916,253.36894,351.98425,3,1,8,14,0,4,1,2
0.2783022,0.25851014,0.49602887,0.39751914,11.786668,127.43128,142.12244,1,1,1,12,0,5,1,2
0.477537,0.46891102,0.30720115,0.29831964,91.74576,220.47354,312.17996,1,1,3,12,0,0,0,1
0.34651077,0.35091448,0.45888847,0.27010602,16.043974,204.15219,219.77011,1,1,1,19,0,2,1,1
0.2853694,0.30560985,0.49352098,0.30346468,0.7499958,67.935074,76.345184,1,1,1,22,0,5,1,1
0.6172001,0.563328,0.7376617,0.298949,164.0767,215.22311,343.4537,2,0,5,13,0,0,0,1
0.6652504,0.5515529,0.4156471,0.3126683,60.37725,139.8554,218.7141,3,0,8,14,0,5,1,1
0.7195671,0.6202043,0.7431451,0.17038159,22.173664,162.64429,142.50807,3,0,8,9,0,2,1,1
0.3053851,0.32319844,0.4686477,0.14179967,9.607127,58.011665,85.02286,1,1,1,14,0,4,1,1
0.5265556,0.5087529,0.35896638,0.13258977,18.91323,105.35405,122.28656,4,0,11,12,0,2,1,1
0.5504205,0.483213,0.87010396,0.2737693,11.674031,97.252884,114.017365,4,0,11,21,0,2,1,1
0.54514587,0.53120124,0.47325113,0.23916547,209.14078,246.83255,412.68143,2,1,3,12,0,0,0,1
0.40870884,0.42273325,0.48321298,0.24341851,21.878668,343.72653,346.44418,1,1,12,16,0,2,1,1
0.3844827,0.3184135,0.39923626,0.60959816,28.122868,218.07419,261.57468,4,1,11,12,0,5,1,2
0.7307186,0.6280756,0.7469207,0.1497735,17.64391,115.92625,141.28857,3,0,8,21,0,5,1,1
0.24518687,0.26692128,0.4925556,0.1542371,12.381073,199.48598,195.057,4,0,12,19,0,2,1,1
0.40133992,0.3820322,0.6123166,0.32451972,93.43396,238.54787,334.96997,1,1,3,12,0,0,0,2
0.66355956,0.64041394,0.87230045,0.076071374,18.888496,109.31383,110.22553,2,0,5,21,0,2,1,1
0.243634,0.24074697,0.429316,0.18516141,11.107248,92.83295,103.45307,1,0,1,19,0,0,0,1
0.713428,0.6194201,0.81035525,0.12219617,28.905247,212.23926,180.55276,3,0,8,9,0,5,1,1
0.27838674,0.31630516,0.5967364,0.2292595,62.1032,225.38022,248.19803,1,1,1,16,0,0,0,2
0.36364406,0.42066842,0.541479,0.114560515,14.71464,92.79644,82.12037,4,1,3,23,0,2,1,1
0.49013573,0.3932426,0.2943892,0.45989135,61.295414,102.09062,197.30095,1,0,8,14,0,5,1,1
0.77704185,0.6976674,0.53265303,0.10416767,88.80042,390.89432,485.7456,3,0,8,19,0,5,1,1
0.36602637,0.3919341,0.55900204,0.1880753,7.644305,224.39302,218.74352,1,1,1,19,0,2,1,1
0.58439535,0.5300987,0.61539173,0.29181945,19.271757,148.62987,184.31969,3,0,8,19,0,2,1,1
0.7416973,0.72903794,0.8491252,0.061614107,18.806229,101.06741,118.97616,2,1,5,23,0,2,1,1
0.5008188,0.5034926,0.31832314,0.25938144,194.0896,279.73196,434.79074,1,1,3,15,0,0,0,1
0.35822216,0.30264872,0.16607723,0.616858,26.191229,123.047035,252.97667,4,0,11,12,0,5,1,1
0.40342456,0.38182154,0.36948252,0.39673877,55.661438,115.68628,230.4348,1,0,3,12,0,0,0,1
0.31140402,0.35294366,0.780583,0.11591158,0.68774456,140.27318,140.55049,1,1,1,22,0,2,1,1
0.6981029,0.66237235,0.61620164,0.07828751,32.66207,184.51541,222.6706,4,1,12,13,0,4,1,2
0.66515756,0.63190323,0.7383303,0.095148735,194.70004,251.72446,389.20215,2,1,5,18,0,0,0,2
0.35890275,0.3510836,0.39321688,0.34126112,103.62187,156.4664,245.80315,1,0,3,15,0,0,0,1
0.49685514,0.39643002,0.83645785,0.33147493,7.9051256,100.99728,86.75218,4,0,11,21,0,2,1,2
0.27656868,0.22281158,0.22672254,0.55705315,13.234462,49.036198,99.914856,1,0,1,14,0,5,1,2
0.19101186,0.21468419,0.51727647,0.12170662,9.90562,85.56029,76.26494,1,1,1,8,0,0,0,1
0.29789886,0.32203162,0.42686772,0.14323133,21.134436,103.56521,115.04301,1,1,1,8,0,0,0,1
0.76429147,0.73628336,0.616073,0.15759751,85.05991,338.07166,316.19394,2,1,5,13,0,2,1,1
0.27287266,0.264276,0.5337421,0.23385699,15.278657,133.98993,104.770645,1,0,1,16,0,4,1,1
0.7948657,0.71569675,0.7181019,0.15561594,31.758577,164.59737,170.29716,3,0,8,21,0,5,1,1
0.31587636,0.30605054,0.51653796,0.3272997,14.718312,168.24867,212.11758,1,1,1,12,0,5,1,2
0.43203545,0.42498893,0.5385777,0.26976633,23.102858,310.9472,323.59174,1,1,1,16,0,2,1,1
0.20119269,0.18645439,0.46830797,0.14946623,14.704981,88.60947,117.86675,1,1,12,19,0,0,0,1
0.41770244,0.45371097,0.37306765,0.24572171,55.751816,201.88379,229.11182,1,1,3,12,0,2,1,1
0.25055557,0.21141323,0.31569615,0.16866529,34.99289,139.45735,204.03836,1,1,1,15,0,0,0,1
0.23870748,0.21880436,0.59420896,0.10126206,26.241037,147.37494,190.20003,1,1,1,22,0,0,0,2
0.7229691,0.65123296,0.58931065,0.18350291,54.194176,209.50795,324.71625,3,0,8,14,0,5,1,1
0.35065016,0.33887702,0.519025,0.42050612,42.20573,170.05067,207.73596,1,0,3,12,0,0,0,2
0.124993846,0.15109539,0.5494149,0.1660845,1.4590304,71.60994,52.970875,1,0,1,19,0,4,1,1
0.27545837,0.2831565,0.37735173,0.23848145,24.669064,202.13841,210.314,1,1,12,16,0,4,1,1
0.43038407,0.43351656,0.58885604,0.33681482,150.11029,316.30847,471.12015,2,1,3,12,0,0,0,2
0.2155003,0.1692637,0.4380569,0.2776642,9.222189,145.88771,221.83006,4,0,12,16,0,0,0,1
0.59561193,0.6156568,0.44765276,0.21923974,259.07074,274.34433,484.35968,2,1,5,15,0,0,0,1
0.54132193,0.45568368,0.312925,0.51850635,82.535675,186.26595,298.58792,4,1,11,14,0,5,1,2
0.45454,0.50412595,0.6874716,0.07655776,5.769946,31.846136,36.07917,1,1,3,23,0,2,1,1
0.7939512,0.73185074,0.64191914,0.22431107,33.29129,82.91445,167.06738,3,0,8,14,0,5,1,1
0.7317368,0.6754051,0.57922834,0.1781998,262.17242,301.77475,497.48093,2,1,5,15,0,0,0,1
0.3821481,0.3698009,0.36742204,0.20334971,85.29794,178.8221,275.40372,1,1,12,15,0,0,0,1
0.8248319,0.71053576,0.5938692,0.17450076,54.68425,132.38821,151.59654,3,0,8,13,0,2,1,2
0.32638267,0.32928804,0.3338655,0.23812446,56.214146,216.92213,270.73096,1,1,1,15,0,0,0,1
0.57630336,0.50048405,0.5268799,0.15838496,27.315075,133.18576,221.57503,3,0,8,19,0,5,1,1
0.65392566,0.6584683,0.5962991,0.20452258,45.439358,465.96588,499.2202,2,1,5,19,0,2,1,1
0.6790265,0.6047584,0.8759609,0.234785,33.0529,182.54436,167.802,2,1,5,21,0,2,1,2
0.78202516,0.7062642,0.7321412,0.09341204,25.270872,99.85588,128.38275,3,1,8,23,0,5,1,1
0.6177004,0.5240319,0.8682762,0.32889128,5.240849,89.82467,77.30247,4,0,11,21,0,2,1,1
0.64381033,0.63638914,0.6795265,0.13372314,246.08867,337.2331,517.8895,2,1,5,15,0,0,0,2
0.46687013,0.42987612,0.83861375,0.22575952,12.304168,126.368935,124.90203,4,0,11,21,0,2,1,1
0.69513464,0.6478936,0.6595169,0.20739515,47.474094,260.34787,252.51186,2,1,5,12,0,2,1,1
0.76911855,0.70023906,0.7154839,0.08536212,36.35873,193.04022,227.65637,3,0,8,21,0,2,1,1
0.6404694,0.57352155,0.57952213,0.19071624,25.808908,70.55139,107.30969,3,1,8,23,0,5,1,1
0.7905062,0.74176025,0.66118205,0.10211872,57.831566,246.48975,309.88596,3,1,8,13,0,4,1,2
0.7949301,0.71801245,0.605707,0.19862661,68.72841,265.49728,376.25354,3,0,8,14,0,5,1,1
0.25802538,0.2846365,0.4954989,0.24184494,2.6742902,101.015434,79.818474,1,1,1,23,0,5,1,1
0.50679636,0.39759535,0.56697917,0.42164966,24.672012,174.7703,209.41661,4,1,11,12,0,2,0,2
0.40526113,0.3562124,0.48445112,0.40083182,22.239033,165.13554,229.5975,4,1,11,12,0,2,1,2
0.3773082,0.32417426,0.3236666,0.50140554,39.461014,193.71367,281.1118,4,1,11,12,0,5,1,2
0.45743188,0.40465865,0.5424962,0.25963724,124.15439,145.52663,305.2096,2,0,5,13,0,0,0,1
0.7108001,0.62675095,0.6239041,0.20015799,26.431202,100.528206,136.47482,3,1,8,23,0,5,1,1
0.79702324,0.72116274,0.65210503,0.10288746,53.93451,255.49232,264.45032,3,0,8,21,0,2,1,1
0.8186603,0.74177766,0.6472252,0.18121298,44.424652,208.21672,286.8336,3,0,8,19,0,4,1,1
0.314791,0.353507,0.3564333,0.24422549,43.909676,167.09511,188.25653,1,1,1,19,0,0,0,1
0.2166167,0.24924631,0.62080145,0.084740475,3.7883115,481.4664,399.07382,1,1,1,8,0,5,1,1
0.7362637,0.615305,0.39194497,0.3543711,95.94554,221.10132,320.5712,3,1,8,14,0,5,1,1
0.80638105,0.76088053,0.6312174,0.25810143,53.839428,448.9299,404.39853,2,1,5,19,0,2,1,1
0.3928984,0.40017956,0.68383497,0.19888316,188.1295,311.63217,440.20724,2,1,3,12,0,0,0,2
0.42284706,0.38345873,0.43584466,0.12577316,1.547646,13.45027,25.159111,1,0,1,14,0,4,1,2
0.7855069,0.74531513,0.67421514,0.28026882,38.723034,433.16562,406.49573,2,0,5,18,0,2,1,1
0.19490546,0.18147022,0.32771412,0.45601857,6.609553,65.08004,89.352745,1,1,1,14,0,5,1,1
0.61783004,0.5610246,0.5555569,0.34797472,12.524994,115.36279,120.922325,4,0,11,12,0,2,1,2
0.7673242,0.6777813,0.72979844,0.11786838,50.391785,243.29805,273.39117,3,1,8,9,0,5,1,1
0.2962712,0.31417903,0.49331063,0.234274,15.748673,200.823,183.25247,1,1,1,16,0,2,1,1
0.10265696,0.08904557,0.45732394,0.25821438,0.11123343,6.788122,5.518536,1,0,1,22,0,0,0,1
0.8228782,0.77229524,0.75002867,0.030990642,59.91211,475.40268,555.73047,3,1,8,9,0,4,1,2
0.5178741,0.51750267,0.47854212,0.23799405,63.077633,180.29262,240.79633,2,1,3,19,0,0,0,1
0.44110358,0.42338678,0.3487876,0.33966136,90.46933,235.16304,341.4489,1,1,3,12,0,0,0,1
0.21588112,0.21732564,0.28792185,0.48776367,12.965287,137.58069,157.93163,1,1,1,14,0,5,1,2
0.7617688,0.68346435,0.5552332,0.16469869,66.28498,383.99844,410.35907,3,1,8,9,0,4,1,1
0.5894743,0.51586646,0.88273716,0.26117608,20.899975,136.68307,122.81905,4,0,11,21,0,2,1,2
0.16231057,0.14131896,0.38050675,0.33421928,2.341338,23.274063,32.678566,1,0,1,14,0,4,1,1
0.7790457,0.6928031,0.7235687,0.16013257,48.173653,192.77002,192.16216,3,1,8,21,0,5,1,2
0.5560917,0.5664359,0.51866657,0.22473408,166.44121,241.69739,426.43442,2,1,5,19,0,0,0,1
0.1872018,0.22671615,0.89761597,0.035009872,0.0022675921,15.889024,13.558239,1,0,1,22,0,4,1,2
0.26716754,0.28442845,0.60736305,0.18506165,1.1006163,102.485176,105.20651,1,1,1,22,0,2,1,1
0.45874393,0.437179,0.59240144,0.32868746,19.345709,148.30678,182.2169,4,0,12,13,0,2,1,1
0.17316052,0.17643759,0.33309224,0.18797672,8.718579,76.5701,88.06377,1,0,1,19,0,0,0,1
0.2161199,0.22873738,0.3657253,0.34320852,24.828583,246.45685,306.3101,4,0,12,15,0,0,0,1
0.33299223,0.30747613,0.45497426,0.21931227,44.789295,200.84854,251.48682,4,1,12,16,0,0,0,1
0.15648118,0.13994744,0.7798162,0.18246406,0.15389718,11.490741,7.698108,1,0,1,12,0,2,1,2
0.46104124,0.5052647,0.3685474,0.30046934,31.542284,111.988754,101.733086,1,1,3,19,0,0,0,1
0.70811296,0.6294216,0.84989464,0.062842615,56.84572,348.2103,353.48724,3,1,8,9,0,5,1,2
0.36110476,0.3213517,0.44276303,0.31494385,16.625126,122.29682,180.61185,4,0,11,12,0,5,1,1
0.35986528,0.3518188,0.5371854,0.2514729,100.24329,223.22816,330.33408,4,0,12,13,0,0,0,1
0.24767803,0.2536631,0.4077537,0.2867487,3.728653,80.07457,79.70084,1,1,1,23,0,5,1,1
0.6038908,0.5344714,0.63164234,0.28278,5.8970222,99.31291,86.57423,4,0,11,12,0,2,1,1
0.7394859,0.69488835,0.61065906,0.32193297,27.863068,172.06525,179.31827,3,0,8,9,0,4,1,1
0.2709272,0.30251548,0.48977435,0.24823274,19.993488,356.17194,398.31885,4,1,12,19,0,2,1,1
0.39637148,0.39620426,0.3478543,0.34109995,27.676409,213.45128,186.9383,1,1,1,12,0,0,0,1
0.25225282,0.2161589,0.38483307,0.18683983,36.15604,143.06842,222.7743,1,1,12,16,0,0,0,1
0.7873946,0.7058639,0.5512221,0.14983645,49.838543,190.23108,321.50623,3,1,8,9,0,4,1,1
0.63539624,0.6534227,0.49056622,0.2627908,209.4796,216.51822,351.83206,2,0,5,19,0,0,0,1
0.39980635,0.3657385,0.37288508,0.28885657,23.885145,153.18346,206.58742,4,1,11,12,0,5,1,2
0.8016697,0.69180053,0.43576497,0.13077873,70.781555,161.12967,293.20804,3,1,8,14,0,4,1,1
0.38807568,0.40369275,0.34673753,0.14474699,24.181847,122.22106,141.55507,1,1,11,12,0,2,1,1
0.67466205,0.5940435,0.5643257,0.24966052,36.973015,184.369,197.85478,3,0,8,19,0,2,1,1
0.44415054,0.46159416,0.5199878,0.22005425,52.23873,165.58853,209.72939,1,1,3,19,0,0,0,1
0.6126277,0.6129677,0.51258034,0.2546392,214.55348,223.10512,370.13135,2,0,5,15,0,0,0,1
0.26625988,0.25899923,0.69344383,0.19384135,51.556374,242.00113,249.36472,1,1,1,15,0,0,0,2
0.5029853,0.52651143,0.4115433,0.23649944,100.9838,201.46478,239.25653,1,1,3,19,0,0,0,1
0.35248637,0.39236736,0.73123133,0.06624056,3.681928,17.408924,24.117916,4,0,11,23,0,2,1,1
0.1780653,0.17575824,0.63822174,0.1459845,0.2887828,36.09092,43.77568,1,0,1,19,0,2,1,1
0.42395073,0.4111456,0.37544692,0.26414374,44.210884,231.55292,228.7688,1,1,1,12,0,2,1,1
0.48707512,0.48764977,0.53807145,0.2072899,75.12493,157.34694,239.6535,2,1,3,19,0,0,0,1
0.25962892,0.29618382,0.64554477,0.08365026,3.8732831,54.882656,63.646328,1,0,1,14,0,4,1,2
0.3036482,0.33502233,0.59505594,0.15307471,4.7865033,162.7793,158.54535,1,0,1,19,0,2,1,1
0.2772235,0.28473756,0.46112433,0.15759057,39.533382,133.45795,199.66063,4,1,12,17,0,0,0,1
