CRIM,ZN,INDUS,NOX,RM,AGE,DIS,TAX,PTRATIO,B,LSTAT,MEDV,CHAS,RAD
9.569759,1.00784,13.610166,0.47570896,6.495446,86.215034,1.4110576,565.4166,15.17924,284.9188,11.840341,5.464339,0,24
38.610172,1.5034506,25.281164,0.7910366,7.715277,99.046906,1.5642074,708.48016,18.18731,28.99169,22.192879,5.7020726,0,24
0.97791,64.88904,11.952308,0.71427685,4.058909,3.6939259,6.5174956,189.95557,12.905507,385.3065,2.90988,44.4438,1,5
0.36611572,3.1521316,0.5709996,0.402215,4.1987023,50.914246,4.809409,202.85565,20.13486,359.1323,10.105724,5.7470675,0,4
0.752879,2.798161,4.222706,0.4552674,4.3092933,22.16598,1.8900387,279.70316,20.016119,377.7905,2.9926736,7.474247,0,24
50.30823,0.6709546,2.9293077,0.8461124,8.593391,99.72344,1.3387038,708.4923,20.912498,4.5083084,37.724648,5.7325826,0,24
0.52840734,1.0364112,2.051646,0.4264478,4.8832436,80.64221,1.4362546,321.47495,15.754821,334.93207,10.013366,9.328815,0,24
7.8021736,0.27721003,18.733166,0.72872376,7.6048703,94.803024,1.1490806,683.52,16.453371,236.06404,7.474651,7.1342077,0,24
24.155561,0.8527994,0.9364748,0.7927452,8.168507,99.23242,4.0385966,647.0483,18.913548,26.659376,31.954304,5.238375,0,24
84.21877,0.30741316,27.703882,0.8701649,8.73931,99.67858,1.1588769,710.97125,18.497267,9.21651,29.147863,8.12282,0,24
33.71507,0.6845097,26.697903,0.78796726,8.29535,86.64322,1.235844,703.4612,16.734394,135.7557,7.615655,6.547015,0,24
56.69837,95.42042,0.48186064,0.38760117,4.1055193,16.571512,11.911553,190.6142,21.09308,356.9924,14.750067,16.957895,1,4
88.93757,0.045910325,27.673777,0.8709832,8.779568,99.99996,1.1804713,711.0,21.97996,0.32044193,37.969837,5.3039265,0,24
0.519095,0.63814574,11.62748,0.7519634,4.8078856,34.026985,1.228668,212.3182,14.643617,370.01538,2.561839,13.475557,0,24
0.20947976,21.818892,3.2514346,0.4442701,3.6569457,7.3150897,2.3065808,190.09383,15.063418,390.58905,2.8164,24.171452,0,5
73.92441,99.99827,2.8550534,0.39961463,3.663261,2.9494088,12.119662,187.20009,13.393271,372.9651,7.1001577,49.992527,1,8
20.399956,0.7427751,27.719995,0.8690758,8.609847,66.55709,1.1400486,681.1781,13.053243,344.302,2.2046278,22.553257,0,24
87.94969,0.15276007,25.919687,0.87028855,8.76925,99.99837,1.1938943,710.9986,21.947165,0.36781067,37.96249,5.1900115,0,24
53.707863,99.99945,25.018631,0.6841479,3.7498252,2.9037337,12.125119,187.08064,12.60659,389.25378,3.6612172,49.999996,1,5
6.215203,1.1584077,20.015415,0.56036377,5.700825,78.37629,1.7291291,533.97723,17.709818,292.42517,4.7853484,6.044382,0,24
0.9055483,98.99391,27.321917,0.7895274,3.6791928,2.9156296,9.596764,187.54683,12.64528,394.00168,2.8793595,49.99922,1,5
5.8488984,0.76657915,1.7298434,0.39277112,5.1646,94.85066,2.0946581,492.7439,19.205957,141.05077,18.110548,5.2633224,0,24
73.15809,0.7903836,25.287294,0.8565487,8.495877,99.936195,1.2473401,710.90045,21.664724,2.0371413,37.930138,5.366161,0,24
0.7609974,13.562947,13.581286,0.5325986,4.5700097,9.363635,1.3316301,202.97173,13.011812,391.1797,2.406889,25.948626,0,5
38.93012,0.3303474,26.001122,0.8503411,8.437757,98.65735,1.5124897,704.3504,17.085081,51.27039,21.716856,6.0449286,0,24
0.3233903,6.162763,27.62395,0.8661882,4.919118,3.5080736,1.510478,219.82585,12.937692,393.96426,2.2444072,49.21344,0,5
75.08093,0.2962443,27.723385,0.86939615,8.743586,99.22361,1.1423558,710.7362,14.887215,86.45319,4.793995,6.714506,0,24
15.070074,1.46288,9.564222,0.510177,4.754203,97.7387,2.7138348,690.0375,18.57404,194.20744,10.226276,5.791532,0,24
77.35253,0.2946936,24.378082,0.86287326,8.653274,99.65027,1.657948,710.8088,18.909702,1.9050288,34.901096,5.843987,0,24
1.0204628,53.192127,0.58601534,0.39049938,3.7759686,8.485149,4.5926,189.37248,18.352377,388.06207,4.912323,18.970272,0,4
3.31196,99.41339,4.4404316,0.39258474,3.6351233,3.0101342,11.671304,187.51402,14.673432,393.87708,4.5429816,49.502396,1,5
2.319477,0.4442498,26.884447,0.867991,7.154604,60.1062,1.1502695,562.4959,13.4469385,312.44525,2.457729,30.707937,0,24
88.97103,100.0,0.9670458,0.38646352,3.7745135,2.903793,12.1265,187.03938,13.23952,374.0701,7.6344357,49.999947,1,1
1.0045869,1.0374216,21.388779,0.73114806,5.713107,30.412329,1.4832896,283.37683,15.031061,368.89648,3.380613,10.646717,0,24
0.4808841,4.993595,3.9351308,0.40846825,3.680894,16.588419,5.4286075,197.68004,16.217749,384.11157,3.699819,7.157523,0,4
1.2966926,1.1706887,22.522686,0.54879993,5.423651,33.549023,1.3287734,324.25787,14.627088,375.3798,2.7892122,6.614122,0,24
0.3692047,12.784606,20.998808,0.8394533,4.679081,5.1281343,1.3682876,190.73242,12.772804,385.64304,2.9476624,46.32731,0,5
43.47461,0.39918098,18.590366,0.8017681,8.465749,99.38818,1.1934329,705.13196,21.105154,11.265606,37.052647,6.105281,0,24
1.1096277,2.3449976,3.771102,0.508009,4.517159,31.620184,1.9558445,210.12973,13.402493,371.72214,4.1391015,7.3161473,0,4
4.1895123,0.8196092,5.1208425,0.6299423,5.541009,73.52729,1.226841,555.9851,20.56276,198.47295,18.44836,8.35977,0,24
5.963752,0.76499957,27.045366,0.8624889,7.4450917,62.51781,1.2568936,639.35876,13.62352,329.7352,2.788873,15.276905,0,24
3.6936014,0.43082502,17.11543,0.7478469,5.408096,93.16147,1.3753028,586.8756,17.073008,258.67017,7.7030473,5.539566,0,24
87.734055,0.070920184,27.644949,0.869598,8.770459,99.9968,1.1683681,710.9984,19.76149,0.5214812,37.46899,5.2378197,0,24
0.56911886,0.74196094,2.5041437,0.4931783,4.1204114,78.8033,4.0258574,384.6502,21.731209,305.8262,22.944948,5.8268647,0,24
2.3780184,1.3703463,12.692111,0.7668662,5.155258,73.37735,1.252317,326.44693,17.799833,222.2487,17.20092,8.768201,0,24
17.55367,0.48543346,2.2785997,0.8288593,8.079661,99.22996,2.1551366,648.8787,18.916933,20.467842,29.958796,5.411114,0,24
4.4150014,0.651339,25.848759,0.8609413,6.5849066,79.52095,1.2701353,577.29736,13.283837,245.8808,3.5159883,9.838667,0,24
0.6193158,3.962826,15.544269,0.45621362,4.093036,30.972445,1.4251008,214.25424,13.244968,390.72705,2.3793817,9.901725,0,5
0.81511974,1.122942,0.8802963,0.40125954,3.8514447,86.20133,1.982185,316.63123,20.594593,334.97226,17.558462,5.334954,0,24
1.194825,1.4124067,14.543093,0.47039774,4.4949956,46.149357,1.6268091,310.504,13.285158,389.3455,2.0009658,7.455354,0,4
42.23119,0.24299604,5.5012536,0.5274395,8.530719,99.848785,2.0458543,707.897,20.39744,7.5927825,35.87222,5.109722,0,24
87.89814,0.16027413,27.70159,0.8706863,8.770228,99.988335,1.1402577,710.9931,21.605932,0.59526765,37.79208,5.7978907,0,24
76.07927,99.66654,1.6940613,0.39308098,4.1122284,5.1505814,12.09201,187.58177,12.717651,387.50308,2.7950647,49.438442,1,4
0.7557218,9.702725,6.403682,0.4790415,4.3030014,8.817018,4.0336685,192.10535,14.009402,388.85382,2.508798,25.449572,0,4
87.27413,0.13637364,12.949082,0.8558888,8.752503,99.99915,1.4341656,710.983,21.962048,0.3563376,37.969234,5.0754123,0,24
37.167652,0.51778996,27.712349,0.8613452,8.41355,91.43758,1.1382964,705.5142,15.590821,274.50937,2.7065616,8.192673,0,24
21.503263,0.63740027,27.500875,0.85469043,7.476048,83.10171,1.2205527,700.6885,19.703724,146.28271,5.6160817,7.8697834,0,24
68.882195,99.99906,2.9657745,0.4032056,3.660742,2.9207604,12.118183,187.16888,13.378997,381.2652,5.0824394,49.998825,1,8
1.2176034,2.7623508,2.7116814,0.43200502,4.9082866,39.71698,1.1890731,228.14157,19.047886,372.77905,11.807948,8.345363,0,24
88.9762,100.0,5.58542,0.38501912,3.858487,2.9,12.1265,187.00027,12.60566,116.34327,20.165453,50.0,1,1
41.565136,1.9707035,1.6562096,0.75784105,8.07046,99.61858,2.3879588,699.97546,20.531708,6.0932627,37.477776,5.502516,0,24
7.8437233,0.56454724,27.391508,0.8198743,6.815713,81.35121,1.1691197,681.95447,17.08308,298.43597,3.5158226,6.8691325,0,24
69.83805,2.9513273,0.6036393,0.43230414,6.7648273,99.9658,6.13527,696.4269,21.784046,3.0587733,37.90806,5.212448,0,24
61.764812,0.17259808,9.154429,0.8492496,8.26411,99.979195,1.622921,710.8501,21.901798,0.8232593,37.91073,5.333626,0,24
14.579572,99.99597,15.675366,0.71314543,3.81478,2.90371,12.120568,187.12608,12.659983,385.40747,4.0350075,49.99986,1,5
88.96626,100.0,0.7704914,0.3859454,3.8086503,2.906206,12.126496,187.05783,17.432743,357.1578,12.928306,49.99984,1,1
88.84277,0.16388382,27.12973,0.87080014,8.77824,99.99971,1.1722842,710.9998,21.982847,0.32247943,37.96976,5.2829075,0,24
14.116886,92.4316,0.7384721,0.38556686,3.6837099,7.260402,12.111285,187.77898,13.894659,392.39764,2.6244285,34.57043,1,4
4.3951473,0.4274278,9.859432,0.57746375,6.8747835,88.700676,1.5695698,471.76828,18.396908,256.05618,5.0352864,6.022839,0,24
0.35923755,2.4717216,17.096392,0.49954563,4.041409,12.34389,1.8670052,207.80463,13.728287,392.3696,2.006709,14.836447,0,4
0.6181685,3.2560725,0.5824537,0.3867573,3.9371476,58.433136,1.7827382,195.15186,15.800294,382.4791,6.524244,5.451305,0,4
84.20311,99.99335,0.7861887,0.38557744,3.9327128,3.0394874,12.125394,187.13065,17.25197,377.70663,8.817445,48.79514,1,4
86.23513,0.36586592,27.62562,0.8705816,8.722918,99.91151,1.2366593,710.97845,21.06021,0.8658127,37.310287,6.1169357,0,24
19.759855,0.601984,13.389686,0.67923677,7.102262,98.69929,2.6688848,697.26697,19.10432,48.430122,31.858232,5.337257,0,24
87.49651,0.15354128,24.48907,0.86885947,8.770016,99.998405,1.1883765,710.99,21.100597,0.4534108,37.93027,5.163191,0,24
6.584765,80.58968,7.707393,0.45766443,3.8128884,4.3062863,11.687535,190.36592,13.065259,386.9131,3.2072287,34.723213,1,4
0.15574616,7.248515,3.6599357,0.40858364,3.650685,5.155149,2.762372,189.94817,18.453234,392.8709,2.9945464,14.196642,0,5
88.61138,0.20920299,27.664879,0.87079775,8.773582,99.99572,1.1834738,710.99786,21.405792,0.3830015,37.924107,5.5114007,0,24
88.87088,0.096586496,27.733475,0.8709649,8.778505,99.999344,1.1482488,710.9999,21.568419,0.3352637,37.96251,5.390995,0,24
86.18878,99.99964,0.924715,0.386209,3.6517339,2.9406395,12.125604,188.18697,18.563818,383.41415,6.6082196,49.997627,1,3
3.9040296,1.6804924,13.142575,0.48294,5.99075,72.90324,1.2172167,344.30804,12.97538,373.18863,2.6451147,6.048029,0,24
86.08068,0.3071317,25.472927,0.86511415,8.731342,99.98161,1.2894725,710.96857,21.566208,0.5678013,37.902687,5.410521,0,24
88.93653,0.14076668,27.73762,0.87098354,8.779248,99.99957,1.1788064,711.0,21.582874,0.32594654,37.95481,5.455294,0,24
59.437164,0.5695539,27.20629,0.8237156,8.448868,98.70457,1.1557213,707.8127,16.09349,43.575016,16.983717,6.2642574,0,24
19.441172,99.22901,1.6409458,0.41958848,3.9667592,3.0586762,11.986038,187.35411,14.422014,384.80106,4.1108494,49.044594,1,2
1.0756044,89.03235,3.2229705,0.4594205,3.67679,4.3444533,11.948961,189.08331,13.658795,384.37714,5.567798,47.11048,1,5
29.248224,0.60811555,23.255192,0.81711286,7.314689,96.1113,1.6148694,707.3114,16.91664,54.66698,11.887415,5.5474234,0,24
6.7690682,2.0803554,2.9138577,0.55747414,5.392888,47.38211,1.7938606,424.67014,17.944893,233.67432,6.8760233,7.347077,0,24
1.8837023,0.61872643,0.65967304,0.40576613,4.1589046,95.40109,5.633619,476.07825,21.344692,300.28275,22.492542,5.262157,0,24
21.3694,0.4589276,0.92307156,0.49359024,7.8529596,99.92141,1.569528,668.65576,21.478653,17.959627,37.575424,5.124151,0,24
84.81803,99.999794,0.9825885,0.38603985,3.698112,2.9773242,12.124967,187.40579,14.207385,385.27725,4.830567,49.988373,1,3
0.12627922,55.14444,26.715147,0.8583543,4.117238,3.0885584,3.1175435,188.09126,12.613533,394.57675,2.3901975,49.9877,1,5
1.0154719,0.78836036,12.99153,0.58697593,5.520362,49.065937,1.2697176,257.4825,14.36207,384.1272,2.827957,6.521067,0,24
27.33542,2.6210816,4.7333403,0.65349126,7.823528,97.670784,1.461951,440.18674,14.919657,142.98428,23.538805,5.5464134,0,24
88.797676,0.19386894,27.70497,0.87092036,8.776235,99.998566,1.2358729,710.9999,21.853128,0.33592993,37.95591,5.514417,0,24
85.37431,99.99502,0.85948,0.38516796,3.6786706,3.5710354,12.126218,187.4778,16.545134,378.12784,5.4235106,48.071598,1,4
14.937626,85.35964,0.9056226,0.38609755,4.134198,10.088918,10.002208,188.64772,13.180392,389.2676,3.2678258,25.191692,1,4
28.52402,0.47915754,6.012344,0.79266596,8.397033,99.60897,1.2182364,696.9265,20.833065,15.676386,36.659836,5.371425,0,24
0.27423725,3.6057,24.874865,0.53776,3.7357228,14.861104,1.6184217,245.69156,14.898324,393.63226,2.1867888,15.816563,0,24
0.2124503,1.6093804,14.193233,0.6611797,4.369773,6.523713,1.6572973,194.00703,13.076127,389.55753,2.2631478,37.770912,0,5
88.82171,0.13262331,27.732986,0.8708665,8.775013,99.99834,1.2640969,710.99994,21.721659,0.34613138,37.961224,5.603524,0,24
5.3518486,0.7566431,7.9929743,0.5855542,5.732199,90.22808,1.2676537,582.7055,18.691809,238.29999,10.534494,5.583672,0,24
84.36786,0.50064397,27.720268,0.8707483,8.733112,99.67033,1.2307762,710.9731,17.811687,6.9886537,17.105131,8.768055,0,24
10.4375725,98.96439,0.69931847,0.3936572,3.7605498,4.218555,11.649963,188.51302,16.0201,392.80005,4.731831,39.70022,1,2
7.1423826,87.70858,0.60156864,0.38572386,3.7453723,17.79016,10.278791,188.48169,17.297924,385.02737,5.069958,21.978378,1,4
74.81608,0.49528643,23.571262,0.86417586,8.669682,99.90263,1.4777325,710.6684,21.553547,0.9890475,37.87088,5.2685475,0,24
77.802574,0.342512,27.733162,0.8697025,8.689839,99.73725,1.1451861,710.9373,16.060226,41.557926,8.68037,6.1594005,0,24
33.277077,0.3504186,26.026085,0.8438735,8.38351,98.47981,1.1810088,704.58966,15.224867,108.73617,6.082076,6.1844053,0,24
24.756222,80.57277,1.186293,0.3867025,3.6958985,13.48672,11.84181,202.66478,16.377544,382.13388,3.0184581,14.818709,1,4
1.3319352,0.3836146,10.31821,0.70155406,6.1556144,72.92852,1.2736629,417.1364,14.665605,364.63937,2.0523272,8.842942,0,24
1.9612979,99.99372,22.474695,0.8243166,3.8366468,2.9010756,12.115155,187.0568,12.643535,390.71194,4.410991,49.999977,1,5
0.42386803,41.592556,12.2652445,0.4827716,3.7965877,3.6827075,4.00165,196.1366,14.28439,392.706,3.0604792,32.409214,0,5
1.3571535,96.127144,4.900043,0.53230685,3.9036486,3.1423488,11.093669,187.41844,13.181289,387.46487,4.092411,49.75441,1,5
49.96939,32.14636,0.47050133,0.38550708,4.299031,89.71825,11.993278,306.20258,21.922356,271.37057,28.82606,5.630917,0,4
0.056069836,47.823357,19.075226,0.8093124,3.7961497,3.0124362,5.3775787,188.04387,13.635349,394.83374,3.1359882,49.771694,0,5
88.97618,100.0,0.69075996,0.3850425,3.596582,2.900671,12.1265,187.02484,14.94201,349.21637,9.5393305,50.0,1,1
26.84785,34.883755,0.54021245,0.3854791,4.0966244,44.518288,11.437377,197.98901,19.788967,378.82288,6.448044,5.6274204,0,4
4.5812454,1.4361213,0.67212754,0.41405666,4.8420057,96.173004,2.2823806,332.0335,21.143589,281.71304,28.056292,6.0325093,0,4
31.207796,0.39705044,1.4499477,0.76761955,8.179528,99.7828,1.3035455,698.24054,21.801706,3.5139582,37.943954,5.2982864,0,24
0.31915414,33.361492,6.743087,0.42539617,3.7204292,6.926452,6.1375346,189.56004,13.038442,392.20844,3.4352083,24.856804,0,5
2.226415,97.858116,7.2151423,0.48932013,3.6449163,3.0797403,11.708303,191.30556,13.646256,385.924,3.1457133,49.39853,1,5
41.417053,0.23940052,2.2741134,0.78553426,8.26629,99.935776,1.6088109,708.7829,21.650494,3.7187288,37.83916,5.1224957,0,24
1.0126779,2.0996282,0.7921931,0.3991751,4.144662,48.563576,1.8201679,204.90411,18.402004,347.87912,7.6970434,5.6734953,0,4
0.09800379,2.9198039,7.685254,0.50113165,3.6494431,9.67218,1.6655926,207.03334,19.806686,391.61584,4.398948,14.694121,0,5
75.827576,0.23084758,26.432856,0.8636086,8.628074,99.77272,1.1648625,710.7718,21.293404,2.396922,36.089993,5.435022,0,24
54.980137,0.31067717,27.705305,0.86333823,8.623193,98.03449,1.1384498,709.3615,14.435823,153.6311,4.735406,8.229276,0,24
4.0392566,97.02977,3.3419251,0.4084215,3.6475487,3.1927724,11.981406,187.85246,13.942824,389.9003,4.759518,49.650524,1,5
0.89007026,1.9426349,25.112318,0.6860186,4.2540903,24.556782,1.6021501,262.005,13.883386,377.3143,3.1096635,13.895335,0,24
53.19968,99.83715,0.5653364,0.38785493,3.6438484,6.0285707,12.113631,189.32202,16.914291,388.71814,4.601237,32.43968,1,4
1.3106132,72.519424,3.8225408,0.4305285,3.856404,5.6566195,5.196935,189.21341,13.282219,388.44824,3.837184,29.954401,0,5
1.10102,9.418099,1.7972572,0.38888857,3.725592,9.666659,6.813775,191.88606,16.0802,391.64597,3.800364,11.975296,0,4
0.1888187,22.748821,22.524906,0.526696,3.6929739,3.305198,7.5485587,198.40776,14.347641,394.1744,2.5473094,40.272163,0,5
73.88563,0.38486633,20.839111,0.8616749,8.676379,99.82457,1.2188551,710.4976,21.46041,1.2076275,37.20054,5.782785,0,24
0.92226225,99.826256,26.922813,0.8442927,3.6507401,2.9068687,12.0656395,187.31657,12.624334,394.08487,4.920487,49.99977,1,5
0.049962036,79.691605,25.306662,0.84100217,3.7177184,2.930008,4.3536677,187.55809,12.786938,394.6711,3.427446,49.99708,1,5
0.17713627,80.75085,26.180367,0.82438654,4.0784235,3.0831316,9.765237,187.99377,12.618134,390.25238,2.57835,49.82327,1,5
0.2788805,1.128685,5.9041467,0.50251085,4.120206,29.358559,1.5809857,227.01952,17.11379,388.0642,2.767217,7.1906576,0,24
69.1268,0.74067503,0.50588745,0.41594627,7.964999,99.94701,3.7389388,694.64856,21.98889,9.219567,37.8637,5.2462544,0,4
5.2968593,0.56859475,25.163805,0.84335136,7.1727924,71.69084,1.1648071,475.21176,15.702035,316.96777,2.93138,8.486548,0,24
88.97597,100.0,2.2278793,0.38534304,3.6993237,2.900324,12.1265,187.01845,12.742861,340.1866,5.450488,50.0,1,1
88.94745,0.068362415,27.727415,0.87098306,8.778856,99.99996,1.1702743,711.0,21.951073,0.32081115,37.969616,5.303645,0,24
43.29408,98.15272,1.338358,0.39219758,3.9746559,5.4528456,12.011569,188.02092,16.088486,382.94916,3.2122629,42.738045,1,4
88.74275,100.0,2.916944,0.38944662,3.7022743,2.902777,12.126496,187.12631,13.23682,377.56134,7.1900806,49.99985,1,1
1.5817465,69.15431,2.9068923,0.41783175,4.0574985,3.9931366,5.740763,187.95877,14.796699,383.16693,7.0408964,42.85094,1,5
88.968765,100.0,0.78557736,0.38514283,3.6992476,2.9082732,12.1265,187.08336,13.414041,380.3425,4.5246043,49.999077,1,1
2.7971313,90.34809,0.7787187,0.3861097,3.6521292,5.8833017,10.777324,192.76817,18.438354,392.2063,3.3269646,28.988462,1,4
87.66373,0.23494254,27.73013,0.870199,8.773693,99.9629,1.1451426,710.99005,18.61469,1.1795864,36.404835,5.970887,0,24
88.95787,0.13222735,27.7375,0.8709941,8.779506,99.99985,1.1640857,711.0,21.95826,0.32095453,37.969193,5.8882213,0,24
79.98765,99.99983,4.9100876,0.39530838,3.68966,2.9155777,12.125219,187.21135,13.517053,380.21188,4.488685,49.998787,1,5
0.61970115,7.387622,26.529568,0.6341445,4.7005696,8.806508,1.1678228,258.93427,14.4314165,389.10413,3.3130627,23.91721,0,5
88.9762,0.020395622,27.73998,0.871,8.78,100.0,1.1576102,711.0,21.998177,0.32000002,37.97,5.15522,0,24
10.358595,92.15657,0.5057857,0.38558668,3.7231257,5.5766573,11.624366,188.87224,21.594992,391.4628,7.722045,24.19895,1,4
51.92295,76.93801,0.5748136,0.38555652,4.4584694,97.339836,11.341812,302.0588,21.04258,151.6162,33.84304,6.6908727,0,4
5.9962325,2.9002738,0.4839649,0.3898069,4.684546,97.5805,5.336839,295.98206,21.910564,144.42545,36.97,5.4397407,0,4
88.97585,0.035133205,27.695957,0.87099934,8.779986,100.0,1.2980688,711.0,21.99824,0.32000026,37.97,5.216436,0,24
67.90754,0.3002361,27.736176,0.8700563,8.527334,98.97649,1.1520785,710.6969,16.996674,113.24074,6.3350153,11.718441,0,24
6.7660685,1.7158028,1.819438,0.43862194,4.5863276,93.23731,2.3281755,454.57263,19.361345,217.33806,11.499807,5.35014,0,24
0.052745983,67.10748,19.486532,0.6747104,3.6447532,3.0484223,3.6621845,189.20811,13.043123,395.44507,2.8854065,49.703358,0,5
0.112411566,90.8117,23.822412,0.6686925,3.5984142,2.9690917,11.559353,189.27054,12.843486,393.61096,3.2651072,49.905262,1,5
1.2292372,8.738133,2.3987873,0.4049994,4.1287694,34.201557,3.1983175,196.0995,17.262527,376.0465,4.0497637,6.6937747,0,4
88.84962,99.999985,1.8111097,0.3860741,3.6593273,2.9179134,12.126469,187.31633,13.5486355,378.82462,4.1642194,49.99803,1,1
67.07616,99.999954,19.707798,0.44851297,3.656956,2.9018621,12.126454,187.13184,12.612486,380.8701,3.857399,49.99999,1,5
1.716125,0.8345023,1.4076245,0.43026417,4.3537025,81.59187,2.6683824,303.8368,19.649187,277.9681,23.898504,5.9084687,0,24
