V1,V6,V10,V12,V13,V14,V15,Class
39,823,26,53,1,-1,0,1
41,483,14,280,1,-1,0,1
44,770,7,177,1,-1,0,1
38,1469,16,256,1,-1,0,1
35,441,30,193,2,-1,0,1
42,582,16,352,1,-1,0,1
38,928,6,291,1,-1,0,1
61,24,28,149,3,-1,0,1
44,495,14,293,1,-1,0,1
41,328,12,120,1,-1,0,1
32,327,20,115,2,70,2,1
45,706,20,170,1,-1,0,1
47,358,3,91,1,265,0,1
34,334,4,129,2,-1,0,1
52,785,10,73,2,73,3,1
45,736,5,181,1,-1,0,1
41,1263,12,243,1,-1,0,1
42,655,19,286,1,-1,0,1
45,438,4,174,1,-1,0,1
52,451,29,186,1,117,3,1
37,1287,2,464,1,-1,0,1
44,1065,12,146,3,-1,0,1
35,516,8,135,2,-1,0,1
37,42,2,182,1,250,2,1
58,306,19,290,2,-1,0,1
36,423,11,71,3,-1,0,1
38,528,6,143,1,-1,0,1
28,376,15,243,1,-1,0,1
46,634,7,222,1,-1,0,1
46,1348,20,106,1,-1,0,1
41,892,18,557,1,-1,0,1
56,321,4,143,1,-1,0,1
43,946,4,251,1,-1,0,1
34,502,2,166,1,-1,0,1
44,739,3,279,1,-1,0,1
40,797,13,314,1,-1,0,1
32,155,5,133,2,308,1,1
54,276,3,95,1,-1,0,1
34,168,21,250,2,-1,0,1
32,405,10,256,1,0,0,1
42,535,17,49,4,-1,0,1
34,2045,2,299,1,-1,0,1
44,411,23,240,3,-1,0,1
46,757,8,172,1,-1,0,1
42,520,12,296,1,0,0,1
40,371,22,86,2,-1,0,1
43,602,9,231,1,-1,0,1
44,784,4,662,1,-1,0,1
39,1206,2,311,1,-1,0,1
43,776,19,138,1,-1,0,1
40,578,18,319,1,-1,0,1
34,637,11,112,2,-1,0,1
46,704,13,108,2,190,3,1
36,645,9,255,1,-1,0,1
32,631,6,204,1,258,1,1
29,603,30,155,2,-1,0,1
39,1233,16,184,1,-1,0,1
42,707,19,213,1,-1,0,1
41,1294,17,195,1,-1,0,1
51,535,23,343,3,-1,0,1
40,550,6,198,1,-1,0,1
40,479,21,456,2,-1,0,1
43,516,14,313,1,-1,0,1
34,303,25,121,2,-1,0,1
40,712,5,234,1,-1,0,1
44,919,2,243,1,-1,0,1
46,584,2,137,1,-1,0,1
39,1006,13,371,1,-1,0,1
58,807,4,80,3,-1,0,1
46,693,20,318,1,-1,0,1
41,787,4,272,1,-1,0,1
28,535,23,359,3,-1,0,1
47,862,3,284,1,-1,0,1
53,546,19,196,1,-1,0,1
40,225,21,166,1,-1,0,1
26,469,16,266,1,-1,0,1
36,568,7,242,1,0,0,1
68,236,29,85,2,-1,0,1
55,676,8,184,1,-1,0,1
47,867,19,201,1,-1,0,1
40,140,11,109,2,258,1,1
27,371,1,184,1,-1,0,1
55,368,26,119,1,-1,0,1
35,451,15,209,1,-1,0,1
38,1146,3,265,1,-1,0,1
58,388,16,127,1,-1,0,1
28,439,22,151,2,-1,0,1
55,464,19,134,1,-1,0,1
49,754,12,139,1,-1,0,1
50,513,29,204,3,-1,0,1
38,1137,15,334,1,-1,0,1
39,1090,10,671,1,-1,0,1
42,1254,2,142,1,-1,0,1
43,543,5,198,1,-1,0,1
43,1048,6,158,1,-1,0,1
41,496,12,342,1,-1,0,1
32,559,1,179,1,-1,0,1
35,1954,1,433,1,-1,0,1
34,454,7,144,1,231,2,1
43,714,7,296,1,-1,0,1
42,575,17,317,1,-1,0,1
28,55,30,115,2,-1,0,1
42,555,12,241,1,-1,0,1
49,581,19,137,1,-1,0,1
40,682,18,251,1,-1,0,1
55,504,8,141,1,-1,0,1
60,458,11,148,1,-1,0,1
42,318,6,144,1,155,3,1
59,581,23,207,1,-1,0,1
41,799,6,286,1,-1,0,1
45,593,2,200,1,-1,0,1
44,231,20,130,2,-1,0,1
36,291,25,138,2,-1,0,1
33,-99,5,136,2,269,2,1
43,424,10,248,1,-1,0,1
56,283,21,202,2,-1,0,1
50,398,12,154,1,31,1,1
29,149,25,172,1,-1,0,1
40,175,17,66,3,-1,0,1
42,906,2,236,1,-1,0,1
40,723,14,501,1,-1,0,1
32,494,6,166,1,210,2,1
56,437,30,221,2,-1,0,1
40,209,22,88,2,-1,0,1
39,630,12,455,1,-1,0,1
42,1320,4,333,1,131,6,1
43,1216,20,277,3,-1,0,1
31,324,2,148,1,5,0,1
44,1049,7,309,1,112,6,1
30,326,30,253,2,-1,0,1
33,317,27,292,1,1,0,1
55,478,10,142,1,-1,0,1
53,377,19,214,1,-1,0,1
46,667,18,188,1,-1,0,1
29,-243,5,171,1,282,1,1
43,981,2,269,1,-1,0,1
35,413,5,190,1,2,0,1
42,636,16,185,1,-1,0,1
54,700,3,207,1,53,2,1
34,455,7,244,1,-1,0,1
41,611,5,184,1,-1,0,1
40,889,4,112,1,198,2,1
44,1035,20,115,1,-1,0,1
69,591,3,109,2,0,0,1
29,76,31,326,2,-1,0,1
34,471,3,196,1,-1,0,1
25,261,25,140,2,232,2,1
41,1590,1,310,1,68,10,1
44,445,10,227,1,-1,0,1
37,532,15,394,1,-1,0,1
41,929,19,225,1,-1,0,1
38,483,19,234,1,-1,0,1
31,16,22,106,3,-1,0,1
42,850,3,285,1,-1,0,1
41,707,8,268,1,-1,0,1
33,298,2,147,1,-1,0,1
49,619,8,107,2,-1,0,1
40,1538,22,89,1,-1,0,1
43,1094,8,210,1,-1,0,1
52,518,12,265,1,-1,0,1
50,708,11,150,1,-1,0,1
40,767,15,218,1,-1,0,1
42,579,9,246,1,-1,0,1
40,944,5,243,1,-1,0,1
50,629,10,238,1,-1,0,1
32,35,9,94,1,233,2,1
39,1051,2,268,1,-1,0,1
45,730,12,207,1,-1,0,1
40,946,2,314,1,-1,0,1
32,527,24,232,3,-1,0,1
41,537,4,170,1,-1,0,1
45,412,5,85,1,-1,0,1
35,641,9,247,1,148,2,1
45,545,15,303,1,-1,0,1
48,524,15,138,1,-1,0,1
48,511,28,155,1,-1,0,1
44,1330,3,367,1,27,6,1
57,424,18,129,1,-1,0,1
44,677,20,502,2,-1,0,1
40,977,16,270,1,-1,0,1
42,947,2,226,1,-1,0,1
29,831,13,103,2,-1,0,1
30,212,31,208,5,-1,0,1
46,736,21,189,1,-1,0,1
39,1069,7,474,1,-1,0,1
39,1187,3,254,1,-1,0,1
49,1132,21,232,1,-1,0,1
45,1370,1,244,1,19,3,1
30,556,30,247,2,-1,0,1
47,616,21,145,2,-1,0,1
36,849,18,302,1,-1,0,1
40,1026,15,288,1,-1,0,1
25,24,15,149,2,246,3,1
49,788,4,210,1,-1,0,1
45,323,28,108,3,-1,0,1
48,435,7,210,1,-1,0,1
29,753,4,207,2,-1,0,1
41,457,5,174,2,-1,0,1
44,65,9,117,2,203,3,1
52,677,22,144,1,-1,0,1
27,734,20,141,2,0,0,1
46,242,30,276,1,0,0,1
35,1434,8,609,1,-1,0,1
26,985,8,112,2,-1,0,1
41,668,6,198,1,-1,0,1
46,553,14,149,2,-1,0,1
39,568,20,267,2,-1,0,1
42,608,14,214,1,-1,0,1
46,770,9,236,1,-1,0,1
47,504,19,192,1,-1,0,1
35,-208,5,138,2,229,2,1
54,373,14,172,1,-1,0,1
43,770,17,316,1,-1,0,1
41,349,2,126,1,187,2,1
62,42,31,127,2,-1,0,1
45,671,8,274,1,-1,0,1
42,717,31,222,3,-1,0,1
37,344,4,84,2,-1,0,1
34,462,17,197,1,-1,0,1
43,125,31,269,1,-1,0,1
41,335,21,150,1,-1,0,1
29,573,30,93,3,-1,0,1
44,735,3,256,1,-1,0,1
42,787,2,269,1,-1,0,1
27,432,24,135,2,-1,0,1
42,919,5,485,1,-1,0,1
42,655,4,262,1,-1,0,1
47,61,29,139,2,-1,0,1
55,153,5,73,1,1,0,1
35,996,23,651,3,-1,0,1
35,-251,12,84,2,225,2,1
55,891,7,138,5,-1,0,1
35,-80,7,149,1,223,1,1
73,-109,30,150,2,-1,0,1
31,156,15,162,2,-1,0,1
39,686,9,272,1,-1,0,1
29,103,5,124,1,261,0,1
41,890,3,299,1,-1,0,1
42,738,6,232,1,-1,0,1
41,221,29,189,1,-1,0,1
46,1024,2,390,1,-1,0,1
43,570,2,131,1,145,4,1
40,678,11,256,1,-1,0,1
37,39,2,172,1,238,1,1
44,458,30,487,1,-1,0,1
39,1313,5,258,1,-1,0,1
34,558,20,237,1,-1,0,1
50,663,15,174,1,-1,0,1
42,1596,1,515,1,-1,0,1
61,968,21,589,3,-1,0,1
40,664,19,335,2,-1,0,1
41,1190,4,432,1,-1,0,1
41,1236,18,544,1,-1,0,1
52,808,3,204,1,-1,0,1
41,305,16,246,1,-1,0,1
35,1251,13,966,2,-1,0,1
37,280,30,324,1,-1,0,1
75,1037,5,82,3,-1,0,1
39,368,14,106,2,-1,0,1
47,548,5,230,1,-1,0,1
30,413,19,134,2,-1,0,1
54,528,12,149,2,-1,0,1
36,565,31,255,4,-1,0,1
47,349,5,130,1,-1,0,1
45,341,25,69,2,-1,0,1
40,333,2,151,1,11,0,1
42,766,10,259,1,-1,0,1
31,380,25,92,7,-1,0,1
33,-103,5,113,1,240,2,1
45,928,10,680,2,-1,0,1
42,1155,14,253,1,-1,0,1
53,449,21,159,1,-1,0,1
42,592,24,62,4,-1,0,1
40,852,6,300,1,-1,0,1
51,1164,21,216,1,-1,0,1
44,778,4,150,1,-1,0,1
28,400,3,129,2,-1,0,1
27,826,20,489,2,-1,0,1
38,481,11,154,1,-1,0,1
62,302,17,130,1,-1,0,1
37,509,9,332,1,-1,0,1
46,532,17,241,1,-1,0,1
53,722,22,538,2,-1,0,1
47,717,21,162,3,-1,0,1
57,680,18,92,1,-1,0,1
41,1037,2,384,1,-1,0,1
47,632,18,129,1,-1,0,1
51,503,9,131,1,-1,0,1
40,2161,22,88,1,-1,0,1
43,686,13,325,1,-1,0,1
42,375,8,147,2,-1,0,1
35,898,20,278,1,-1,0,1
35,1057,8,98,3,-1,0,1
41,595,25,246,1,103,4,1
53,451,17,116,1,-1,0,1
42,706,6,227,1,88,6,1
43,846,16,209,1,-1,0,1
55,232,16,163,1,-1,0,1
41,693,20,440,1,-1,0,1
39,554,9,137,1,-1,0,1
43,495,17,295,1,-1,0,1
31,-501,1,100,1,249,1,1
44,663,18,292,1,-1,0,1
49,632,5,142,1,-1,0,1
30,189,9,185,1,210,3,1
43,374,25,284,1,-1,0,1
37,101,9,108,1,218,2,1
30,99,30,122,3,-1,0,1
43,788,17,243,1,-1,0,1
37,1508,16,222,1,-1,0,1
42,524,15,334,1,-1,0,1
52,399,23,181,1,-1,0,1
46,484,7,232,1,-1,0,1
45,666,31,120,3,-1,0,1
29,98,7,101,2,-1,0,1
40,605,10,248,1,-1,0,1
50,508,21,111,3,-1,0,1
52,534,17,538,1,-1,0,1
30,-36,9,132,1,219,1,1
58,530,11,56,1,156,1,1
39,704,15,239,1,-1,0,1
52,437,21,166,2,-1,0,1
47,582,14,110,2,-1,0,1
44,1506,22,190,1,-1,0,1
41,758,7,282,1,-1,0,1
42,1498,21,108,1,-1,0,1
32,-100,3,187,1,287,1,1
26,668,6,122,4,-1,0,1
33,753,21,370,2,-1,0,1
28,195,4,169,1,2,0,1
32,163,29,158,2,-1,0,1
56,588,17,142,1,-1,0,1
42,481,14,371,1,-1,0,1
49,703,3,138,1,-1,0,1
40,1646,1,411,1,-1,0,1
27,280,29,184,2,-1,0,1
28,533,8,154,2,-1,0,1
42,381,29,213,1,-1,0,1
38,640,22,293,1,23,1,1
44,497,18,211,1,-1,0,1
41,841,17,218,1,-1,0,1
39,523,24,352,1,-1,0,1
49,256,11,147,1,-1,0,1
42,455,24,209,1,-1,0,1
29,379,29,222,2,-1,0,1
40,634,19,107,2,-1,0,1
45,365,27,169,1,-1,0,1
40,674,3,153,1,-1,0,1
42,780,11,306,1,-1,0,1
35,451,19,146,2,-1,0,1
48,653,13,188,1,-1,0,1
42,711,7,441,1,-1,0,1
33,250,14,113,2,-1,0,1
42,1048,18,120,1,-1,0,1
45,416,20,129,1,-1,0,1
39,1014,4,525,1,-1,0,1
33,136,4,105,1,330,1,1
57,752,19,71,2,-1,0,1
41,953,4,597,1,-1,0,1
38,305,5,142,1,215,2,1
41,379,5,175,1,-1,0,1
36,676,15,259,3,-1,0,1
27,381,9,225,2,-1,0,1
40,1427,19,67,1,-1,0,1
39,875,7,259,1,-1,0,1
33,268,11,202,1,-1,0,1
41,537,3,118,1,167,3,1
38,968,8,421,1,-1,0,1
57,986,24,302,1,-1,0,1
38,619,5,97,2,-1,0,1
42,554,27,134,3,-1,0,1
45,602,19,175,1,-1,0,1
42,1097,7,149,1,-1,0,1
40,714,6,232,1,-1,0,1
43,738,7,323,1,-1,0,1
43,769,22,368,2,-1,0,1
45,445,28,253,1,-1,0,1
44,472,27,261,2,-1,0,1
44,756,5,141,1,-1,0,1
38,725,9,499,1,-1,0,1
36,545,8,289,1,-1,0,1
44,564,11,195,1,-1,0,1
42,553,14,120,2,-1,0,1
56,429,19,118,2,-1,0,1
50,532,19,124,1,-1,0,1
41,561,16,369,1,-1,0,1
45,644,10,235,1,-1,0,1
50,779,31,187,13,-1,0,1
40,1085,2,297,1,-1,0,1
25,677,20,430,2,-1,0,1
50,1100,10,323,1,-1,0,1
46,353,31,333,1,-1,0,1
42,539,16,326,1,-1,0,1
34,1945,4,455,1,-1,0,1
40,466,29,353,1,-1,0,1
48,484,12,216,1,-1,0,1
37,368,11,277,2,-1,0,1
39,425,11,68,3,-1,0,1
42,1504,4,470,1,-1,0,1
49,223,22,110,2,-1,0,1
46,444,15,292,1,-1,0,1
48,31,29,77,3,-1,0,1
45,767,8,218,1,-1,0,1
54,623,9,132,1,-1,0,1
53,113,22,104,2,-1,0,1
54,357,21,160,1,-1,0,1
42,725,3,224,1,-1,0,1
46,468,26,473,1,-1,0,1
43,1134,20,129,1,-1,0,1
45,766,19,91,1,-1,0,1
39,924,3,392,1,-1,0,1
40,854,8,517,1,-1,0,1
43,391,26,281,1,-1,0,1
43,691,4,230,1,-1,0,1
39,1486,3,420,1,-1,0,1
32,264,3,194,1,-1,0,1
44,679,5,194,1,-1,0,1
34,301,2,140,1,196,2,1
40,1094,3,290,1,-1,0,1
40,0,31,81,3,194,1,1
44,626,6,143,1,-1,0,1
32,467,8,101,2,215,3,1
45,1061,20,81,1,-1,0,1
43,931,7,168,1,-1,0,1
30,18,28,164,1,-1,0,1
50,631,7,168,1,-1,0,1
42,807,6,240,1,-1,0,1
31,410,5,166,2,-1,0,1
54,346,16,285,1,-1,0,1
46,1027,9,113,1,143,1,1
42,2085,2,470,1,60,13,1
51,368,25,157,1,126,3,1
31,186,30,339,1,-1,0,1
64,609,11,155,2,-1,0,1
31,-6,8,194,2,249,2,1
46,337,31,253,1,-1,0,1
30,476,5,193,1,63,1,1
45,752,5,187,1,-1,0,1
60,397,16,128,1,-1,0,1
43,447,18,218,1,-1,0,1
37,1312,10,582,1,-1,0,1
49,534,15,149,1,-1,0,1
42,546,4,156,1,-1,0,1
50,477,10,79,2,-1,0,1
39,1438,24,767,2,-1,0,1
42,843,5,524,1,-1,0,1
45,628,4,140,1,-1,0,1
42,661,5,233,1,-1,0,1
29,373,12,223,1,-1,0,1
42,366,21,187,1,-1,0,1
40,878,22,357,2,-1,0,1
28,512,20,141,2,-1,0,1
45,483,21,249,1,-1,0,1
42,829,17,247,1,-1,0,1
39,932,12,642,1,-1,0,1
49,590,22,399,1,-1,0,1
39,1162,10,324,1,-1,0,1
58,1619,29,492,4,-1,0,1
44,714,4,220,1,-1,0,1
37,353,21,115,2,-1,0,1
43,255,29,119,2,-1,0,1
60,683,11,108,1,-1,0,1
39,687,4,216,1,156,4,1
43,981,3,195,1,72,3,1
46,362,2,150,1,161,4,1
41,594,25,250,1,-1,0,1
55,700,12,115,2,-1,0,1
49,499,20,210,1,-1,0,1
35,1394,6,415,1,-1,0,1
40,919,21,281,1,-1,0,1
47,533,19,193,1,-1,0,1
50,735,19,82,1,-1,0,1
41,970,2,278,1,-1,0,1
55,636,15,212,1,-1,0,1
45,734,5,221,1,-1,0,1
49,718,18,249,1,-1,0,1
25,702,22,238,2,-1,0,1
49,615,8,172,1,-1,0,1
51,331,30,137,2,-1,0,1
35,232,27,75,3,-1,0,1
44,466,7,216,1,-1,0,1
50,125,21,231,2,-1,0,1
51,642,30,109,3,-1,0,1
40,980,9,468,1,-1,0,1
40,696,12,205,1,-1,0,1
45,1052,23,239,1,-1,0,1
36,627,11,284,2,-1,0,1
42,1128,18,157,1,-1,0,1
39,735,13,270,1,-1,0,1
50,276,27,112,2,-1,0,1
23,415,31,221,4,-1,0,1
46,691,6,126,1,-1,0,1
37,415,14,186,2,-1,0,1
41,410,25,155,1,-1,0,1
29,308,20,135,2,-1,0,1
41,1080,11,330,1,38,7,1
31,414,16,128,2,-1,0,1
34,973,21,701,5,-1,0,1
48,900,22,166,1,-1,0,1
52,1002,20,207,1,-1,0,1
55,1083,23,161,1,-1,0,1
68,463,11,78,2,-1,0,1
35,579,6,175,1,-1,0,1
48,640,6,253,1,-1,0,1
33,534,23,156,3,-1,0,1
60,350,5,97,2,59,1,1
47,525,17,561,1,-1,0,1
32,415,8,245,2,303,1,1
42,396,23,284,1,-1,0,1
40,1029,8,408,1,-1,0,1
28,383,21,331,1,-1,0,1
44,540,17,183,1,-1,0,1
35,458,1,96,1,-1,0,1
56,377,21,370,1,-1,0,1
46,1576,21,229,1,-1,0,1
39,816,17,407,1,-1,0,1
53,167,10,49,4,-1,0,1
49,465,5,191,1,-1,0,1
38,1002,3,172,1,-1,0,1
35,457,29,215,2,-1,0,1
29,376,8,309,1,2,0,1
42,602,25,326,1,-1,0,1
49,608,31,487,3,-1,0,1
40,544,17,201,1,-1,0,1
39,289,11,391,4,-1,0,1
39,310,25,84,4,-1,0,1
39,387,22,159,2,-1,0,1
46,775,19,155,1,-1,0,1
40,721,6,211,1,-1,0,1
39,424,10,162,1,-1,0,1
63,1072,28,231,5,-1,0,1
40,1144,4,349,1,-1,0,1
43,764,12,302,1,-1,0,1
44,462,2,95,1,-1,0,1
31,41,10,121,1,235,1,1
43,738,16,181,1,-1,0,1
40,770,9,284,1,-1,0,1
27,646,12,64,2,-1,0,1
40,1673,1,452,1,-1,0,1
41,721,3,169,1,-1,0,1
39,84,30,97,3,-1,0,1
42,1001,4,250,1,-1,0,1
42,-141,31,442,1,-1,0,1
40,516,13,276,1,-1,0,1
43,1147,3,224,1,-1,0,1
32,296,19,96,2,-1,0,1
35,344,6,157,1,182,4,1
53,679,20,190,1,-1,0,1
47,670,6,125,1,-1,0,1
54,305,13,193,1,-1,0,1
42,849,3,225,1,-1,0,1
44,629,18,215,1,-1,0,1
27,481,7,138,1,131,2,1
62,522,15,195,2,-1,0,1
41,640,5,203,1,-1,0,1
46,457,5,172,1,-1,0,1
39,512,23,190,1,-1,0,1
40,1166,4,261,1,133,7,1
43,617,4,179,1,-1,0,1
45,494,11,241,1,-1,0,1
38,358,29,285,1,-1,0,1
41,702,7,336,1,-1,0,1
45,598,11,133,1,-1,0,1
47,570,10,287,1,-1,0,1
51,668,3,284,1,-1,0,1
31,390,19,135,2,-1,0,1
36,544,19,138,2,-1,0,1
49,493,4,187,1,-1,0,1
44,327,27,153,2,-1,0,1
47,1345,20,191,1,-1,0,1
42,608,27,222,1,-1,0,1
32,357,19,267,2,-1,0,1
43,832,2,152,1,-1,0,1
40,106,9,133,2,278,1,1
34,386,20,288,2,-1,0,1
44,2208,3,497,1,81,11,1
38,497,4,212,1,186,4,1
28,435,12,256,2,-1,0,1
40,1125,8,363,1,90,7,1
39,988,5,287,1,-1,0,1
42,637,30,46,9,-1,0,1
64,424,19,130,1,-1,0,1
46,324,21,292,1,-1,0,1
45,368,8,206,1,-1,0,1
49,1137,16,237,1,-1,0,1
43,682,18,248,1,-1,0,1
31,586,4,218,1,-1,0,1
62,546,6,92,2,-1,0,1
45,262,31,284,1,-1,0,1
46,1077,20,174,1,-1,0,1
34,1057,19,722,2,-1,0,1
38,1159,2,252,1,-1,0,1
50,220,16,189,2,-1,0,1
37,482,13,181,1,-1,0,1
61,364,11,110,1,-1,0,1
43,664,18,194,1,-1,0,1
44,736,2,279,1,-1,0,1
48,827,4,119,1,-1,0,1
49,1406,24,286,1,-1,0,1
41,429,11,285,1,-1,0,1
44,831,9,276,1,-1,0,1
40,645,13,228,1,-1,0,1
43,607,3,220,1,-1,0,1
50,184,30,125,2,-1,0,1
54,523,10,114,1,-1,0,1
53,449,18,139,1,-1,0,1
44,481,3,138,1,-1,0,1
42,659,18,234,1,-1,0,1
39,998,4,226,1,-1,0,1
