V1,V6,V10,V12,V13,V14,V15,Class
41,1200,17,300,2,50,3,1
53,3200,23,500,3,100,2,2
35,500,10,200,1,0,1,1
48,1500,15,350,2,25,4,1
29,700,8,250,1,10,1,1
43,2800,20,450,3,70,3,1
39,1600,13,400,1,5,2,1
55,4200,30,700,4,150,5,2
38,800,12,320,2,15,2,1
44,2400,19,550,2,60,4,1
32,1300,7,180,1,7,0,1
47,1800,14,390,2,30,3,1
51,3500,25,600,3,120,4,1
31,600,9,220,1,13,1,1
59,4500,28,650,4,130,5,2
43,482,11,284,2,245,1,1
39,922,22,74,1,79,3,1
52,100,6,301,3,35,0,1
38,800,14,367,3,165,1,1
42,589,7,134,1,243,3,1
33,190,9,570,1,180,1,1
48,720,26,462,2,303,2,2
55,350,19,222,2,80,1,1
57,128,16,368,4,205,2,2
29,1325,17,396,1,237,1,1
31,889,9,231,2,198,1,1
47,2543,4,246,1,318,2,1
59,1000,13,117,3,65,0,1
35,45,7,571,2,237,2,1
43,128,16,368,4,205,2,2
42,1500,15,300,1,50,2,2
37,350,10,200,2,20,1,1
51,2800,22,400,3,80,4,2
30,600,7,150,1,30,3,1
48,2200,18,350,2,70,3,2
33,100,6,120,1,10,1,1
40,1700,16,320,3,60,2,2
29,500,8,100,1,40,4,1
53,2500,21,450,4,90,5,2
35,200,9,250,2,35,2,1
47,2000,20,380,3,75,3,2
31,700,11,180,1,50,3,1
43,1600,17,330,3,65,2,2
28,450,5,90,1,25,1,1
49,2300,19,360,2,72,3,2
62,1953,24,94,1,168,3,2
43,365,10,780,2,-1,0,1
41,2043,24,299,1,95,2,1
52,479,14,341,3,-1,0,1
55,1256,21,143,2,404,1,2
35,460,8,430,1,329,2,1
31,236,15,218,1,81,0,1
48,731,12,784,4,89,4,1
64,693,22,430,1,-1,0,1
45,402,9,567,3,93,5,1
66,1184,26,326,2,-1,0,2
54,1899,10,77,1,334,3,1
59,592,18,298,2,248,1,2
27,863,3,191,4,351,1,2
58,224,5,262,1,-1,0,1
41,109,17,712,2,178,4,1
60,209,11,306,3,263,2,2
49,374,24,170,3,42,1,1
36,288,21,314,1,102,0,1
51,302,13,295,2,10,3,2
38,75,30,508,1,61,1,1
39,189,18,106,2,128,6,1
54,1004,25,301,3,47,3,2
58,142,2,468,1,127,0,1
29,822,11,127,2,21,4,2
37,363,14,482,1,17,5,1
43,719,24,118,3,20,3,1
52,171,6,152,3,53,2,1
33,799,5,404,1,149,1,2
46,138,24,283,2,207,4,1
54,3243,21,148,1,148,1,1
29,75,5,429,3,-1,0,1
52,2673,9,818,3,131,1,2
41,88,10,464,1,-1,0,1
47,219,13,212,1,199,1,1
31,54,6,352,5,-1,0,1
44,837,8,72,2,272,2,1
27,332,23,28,3,-1,0,1
62,3889,15,274,2,74,0,1
59,1985,17,207,3,-1,0,1
67,241,19,165,3,266,1,2
41,1125,22,35,6,-1,0,1
49,336,14,103,2,57,0,1
35,2093,11,543,1,263,1,2
49,1203,24,95,2,-1,0,1
34,105,18,384,4,-1,0,1
50,1718,20,62,2,24,0,1
50,2060,16,326,2,281,3,2
29,997,22,479,3,-1,0,1
59,178,11,93,2,-1,0,1
49,3232,17,398,1,207,2,2
44,11,5,107,1,-1,0,1
39,763,24,402,1,159,2,2
44,194,10,42,1,163,1,1
31,17,6,620,1,57,1,1
61,265,7,214,3,229,1,1
63,4262,13,38,1,161,2,2
34,303,23,184,3,76,3,1
67,975,15,153,2,83,3,2
37,1076,7,40,2,245,2,1
44,6784,18,218,2,-1,0,1
30,752,9,275,1,234,2,1
58,273,20,486,4,44,2,1
61,1300,8,185,1,338,3,2
32,321,13,729,3,101,1,1
52,541,17,195,1,275,2,2
45,146,8,664,2,44,2,1
41,1237,15,279,1,149,3,2
47,691,16,830,3,185,1,1
31,144,7,589,1,295,2,1
62,2276,19,120,1,50,2,2
59,318,8,403,3,183,1,1
29,663,10,932,2,79,3,2
47,117,9,556,1,106,1,2
54,984,14,230,1,202,1,1
38,285,11,193,2,109,3,2
36,1093,13,489,1,181,2,2
48,115,6,758,3,145,1,1
50,396,12,107,1,29,2,2
30,180,11,420,5,10,1,1
45,3200,15,500,2,200,4,2
35,5,9,570,3,350,2,2
60,26000,23,60,2,10,1,1
50,300,18,130,2,180,3,1
50,1200,14,330,3,200,4,2
75,950,6,230,2,100,3,2
48,450,14,550,4,10,1,2
44,200,17,1020,12,10,1,2
41,800,22,460,2,150,2,1
46,700,21,895,3,10,1,1
60,180,11,75,2,10,1,1
60,26000,23,60,2,10,1,1
48,450,14,550,4,10,1,2
40,900,11,690,3,200,5,2
35,2600,17,493,2,158,1,2
40,1311,18,474,1,74,2,1
42,591,15,637,2,171,2,2
52,1189,22,312,1,181,1,2
51,1513,20,245,2,140,1,2
30,1276,11,600,1,120,2,1
41,735,22,558,1,140,2,2
32,387,13,561,2,172,1,2
45,2654,20,402,2,157,3,2
36,687,18,651,1,183,2,2
38,1014,19,364,2,165,2,2
49,3489,24,486,2,142,2,2
35,1500,12,420,2,50,2,2
45,3000,15,350,3,100,2,2
28,500,8,600,1,200,1,2
50,20000,18,70,2,10,0,1
38,400,14,130,2,80,2,1
40,1400,11,320,3,90,3,2
70,800,6,200,1,70,2,2
48,900,13,550,4,20,0,2
42,200,16,1000,10,30,0,2
39,700,21,500,2,70,1,1
44,600,20,800,3,40,0,1
56,1500,10,100,1,20,0,1
50,20000,18,70,2,30,0,1
48,900,13,550,4,40,0,2
41,950,10,700,3,110,5,2
35,1250,15,300,2,100,2,2
55,400,10,450,1,200,3,2
40,800,20,600,2,150,1,2
50,600,12,350,1,250,3,2
45,2000,18,250,3,120,2,2
30,300,8,400,2,80,1,1
60,2800,22,100,1,300,4,1
32,900,11,200,1,130,1,2
52,1000,16,500,2,180,2,2
38,600,14,700,2,90,3,1
42,750,19,550,1,190,1,1
58,160,9,70,3,80,2,1
33,950,13,650,2,170,5,2
49,2300,17,150,1,220,3,1
41,400,10,800,1,140,1,1
30,1500,12,500,2,200,2,2
45,600,18,700,3,50,1,2
32,2800,15,400,1,100,3,2
50,1000,22,800,4,300,2,2
37,250,14,600,2,150,1,2
42,1200,20,900,3,250,2,2
35,900,16,300,1,50,1,2
48,400,13,500,3,200,2,2
43,150,19,1000,5,150,1,2
40,700,24,450,2,100,2,1
44,650,23,800,3,50,1,1
56,1500,12,300,1,100,1,1
50,1000,22,800,4,200,2,1
48,400,13,500,3,250,2,1
41,950,10,700,2,200,5,2
32,759,19,732,2,118,1,2
35,184,15,853,4,176,0,1
49,495,12,272,2,125,2,1
31,427,11,396,1,168,1,1
42,1174,14,761,1,188,3,2
36,258,18,620,2,144,1,1
30,1170,10,593,3,159,4,2
41,331,17,139,1,169,1,1
44,1218,20,317,1,140,2,2
53,371,15,785,2,147,0,1
47,523,22,59,1,164,1,2
55,179,16,1022,8,166,0,1
29,254,9,675,2,167,1,1
39,839,12,689,3,178,5,2
32,1103,8,243,1,120,2,1
35,135,11,450,2,15,1,2
43,182,17,907,3,189,3,2
30,542,7,78,2,164,0,1
52,407,14,325,1,50,1,1
43,298,14,612,3,181,3,2
47,722,18,853,1,2,0,2
35,135,11,450,2,15,1,2
51,509,17,741,2,111,1,1
30,542,7,78,2,164,0,1
38,67,9,95,1,10,1,1
50,349,9,421,2,84,2,1
48,236,11,439,1,97,1,1
52,307,9,143,2,186,0,1
35,135,11,450,2,15,1,2
50,454,18,129,3,174,0,2
35,621,18,288,1,203,3,2
41,103,14,484,2,75,0,1
47,509,12,834,3,66,2,1
54,412,19,198,1,147,0,1
31,165,7,373,1,127,2,1
56,758,13,612,3,69,1,1
38,994,22,399,1,121,0,1
32,43,14,700,2,175,2,1
33,560,15,299,1,81,0,1
28,721,11,505,1,232,1,1
44,138,13,533,1,105,2,2
51,303,17,156,2,124,0,1
37,112,9,208,2,168,3,1
35,923,12,732,1,148,0,1
53,486,16,382,3,112,1,1
32,2100,15,400,4,50,1,1
55,2800,11,800,3,100,2,2
30,500,10,600,2,300,1,2
50,15000,20,100,3,50,0,1
45,250,18,150,2,200,3,1
45,1600,14,500,2,90,4,2
70,1200,8,300,3,40,2,2
40,700,14,500,5,60,1,2
35,300,17,800,13,50,0,2
38,900,22,400,3,150,1,1
43,850,21,700,4,50,0,1
55,2100,11,200,3,70,0,1
50,15000,20,100,3,50,0,1
40,700,14,500,5,60,1,1
36,950,11,750,2,90,4,2
55,1800,10,400,4,50,2,2
42,900,5,200,2,100,1,1
30,3000,15,500,6,20,3,2
47,1500,8,300,3,80,2,1
60,200,30,700,7,150,4,2
35,600,12,250,5,30,2,2
52,1200,7,400,3,70,1,1
38,1700,11,350,4,40,2,1
56,700,6,180,2,90,3,1
43,1400,9,270,4,60,1,1
49,1000,18,600,6,120,4,2
32,2500,14,450,5,10,3,2
45,800,17,550,5,25,2,1
36,1700,13,300,3,70,1,2
58,950,22,700,8,130,5,2
42,1002,7,398,3,156,1,2
38,2079,5,248,4,274,2,2
49,262,12,157,2,144,3,1
38,125,9,162,3,204,4,2
51,302,13,137,1,258,2,1
44,1656,19,871,5,298,3,2
35,210,10,135,2,189,2,1
54,1671,8,360,3,96,1,1
41,481,18,534,3,286,3,2
32,631,6,327,1,132,4,2
52,1206,22,112,2,256,2,1
45,173,11,592,4,91,1,2
36,513,10,115,3,123,4,2
57,3912,26,58,1,119,2,1
40,367,6,738,2,177,3,1
32,750,18,292,6,105,2,1
42,990,7,178,2,81,3,2
55,2400,22,101,4,294,1,1
31,180,4,238,2,89,2,2
47,475,10,427,3,121,5,2
58,1440,14,589,8,110,3,1
37,825,19,143,1,157,3,2
27,155,8,402,3,70,2,1
52,168,11,608,3,82,2,2
49,320,15,114,1,174,3,1
36,620,3,298,7,97,1,1
40,750,6,195,1,178,2,1
38,450,10,327,2,222,3,2
42,213,5,624,4,90,2,2
33,1980,16,133,3,370,4,1
42,1360,11,281,3,234,2,2
33,1135,10,409,3,174,1,2
50,1789,15,657,2,299,3,2
38,635,7,207,1,96,2,1
58,2197,19,337,1,415,1,2
43,1520,6,387,2,203,2,2
29,898,5,386,3,89,1,1
55,487,11,672,2,122,1,2
47,287,14,321,4,126,4,2
35,412,5,133,1,71,3,1
50,1946,12,712,2,359,5,2
37,1286,8,232,1,188,2,1
52,214,21,76,2,91,2,1
40,1146,4,167,3,189,3,1
48,890,11,443,3,209,2,2
25,1300,7,500,3,150,2,1
50,2500,15,800,5,200,4,2
35,1800,10,600,4,100,3,1
45,2200,12,700,4,175,3,2
30,1600,8,450,3,125,2,1
40,2000,14,750,5,225,4,2
55,2800,18,850,6,250,5,2
42,2100,11,650,4,150,3,1
48,2400,13,720,5,190,4,2
38,1900,9,550,3,130,2,1
47,2300,12,690,4,170,3,2
33,1700,8,500,3,120,2,1
52,2600,16,800,6,200,4,2
32,1650,9,550,3,125,2,1
43,2150,12,680,4,175,3,2
41,512,16,418,6,180,2,1
49,298,14,496,3,171,3,2
57,1934,11,858,3,280,3,2
54,881,10,281,6,248,2,1
38,1103,6,579,3,106,4,2
44,83,25,765,3,99,1,1
43,218,12,264,2,94,3,2
37,1667,4,935,5,228,2,1
52,436,8,548,1,99,2,1
47,339,21,175,1,186,3,2
43,1263,2,358,2,288,4,2
36,-334,6,379,4,120,2,2
29,1072,22,110,3,376,4,1
50,245,23,718,3,94,2,1
51,3135,19,420,2,193,3,1
47,475,3,597,4,94,3,2
49,131,24,306,2,105,1,1
25,955,6,288,2,125,2,1
40,194,5,203,2,88,1,2
42,801,19,348,4,42,1,1
31,531,14,650,3,225,3,2
53,1574,11,629,3,178,2,2
35,423,3,134,1,15,0,1
44,2313,21,111,1,65,2,2
52,1617,25,296,2,295,3,2
29,118,8,282,2,168,2,1
30,1006,13,424,3,61,2,2
58,396,16,787,6,85,1,1
33,1403,23,467,5,249,2,2
49,1886,18,652,2,142,2,2
36,552,5,228,2,168,1,1
43,1330,29,561,3,108,3,2
31,1010,23,231,3,72,2,2
43,1830,14,421,5,93,1,2
49,1265,10,322,2,184,3,2
32,2904,11,987,3,38,1,2
36,1637,6,124,4,311,3,1
27,799,4,451,3,89,0,1
53,223,3,168,2,77,2,1
35,1120,17,96,1,188,3,2
41,1227,1,262,1,246,1,1
47,276,10,216,1,65,1,2
55,2682,19,43,1,401,2,2
42,691,15,555,3,111,0,2
30,1293,7,309,2,126,1,2
45,644,18,897,3,60,2,1
29,780,22,326,1,384,3,1
42,1263,19,490,3,220,1,2
35,1622,7,188,4,290,4,2
45,234,26,693,9,75,2,1
39,723,10,299,3,70,3,2
55,875,22,467,2,194,1,2
49,174,5,231,7,220,5,1
38,490,15,114,6,105,4,2
31,951,18,525,4,341,5,1
42,369,10,186,5,270,4,2
37,418,13,423,8,118,3,1
52,268,9,118,1,72,4,1
43,293,16,839,2,149,5,2
57,637,21,379,6,190,3,2
48,546,11,296,5,153,1,2
36,186,6,136,2,122,3,2
30,650,15,300,2,50,1,1
50,3000,20,500,3,100,2,2
40,2000,18,400,5,80,2,2
35,1500,12,350,2,70,1,1
55,5000,25,600,4,120,3,2
47,3700,19,460,3,90,2,2
31,800,14,330,1,60,1,1
42,2300,16,420,5,85,2,2
52,4500,22,550,4,110,3,2
33,1000,13,370,2,65,1,1
48,3200,21,480,3,95,2,2
38,1800,17,390,5,75,2,2
25,500,10,250,1,45,1,1
49,3400,23,510,4,105,3,2
37,1600,14,380,2,70,1,1
31,1801,23,270,6,103,1,1
41,1953,13,214,4,82,3,1
37,489,14,582,3,63,0,2
59,301,24,115,3,159,2,1
43,1134,7,106,3,110,0,2
49,610,25,104,5,134,1,1
52,562,19,189,1,175,1,2
42,979,30,233,6,88,4,2
57,1798,17,251,5,121,3,1
36,441,15,88,4,43,0,2
50,2855,22,100,5,178,2,1
29,1809,26,137,4,187,3,1
45,2203,12,420,7,130,2,2
53,841,25,180,4,179,1,1
48,2124,16,82,2,172,2,1
43,2728,14,262,2,95,1,2
42,2393,17,394,3,156,1,2
36,2168,11,609,3,99,1,1
45,1509,21,980,2,109,1,2
45,1212,14,301,4,24,0,2
41,2001,11,534,1,218,1,1
41,1206,10,123,2,81,1,2
47,5584,13,327,2,68,1,1
47,3586,10,497,3,190,2,2
49,2062,14,150,2,72,1,1
36,1495,14,141,1,174,1,2
49,2036,21,972,1,84,1,1
45,319,23,84,1,70,1,1
49,537,13,148,2,215,3,2
47,843,14,627,2,72,3,2
32,195,27,171,5,137,3,1
47,402,13,606,2,56,3,2
33,1599,9,57,6,122,2,1
51,1482,27,153,3,88,3,2
44,2582,11,312,2,241,4,2
41,3064,12,248,2,98,4,1
50,4899,13,681,2,109,3,2
43,2390,13,339,3,111,3,2
44,3091,11,188,4,91,3,2
48,1757,13,86,3,106,3,2
44,1721,15,506,2,149,3,2
48,1586,13,230,3,228,3,2
43,389,27,117,8,248,3,2
33,1165,20,101,3,100,4,1
46,2253,20,379,1,35,1,2
53,1006,23,180,6,72,3,2
29,1137,13,207,5,153,5,1
44,370,10,74,2,180,3,2
41,327,23,269,3,124,1,1
50,1836,13,146,3,239,2,2
29,154,9,123,5,297,4,1
40,1587,24,134,4,52,3,1
46,2872,17,72,4,50,3,2
52,1041,9,93,2,286,2,1
54,1214,19,108,5,243,3,2
30,1400,15,150,2,50,2,1
55,278,25,200,3,80,2,2
42,700,10,400,1,90,1,2
47,121,20,300,4,100,3,1
33,3000,12,130,2,70,1,2
58,180,30,250,1,70,2,1
37,440,17,170,1,120,3,1
49,750,23,180,3,60,2,2
31,250,16,160,2,40,1,2
44,390,18,100,1,110,2,1
27,1550,14,230,2,30,1,2
39,920,9,350,1,80,2,2
52,330,21,220,3,50,2,1
35,160,10,400,1,70,3,2
43,610,19,180,4,90,2,2
33,1100,19,288,2,-1,0,1
42,423,12,58,4,129,3,1
41,201,15,125,3,-1,0,1
52,1122,22,420,1,81,0,2
47,2463,14,338,3,118,3,2
31,15,8,128,5,282,2,1
38,287,18,177,4,88,0,1
51,1045,27,216,1,-1,0,1
36,413,11,327,2,277,2,1
47,2358,25,481,1,137,4,2
39,1311,29,315,1,-1,0,1
49,2875,28,196,2,161,2,2
30,138,14,125,2,-1,0,1
51,1227,12,274,4,184,3,2
34,648,5,218,6,-1,0,1
43,2251,21,136,3,74,1,1
32,358,22,299,4,48,1,1
55,121,23,140,6,82,2,2
37,9,16,1089,2,254,3,2
48,1523,13,164,1,247,4,2
31,175,25,78,1,163,2,1
57,275,16,43,2,136,2,1
41,673,19,159,1,83,0,1
48,2107,24,106,4,91,2,2
50,12864,29,77,2,129,3,2
41,758,15,348,3,195,3,1
30,41,7,42,4,43,1,2
42,624,6,500,1,248,1,1
38,101,23,137,5,70,0,1
34,1440,26,302,6,40,2,2
41,1830,28,75,2,270,3,2
40,238,6,748,1,99,0,1
23,631,18,1022,2,155,4,1
29,878,12,639,2,237,1,2
36,2370,14,100,4,264,0,2
41,1342,26,185,1,102,2,2
49,3264,16,161,3,160,3,2
47,1218,21,214,1,267,4,1
32,545,7,496,5,280,1,1
