V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,class
0.117887,0.404167,0.695833,0.55892,0.373893,0.659819,0.804942,0.0418935,0.491422,51.2217,48.0484,38.5322,23.9275,22.8208,25.4914,-0.146829,0.0889024,0.396972,45.6129,2.48189,10.3699,19.1854,9.88773,8.57344,-0.540791,-0.541351,0.446259,57.8305,0.366667,1.75196,17.2969,0.153415,8.14194,0.306252,2.42499,-0.203087,98.7737,0.288194,48.6019,19.6324,0.467937,33.0269,6.54398,119.458,28.5825,0.440405,0.235308,0.0198427,120.211,0.351732,22.0186,9.44796,0.0424451,0.282589,0
0.025612,0.20625,0.3,0.930407,0.265954,0.178716,0.226017,0.0709202,0.586069,86.5498,90.7036,55.5292,12.6566,10.7977,12.8671,0.307002,0.331298,0.282236,65.0056,-7.01416,16.8276,3.33912,3.5156,4.54954,0.1694,-0.409566,0.399989,78.8503,1.0,-8.23278,22.6003,0.553369,3.76201,0.078339,-11.7847,-3.47387,116.257,0.402778,177.085,53.9017,0.742871,56.1923,17.6918,64.9318,25.9923,0.713922,0.167629,0.0546009,182.631,0.793185,64.6363,4.04788,0.0090625,1.00134,0
0.0837326,0.772222,0.302083,0.432515,0.279049,0.760876,0.247628,0.0842491,0.641057,165.865,176.85,190.301,35.2289,34.9756,35.5341,-2.79147,-3.19347,-3.64963,85.4014,-0.712619,-4.43191,11.1709,2.07752,3.70395,-4.60665,3.77749,-1.46621,42.7194,0.177083,-3.30068,16.6806,0.54875,11.1517,0.357307,24.2521,1.02709,188.221,0.0416667,221.159,38.2754,1.74731,14.6219,2.69186,124.617,34.4587,0.487074,0.461363,0.0133392,99.8966,1.17668,52.4332,2.18653,0.0913542,1.00341,0
0.2155555556,0.4083333333,0.5277777778,0.6615366667,0.5165276667,0.3427208889,0.5231726667,0.0483800667,0.3607678333,99.3925,71.19295,71.5564,27.77585,34.69418,33.07337,0.6564768,1.1072355,1.6811749333,68.6252333333,3.0064457667,8.2295259,15.1079,5.918258,6.108828,0.2007155,0.2911214,0.5047889333,74.3286,0.6895833333,-8.0471433333,12.6601,0.3386842,15.3003,0.2601457,4.2497853333,0.7471728,196.6276333333,0.31875,87.3783333333,35.4571333333,0.8447488667,20.0452,13.8831833333,163.4832333333,28.9177833333,0.4699424,0.2959648667,0.0885075,105.0463333333,0.94681,18.8839333333,8.0510853333,0.0607695,0.601648,1
0.127,0.265,0.512,0.736,0.383,0.201,0.654,0.123,0.543,90.123,70.345,52.678,40.123,34.567,36.789,0.289,0.456,0.678,55.789,3.456,8.901,15.345,2.456,4.567,0.456,-0.345,0.901,70.123,0.456,-10.123,15.678,0.456,10.901,0.201,7.345,1.678,200.123,0.345,60.901,3.456,5.678,28.901,9.345,80.123,20.678,0.678,0.345,0.123,60.901,1.901,50.123,9.345,0.123,0.901,0
0.104822,0.3625,0.556584,0.758391,0.732842,0.268515,0.485041,0.0589672,0.487466,125.367,107.245,94.7863,44.2361,41.8174,40.8832,0.701403,1.08075,1.39934,63.5867,2.65466,9.09922,14.4848,4.04684,5.21752,-0.38398,1.03486,0.431901,81.5738,0.645833,4.90304,15.3041,0.286824,13.2169,0.230617,-2.34791,-1.64121,146.231,0.26875,135.932,43.9171,0.764458,33.4597,12.4244,175.702,27.3963,0.639753,0.347806,0.0990455,102.934,0.880986,25.777,9.97129,0.0598345,0.535298,0
0.077331,0.327557,0.655,0.700323,0.362939,0.151703,0.619057,0.078456,0.523096,96.2379,88.9032,56.0071,32.4586,30.0574,31.7865,0.674521,1.58031,1.93824,59.3792,2.38263,9.98257,10.5932,4.79822,6.17952,0.164391,-0.183454,0.995233,75.5414,0.611111,-6.57487,18.9987,0.333225,13.7784,0.367244,3.392,0.752946,197.384,0.296528,95.2396,29.9326,3.92672,27.5368,11.4172,125.308,25.3967,0.496057,0.392901,0.0824635,110.329,1.33495,35.0917,8.59486,0.0638775,0.583033,0
0.0528403,0.1995,0.457556,0.88869,0.538303,0.137182,0.349503,0.0828564,0.553656,83.2932,69.1087,49.6923,47.0448,47.8313,36.8148,0.81477,0.796568,0.670519,56.3604,3.97329,14.4657,16.2818,8.09138,6.7539,-0.0763757,1.62496,1.00887,85.0747,0.308333,3.62253,17.034,0.22526,15.0872,0.142985,-0.794082,-14.0593,217.407,0.344444,166.388,55.0599,0.519116,39.7977,18.1388,226.69,35.4955,0.536374,0.404741,0.0210492,123.638,-3.68407,8.40553,15.7826,0.0343056,0.199084,1
0.167,0.75,0.471,0.782,0.402,0.247,0.601,0.085,0.31,92.3,75.9,55.6,41.2,38.1,41.2,0.798,0.764,0.698,54.2,1.9,6.5,14.2,3.2,5.1,-0.1,2.1,0.2,83.3,0.3,3.5,17.2,0.2,15.1,0.2,-1.2,-12.0,213.4,0.3,166.4,53.0,0.5,38.7,16.3,223.4,33.5,0.5,0.4,0.0,122.9,-4.6,6.8,14.2,0.0,0.2,1
0.125,0.425,0.755,0.75,0.5,0.3,0.6,0.1,0.4,100.0,80.0,60.0,50.0,40.0,30.0,1.0,2.0,3.0,70.0,3.5,5.0,15.0,5.0,5.0,0.0,2.0,1.0,80.0,0.5,0.0,20.0,0.5,5.0,0.25,5.0,1.0,150.0,0.5,120.0,50.0,1.0,50.0,10.0,150.0,30.0,0.5,0.5,0.0,100.0,0.5,50.0,10.0,0.1,0.5,0
0.283563,0.727431,0.282791,0.764253,0.631552,0.674552,0.374987,0.0256792,0.434892,113.284,99.2517,83.9168,34.1912,33.4152,31.7811,0.675947,0.976343,1.27698,68.4516,0.814177,2.40062,7.88219,2.56374,3.81322,0.475024,0.467148,0.810379,73.1591,0.260417,1.11458,43.0134,0.282918,14.6072,0.313456,3.02118,-1.07227,144.279,0.672222,71.4077,38.4793,1.26491,18.3913,7.18973,131.775,56.7231,0.688429,0.778764,0.0762861,100.582,0.484637,45.6723,12.8946,0.0977393,0.652917,0
0.123456,0.321456,0.654321,0.987654,0.234567,0.567891,0.345678,0.210987,0.456789,150.987,135.678,130.987,26.5432,27.6543,25.4321,0.567891,0.654321,0.765432,80.9876,2.34567,4.321,9.87654,2.34567,2.10987,0.432109,0.54321,0.765432,75.4321,0.345678,2.34567,45.6789,0.345678,12.3456,0.567891,1.23456,-0.987654,160.987,0.456789,75.4321,50.9876,0.123456,15.6789,8.76543,140.987,65.4321,0.54321,0.765432,0.0987654,105.678,0.567891,55.4321,20.9876,0.123456,0.765432,1
0.0123456,0.35625,0.450278,0.7289,0.234567,0.123456,0.256789,0.0987654,0.345678,150.678,134.567,123.456,45.6789,45.6789,45.6789,0.56789,0.6789,0.789012,70.1234,2.34567,4.56789,7.89012,2.34567,3.45678,0.456789,0.123456,0.234567,70.1234,0.345678,1.23456,45.6789,0.123456,12.3456,0.234567,0.345678,0.456789,123.456,0.456789,89.0123,56.789,0.123456,45.6789,12.3456,145.678,67.8901,0.6789,0.234567,0.123456,90.1234,0.456789,23.4567,8.90123,0.123456,0.234567,1
0.234567,0.6789,0.789012,0.890123,0.234567,0.123456,0.345678,0.0987654,0.456789,134.567,123.456,100.678,56.789,45.6789,40.1234,0.6789,0.6789,0.890123,67.8901,1.23456,4.56789,7.89012,1.23456,3.45678,0.345678,0.123456,0.234567,80.1234,0.456789,0.6789,50.6789,0.234567,15.6789,0.345678,0.456789,0.56789,134.567,0.456789,100.123,67.8901,0.234567,56.789,23.4567,156.789,78.9012,0.6789,0.345678,0.123456,123.456,0.456789,34.5678,10.1234,0.234567,0.345678,0
0.170179,0.25625,0.805556,0.466292,0.455789,0.227736,0.747515,0.024688,0.175582,126.091,117.59,114.62,52.2854,51.5568,52.6941,-0.0416304,-0.0644569,-0.0587565,71.6479,1.95489,2.41844,14.9659,1.85041,5.51815,-0.797496,1.50539,-0.204111,89.0171,0.958333,-0.0712235,20.8104,0.331416,5.44725,0.194355,-1.59765,2.27025,80.8874,0.472222,183.484,43.7791,0.697038,43.0053,8.31803,253.638,35.193,0.489686,0.594457,0.0415509,71.7867,0.591619,16.6047,12.6265,0.149873,0.404996,1
0.106233,0.475,0.34375,0.259266,0.548069,0.36473,0.321809,0.0320858,0.349389,223.54,193.465,213.3,23.1059,27.2065,26.8311,-1.414,-1.01223,-1.48374,90.9828,6.91482,-3.02051,4.94796,2.00881,1.73358,-1.36521,0.740309,2.08778,94.4038,0.25625,1.03361,8.93399,0.0886165,6.75127,0.436324,-1.46623,0.919067,86.5775,0.119444,181.961,30.1869,2.08315,53.3313,21.8425,180.762,9.54207,0.522242,0.103316,0.120205,90.4208,2.14445,27.9019,15.3062,0.0856308,1.00046,1
0.00888812,0.00347222,0.0430556,0.347589,0.515707,0.205689,0.0097547,0.197338,0.205289,144.686,132.787,128.674,27.0487,24.7836,21.3574,-1.79147,-2.19347,-2.84963,75.4014,0.712619,1.43191,11.1709,2.07752,3.70395,0.059893,0.526,0.560783,67.3601,0.152778,-0.564821,55.1827,0.178953,2.00139,0.0780691,4.52508,2.13971,154.542,0.166667,117.716,40.2352,-0.503522,27.8404,11.5086,112.184,75.3678,0.91557,0.320987,0.0248607,63.8141,-0.326352,49.1664,19.0914,0.0398148,0.0941602,1
0.113425,0.729167,0.166667,0.30374,0.0634162,0.431238,0.0561484,0.133564,0.428994,254.687,254.702,254.674,3.04847,2.97173,2.46985,-21.4019,-22.0581,-20.4455,99.952,-0.00402576,0.0041819,0.491134,0.127283,0.259982,-23.0462,2.65624,-7.84877,55.99,0.508333,-1.04232,43.4472,0.0619376,9.65906,0.449471,-0.342668,0.922195,114.82,0.329167,83.948,59.1538,1.61119,33.8492,4.07644,230.825,38.6855,0.349939,0.20682,0.0171226,92.8772,-0.10869,25.5877,10.4272,0.0652373,1.09302,0
0.361435,0.461764,0.215686,0.121587,0.592421,0.274411,0.674745,0.0418527,0.36423,126.123,110.325,120.235,26.1234,28.1234,25.1234,-0.1234,-0.1234,-0.1234,75.1234,3.1234,2.1234,3.1234,0.1234,1.1234,0.1234,0.1234,2.1234,78.1234,0.1234,1.1234,20.1234,0.1234,2.1234,0.1234,-2.1234,-0.1234,89.1234,0.1234,123.123,30.1234,1.1234,30.1234,10.1234,123.123,30.1234,0.1234,0.1234,0.1234,100.123,0.1234,30.1234,10.1234,0.1234,0.1234,0
0.123456,0.654321,0.234567,0.345678,0.456789,0.56789,0.6789,0.78901,0.89012,111.222,222.333,333.444,44.555,55.666,66.777,-77.888,-88.999,-99.0,77.888,66.777,55.666,44.555,33.444,22.333,11.222,0.1234,-11.222,22.333,33.444,44.555,55.666,66.777,77.888,88.999,99.0,10.111,20.222,30.333,40.444,50.555,60.666,70.777,80.888,90.999,10.111,20.222,30.333,40.444,50.555,60.666,70.777,80.888,90.999,0.1234,1
0.274376,0.486111,0.238542,0.393732,0.161191,0.461805,0.0100461,0.351091,0.453406,168.409,153.415,137.295,22.5974,23.2962,25.8103,0.237551,0.27291,1.01619,92.9421,2.00764,2.22168,12.4309,1.76159,5.35927,-0.0457752,1.23077,-0.200613,65.7413,0.6375,-0.00512723,18.2385,0.328208,18.2489,0.351961,-1.02849,-0.368669,126.866,0.527778,192.94,30.0335,0.745085,19.9157,6.55971,198.358,58.7887,0.351282,0.495227,0.0169211,108.234,0.122677,13.9313,10.1369,0.0737544,0.760366,0
0.0922297,0.1125,0.127778,0.508594,0.221088,0.223485,0.0960167,0.0701627,0.418121,65.2992,73.5231,80.4495,38.6701,43.8124,49.5488,0.754262,0.638944,1.37019,58.4712,-1.51467,-1.68021,7.75107,2.14971,5.01694,-0.0566422,1.29328,-0.352185,60.0427,0.441667,-6.2267,21.8245,0.338992,5.44647,0.218883,-0.684889,1.82565,160.85,0.536111,134.415,29.7941,3.04588,14.2227,10.6225,92.2119,38.8982,0.782771,0.523046,0.0150875,162.796,-0.292664,34.5448,8.25498,0.00645766,0.385024,1
0.157892,0.259028,0.712037,0.336725,0.0971835,0.262225,0.504462,0.170385,0.0701555,128.348,151.189,123.549,39.6974,39.7429,37.0563,0.10864,0.208592,0.44059,74.4176,-0.968772,6.19415,14.2907,3.42878,6.56257,-0.452187,1.20014,-0.121978,85.3521,0.329861,-0.483745,26.0385,0.279702,16.7434,0.342527,-1.00894,1.16211,64.169,0.404861,159.875,21.4348,1.51164,31.3332,11.7653,224.263,27.6971,0.383132,0.571682,0.00873536,68.6245,-0.224063,31.1985,8.66412,0.139624,1.0135,0
0.109157,0.147222,0.255556,0.56968,0.360587,0.305615,0.578016,0.0623477,0.496458,109.167,69.4664,38.8827,57.7356,83.5826,83.6061,-0.167565,0.332617,0.496707,73.0714,2.93376,14.7755,10.2125,6.05852,8.87552,-0.667417,0.765943,-0.186059,76.0366,0.4375,1.40415,39.0353,0.322344,8.11139,0.419276,-2.14733,-0.578578,80.3622,0.272222,21.0285,33.3549,0.335555,17.9051,12.7165,132.708,62.7443,0.404741,0.455799,0.0124468,151.187,-0.83267,53.5243,13.9753,0.0657543,0.397123,1
0.266666,0.233333,0.25,0.12121,0.25,0.233333,0.25,0.233333,0.12121,154.666,142.777,148.444,45.4545,38.8888,38.8888,0.333333,0.333333,0.333333,74.8888,0.666666,0.666666,14.7777,3.22222,5.66666,-0.444444,1.22222,-0.222222,86.8888,0.444444,0.333333,38.8888,0.555555,16.6666,0.333333,-0.777777,1.11111,95.7777,0.444444,98.7777,24.6666,1.22222,23.8888,8.55555,133.777,32.6666,0.444444,0.444444,0.666666,93.7777,-0.555555,20.2222,12.6666,0.666666,0.555555,0
0.144444,0.0555556,0.288889,0.20202,0.222222,0.0555556,0.188889,0.0555556,0.222222,75.3333,73.2222,76.3333,28.4444,29.4444,26.1111,1.22222,1.0,1.0,67.3333,0.222222,2.55555,9.88888,4.0,10.8888,-0.444444,0.888888,-0.333333,71.0,0.555555,2.0,45.4444,0.333333,10.2222,0.333333,-0.888888,1.33333,129.444,0.222222,111.333,19.6666,0.333333,16.2222,9.44444,85.1111,17.0,0.888888,0.111111,0.111111,110.333,-0.222222,30.7777,17.5555,0.555555,1.0,1
0.279021,0.291667,0.718056,0.299393,0.764978,0.406,0.0718883,0.0411729,0.24315,98.1541,129.619,45.4936,50.8128,52.4693,59.1233,0.658097,1.02861,0.938699,52.679,0.279762,32.4425,14.632,4.92653,9.63613,-0.562363,1.06993,-0.0319852,69.8532,0.142361,9.30425,43.9782,0.549432,8.90605,0.433206,-2.04047,1.76473,168.792,0.263194,88.8163,17.8445,1.3544,8.64212,5.6176,95.3475,7.92806,0.625675,0.684927,0.0696294,67.8718,0.911672,29.4651,8.71463,0.0945694,0.89709,0
0.0950913,0.31875,0.555556,0.25309,0.0309381,0.235162,0.177657,0.0991931,0.374002,22.2976,25.8325,27.1149,14.5297,17.601,18.9362,0.431327,1.17553,1.06434,87.0878,-2.51157,-2.44263,14.4191,1.37609,2.87048,-0.034054,-0.435729,0.626071,63.5529,0.929167,-2.23998,33.6793,0.531543,11.3452,0.222065,-4.30965,-1.16941,69.2366,0.847222,101.809,24.4154,1.24109,33.5476,3.36951,2.71298,8.41652,0.351687,0.457051,0.0132254,79.6105,-0.667698,17.8496,16.0014,0.0470396,0.450612,1
0.309267,0.773611,0.656944,0.457066,0.77851,0.839306,0.723042,0.1881,0.632747,235.278,214.524,166.385,36.0498,30.3075,29.3818,0.8588,0.972794,1.18512,88.6323,-0.759962,8.46958,15.7322,1.26798,3.2537,-0.4604,0.57138,-0.691888,84.4456,0.602778,7.52305,54.9757,0.447305,15.5166,0.352183,-2.00053,1.21948,87.297,0.522222,110.162,35.6048,2.36593,20.6721,11.7998,101.933,36.6262,0.382675,0.186073,0.0913398,78.4247,-1.10594,48.3544,16.1556,0.109149,0.72775,1
0.205356,0.73125,0.368056,0.413748,0.159789,0.146848,0.795149,0.0958924,0.204393,140.985,154.091,142.907,51.2951,52.5866,54.1911,-0.168473,0.324625,0.33257,95.5772,0.707416,7.57941,17.2024,6.02264,9.17847,-0.425242,1.13419,-0.202593,68.2437,0.542361,0.603363,35.3018,0.456221,16.9788,0.270019,-1.36645,-0.928443,102.467,0.347222,146.476,39.3041,1.38192,29.3491,7.0406,64.4054,34.9786,0.715148,0.248369,0.0659168,117.333,-0.329336,54.6851,10.331,0.109417,0.536383,0
0.135,0.452083,0.458333,0.628412,0.674509,0.185401,0.344952,0.0596083,0.112023,89.8534,136.222,76.2162,36.9367,23.2962,20.2657,-1.77012,-1.13116,0.488505,76.7531,-7.14232,22.8631,6.45493,1.57989,8.03299,-2.69101,-0.795959,-3.21375,85.3827,0.289583,-2.69118,17.2976,0.325976,11.466,0.384991,2.01344,-1.10082,86.523,0.533333,156.022,32.4121,-5.21613,50.3738,0.107482,110.777,31.3881,0.109089,0.343449,0.0566305,104.84,-0.301561,38.5624,13.3517,0.265573,1.00064,0
0.232312,0.15486,0.390632,0.653878,0.449713,0.341258,0.489342,0.0486145,0.240285,110.118,98.4413,81.8994,48.2736,35.6907,27.6574,0.834292,1.17608,0.749755,60.9836,1.93794,7.55206,16.8052,5.11123,6.34663,-0.669831,1.2789,2.08312,79.8411,0.413194,1.27962,37.3191,0.213682,5.21228,0.239123,1.21536,-1.07993,152.718,0.5,188.698,29.7159,0.73919,33.9129,11.4282,168.998,55.2591,0.850246,0.718534,0.0366043,125.216,0.675472,21.2942,10.6983,0.171531,0.497931,1
0.2021,0.8,0.3833,0.4192,0.1641,0.8731,0.345,0.0228,0.2785,150.421,161.263,179.903,10.2869,6.2007,6.9301,-0.3935,-0.7642,-2.4151,83.3521,-0.1917,-5.8706,1.3579,0.8284,2.1849,-0.8311,-0.1275,0.8001,68.6613,0.6333,9.7224,7.9951,0.1569,15.1802,0.4502,-12.0498,-0.8353,120.358,0.4563,230.555,76.8726,1.2455,44.68,10.5085,236.19,29.7002,0.7751,0.5149,0.0573,133.998,-0.7506,4.5758,18.4815,0.2821,0.8767,0
0.081234,0.292857,0.631944,0.720936,0.541175,0.14938,0.183882,0.0306465,0.0797591,99.137,75.7461,60.3178,47.2805,35.189,29.2318,0.710009,0.715044,0.604846,57.321,4.03051,8.32776,10.8711,5.30948,5.15297,-0.308669,0.556981,1.02248,74.5829,0.239583,1.8669,24.4417,0.229896,10.2383,0.318257,4.1146,-0.378545,149.77,0.3,143.021,28.5819,-0.333731,23.8847,3.41898,98.3055,10.7742,0.649574,0.682573,0.0895432,135.365,-0.320055,18.6123,6.91459,0.0557915,0.190346,0
0.107835,0.491667,0.676389,0.449509,0.652377,0.422769,0.424443,0.0551604,0.429607,97.503,81.4417,76.2797,45.1084,43.2387,44.1127,1.20112,1.34534,1.38192,74.2672,3.33882,7.27852,7.59818,3.89109,7.68446,0.337542,1.22811,2.13186,75.7915,0.4125,0.331513,31.1917,0.217466,7.7557,0.274685,3.22317,-1.13161,160.681,0.35,129.688,42.5821,0.189835,22.5428,7.33018,130.885,48.6883,0.709715,0.327282,0.0512731,130.515,-1.38615,47.2081,9.83892,0.128916,0.535253,1
0.247612,0.645833,0.573611,0.561735,0.522475,0.324789,0.624239,0.0567489,0.382125,123.601,128.417,133.287,39.002,35.2951,37.8802,0.987126,1.09884,1.19374,74.4316,2.39625,1.6786,4.85249,2.30874,4.26983,0.628431,1.23849,3.00294,70.1234,0.622222,0.435201,45.5678,0.225719,11.1234,0.289624,1.93285,-2.38293,150.234,0.385556,92.342,21.3497,0.973845,20.1234,8.12344,99.7654,45.6789,0.723456,0.478923,0.0521789,143.234,0.912345,25.1234,9.12345,0.123456,0.678912,1
0.111234,0.456789,0.345678,0.789012,0.654321,0.54321,0.456789,0.0345678,0.123456,145.678,132.456,140.123,26.789,21.345,18.234,0.876543,1.098765,1.234567,67.8901,3.45678,2.34567,7.89012,1.23456,2.34567,0.234567,0.876543,4.56789,78.9012,0.234567,2.34567,51.2345,0.345678,7.89012,0.234567,0.234567,-1.23456,178.901,0.456789,110.123,25.6789,0.56789,24.5678,10.1234,122.345,56.789,0.345678,0.456789,0.0789012,156.789,1.23456,31.2345,8.12345,0.156789,0.345678,0
0.0356827,0.175,0.456944,0.867394,0.599944,0.153441,0.349445,0.0763464,0.533219,90.3985,72.3422,46.9226,37.2951,38.7172,36.2843,0.703218,0.864785,0.713326,53.2813,3.02169,12.3512,17.1388,7.7321,7.87491,-0.0713757,1.94496,0.98887,82.0747,0.258333,3.52253,17.034,0.22526,13.0872,0.112985,-0.694082,-13.0593,216.407,0.344444,165.388,54.0599,0.519116,38.7977,17.1388,225.69,34.4955,0.536374,0.404741,0.0210492,122.638,-4.68407,7.40553,14.7826,0.0343056,0.199084,1
0.0612345,0.225,0.377778,0.72859,0.510294,0.125123,0.413145,0.0814985,0.140234,102.052,65.018,39.1236,25.6236,29.4321,25.9468,0.843376,0.90751,0.633312,48.3873,2.45678,15.3512,19.1388,6.731,7.98491,-0.0543757,1.75496,0.87887,86.0747,0.278333,4.72253,16.034,0.22526,11.0872,0.122985,-0.594082,-15.0593,211.407,0.274444,155.388,50.0599,0.619116,34.7977,15.1388,220.69,30.4955,0.636374,0.464741,0.0180492,118.638,-3.68407,8.40553,13.7826,0.0043056,0.189084,1
0.00934511,0.394444,0.694444,0.571895,0.459057,0.307967,0.426509,0.0636923,0.434719,115.207,118.889,123.321,31.6325,30.1258,29.0036,0.391954,0.545097,0.53117,70.6786,2.36776,4.78748,8.01155,3.2753,6.21418,-0.679862,1.3035,1.43877,70.591,0.644444,-0.271441,19.8989,0.324235,6.01025,0.352413,-0.516884,-0.319778,105.057,0.211111,135.647,31.3934,0.758736,29.2267,10.2144,162.589,36.9012,0.678872,0.35569,0.0437646,121.554,-2.32198,10.8163,9.48202,0.183243,0.617652,1
