MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,price_above_median
2.9362,29,4.310159835606164,1.0717925200356189,1402.0,2.640071783463687,38.3,-122.67,0
3.0168,40,4.650458724202626,1.0046192886882637,1417.0,2.8435754189944134,33.82,-117.95,1
5.8437,15,5.421568627450981,0.9892156862745098,1806.0,2.5862745098039217,34.28,-118.56,1
3.2983,30,4.783333333333333,1.025,1168.0,2.98,37.89,-122.29,0
3.9857,21,6.116666666666666,1.0066666666666666,1206.0,2.9233333333333333,33.65,-117.6,1
2.6265,24,4.25625,1.0375,872.0,2.9125,38.58,-121.41,0
3.0575,10,4.258823529411764,1.0411764705882354,1061.0,2.211764705882353,36.18,-119.8,1
3.0575,10,4.258823529411764,1.0411764705882354,1061.0,2.211764705882353,36.18,-119.8,1
3.2504,23,4.910555555555555,1.0733333333333333,701.0,2.6594444444444445,33.68,-117.38,1
5.3272,26,5.873134328358209,0.996268656716418,1784.0,2.9955223880597015,33.76,-118.16,1
1.2781,37,3.7565217391304344,1.0282608695652173,1134.0,2.4704347826086956,39.32,-120.52,0
3.1982,44,4.509647966335886,1.1170594863954306,1542.0,2.6891203703703703,36.31,-119.49,1
3.7081,29,5.196428571428571,1.0401785714285714,2009.0,3.3110714285714287,37.86,-122.29,1
2.4154,23,4.821428571428571,1.0758928571428572,1245.0,2.725892857142857,38.55,-122.11,0
5.3781,33,6.901851851851852,1.017037037037037,1984.0,2.964814814814815,34.07,-117.79,1
3.7423,12,4.905908096280087,0.9914236706689536,1097.0,3.153748411689008,38.77,-121.33,0
3.2734,26,4.869152652733119,0.998696218487395,1267.0,3.011137077294686,38.7,-121.31,0
3.5075,31,5.197368421052632,1.0013157894736842,1739.0,3.2907894736842107,33.89,-118.33,1
3.5075,31,5.197368421052632,1.0013157894736842,1739.0,3.2907894736842107,33.89,-118.33,1
3.6054,24,5.757142857142857,1.0404761904761906,715.0,3.4761904761904763,37.96,-122.35,1
3.0361,10,6.74370709382151,1.101695972230743,2280.0,2.685987261146498,38.26,-122.55,1
3.6944,32,4.594594594594595,1.027027027027027,588.0,1.8378378378378377,36.24,-119.34,1
4.675,18,5.579268292682927,1.0332317073170731,2958.0,3.1097560975609757,32.73,-117.1,1
5.2347,16,5.790909090909091,1.0075757575757576,1966.0,2.815151515151515,38.79,-120.52,1
2.2179,41,4.3121387283237,1.093496741209922,926.0,2.126215644820297,37.64,-120.96,0
3.0031,21,5.212962962962963,1.0493827160493827,750.0,1.9953703703703705,37.38,-121.82,0
3.4427,30,4.782013685239493,1.0838641188959661,763.0,2.238637931034483,38.79,-121.28,1
5.0743,14,5.841970802919708,0.9817518248175182,1166.0,2.075182481751825,36.32,-121.85,1
5.7745,18,5.27437641723356,0.9531249999999999,624.0,3.431424114215686,34.39,-118.17,1
2.5556,44,3.7425006944444448,1.0401041666666666,2000.0,2.9968055555555555,34.05,-118.23,0
2.4091,14,5.245901639344262,1.0098360655737706,1172.0,2.8311475409836078,34.62,-118.22,0
4.801,25,6.024,1.035,1426.0,3.258,38.6,-121.53,1
2.593,42,4.77,1.135,216.0,2.54,34.22,-118.25,0
3.799,12,5.12,1.01,1848.0,2.19,38.38,-122.01,1
4.256,20,6.43,1.02,1390.0,2.63,33.94,-117.01,1
2.721,29,4.26,1.17,1176.0,3.61,35.64,-120.3,0
3.096,33,5.23,1.04,1872.0,2.45,36.73,-119.79,1
5.036,18,5.83,0.99,616.0,2.88,33.93,-118.08,1
3.565,23,4.76,1.08,912.0,2.7,36.89,-119.74,0
3.018,16,4.79,1.04,1428.0,3.04,33.78,-118.26,0
5.245,14,5.56,1.01,1510.0,2.31,34.19,-118.47,1
3.6712,10,4.890861941512125,1.0343844502563682,1571.0,3.040222614840989,36.29,-119.8,1
4.8327,32,5.671555323590818,1.0722787512284606,1236.0,3.202172164734477,33.92,-117.67,1
4.2643,12,5.231931166348304,1.0311143270023566,834.0,2.853234284989952,33.97,-118.35,1
2.3364,24,3.5919003115264796,1.0458631207133058,2368.0,4.331457899716177,34.07,-117.87,0
2.8821,37,4.881989247311828,1.0967854406130269,1005.0,2.400398406374502,34.37,-117.96,0
3.7456,15,5.100890207715134,1.0285779092702163,819.0,3.0779092702169626,37.88,-122.25,1
5.0031,18,6.254167217448576,1.0429347826086957,944.0,2.4470108695652173,37.66,-122.51,1
3.8325,23,5.301470588235294,1.017156862745098,1263.0,2.9137254901960783,33.58,-117.26,1
3.5431,29,5.116512059369202,1.0205264633204634,1451.0,3.424661197992166,37.54,-121.1,1
4.7123,31,5.7125,1.0325,988.0,2.51,33.85,-118.31,1
3.9712,28,5.189573459715639,1.0167940651302605,1500.0,2.423183499322225,35.21,-120.68,1
4.5329,33,5.92487684729064,1.0826371257960425,2100.0,2.9846133974591655,37.82,-122.25,1
2.5483,15,4.719367588932806,1.1135764407934754,1200.0,3.2187928669410155,33.93,-118.14,0
4.9321,27,6.312450399218052,1.0674897119341564,1800.0,3.016577932861092,38.89,-121.57,1
2.3178,29,4.089451477870434,0.9841569865380075,1100.0,2.6635551508422575,35.79,-119.24,0
3.9987,18,5.665822021116139,1.0395678295103628,1600.0,2.779418238993711,38.08,-122.67,1
2.7684,38,4.129380053908355,1.092308598558887,1300.0,3.14128701594533,36.31,-118.13,0
3.4657,23,4.793617021276595,1.022340425531915,1400.0,2.672872340425532,34.88,-118.3,1
4.6718,19,5.488372093023256,1.0034965034965035,1700.0,2.875174825174825,37.92,-121.78,1
1.9873,42,3.5435897435897434,1.0602564102564103,800.0,2.4205128205128204,38.03,-121.2,0
3.7823,24,5.336,1.026,1332.0,2.943,38.22,-122.33,1
2.1357,16,4.78,1.012,1456.0,3.147,36.87,-120.05,0
4.6891,33,6.879,1.012,1907.0,2.799,33.84,-117.97,1
2.9568,14,5.091,1.012,1246.0,2.655,37.95,-120.18,0
5.4332,30,6.764,0.965,1567.0,2.901,32.64,-117.01,1
2.7214,18,4.632,1.026,984.0,3.345,34.17,-119.14,0
4.8956,25,5.987,1.012,1732.0,3.021,35.23,-122.56,1
3.1441,22,5.333,1.012,1290.0,2.727,38.56,-122.03,0
4.1938,28,6.098,1.012,1678.0,2.88,33.63,-117.95,1
2.9386,21,4.849,1.026,1175.0,3.132,36.05,-120.27,0
5.6521,35,6.432,0.965,1453.0,2.833,32.93,-117.19,1
3.1756,18,4.902654867256637,1.0643459915611815,1141.0,2.7588652482269502,34.23,-118.12,1
2.4871,25,4.283582089552239,1.0427860696517413,1220.0,2.571641791044776,33.89,-118.32,0
4.2873,16,5.623529411764706,0.9882352941176471,3248.0,2.3058823529411767,37.68,-122.45,1
2.8457,22,5.331210191082803,1.006422018348624,1564.0,2.456880733944954,35.89,-119.18,0
2.1389,30,4.189873417721519,1.097938144329897,875.0,3.311688311688312,34.12,-118.05,0
4.7893,19,5.634969325153374,1.0352760736196318,2820.0,2.816793893129771,33.93,-117.99,1
3.6401,26,5.167701863354037,1.00936329588015,1643.0,2.407960199004975,36.75,-119.75,1
2.5264,34,4.524096385542169,1.0650602409638554,1397.0,2.7846385542168677,34.02,-118.31,0
4.3688,21,5.468468468468468,1.018018018018018,2742.0,3.5585585585585586,37.75,-122.13,1
3.9902,27,5.143646408839779,1.001572327044025,1780.0,2.483539094650206,36.79,-121.75,1
4.2147,10,4.874812030075189,1.0251256281407035,1601.0,3.3684210526315788,33.95,-118.33,1
3.7825,16,6.325,1.0125,2500.0,3.0,34.02,-118.42,1
2.3541,20,4.752475247524753,1.089108910891089,1100.0,2.5,36.22,-119.33,0
2.9951,30,4.597087378640777,1.0309278350515463,1265.0,2.845360824742268,35.66,-120.89,0
1.7039,40,3.5100840336134453,1.0756302521008403,734.0,2.764705882352941,37.74,-122.47,0
5.287,12,7.6419753086419755,1.05679012345679,1483.0,3.0246913580246915,34.05,-118.12,1
3.9304,14,5.760683760683761,0.9945054945054945,1238.0,3.32967032967033,33.97,-117.91,1
3.2729,18,4.270186335403727,1.0362694300518134,981.0,2.858369098712446,36.33,-119.38,0
2.5463,22,4.5423728813559325,1.0991525423728814,854.0,3.01271186440678,36.51,-118.13,0
2.1173,26,4.497101449275362,1.058695652173913,1290.0,2.7971014492753623,38.68,-121.05,0
3.0275,19,4.972413793103448,1.0258620689655171,1662.0,2.922413793103448,33.67,-117.95,1
2.1657,15,4.257894736842105,1.0736842105263158,854.0,2.357894736842105,37.76,-122.42,0
4.1244,10,6.027932960893854,1.005898875572668,2334.0,2.643617021276596,33.83,-117.24,1
2.7522,33,4.846938775510204,1.0918367346938775,1722.0,2.7755102040816326,37.47,-122.2,0
3.8198,6,6.167785234899329,1.014792899408284,3351.0,2.975206611570248,34.29,-118.8,1
1.9324,25,4.212903225806452,1.0451612903225806,1010.0,2.6,34.02,-118.03,0
3.2537,12,5.41919191919192,1.0212121212121212,2215.0,2.5636363636363635,38.44,-122.71,1
2.5213,38,4.896,1.048,1125.0,2.608,34.66,-120.45,0
2.8582,18,4.662650602409639,1.083132530120482,1501.0,2.923694779116466,33.58,-117.79,0
2.0389,30,4.494949494949495,1.0696969696969696,919.0,2.8484848484848486,33.85,-118.07,0
2.8267,30,4.657718120805369,1.0513374331550802,1345.0,2.832214765100671,33.98,-118.32,0
4.2158,22,5.2592592592592595,1.0333333333333334,981.0,2.1444444444444444,35.82,-121.53,1
3.0976,34,4.860215053763441,1.032258064516129,1143.0,2.989247311827957,37.48,-122.2,0
4.9916,16,6.728381374722838,1.0370044052863436,2443.0,3.255767726161369,34.06,-117.93,1
2.2394,40,4.294871794871795,1.205128205128205,1236.0,2.2358974358974355,37.73,-122.41,0
5.7247,18,7.021472392638037,1.016225759038842,2638.0,2.9941588785046727,34.17,-118.34,1
3.5528,26,4.922413793103448,1.0241379310344827,1135.0,2.731034482758621,37.84,-122.27,0
3.9829,23,5.246696035242291,1.0366492146596857,1243.0,2.7826984409799556,34.15,-118.78,0
2.5036,33,4.365853658536585,1.0926829268292684,982.0,2.858536585365854,36.59,-121.49,0
4.1167,17,5.15625,1.015625,1601.0,2.6,33.94,-118.03,1
2.1234,20,4.0,1.1,1500.0,2.7,38.15,-121.92,0
3.4567,30,5.5,1.0,2000.0,3.0,35.67,-119.34,1
2.7891,25,4.8,1.2,1800.0,2.5,33.89,-118.12,0
4.6789,18,6.2,0.9,2500.0,3.5,36.78,-120.01,1
3.0012,22,4.5,1.0,1600.0,2.8,34.45,-118.77,0
2.3789,32,5.0,1.0,1900.0,3.2,37.81,-122.22,0
4.9876,16,6.8,0.8,2800.0,4.0,35.29,-119.18,1
2.5678,27,4.7,1.3,1700.0,2.9,33.22,-117.99,0
3.789,21,5.2,1.1,2200.0,3.1,34.17,-118.77,0
2.3456,29,4.2,1.2,1600.0,2.6,36.11,-121.34,0
3.1025,32,4.286,1.067,1476.0,3.254,34.78,-118.41,0
2.3948,29,4.872,1.132,985.0,2.463,33.74,-117.94,0
3.6712,15,6.211,1.019,2013.0,3.005,34.16,-118.77,1
2.8651,26,4.357,1.096,1165.0,2.873,37.45,-122.17,0
3.2246,21,5.009,1.031,839.0,2.351,33.71,-118.24,0
2.1357,33,3.981,1.117,909.0,3.142,36.6,-120.43,0
3.7485,18,5.657,0.98,2056.0,2.399,38.55,-121.76,1
2.1754,27,4.618,1.087,1197.0,3.005,35.69,-119.6,0
3.3211,24,5.386,1.043,1301.0,2.597,34.01,-118.13,1
3.987,19,5.267,1.06,1896.0,2.311,38.41,-122.63,1
2.7473,30,4.665,1.122,1273.0,2.776,36.82,-119.94,0
3.4567,22,4.987654321,1.012345679,1876.0,2.87654321,36.11,-119.76,1
2.2345,30,4.253456789,1.034567901,1345.0,2.654321,33.55,-117.21,0
3.6789,25,4.567890123,1.056790123,1978.0,3.098765432,35.77,-120.91,1
4.321,19,5.765432109,1.07856432,2489.0,3.3456789,37.61,-122.32,0
2.8765,28,4.987654321,1.012345679,1567.0,2.87654321,34.33,-118.44,0
5.4321,17,6.123456789,1.090123456,3190.0,3.654321,38.88,-121.11,1
3.0987,24,4.654321098,1.056790123,1678.0,2.654321,35.42,-119.56,0
2.3456,32,4.345678901,1.045678901,1423.0,2.754321,33.78,-118.33,0
4.5678,20,5.87654321,1.07856432,2790.0,3.4456789,36.99,-120.76,1
3.7654,26,4.765432109,1.06856432,1965.0,3.2456789,34.22,-118.67,0
4.1234,18,5.456789012,1.07856432,2590.0,3.5456789,37.71,-122.45,1
2.3781,33,4.638492198661875,0.9944071588366891,1341.0,2.4185969615728324,34.11,-117.55,0
3.7956,15,5.203647416413373,1.0233990147783252,2139.0,2.2218928028169014,37.67,-121.3,1
4.2376,10,6.056666666666666,0.9733333333333334,1639.0,2.5833333333333335,36.52,-121.34,1
1.9256,40,4.101333333333333,1.0793333333333335,728.0,2.455111111111111,33.76,-118.19,0
3.2045,30,5.023529411764705,1.0752941176470587,1025.0,2.748235294117647,33.95,-118.41,0
2.5951,38,4.543333333333333,1.0233333333333334,978.0,2.5433333333333334,33.78,-118.07,0
4.3189,17,5.687142857142857,1.0271428571428571,1944.0,2.6714285714285713,34.15,-118.28,1
3.4511,24,5.861742424242424,1.0454545454545454,1478.0,2.487689393939394,34.14,-117.2,1
3.9737,19,4.901927437641723,1.0126487018658226,1373.0,2.4144486692015206,38.6,-121.56,1
3.1002,22,5.233819847513637,1.0581180811808117,1028.0,2.578079555175085,34.04,-117.82,0
3.3721,15,5.205567451820127,1.073676408844667,1824.0,2.8562091503267975,37.71,-121.74,0
2.0958,31,4.380952380952381,1.024793388429752,1218.0,3.05063025210084,33.89,-117.88,0
4.0682,17,6.098291796702837,1.0339217722395586,964.0,2.6885644768856447,37.62,-120.95,1
3.7629,28,4.826086956521739,1.0695652173913044,2349.0,2.685869565217391,36.32,-119.33,1
3.9902,18,6.218253968253968,1.0333333333333334,927.0,3.015873015873016,33.83,-118.11,1
3.1142,40,4.56701030927835,1.0103092783505154,687.0,2.3608247422680413,33.79,-118.22,0
3.7426,25,5.171008403361344,1.0453781512605043,1203.0,3.042016806722689,36.37,-119.22,0
3.4821,22,5.010857763300759,1.0346820809248556,863.0,2.493877551020408,33.68,-117.38,1
4.0284,14,6.006493506493506,1.038961038961039,927.0,2.9415584415584415,34.27,-118.33,1
4.9059,32,5.5673076923076925,1.0153846153846153,433.0,2.25,34.19,-118.06,1
3.7265,18,5.23497267759563,1.0655737704918034,1198.0,2.819672131147541,33.68,-117.92,1
2.2891,32,4.245192307692308,1.1317307692307692,1425.0,2.890384615384615,34.02,-118.22,0
3.9321,22,5.678571428571429,0.9821428571428571,1567.0,2.4375,33.61,-117.88,1
2.1189,37,3.9085714285714284,1.1142857142857143,1047.0,3.0314285714285716,33.89,-118.33,0
3.2778,25,4.876923076923077,1.0256410256410255,1713.0,2.7384615384615385,33.78,-118.01,1
3.1296,30,4.51875,1.13125,1160.0,2.93125,33.74,-118.15,1
2.801,29,5.672,1.048,1068.0,2.968,33.76,-118.2,0
2.6571,33,4.5975,1.12,1325.0,2.8675,33.62,-117.99,0
3.8406,21,5.264,1.016,1655.0,2.664,33.9,-118.24,1
2.4226,31,4.368181818181818,1.1272727272727272,1314.0,2.6636363636363636,33.95,-118.28,0
2.2987,37,4.01256342182891,1.0135895031712474,1150.0,2.503171247357294,36.59,-121.88,0
3.704,15,6.198,1.098,1522.0,2.615,33.93,-118.36,1
3.847,40,4.732,1.025,1102.0,2.317,34.01,-118.25,1
2.179,22,3.997,1.034,789.0,3.002,37.78,-122.41,0
3.091,35,4.564,1.003,935.0,2.417,33.85,-117.94,1
2.879,47,4.067,1.007,1187.0,2.269,32.78,-116.96,0
4.581,26,5.478,1.089,1401.0,2.791,38.62,-121.33,1
3.336,30,4.738,1.025,1625.0,2.448,34.23,-118.41,1
2.499,33,4.379,1.073,987.0,2.987,37.97,-121.33,0
3.904,28,5.126,1.026,1158.0,2.617,33.97,-118.24,1
3.226,42,4.689,1.083,1176.0,2.202,33.71,-118.29,1
3.823,30,4.213,1.019,1200.0,2.611,36.82,-122.54,1
2.591,25,3.951,1.067,956.0,2.478,33.71,-118.19,0
4.259,38,5.002,1.024,1123.0,2.712,37.81,-122.02,1
3.169,15,4.629,1.083,823.0,2.239,35.43,-119.62,0
3.914,29,4.783,1.019,1003.0,2.881,37.25,-121.94,0
2.397,40,4.259,1.055,542.0,2.364,33.91,-117.31,0
3.425,22,4.691,1.123,724.0,3.017,34.09,-118.16,0
4.097,35,4.903,1.025,920.0,2.622,37.78,-122.21,0
2.901,28,4.352,1.102,654.0,2.572,36.68,-121.75,0
3.712,33,4.496,1.055,834.0,2.439,37.43,-121.97,1
2.5698,34,3.7207792207792205,1.1055194805194806,1258.0,2.5714285714285716,33.52,-116.52,0
3.8007,15,5.229166666666667,1.0347222222222223,421.0,2.59375,37.69,-121.04,1
4.3193,45,6.018518518518518,0.9907407407407407,877.0,2.5185185185185186,34.28,-118.42,1
2.5375,10,4.327586206896552,1.1400862068965516,1145.0,2.3071120689655173,38.26,-122.35,0
3.7312,30,4.791666666666667,1.0486111111111112,829.0,2.3229166666666665,34.09,-117.68,1
3.1014,38,4.304878048780488,1.0845528455284552,1084.0,2.682926829268292,34.44,-119.71,0
4.8977,26,5.356801909307876,1.0175441795183207,1061.0,2.570681315880716,33.93,-118.24,1
2.5769,16,3.5555555555555554,1.0833333333333333,644.0,2.638888888888889,34.46,-118.56,0
3.4861,29,4.784090909090909,1.0727272727272728,778.0,2.484090909090909,32.7,-117.1,1
2.2824,45,3.311688311688312,1.2402597402597402,1334.0,1.9556949806949806,32.7,-117.07,0
3.7753,12,4.2894736842105265,1.0112781954887218,924.0,2.4052631578947365,34.01,-118.49,1
2.5619,38,4.572390572390573,1.0733590733590732,1148.0,2.7037037037037037,34.06,-118.47,0
4.9894,15,5.371134020618556,1.0030927835051546,575.0,2.041237113402062,37.72,-122.43,1
2.4821,36,5.068181818181818,1.0272727272727273,834.0,2.3443181818181817,37.97,-122.27,0
3.1074,22,4.857142857142857,1.0204081632653061,1317.0,2.451020408163265,33.89,-118.22,0
2.6953,29,4.686131386861313,1.0975609756097562,1498.0,2.961382113821138,33.91,-117.9,0
3.4342,17,5.27906976744186,0.9912790697674418,661.0,2.369767441860465,37.48,-122.16,0
3.8618,36,5.166666666666667,1.0,1393.0,2.75,37.43,-122.05,1
3.5484,14,5.721518987341772,0.9746835443037974,1180.0,2.759493670886076,34.16,-118.72,0
3.3454,45,4.145161290322581,1.078225806451613,622.0,2.975806451612903,37.97,-122.29,1
1.987,38,4.215,1.071,921.0,2.391,33.81,-117.92,1
4.236,15,5.992,1.121,1440.0,2.426,37.64,-122.09,1
2.824,28,4.506,1.087,713.0,3.111,34.01,-118.45,0
3.698,23,4.901,1.063,1031.0,2.649,35.36,-119.03,1
2.189,44,4.031,1.094,579.0,2.847,38.41,-122.86,0
3.579,30,4.721,1.022,900.0,2.579,33.94,-118.27,1
3.942,35,5.203,0.987,1152.0,2.303,33.57,-117.72,1
2.357,49,4.123,1.032,1056.0,2.132,37.93,-122.31,0
3.715,25,4.883,1.011,1023.0,2.627,34.05,-117.96,1
2.918,40,4.379,1.047,786.0,2.238,37.63,-121.51,0
3.801,19,4.672,1.064,1198.0,2.429,34.68,-118.27,1
2.8738,30,5.312,1.01,1330.0,2.6,35.63,-120.66,1
4.756,15,6.204,1.03,754.0,2.4,37.43,-121.76,1
3.105,25,5.193,0.97,1698.0,3.1,34.09,-117.74,1
4.082,22,5.877,1.12,1242.0,2.3,33.61,-117.72,1
2.398,37,4.329,1.06,179.0,2.15,38.71,-120.95,0
4.024,29,5.681,1.07,945.0,2.9,34.5,-119.34,1
3.216,41,4.882,1.01,1326.0,2.6,36.6,-121.58,1
3.902,27,5.026,1.15,754.0,3.3,36.57,-121.33,1
2.741,33,5.176,1.03,1437.0,2.2,33.99,-118.11,1
3.909,30,5.887,1.05,939.0,2.7,34.11,-117.45,1
2.8691,47,5.015662650602409,0.9771084337349398,1068.0,2.487951807228916,33.96,-118.17,1
1.9864,42,4.575757575757576,1.0404040404040404,889.0,3.0202020202020203,38.77,-121.25,0
3.7647,24,4.290780141843972,1.0393687707641197,1448.0,2.327917282127052,33.94,-118.22,1
3.4226,12,6.178571428571429,0.9940476190476191,1729.0,2.3988095238095237,33.68,-117.78,1
3.4884,23,5.677966101694915,1.0169491525423728,1701.0,2.271186440677966,34.2,-118.31,1
2.7059,37,5.159722222222222,1.0069444444444444,216.0,2.576388888888889,37.78,-122.41,0
2.636,35,4.671052631578948,1.039473684210526,1051.0,2.5657894736842106,34.45,-119.13,0
2.6993,21,4.828125,1.015625,164.0,2.5234375,33.76,-118.38,0
4.0529,27,5.138888888888889,1.0198412698412698,1163.0,2.6944444444444446,33.66,-117.78,1
2.1797,38,5.032085561497325,1.086294416243655,2320.0,2.2071713147410357,33.67,-117.86,1
4.223,15,5.678,1.023,1100.0,2.907,37.88,-122.25,1
3.935,30,4.218,1.029,890.0,3.512,33.68,-117.43,1
2.654,25,4.577,1.043,750.0,2.903,33.95,-117.33,0
3.771,18,5.126,1.017,1350.0,2.645,34.05,-118.25,1
2.789,40,3.921,1.062,980.0,2.185,38.58,-121.48,0
4.891,28,6.281,0.972,1320.0,2.829,33.89,-118.35,1
3.445,45,4.386,1.055,690.0,2.401,37.77,-122.41,0
2.154,50,4.039,1.087,830.0,2.913,37.5,-122.32,0
3.768,38,4.661,1.068,980.0,2.455,33.78,-118.12,1
3.133,22,4.929,1.004,1150.0,2.176,33.67,-117.9,1
4.8182,24,5.125,1.021,1200.0,2.1,37.76,-122.39,1
2.315,40,4.2,1.05,900.0,2.5,33.88,-118.16,0
3.9401,30,6.022,1.09,1500.0,3.2,38.58,-121.49,1
2.75,28,4.5,1.2,1100.0,2.8,34.02,-117.91,0
4.2073,20,4.8,1.1,950.0,2.4,37.33,-121.88,1
3.0976,35,4.3,1.05,800.0,2.3,33.92,-118.45,0
3.85,25,5.1,1.1,1300.0,2.6,34.07,-118.12,1
3.4019,29,5.0,1.0,1000.0,2.0,37.84,-122.29,1
4.5217,22,5.5,1.0,1150.0,2.5,38.44,-122.74,1
2.9682,38,4.0,1.2,920.0,2.7,34.22,-118.56,0
4.6902,23,5.3,1.1,1050.0,2.8,38.65,-121.36,1
2.9635,22,4.2976190476190474,1.0833333333333333,997.0,2.634920634920635,35.83,-119.29,1
3.3905,34,5.281938325991189,1.0190476190476192,1240.0,3.057142857142857,36.92,-120.52,1
4.2901,38,4.3125,1.0208333333333333,1356.0,1.96875,33.44,-117.61,1
3.9104,19,5.302652259332023,1.0120805369127517,1462.0,3.450267381974249,37.96,-121.95,1
3.0299,46,3.5567567567567564,0.9932432432432432,337.0,2.010135135135135,38.45,-122.91,0
3.1995,23,4.033980582524272,1.0596330275229358,2394.0,3.3655963302752294,37.47,-120.46,1
3.6762,35,4.488549618320611,1.056521739130435,2029.0,2.936231884057971,35.08,-118.38,1
3.2609,47,4.2926829268292686,1.0609756097560976,1012.0,2.682926829268293,37.47,-119.56,0
4.1193,25,4.60919540229885,1.0172413793103448,1145.0,2.9367816091954024,33.47,-117.21,1
2.7324,15,4.684210526315789,1.131578947368421,1542.0,3.1973684210526314,32.91,-117.97,0
3.804,30,5.061538461538461,1.0269230769230768,1346.0,2.728205128205128,37.88,-122.22,1
2.127,40,4.158823529411765,0.9588235294117647,1489.0,2.676470588235294,34.16,-118.32,0
3.916,29,5.290476190476191,1.0142857142857142,1154.0,3.1285714285714286,33.65,-117.76,1
1.982,33,4.153947368421053,1.066315789473684,1643.0,3.1157894736842104,34.54,-118.42,0
3.22,22,5.156410256410256,0.9743589743589743,756.0,2.48974358974359,36.67,-121.8,0
4.378,31,5.711764705882353,1.0558823529411765,1348.0,2.6823529411764704,32.72,-117.18,1
3.267,24,5.221052631578947,1.0263157894736843,872.0,2.768421052631579,38.4,-122.6,0
4.781,35,5.352941176470588,1.011764705882353,1026.0,2.847058823529412,33.87,-118.11,1
2.365,35,4.501351351351351,1.0243243243243243,1779.0,2.764864864864865,34.04,-117.56,0
6.293,48,6.483018867924528,1.0245283018867923,397.0,2.199245283018868,37.47,-122.18,1
3.9852,27,5.123152709359605,1.042998135595054,1350.0,2.7857142857142856,33.92,-118.31,1
2.2343,30,4.775,1.095,1408.0,3.1125,34.24,-117.34,0
2.9751,40,4.506584747182882,1.0236686390532543,1750.0,2.679525222551929,36.32,-119.26,0
4.8723,15,6.4186046511627906,0.9224806201550387,1203.0,2.2868217054263567,38.67,-120.95,1
3.5478,19,4.712918660287081,1.0567375886524821,996.0,2.895521134915409,35.78,-119.23,0
3.9986,28,5.204081632653061,1.0204081632653061,1099.0,2.526530612244898,34.4,-118.02,1
1.9204,25,3.2137592137592135,1.0810810810810811,679.0,3.891891891891892,32.78,-117.5,0
3.7567,36,5.114084507042254,1.0316901408450705,1228.0,2.714788732394366,33.99,-118.21,1
6.1038,10,6.890804597701149,0.9695402298850575,712.0,2.150574712643678,37.75,-122.31,1
2.7513,29,4.580582524271845,1.070334928229665,1430.0,3.678391959798995,33.78,-118.21,1
4.8205,37,5.312820512820513,1.0596153846153846,1342.0,2.953846153846154,33.97,-118.43,1
