date,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
0.688924,0.659574,0.042338,0.459104,0.003644,0.491237,0.492105,0
0.000236,0.170213,0.029783,0.248893,0.001014,0.227669,0.460526,1
0.479496,0.170213,0.028768,0.21612,0.001382,0.300514,0.525877,0
0.763421,0.510638,0.062145,0.698505,0.003146,0.538279,0.470111,1
0.318762,0.170213,0.035826,0.461018,0.002519,0.297824,0.389111,1
0.142067,0.914894,0.089735,0.398752,0.003789,0.328719,0.644932,0
0.667899,0.553191,0.066321,0.682972,0.003789,0.328719,0.644932,0
0.241852,0.106383,0.082693,0.709952,0.004911,0.520764,0.558155,1
0.091336,0.978723,0.08736,0.62402,0.003657,0.644542,0.328383,0
0.793754,0.12766,0.019573,0.573911,0.004911,0.520764,0.558155,0
0.014953,0.255319,0.098228,0.712852,0.002762,0.512143,0.545426,0
0.601095,0.87234,0.035468,0.286924,0.002519,0.297824,0.389111,0
0.853387,0.702128,0.029399,0.506211,0.002038,0.591403,0.300439,1
0.750032,0.223404,0.068531,0.450311,0.002937,0.512428,0.572199,1
0.200618,0.042553,0.035613,0.292944,0.002139,0.376912,0.478515,1
0.852119,0.319149,0.058321,0.503723,0.003079,0.644108,0.407943,1
0.724053,0.446809,0.074282,0.446325,0.003282,0.535807,0.551162,1
0.350904,0.638298,0.044972,0.63921,0.003582,0.720624,0.643547,0
0.708486,0.87234,0.059014,0.730108,0.005372,0.875419,0.312981,0
0.831798,0.382979,0.051752,0.542989,0.002421,0.455721,0.59235,1
0.649975,0.106383,0.035435,0.373828,0.002371,0.394624,0.528184,1
0.728252,0.702128,0.068054,0.703057,0.004582,0.793527,0.667665,0
0.817988,0.489362,0.064964,0.613259,0.003949,0.610856,0.563036,0
0.45144,0.340426,0.04011,0.687593,0.002634,0.668824,0.498684,1
0.88453,0.074468,0.086881,0.552576,0.003751,0.57257,0.700246,0
0.588672,0.255319,0.059275,0.297894,0.002703,0.315789,0.547368,1
0.002888,0.893617,0.061075,0.371242,0.003881,0.393939,0.524561,0
0.494382,0.12766,0.03285,0.313043,0.002675,0.316006,0.534211,1
0.529233,0.457447,0.06225,0.48285,0.003323,0.391901,0.478947,1
0.49685,0.702128,0.089875,0.691015,0.006056,0.442105,0.642105,0
0.075137,0.787234,0.06755,0.572581,0.004087,0.482213,0.640351,1
0.907777,0.617021,0.01875,0.317889,0.002558,0.169855,0.810526,1
0.042342,0.808511,0.099925,0.625786,0.00719,0.38893,0.694737,0
0.481051,0.148936,0.0237,0.297294,0.001926,0.231485,0.767544,1
0.032239,0.223404,0.03555,0.355102,0.00208,0.29703,0.623684,1
0.909125,0.223404,0.0833,0.194631,0.00404,0.279532,0.642105,1
0.076564,0.329787,0.0676,0.360952,0.004254,0.398861,0.525439,1
0.067891,0.765957,0.058204,0.568325,0.003033,0.407898,0.519223,0
0.927421,0.329787,0.034732,0.497984,0.002258,0.425683,0.442865,0
0.346543,0.632979,0.052839,0.459107,0.003271,0.459107,0.522996,0
0.551432,0.042553,0.037812,0.430897,0.001897,0.310535,0.633771,1
0.357325,0.414894,0.030694,0.481255,0.002329,0.352982,0.615538,1
0.234215,0.765957,0.071212,0.432963,0.003012,0.325436,0.466752,1
0.905239,0.234043,0.026943,0.208412,0.002588,0.33218,0.600841,0
0.450381,0.297872,0.072513,0.564958,0.004456,0.510759,0.476912,1
0.456617,0.276596,0.033175,0.578102,0.001946,0.47566,0.611842,1
0.202417,0.191489,0.03111,0.559127,0.003179,0.416304,0.551998,0
0.801292,0.531915,0.053695,0.554997,0.004038,0.505741,0.486012,0
0.078142,0.744681,0.025692,0.617003,0.001586,0.324569,0.585467,1
0.761652,0.765957,0.078625,0.631923,0.003467,0.422915,0.414912,0
0.344278,0.691489,0.101169,0.612541,0.003467,0.422915,0.414912,0
0.600575,0.978723,0.077118,0.609893,0.003467,0.422915,0.414912,0
0.927372,0.585106,0.042113,0.802607,0.003789,0.647124,0.392517,1
0.520669,0.319149,0.09868,0.502029,0.003467,0.422915,0.414912,0
0.698426,0.595745,0.055109,0.758252,0.003467,0.422915,0.414912,1
0.97285,0.478723,0.074861,0.522479,0.004021,0.584157,0.238158,0
0.756344,0.553191,0.095686,0.50465,0.003467,0.422915,0.414912,0
0.395684,0.755319,0.045296,0.636095,0.003467,0.422915,0.414912,1
0.080914,0.276596,0.088708,0.456383,0.003467,0.422915,0.414912,1
0.766839,0.93617,0.038847,0.845507,0.003978,0.546723,0.387719,1
0.160458,0.340426,0.114087,0.546712,0.003467,0.422915,0.414912,0
0.821572,0.478723,0.085327,0.547892,0.003467,0.422915,0.414912,0
0.112374,0.606383,0.065932,0.468724,0.003467,0.422915,0.414912,1
0.765237,0.191489,0.049345,0.297882,0.003467,0.422915,0.414912,0
0.892475,0.446809,0.108672,0.646392,0.003467,0.422915,0.414912,0
0.543643,0.12766,0.028714,0.213847,0.001231,0.182783,0.714912,1
0.976593,0.914894,0.123598,0.529158,0.003467,0.422915,0.414912,1
0.473839,0.585106,0.091547,0.429571,0.003467,0.422915,0.414912,0
0.776387,0.968085,0.112784,0.686294,0.003467,0.422915,0.414912,0
0.442358,0.021277,0.029583,0.279927,0.002758,0.362915,0.414912,0
0.264763,0.574468,0.087921,0.712047,0.005679,0.518915,0.514912,1
0.897442,0.06383,0.037624,0.379486,0.003467,0.422915,0.414912,1
0.016253,0.574468,0.084327,0.524892,0.003467,0.422915,0.414912,0
0.234123,0.723456,0.134567,0.54321,0.098765,0.987654,0.345678,1
0.54321,0.321654,0.345678,0.654321,0.456789,0.765432,0.56789,0
0.987654,0.345678,0.234567,0.456789,0.54321,0.876543,0.456789,1
0.456789,0.654321,0.456789,0.321654,0.345678,0.654321,0.654321,0
0.54321,0.234567,0.54321,0.987654,0.123456,0.234567,0.789012,1
0.876543,0.876543,0.876543,0.123456,0.789012,0.54321,0.123456,0
0.54321,0.345678,0.654321,0.345678,0.234567,0.876543,0.56789,1
0.345678,0.54321,0.54321,0.876543,0.345678,0.654321,0.876543,0
0.654321,0.456789,0.56789,0.345678,0.654321,0.456789,0.345678,1
0.123456,0.54321,0.456789,0.234567,0.654321,0.876543,0.234567,0
0.54321,0.654321,0.876543,0.54321,0.456789,0.234567,0.54321,1
0.345678,0.456789,0.234567,0.54321,0.456789,0.654321,0.456789,0
0.121542,0.361702,0.088921,0.602481,0.003467,0.422915,0.414912,0
0.832485,0.680851,0.034793,0.457209,0.002891,0.514785,0.527892,1
0.642487,0.297872,0.042536,0.543327,0.001948,0.596409,0.322105,1
0.974124,0.234043,0.070131,0.634619,0.00415,0.448131,0.459789,0
0.307852,0.446809,0.026467,0.421558,0.002163,0.488259,0.215789,1
0.596203,0.212766,0.055431,0.381216,0.00314,0.541937,0.132105,0
0.123987,0.478723,0.108915,0.511623,0.003467,0.422915,0.414912,0
0.789632,0.12766,0.077233,0.685459,0.005291,0.717312,0.613782,0
0.430327,0.159574,0.038901,0.60428,0.003467,0.422915,0.414912,0
0.567812,0.361702,0.092445,0.569335,0.003467,0.422915,0.414912,0
0.215423,0.574468,0.065209,0.428175,0.002683,0.598251,0.232105,1
0.635742,0.148936,0.050812,0.612481,0.003467,0.422915,0.414912,0
0.321468,0.845745,0.043543,0.472312,0.003245,0.522188,0.293211,1
0.632144,0.321468,0.065432,0.594321,0.002134,0.392012,0.421345,0
0.420322,0.643321,0.089945,0.521233,0.003922,0.667322,0.353244,1
0.256789,0.123345,0.032134,0.312211,0.001233,0.270123,0.178299,0
0.785322,0.564233,0.075643,0.621234,0.004321,0.512344,0.299322,1
0.134566,0.422234,0.049932,0.433456,0.002345,0.321987,0.235678,0
0.721234,0.345678,0.085678,0.512345,0.003434,0.633456,0.332345,1
0.365432,0.675432,0.072134,0.613456,0.003123,0.541234,0.287654,0
0.543211,0.456789,0.062345,0.578944,0.002234,0.492345,0.312456,1
0.423455,0.734567,0.078988,0.623456,0.003456,0.599876,0.343567,0
0.715239,0.712766,0.083415,0.501947,0.004035,0.579185,0.396541,0
0.646012,0.223404,0.095037,0.666518,0.002974,0.415037,0.408813,1
0.132654,0.723404,0.067592,0.324044,0.003478,0.422452,0.454011,0
0.738609,0.223404,0.104912,0.567899,0.003672,0.622361,0.312487,0
0.221356,0.957447,0.098117,0.606122,0.003203,0.378122,0.401235,1
0.411012,0.638298,0.076514,0.460118,0.003748,0.543884,0.410598,1
0.721732,0.946809,0.111233,0.582551,0.002876,0.411122,0.355212,0
0.236501,0.744681,0.060219,0.407732,0.004237,0.478113,0.421345,0
0.999231,0.223404,0.118039,0.744311,0.003001,0.422344,0.456712,1
0.355701,0.797872,0.082755,0.595666,0.003722,0.534933,0.389877,1
0.467532,0.787234,0.063451,0.438901,0.003985,0.471122,0.413255,1
0.123456,0.478723,0.066766,0.400122,0.003441,0.415322,0.401234,0
0.456789,0.123456,0.085432,0.64321,0.004321,0.587654,0.327654,0
0.987654,0.654321,0.073211,0.721543,0.003567,0.611111,0.276543,1
0.754321,0.987654,0.094321,0.678901,0.005432,0.54321,0.521345,0
0.123456,0.654321,0.105432,0.732456,0.006543,0.587654,0.354321,1
0.489012,0.345678,0.082345,0.654321,0.004567,0.576543,0.312345,0
0.456789,0.987654,0.098765,0.721543,0.005678,0.609876,0.289012,1
0.789012,0.123456,0.075432,0.654321,0.003456,0.532109,0.498765,0
0.890123,0.234567,0.092345,0.732456,0.005678,0.654321,0.345678,1
0.56789,0.56789,0.084567,0.690123,0.004567,0.578901,0.387654,0
0.345678,0.789012,0.076543,0.654321,0.003456,0.54321,0.465432,1
0.198677,0.240426,0.026013,0.514252,0.016444,0.56261,0.292105,0
0.122742,0.425532,0.112738,0.393603,0.013467,0.322915,0.314912,0
0.361086,0.121277,0.079783,0.37105,0.012036,0.382755,0.508333,0
0.790138,0.568085,0.086053,0.612288,0.013941,0.654013,0.363596,1
0.325379,0.440426,0.084087,0.446712,0.023467,0.422915,0.384912,0
0.194562,0.610638,0.064246,0.421389,0.034672,0.481616,0.762281,0
0.781421,0.504255,0.020623,0.423505,0.03215,0.589332,0.271053,1
0.598987,0.482979,0.079346,0.561113,0.026639,0.60145,0.327982,0
0.113937,0.8,0.045958,0.374531,0.013467,0.422915,0.414912,1
0.400841,0.714894,0.092703,0.299598,0.013467,0.422915,0.414912,0
0.425379,0.340426,0.114087,0.546712,0.003467,0.422915,0.414912,0
0.113937,0.8,0.045958,0.374531,0.013467,0.422915,0.414912,1
0.789123,0.361702,0.105624,0.532619,0.003467,0.422915,0.414912,0
0.654321,0.234043,0.089432,0.621354,0.003467,0.422915,0.414912,1
0.123456,0.723404,0.075311,0.497255,0.003467,0.422915,0.414912,0
0.456789,0.159574,0.115678,0.695432,0.003467,0.422915,0.414912,1
0.872345,0.595745,0.087654,0.54321,0.003467,0.422915,0.414912,0
0.234567,0.361702,0.099321,0.568432,0.003467,0.422915,0.414912,1
0.765432,0.489362,0.102134,0.612345,0.003467,0.422915,0.414912,0
0.369874,0.12766,0.108976,0.576543,0.003467,0.422915,0.414912,1
0.987654,0.712766,0.095643,0.554321,0.003467,0.422915,0.414912,0
0.54321,0.234043,0.091234,0.588976,0.003467,0.422915,0.414912,1
0.678901,0.468085,0.082345,0.521987,0.003467,0.422915,0.414912,0
0.214365,0.191489,0.118764,0.634543,0.003467,0.422915,0.414912,1
0.196873,0.957447,0.040825,0.324789,0.002762,0.379643,0.629764,1
0.501102,0.148936,0.040825,0.324789,0.002762,0.379643,0.629764,1
0.780321,0.744681,0.088478,0.392765,0.002871,0.669417,0.321895,1
0.823928,0.93617,0.040825,0.324789,0.002762,0.379643,0.629764,0
0.310044,0.851064,0.102017,0.420572,0.006205,0.525331,0.463538,0
0.990399,0.106383,0.088478,0.392765,0.002871,0.669417,0.321895,1
0.834384,0.510638,0.073629,0.350642,0.005768,0.445883,0.507103,0
0.435548,0.06383,0.088478,0.392765,0.002871,0.669417,0.321895,0
0.662623,0.510638,0.073629,0.350642,0.005768,0.445883,0.507103,1
0.690927,0.978723,0.068546,0.551958,0.004006,0.395792,0.621604,0
0.76582,0.191489,0.102017,0.420572,0.006205,0.525331,0.463538,0
0.84599,0.12766,0.102017,0.420572,0.006205,0.525331,0.463538,0
0.827924,0.718085,0.040985,0.631239,0.003145,0.512764,0.219638,1
0.231458,0.207447,0.070235,0.367828,0.002527,0.427698,0.529639,0
0.520169,0.074468,0.034728,0.501724,0.001984,0.465882,0.688702,0
0.991761,0.503191,0.088056,0.285176,0.003283,0.288571,0.419284,1
0.098763,0.344681,0.085941,0.699116,0.002764,0.411457,0.647159,1
0.591473,0.26383,0.080226,0.388324,0.002142,0.225399,0.499587,1
0.673884,0.174468,0.063427,0.461936,0.00267,0.488229,0.399992,0
0.312849,0.125532,0.093211,0.497415,0.003121,0.45418,0.318549,0
0.165984,0.701064,0.05782,0.334312,0.002186,0.378353,0.406871,1
0.6672,0.404255,0.118651,0.638122,0.002858,0.593105,0.528773,1
0.822392,0.351064,0.038371,0.394529,0.001731,0.520788,0.458983,1
0.569629,0.475532,0.06242,0.371372,0.003275,0.478944,0.652628,0
0.844259,0.861702,0.020495,0.690689,0.002367,0.553567,0.351461,1
0.416014,0.978723,0.065991,0.352941,0.001864,0.232688,0.671453,0
0.412251,0.744681,0.07153,0.454697,0.002772,0.555793,0.465385,1
0.843658,0.787234,0.089921,0.51506,0.004331,0.65729,0.15962,1
0.000842,0.617021,0.084041,0.276101,0.001531,0.421997,0.753307,1
0.846265,0.510638,0.087783,0.298457,0.002124,0.486627,0.530223,1
0.411649,0.702128,0.04978,0.616998,0.003605,0.560073,0.222226,1
0.002016,0.680851,0.065569,0.490258,0.002765,0.388124,0.624743,0
0.843057,0.234043,0.052668,0.521818,0.004037,0.491206,0.596157,0
0.853285,0.12766,0.050787,0.248062,0.002993,0.365869,0.52817,0
0.02947,0.468085,0.065411,0.476355,0.002244,0.381294,0.438196,0
0.849481,0.574468,0.073438,0.382408,0.001877,0.22163,0.299287,0
0.567891,0.678912,0.035678,0.567891,0.001234,0.789012,0.456789,1
0.123456,0.234567,0.012345,0.456789,0.002345,0.890123,0.123456,0
0.987654,0.876543,0.045678,0.654321,0.003456,0.987654,0.56789,0
0.456789,0.56789,0.023456,0.54321,0.004567,0.876543,0.678901,1
0.345678,0.456789,0.034567,0.432109,0.005678,0.765432,0.789012,0
0.654321,0.54321,0.056789,0.654321,0.006789,0.654321,0.345678,1
0.234567,0.345678,0.06789,0.765432,0.00789,0.54321,0.456789,0
0.54321,0.654321,0.078901,0.654321,0.008901,0.432109,0.56789,1
0.432109,0.54321,0.089012,0.54321,0.009012,0.321098,0.678901,0
0.765432,0.876543,0.091234,0.432109,0.001234,0.210987,0.789012,0
0.876543,0.765432,0.06789,0.54321,0.002345,0.123456,0.678901,1
0.890123,0.654321,0.045678,0.654321,0.003456,0.109876,0.56789,1
0.492161,0.553191,0.033982,0.305743,0.002058,0.257671,0.635088,1
0.863202,0.957447,0.062891,0.468825,0.003467,0.422915,0.414912,1
0.041259,0.340426,0.047157,0.48528,0.002217,0.296716,0.730263,1
0.667591,0.978723,0.060141,0.536573,0.003467,0.422915,0.414912,0
0.67875,0.404255,0.053031,0.450067,0.003006,0.404929,0.476316,0
0.166161,0.787234,0.073974,0.38241,0.003467,0.422915,0.414912,1
0.861558,0.191489,0.042492,0.345313,0.002589,0.218062,0.654825,1
0.001561,0.446809,0.081329,0.527781,0.003467,0.422915,0.414912,0
0.014401,0.957447,0.085665,0.531262,0.003467,0.422915,0.414912,1
0.682008,0.531915,0.055535,0.368477,0.002938,0.346621,0.405482,0
0.115061,0.12766,0.021555,0.216586,0.001778,0.305278,0.545614,0
0.029464,0.12766,0.030233,0.238775,0.002036,0.282755,0.408333,0
0.782394,0.606383,0.085612,0.562881,0.003278,0.455124,0.316747,1
0.017654,0.574468,0.072695,0.428767,0.002476,0.567732,0.450201,1
0.762674,0.723404,0.095454,0.529241,0.002773,0.524748,0.673285,0
0.572683,0.191489,0.035227,0.403056,0.002121,0.276898,0.601318,0
0.258257,0.680851,0.061593,0.698402,0.002973,0.391041,0.573204,1
0.762518,0.574468,0.08873,0.646887,0.003637,0.526559,0.251073,0
0.026652,0.276596,0.082997,0.432611,0.002762,0.471376,0.697741,1
0.8136,0.319149,0.096496,0.575694,0.004109,0.638815,0.166923,0
0.633767,0.978723,0.046147,0.593596,0.00291,0.353299,0.52632,1
0.087821,0.553191,0.062654,0.386167,0.002625,0.357336,0.743245,1
0.341428,0.276596,0.107089,0.512357,0.004109,0.638815,0.166923,0
0.900442,0.638298,0.033978,0.505993,0.00275,0.525698,0.349123,0
0.532759,0.542553,0.05031,0.487863,0.003567,0.486172,0.325698,0
0.573978,0.478723,0.034932,0.552409,0.002565,0.501299,0.268752,0
0.625098,0.329787,0.035724,0.477587,0.002956,0.436525,0.372714,0
0.458034,0.574468,0.027458,0.402937,0.003136,0.386274,0.267889,1
0.361308,0.744681,0.054182,0.621454,0.003467,0.422915,0.414912,0
0.790247,0.638298,0.036294,0.380087,0.003087,0.301546,0.498684,0
0.528582,0.574468,0.033352,0.460732,0.002869,0.420228,0.395128,0
0.853316,0.106383,0.02293,0.236595,0.001947,0.270157,0.313509,1
0.612652,0.659574,0.03912,0.456922,0.002737,0.467319,0.543011,0
0.713046,0.255319,0.062502,0.348378,0.003081,0.318118,0.30691,1
0.435421,0.755319,0.031751,0.626373,0.003467,0.422915,0.414912,1
0.635949,0.170213,0.025311,0.233521,0.002036,0.282755,0.408333,0
0.150356,0.074468,0.087024,0.576328,0.002181,0.477823,0.376236,1
0.220105,0.308511,0.064932,0.725419,0.001361,0.678422,0.489676,1
0.827171,0.446809,0.045869,0.484014,0.001991,0.336423,0.699631,1
0.124321,0.914894,0.073869,0.575121,0.001354,0.674225,0.523998,0
0.98624,0.553191,0.032869,0.527028,0.001139,0.598029,0.325483,1
0.639172,0.021277,0.025869,0.219135,0.002335,0.314827,0.426875,0
0.036257,0.202128,0.084869,0.378522,0.003324,0.446924,0.568446,1
0.541382,0.808511,0.097869,0.63703,0.002562,0.379726,0.477659,1
0.963308,0.542553,0.092869,0.687533,0.003179,0.567325,0.36148,1
0.271923,0.468085,0.077869,0.646528,0.002762,0.539827,0.418045,1
0.478735,0.276596,0.083869,0.764016,0.00184,0.734128,0.267822,0
0.841981,0.617021,0.099869,0.442025,0.003012,0.614227,0.692312,0
0.531342,0.680851,0.070869,0.499258,0.00284,0.56245,0.372239,0
0.713829,0.893617,0.090582,0.627287,0.003642,0.590126,0.494534,1
0.628526,0.851064,0.069203,0.504866,0.002731,0.572395,0.360994,1
0.536954,0.148936,0.072619,0.372528,0.002201,0.28287,0.658364,0
0.485666,0.574468,0.044189,0.317698,0.002978,0.372641,0.319974,1
0.712416,0.680851,0.086349,0.583182,0.003183,0.573492,0.571476,1
0.561988,0.319149,0.069441,0.276741,0.002125,0.311547,0.705861,0
0.897304,0.404255,0.061144,0.529741,0.003551,0.397817,0.720797,0
0.665753,0.255319,0.059464,0.499246,0.002316,0.403853,0.691475,1
0.792636,0.957447,0.057442,0.635012,0.003883,0.609399,0.312882,0
0.485711,0.212766,0.030225,0.440227,0.001942,0.227133,0.76173,0
0.432938,0.191489,0.013581,0.309517,0.001614,0.19546,0.437234,0
0.152346,0.319149,0.061982,0.490593,0.002903,0.629845,0.164925,1
0.774932,0.404255,0.037894,0.543217,0.003077,0.377281,0.426316,1
0.904278,0.680851,0.039502,0.274912,0.002431,0.275901,0.313158,0
0.579611,0.12766,0.049744,0.271114,0.002104,0.377281,0.726316,1
0.479352,0.595745,0.046383,0.292115,0.002582,0.517672,0.219298,1
0.112733,0.617021,0.056786,0.592971,0.003308,0.348737,0.184649,0
0.761316,0.085106,0.041532,0.327409,0.002332,0.272945,0.470175,1
0.612443,0.446809,0.045399,0.298234,0.002377,0.252885,0.469298,0
0.012048,0.904255,0.057324,0.514623,0.003107,0.347256,0.625439,0
0.444248,0.914894,0.04037,0.544029,0.002556,0.597523,0.267105,0
0.922892,0.659574,0.035792,0.400692,0.002226,0.313433,0.564912,0
0.119158,0.234043,0.059975,0.696547,0.003394,0.508403,0.367544,1
0.760123,0.389362,0.055762,0.602315,0.002431,0.595824,0.438091,1
0.135679,0.308511,0.032655,0.440127,0.002761,0.350784,0.625128,1
0.507895,0.085106,0.018973,0.340151,0.001972,0.287412,0.473746,1
0.878431,0.914894,0.045135,0.501235,0.002611,0.450527,0.513279,0
0.251289,0.255319,0.026982,0.362849,0.002402,0.311245,0.567314,0
0.320698,0.553191,0.042388,0.592336,0.002921,0.456708,0.395813,1
0.775389,0.12766,0.01394,0.369214,0.002123,0.309425,0.642875,0
0.610248,0.829787,0.087619,0.661392,0.003315,0.389735,0.399445,0
0.305775,0.255319,0.01933,0.382641,0.002445,0.324996,0.582166,0
0.812673,0.478723,0.060268,0.605838,0.002765,0.349407,0.554325,1
0.736172,0.702128,0.091415,0.472226,0.003764,0.430855,0.480379,1
0.179543,0.340426,0.039206,0.450373,0.002899,0.402166,0.586267,0
0.112233,0.478723,0.071201,0.342565,0.004512,0.290123,0.612345,0
0.398476,0.643219,0.089347,0.501234,0.002342,0.410987,0.285432,1
0.725681,0.234567,0.051234,0.44321,0.003456,0.365432,0.521234,1
0.559876,0.789012,0.031234,0.26789,0.002345,0.312345,0.432109,0
0.876543,0.56789,0.029012,0.399876,0.001234,0.454321,0.654321,1
0.123456,0.345678,0.078901,0.312345,0.003456,0.287654,0.54321,0
0.444444,0.345679,0.091234,0.231234,0.005432,0.465432,0.654321,1
0.765432,0.123456,0.056789,0.387654,0.002345,0.298765,0.432109,0
0.56789,0.901234,0.037891,0.289012,0.002345,0.376543,0.54321,1
0.234567,0.45679,0.081234,0.342109,0.004321,0.321654,0.56789,0
0.678901,0.345679,0.096543,0.476543,0.001234,0.345678,0.654321,1
0.456789,0.790123,0.024567,0.312345,0.005678,0.432109,0.456789,0
0.234567,0.987654,0.061234,0.398765,0.002345,0.287654,0.54321,1
0.442187,0.191489,0.065432,0.526089,0.002887,0.364721,0.487987,0
0.265992,0.957447,0.109943,0.712331,0.004593,0.416783,0.304728,0
0.842675,0.234043,0.025619,0.394622,0.002366,0.311392,0.610153,0
0.723859,0.106383,0.03868,0.252128,0.002196,0.378956,0.865791,1
0.539617,0.957447,0.047831,0.381419,0.002975,0.349904,0.704847,1
0.676003,0.755319,0.028634,0.619245,0.002794,0.404092,0.442389,0
0.224687,0.617021,0.081935,0.664894,0.003291,0.444007,0.549814,0
0.642039,0.521277,0.058988,0.296697,0.003696,0.468293,0.586871,1
0.218797,0.978723,0.08368,0.462698,0.003396,0.419117,0.408974,0
0.620208,0.968085,0.075496,0.235876,0.003068,0.315123,0.747579,1
0.852102,0.074468,0.052581,0.558087,0.002291,0.330346,0.562637,0
0.052715,0.882979,0.106301,0.574356,0.003335,0.365318,0.477666,0
0.22565,0.97872,0.0892,0.42752,0.00347,0.42291,0.41491,0
0.45015,0.74468,0.07047,0.85718,0.00474,0.71336,0.26228,0
0.89677,0.93617,0.05806,0.49345,0.00275,0.34024,0.61579,0
0.42539,0.34043,0.11409,0.54671,0.00347,0.42291,0.41491,0
0.8558,0.65957,0.03164,0.46593,0.00227,0.63646,0.09429,1
0.96659,0.10638,0.04311,0.32743,0.00276,0.38322,0.79868,1
0.4733,0.04255,0.02018,0.24606,0.00172,0.34127,0.63509,1
0.88142,0.40426,0.03062,0.5235,0.00215,0.58933,0.27105,1
0.8558,0.65957,0.03164,0.46593,0.00227,0.63646,0.09429,1
0.88142,0.40426,0.03062,0.5235,0.00215,0.58933,0.27105,1
0.45582,0.42553,0.03837,0.60443,0.00264,0.41015,0.5386,1
0.4733,0.04255,0.02018,0.24606,0.00172,0.34127,0.63509,1
0.845934,0.223404,0.057093,0.409837,0.002562,0.279671,0.619186,0
0.712165,0.925532,0.071672,0.518021,0.004093,0.357418,0.538596,1
0.239469,0.723404,0.085273,0.483264,0.003389,0.408853,0.29135,0
0.618259,0.542553,0.095897,0.63502,0.003649,0.432448,0.372807,1
0.720972,0.12766,0.036035,0.337779,0.002771,0.367315,0.670175,0
0.108184,0.43617,0.106395,0.384011,0.00222,0.398586,0.46579,0
0.417035,0.223404,0.113062,0.583619,0.003111,0.426159,0.342105,0
0.185048,0.978723,0.062671,0.453495,0.003311,0.428909,0.405263,0
0.318738,0.234043,0.099938,0.667904,0.003244,0.414581,0.377193,1
0.822634,0.75,0.044925,0.505584,0.002218,0.338351,0.716667,0
0.537758,0.159574,0.085122,0.497673,0.003101,0.402798,0.403509,0
0.184371,0.595745,0.048095,0.320802,0.001997,0.311399,0.768421,0
0.221193,0.170213,0.087602,0.387192,0.003951,0.470584,0.315598,1
0.760831,0.212766,0.052314,0.612387,0.002888,0.527001,0.252561,1
0.682254,0.297872,0.046297,0.550976,0.002651,0.393231,0.485312,1
0.482986,0.446809,0.069836,0.531607,0.002589,0.601573,0.191749,1
0.381409,0.659574,0.061923,0.454765,0.003436,0.465692,0.407424,0
0.745241,0.510638,0.049657,0.678545,0.00322,0.331276,0.654913,1
0.450767,0.319149,0.064217,0.386764,0.002545,0.465007,0.463555,1
0.139609,0.382979,0.071406,0.52563,0.003706,0.654769,0.114529,0
0.585306,0.446809,0.090488,0.560387,0.003867,0.398156,0.585694,1
0.881025,0.297872,0.040137,0.315882,0.002391,0.425079,0.764105,1
0.381409,0.659574,0.061923,0.454765,0.003436,0.465692,0.407424,0
