RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.067,55,0,0.309,4800.0,11,0,2,0,1,1
0.298,43,0,0.421,3500.0,7,0,1,0,0,0
0.042,34,1,0.655,2500.0,3,0,1,0,1,1
0.187,30,0,0.25,4000.0,7,0,1,0,1,0
0.2,45,1,0.3,3000.0,5,0,2,0,0,1
0.3,60,0,0.15,2000.0,4,0,0,0,2,0
0.15,25,2,0.02,1000.0,1,0,0,0,0,0
0.25,40,0,0.8,1500.0,8,1,1,0,1,1
0.1,55,1,0.4,5000.0,6,0,2,0,0,1
0.95,38,0,0.5,6000.0,10,1,3,0,3,1
0.194702049,61,0,0.174683573,5400.0,12,0,1,0,1,0
0.012389683,45,2,0.236754895,3200.0,7,1,2,1,0,1
0.098234635,37,1,0.41257463,4700.0,9,0,1,0,1,1
0.002325468,26,0,0.10234567,2100.0,5,0,1,0,0,0
0.083267491,53,0,0.32198765,7000.0,15,0,2,0,2,0
0.200987654,40,0,0.187432156,3200.0,6,0,0,0,0,0
0.081431872,43,0,0.200395085,7890.0,7,0,1,0,2,0
0.007623294,54,1,0.102654087,5421.0,6,0,1,0,1,0
0.089762215,39,0,0.364912658,3200.0,4,0,0,0,0,0
0.302097282,30,2,0.253718904,2600.0,8,0,0,0,2,1
0.123095892,35,1,0.121235698,4598.0,9,1,2,0,1,1
0.009888614,63,1,0.271748879,3344.0,6,0,1,0,0,0
0.212345,45,2,0.289256,4000.0,8,1,1,1,1,1
0.123456,38,0,0.213425,2900.0,6,0,0,0,0,0
0.098765,29,1,0.145678,1800.0,4,1,1,0,0,1
0.321654,52,3,0.367894,6200.0,12,2,2,1,2,1
0.234567,41,1,0.189632,3500.0,9,1,1,0,1,1
0.265432,57,2,0.422345,4800.0,10,2,1,1,1,1
0.18927414,32,2,0.255369352,4850.0,9,0,0,0,1,1
0.109853934,53,1,0.324738367,2657.0,6,0,2,0,2,0
0.228153944,49,0,0.023886021,6302.0,8,0,1,0,3,0
0.11750911,28,0,0.639587405,2299.0,3,0,0,0,1,0
0.247367772,41,0,0.089100068,5000.0,10,0,2,0,2,0
0.243446784,22,0,0.162034332,2200.0,3,0,0,0,0,0
0.421541197,63,0,0.408421769,6000.0,8,0,1,0,1,0
0.084571423,41,0,0.307110321,4200.0,7,0,1,0,1,0
0.011979237,37,0,0.482497396,2700.0,4,0,1,0,0,0
0.134732969,44,1,0.202134331,3600.0,6,0,0,0,2,0
0.062001742,53,0,0.541226834,5600.0,9,0,2,1,1,1
0.194082151,29,1,0.122092472,1600.0,3,0,1,0,0,0
0.248188083,38,0,0.254769463,4800.0,7,0,1,0,2,0
0.124352707,42,1,0.311993329,4000.0,6,0,1,0,1,1
0.370162846,29,2,0.460289656,2900.0,4,1,1,0,0,1
0.07251999,58,0,0.217806187,5700.0,12,0,1,0,2,0
0.09327587,39,1,0.380150762,3800.0,8,0,0,0,1,0
0.233794181,47,0,0.190486898,6200.0,10,0,1,0,1,0
0.053218166,31,1,0.050108843,2100.0,5,0,0,1,0,1
0.078291269,63,0,0.337598374,3800.0,12,0,2,0,2,0
0.012468103,41,2,0.109782901,5200.0,9,1,1,0,1,1
0.034727416,52,0,0.231875325,3000.0,7,0,1,0,0,0
0.332086469,40,1,0.486328781,4000.0,6,1,1,1,2,1
0.109493614,39,0,0.123894579,5000.0,5,0,1,0,0,0
0.106539697,31,2,0.105672704,2400.0,4,0,1,0,0,1
0.140261699,35,0,0.14893507,3500.0,11,0,1,0,2,0
0.280012642,40,1,0.253417426,4100.0,7,0,1,0,1,0
0.041304075,50,0,0.103700597,6000.0,9,0,2,0,0,0
0.055981746,28,1,0.268151796,2500.0,4,0,0,0,0,0
0.17336428,67,0,0.468103854,1800.0,10,0,1,0,0,1
0.145844239,32,0,0.218396424,3900.0,6,0,1,0,1,0
0.025,40,0,0.3,5000.0,8,0,1,0,2,0
0.15,55,2,0.5,3200.0,6,1,2,0,0,1
0.3,28,1,0.1,2500.0,4,0,0,0,1,0
0.2,48,0,0.6,4500.0,10,2,1,1,3,1
0.01,67,1,0.2,4100.0,7,1,1,0,2,1
0.33,37,0,0.7,2800.0,9,0,1,0,1,0
0.22,43,2,0.35,3800.0,5,2,0,1,0,1
0.015,45,0,0.3,6500.0,12,1,1,0,1,1
0.035,37,2,0.5,4000.0,7,2,0,1,0,1
0.07,52,1,0.6,5500.0,9,1,1,0,2,1
0.065,60,0,0.7,7500.0,15,0,2,0,0,0
0.005,44,0,0.2,5000.0,10,0,1,0,1,0
0.08,32,1,0.4,3000.0,6,1,0,1,0,1
0.25,55,2,0.8,6000.0,11,2,2,2,1,1
0.072345,42,1,0.450123,6000.0,12,2,1,1,1,1
0.012345,35,0,0.200987,4000.0,6,0,0,0,2,0
0.150987,50,2,0.780123,5000.0,8,1,1,1,0,1
0.075432,39,0,0.356789,5500.0,10,0,2,0,1,0
0.030987,55,1,0.600123,6200.0,15,0,3,1,2,1
0.055432,47,0,0.312345,4800.0,9,0,1,0,0,0
0.325178674,50,0,0.754913116,6050.0,12,1,1,0,1,1
0.175493888,41,2,0.864502463,3200.0,5,0,0,1,2,1
0.042384763,35,1,0.224398734,4500.0,7,0,1,0,0,0
0.254968471,52,0,0.621090083,7000.0,9,0,1,0,1,1
0.764298386,47,1,0.498765421,5100.0,6,3,2,2,3,1
0.922624617,60,0,0.986432162,2100.0,4,1,0,0,1,1
0.191262,42,1,0.347218,5200.0,11,0,1,0,1,1
0.029117,34,0,0.091762,3200.0,5,1,0,0,2,1
0.462814,55,3,0.930335,4100.0,9,2,1,1,0,1
0.078267,44,0,0.356887,6200.0,12,0,2,0,1,0
0.012535,61,0,0.232157,7400.0,8,0,1,0,0,0
0.239168,37,1,0.437116,3500.0,6,1,0,1,1,1
0.012345678,45,0,0.567890123,6000.0,12,1,2,0,1,1
0.23456789,38,1,0.678901234,5200.0,7,0,1,2,0,0
0.123456789,52,2,0.456789012,4800.0,14,0,1,1,2,1
0.543210987,64,0,0.345678901,7300.0,9,0,3,0,1,0
0.012345678,40,3,0.123456789,3000.0,4,0,0,0,0,1
0.345678901,55,1,0.23456789,4900.0,11,0,2,1,1,1
0.021357734,60,0,0.595872388,7000.0,20,0,1,0,1,1
0.85031882,47,2,0.590915869,7100.0,7,1,2,1,0,1
0.830896168,52,3,0.793546864,4600.0,16,1,1,0,2,1
0.470988302,63,1,0.502113617,8478.0,11,0,3,0,1,0
0.9599999,40,1,0.302034771,1600.0,2,2,1,0,2,1
0.226529772,57,2,0.50465576,4500.0,9,2,3,0,1,1
0.015487,45,1,0.234521,5200.0,10,0,1,0,1,1
0.098762,32,2,0.489312,3500.0,4,1,0,1,0,1
0.032654,57,0,0.688901,6700.0,12,0,1,0,0,0
0.13789,50,3,0.833227,4800.0,6,2,0,2,1,1
0.056432,41,1,0.397831,6300.0,8,0,2,0,0,0
0.024358,47,0,0.154902,7400.0,7,0,1,0,1,0
0.352,45,1,0.223,5800.0,12,0,1,0,1,1
0.654,32,0,0.148,3100.0,5,1,0,0,0,1
0.158,58,3,0.361,4800.0,9,2,2,1,2,1
0.071,52,0,0.078,6700.0,11,0,1,0,1,0
0.215,41,1,0.482,3900.0,7,1,0,1,0,1
0.429,37,0,0.269,4900.0,6,0,2,0,0,0
0.728,29,2,0.613,2500.0,4,2,0,2,1,1
0.012345678,42,0,0.123456789,5000.0,10,0,2,0,1,0
0.234567891,35,1,0.234567891,4500.0,6,1,1,1,0,1
0.098765432,50,2,0.345678912,6000.0,12,2,2,0,2,1
0.456789123,28,0,0.456789123,3500.0,5,0,1,0,0,0
0.678912345,39,1,0.567891234,4000.0,8,1,0,0,1,1
0.012345678,45,0,0.123456789,5500.0,7,0,1,0,0,0
0.375921987,54,2,0.123456789,6200.0,12,1,1,1,1,1
0.091234567,41,0,0.345678912,4800.0,7,0,0,0,0,0
0.621234567,36,1,0.452345678,3800.0,5,2,1,1,1,1
0.550987654,59,0,0.567890123,7200.0,14,0,2,0,0,0
0.123456789,47,1,0.098765432,5500.0,9,1,0,1,2,1
0.345678912,63,1,0.23456789,6800.0,11,1,1,1,1,1
0.800450493,44,3,0.225781541,2890.0,11,0,0,1,1,1
0.300589027,35,0,0.078469127,4700.0,8,1,1,0,0,0
0.986231098,50,1,0.321448712,6100.0,13,1,1,1,2,1
0.459602318,53,2,0.120313884,3900.0,10,0,0,0,1,1
0.600294667,42,0,0.189753662,5600.0,12,0,1,0,0,0
0.150890214,47,1,0.372416898,4600.0,9,1,1,0,2,1
0.758924519,36,1,0.179536791,4000.0,12,1,1,1,0,1
0.235029667,48,0,0.070417693,4600.0,15,0,2,0,1,0
0.914227449,41,2,0.210836482,5200.0,10,2,1,2,2,1
0.832107826,33,3,0.258336719,3800.0,9,1,0,2,1,1
0.748051533,53,2,0.654820417,2100.0,6,1,1,0,1,1
0.306847425,44,0,0.287365956,4600.0,8,0,1,0,2,0
0.113046732,37,1,0.292473612,2700.0,4,1,0,0,0,1
0.017731996,51,0,0.017003869,8000.0,12,0,2,0,1,0
0.025855686,36,0,0.006592999,11000.0,17,0,0,0,0,0
0.123633921,43,1,0.126521891,3300.0,6,0,1,0,2,1
0.842111019,37,1,0.123934219,4822.0,14,0,1,0,1,1
0.186727542,53,2,0.317228958,6150.0,10,1,2,0,0,1
0.676242421,42,0,0.535611768,3254.0,8,1,1,0,0,1
0.193446735,40,0,0.012863999,6500.0,16,0,2,0,2,0
0.313699415,28,1,0.481112968,3450.0,6,0,0,0,0,1
0.528972364,63,0,0.275113021,4444.0,9,0,1,0,0,1
0.736452951,43,1,0.298740275,5102.0,7,0,1,0,1,1
0.492379643,37,0,0.489530872,3587.0,10,1,1,0,0,1
0.198735371,51,0,0.105893126,4500.0,13,0,1,0,2,0
0.670216487,55,0,0.520379991,2753.0,4,0,0,0,1,0
0.332918769,60,0,0.288367481,3965.0,8,1,1,0,0,1
0.892417376,41,2,0.700945163,1500.0,6,0,0,0,0,1
0.784982152,46,2,0.267199351,5320.0,12,1,1,0,1,1
0.316855888,38,1,0.481977643,2756.0,7,0,0,0,0,1
0.488721997,57,0,0.210356189,4223.0,11,0,1,0,2,0
0.208974573,50,0,0.689456774,3495.0,9,1,0,0,1,1
0.078652634,33,0,0.041942515,2000.0,4,0,1,0,0,0
0.831144906,62,3,0.567220186,6298.0,17,2,0,1,2,1
0.15857284336484678,43,1,0.13457939152431497,5467.0,14,0,0,0,1,0
0.4569349967772721,26,0,0.29715464463212005,3369.0,7,0,0,0,0,0
0.8793651123181987,55,2,0.6902167322080252,2087.0,9,1,1,0,1,1
0.02824977493005862,35,1,0.01482895248464693,1130.0,3,0,0,0,0,0
0.7294849751268034,45,3,0.41523112716103805,5848.0,12,3,0,1,2,1
0.6789631435738877,61,0,0.3458962644161468,4015.0,6,0,1,0,0,0
0.775194395,32,2,0.065432534,5400.0,9,1,1,0,1,1
0.381597207,42,1,0.025764361,3700.0,6,0,0,1,0,1
0.894319801,54,0,0.158431248,6400.0,13,0,0,0,2,0
0.211345223,47,0,0.010234352,4575.0,8,0,1,0,0,0
0.155362741,37,1,0.045234214,5800.0,10,1,0,0,0,1
0.452674129,26,0,0.061324537,2900.0,5,0,0,0,1,0
0.682041502,45,2,0.214954916,7250.0,12,0,1,1,1,1
0.468930696,32,0,0.390865337,3700.0,3,0,0,0,0,0
0.159823472,38,1,0.57832651,5600.0,7,0,0,0,2,0
0.043625393,55,0,0.033316774,2500.0,6,0,1,0,0,0
0.618324925,40,0,0.395269701,2900.0,9,0,1,0,0,0
0.924584528,30,4,0.209845606,5000.0,10,0,0,1,1,1
0.208437118,50,1,0.679150602,4100.0,11,0,1,0,2,1
0.862791915,49,2,0.724893758,3800.0,8,4,1,0,0,1
0.763545987,42,2,0.272153618,5200.0,12,1,1,1,1,1
0.158392371,55,0,0.495637418,3100.0,8,0,0,0,0,0
0.702581427,30,1,0.196743506,4200.0,10,2,1,1,0,1
0.380265992,65,3,0.360985254,4600.0,7,1,1,1,2,1
0.812407915,44,1,0.121526938,6500.0,14,1,2,1,1,1
0.429853707,52,0,0.832634726,2700.0,6,3,1,2,0,1
0.032459928,37,1,0.367444106,6000.0,10,0,1,0,1,1
0.126348744,42,2,0.533128928,4800.0,6,0,0,1,2,1
0.008975512,58,0,0.254378889,8400.0,7,0,1,0,0,0
0.703518885,30,1,0.346745795,2900.0,4,1,0,1,0,1
4.9958e-05,51,0,0.006990799,14998.0,5,0,1,0,2,0
0.839196777,64,4,0.291886619,4900.0,6,1,1,2,0,1
0.290156271,54,1,0.233696403,6200.0,9,0,2,1,1,1
0.163702582,37,2,0.315482759,3800.0,6,0,1,2,0,1
0.049517024,41,0,0.218145114,4300.0,8,0,1,0,2,0
0.340718895,43,3,0.462930481,2700.0,5,1,0,2,1,1
0.007321887,49,0,0.137226277,5600.0,10,0,1,0,0,0
0.148300512,60,0,0.133274836,7500.0,15,0,2,0,2,0
0.03461234,55,1,0.111222333,6000.0,10,0,2,0,1,0
0.08645321,42,0,0.045678912,3000.0,4,0,1,0,0,0
0.23456789,37,2,0.678912345,7000.0,7,1,2,0,2,1
0.0054321,65,0,0.123456789,4000.0,6,0,1,0,0,0
0.15039285,44,1,0.789123456,5000.0,8,0,2,0,1,0
0.123456789,41,0,0.543210987,4500.0,5,0,1,0,0,1
0.025749141,28,1,0.47618963,3500.0,9,1,1,1,1,1
0.065982125,35,0,0.274910785,4300.0,6,0,0,0,0,0
0.289371837,50,2,0.570321475,6800.0,11,1,1,1,2,1
0.001234567,45,0,0.022222222,5800.0,10,0,1,0,1,0
0.157894737,60,1,0.365384615,7400.0,8,0,1,0,1,1
0.004321556,40,0,0.116666667,5100.0,13,0,2,0,2,0
0.002344,67,0,0.10321,7800.0,6,0,1,0,1,0
0.007213,43,1,0.234019,4500.0,3,0,0,0,2,1
0.934712,32,2,0.287113,2600.0,4,1,1,1,0,1
0.022548,54,0,0.405826,6200.0,12,1,1,0,1,0
0.879612,39,2,0.897534,2800.0,2,2,0,1,0,1
0.001223,69,0,0.054127,8900.0,7,0,1,0,0,0
0.003427,43,0,0.387914,6800.0,7,0,2,0,1,0
0.043632,53,1,0.256004,4290.0,14,0,1,0,2,1
0.145723,39,0,0.124566,6311.0,12,0,0,0,0,0
0.123456,58,0,0.198234,8376.0,10,0,1,1,1,1
0.084325,68,0,0.076323,5200.0,6,0,0,0,0,0
0.025723,35,3,0.076145,4300.0,9,0,0,0,2,1
0.044632284,70,1,0.543783937,7200.0,6,1,1,1,1,1
0.032456721,42,2,0.928365102,3100.0,4,2,0,1,0,1
0.189834506,25,1,0.354917634,3900.0,2,1,0,1,1,1
0.175493211,52,0,0.483794721,6800.0,7,1,1,1,2,1
0.019827456,33,0,0.178493662,5200.0,9,0,1,0,0,0
0.091254323,65,1,0.274938603,5800.0,7,2,0,1,1,1
0.000365682,57,1,0.367723847,6773.0,5,0,0,1,2,1
0.126934987,39,2,0.4776328,8250.0,3,1,1,1,1,1
0.028146051,65,0,0.29203031,10120.0,10,0,2,1,0,1
0.0087256,52,1,0.119548918,4500.0,8,0,1,0,1,0
0.1987331,45,1,0.321755283,6200.0,6,0,2,0,0,1
0.234659352,43,0,0.149934198,6200.0,14,0,2,1,0,1
0.001924893,40,0,0.2354321,8000.0,10,0,1,0,1,0
0.427984618,27,1,0.51239824,3000.0,4,1,0,1,0,1
0.011263891,55,0,0.13895764,6000.0,15,0,2,0,2,0
0.062877361,45,0,0.3478321,4000.0,8,0,1,0,0,0
0.160983461,33,2,0.440291,3500.0,6,2,0,2,1,1
0.018376194,57,0,0.272864,7000.0,12,0,1,0,0,0
0.011175316,53,0,0.213785125,6500.0,10,0,1,0,1,0
0.364728542,35,2,0.421853299,3800.0,5,0,0,1,0,1
0.347666981,40,1,0.288491871,4600.0,7,0,0,0,1,1
0.17825391,41,0,0.674915853,2800.0,7,0,1,0,1,0
0.05382948,58,0,0.289367791,6200.0,15,0,2,0,2,0
0.04934564,52,0,0.493746919,4000.0,9,0,2,0,1,0
0.20138568,35,0,0.687158322,3500.0,7,1,1,0,0,1
0.14473556,46,0,0.163588735,2700.0,7,0,1,1,0,1
0.125338,38,0,0.103265196,4000.0,10,0,1,0,1,0
0.09518277,55,0,0.480499371,7200.0,11,0,2,0,1,0
0.0263070714,44,0,0.4736439159,5500.0,15,0,2,0,0,0
0.0010340371,35,1,0.0030406591,3500.0,2,0,0,0,2,0
0.0057322064,40,0,1.4091240125,2800.0,10,0,1,0,2,0
0.0439128056,51,0,0.3759047863,5300.0,13,0,2,0,1,1
0.4461814611,37,0,0.8782857505,11000.0,9,1,1,0,0,1
0.0574102678,48,0,0.020893668,6000.0,8,0,0,1,1,1
0.1074609557,59,0,0.0248497363,9500.0,19,0,2,0,0,0
0.2519370037,41,0,0.3429876293,4200.0,6,1,0,0,1,1
0.020485643,41,0,0.430311788,6800.0,10,0,1,0,1,0
0.150729186,32,1,0.258486922,4000.0,5,0,0,0,0,1
0.440158394,35,0,0.013572619,5800.0,7,1,1,0,2,1
0.410294158,59,0,0.666358979,4200.0,8,0,1,0,0,0
0.730157292,44,1,0.143975231,3500.0,6,0,0,1,2,1
0.120038267,29,0,0.940274156,2000.0,4,1,1,0,1,1
0.093746916,58,0,0.089372697,7200.0,12,0,2,0,1,0
0.126542313,47,0,0.121264785,5600.0,9,0,1,0,0,0
0.312164894,41,2,0.578311116,3900.0,5,1,0,1,2,1
0.043997801,33,0,0.052840227,1800.0,2,0,0,0,0,0
0.320456712,39,2,0.988212641,2800.0,4,1,1,2,1,1
0.059741267,53,0,0.035961284,3400.0,11,0,0,0,1,0
0.135866863,38,0,0.876294542,4500.0,15,0,1,0,2,0
0.032972171,45,1,0.478914261,3200.0,11,1,2,0,1,1
0.085623991,52,0,0.922746112,5500.0,14,1,2,0,1,1
0.192472189,29,1,0.596303853,2800.0,8,1,0,1,0,1
0.468307653,41,1,0.379431125,5100.0,9,2,1,1,1,1
0.345678901,45,1,0.567890123,2500.0,6,1,3,1,1,1
0.123456789,30,0,0.123456789,4000.0,4,0,1,0,0,0
0.732456789,55,2,0.978901234,6000.0,8,1,4,2,2,1
0.23456789,40,1,0.345678901,3500.0,5,1,2,1,1,1
0.500000001,32,0,0.678901234,3000.0,7,0,3,0,0,1
0.890123456,60,3,1.23456789,7000.0,10,2,6,3,3,1
0.02613402,57,0,0.102329235,6880.0,15,0,3,0,2,0
0.247045582,45,0,0.346865564,3700.0,8,0,1,0,1,0
0.046435628,42,1,0.679894579,5300.0,10,1,1,0,0,1
0.039366791,39,0,0.32923817,3200.0,7,0,0,0,0,0
0.259396159,48,0,0.502348056,8600.0,9,0,1,0,2,0
0.048258919,41,0,0.186448662,4700.0,7,0,1,0,0,0
0.03036013,53,0,0.349267193,4000.0,7,0,1,0,1,0
0.43719811,59,1,0.765721001,3300.0,7,0,1,0,1,1
0.68987445,47,0,0.219123391,6000.0,15,0,0,0,2,0
0.07214681,42,0,0.62473127,4300.0,8,1,1,1,3,1
0.34518379,28,1,0.198656765,3700.0,3,0,1,0,0,0
0.27386497,39,0,0.082127917,2000.0,4,0,0,0,0,0
0.11964601,32,0,0.935197947,1800.0,5,0,0,0,0,0
0.54772011,54,0,0.520144137,3200.0,14,1,2,0,2,1
0.131207678,54,0,0.483698493,2800.0,11,0,1,0,1,0
0.017410853,46,0,0.311524831,3900.0,9,0,1,0,0,0
0.020157581,28,1,0.257821284,2000.0,5,0,0,1,2,1
0.35111769,49,1,0.913367945,5000.0,15,1,2,1,3,1
0.080014987,33,0,0.446830782,1200.0,3,0,1,0,0,0
0.379827143,55,2,0.228144129,6500.0,20,0,2,0,2,1
0.342811687,59,0,0.435512019,3200.0,9,0,1,0,2,0
0.055317647,46,1,0.484903056,5000.0,11,0,2,0,1,1
0.241849547,38,0,0.655219091,3700.0,6,0,1,0,0,0
0.147110445,28,1,0.789302476,1900.0,2,0,0,0,0,1
0.477169815,43,0,0.671475509,5600.0,13,1,2,0,1,1
0.320457223,52,0,0.340067295,7400.0,10,0,1,0,2,0
0.162775172,43,3,0.254741323,5600.0,11,0,1,1,2,1
0.421387669,37,1,0.085688111,2350.0,6,0,0,0,1,0
0.890275006,29,2,0.136987244,4200.0,9,1,1,0,0,1
0.743602029,55,0,0.317882594,4700.0,7,0,1,1,1,1
0.033479243,49,1,0.251134412,3400.0,13,0,0,0,1,0
0.278372448,60,2,0.121047679,6200.0,8,0,1,0,0,1
0.249629721,46,2,0.101457841,4681.0,9,0,1,0,1,1
