season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3,0,7,12,0,2,1,2,0.7,0.6818,0.68,0.1642,50,220,270.0
3,0,7,12,0,4,1,1,0.72,0.697,0.55,0.1642,72,540,612.0
3,0,7,12,0,2,1,2,0.56,0.5303,0.58,0.1642,47,134,181.0
3,1,10,8,0,3,1,1,0.52,0.5,0.68,0.2537,34,214,248.0
1,0,12,12,1,5,0,2,0.3,0.2879,0.81,0.2985,3,22,25.0
3,0,7,12,0,4,1,2,0.5,0.4848,0.55,0.1343,45,112,157.0
4,0,11,18,1,6,0,3,0.28,0.2727,0.94,0.2537,1,3,4.0
3,0,7,12,0,2,1,2,0.56,0.5303,0.55,0.1045,36,468,504.0
3,0,7,14,0,3,1,1,0.54,0.5152,0.47,0.1343,85,480,565.0
3,0,8,10,0,3,1,1,0.62,0.5909,0.53,0.1343,35,270,305.0
2,0,6,14,0,2,1,1,0.7,0.6515,0.67,0.1045,99,110,209.0
2,0,6,14,0,4,1,1,0.62,0.6061,0.65,0.1642,130,334,464.0
2,0,6,10,0,2,1,1,0.62,0.6061,0.55,0.1343,30,194,224.0
2,0,6,7,0,3,1,1,0.6,0.5758,0.68,0.1343,35,276,311.0
2,1,6,12,0,3,1,1,0.72,0.697,0.52,0.1045,128,539,667.0
2,1,6,8,0,3,1,1,0.7,0.6667,0.55,0.1343,32,206,238.0
2,1,6,9,0,3,1,2,0.65,0.6212,0.52,0.194,55,390,445.0
1,1,3,10,0,4,1,1,0.5,0.4848,0.55,0.1343,30,678,708.0
2,0,8,12,0,4,1,1,0.62,0.6061,0.55,0.1343,38,235,273.0
2,0,6,10,0,3,1,1,0.56,0.5303,0.6,0.1343,54,432,486.0
2,0,8,12,0,5,1,1,0.68,0.6364,0.55,0.2537,78,287,365.0
2,0,7,12,0,6,0,1,0.62,0.5909,0.75,0.1045,25,205,230.0
2,0,7,8,0,6,0,1,0.56,0.5455,0.68,0.2537,25,75,100.0
3,1,7,12,0,3,1,1,0.65,0.6212,0.68,0.1343,78,235,313.0
3,1,7,12,0,3,1,1,0.65,0.6061,0.58,0.2537,120,310,430.0
2,0,6,12,0,5,1,1,0.68,0.6364,0.63,0.1343,68,311,379.0
2,0,9,8,0,5,1,1,0.65,0.6212,0.62,0.1343,22,157,179.0
2,0,4,12,0,3,1,1,0.65,0.6212,0.52,0.194,45,280,325.0
2,1,7,12,0,2,1,2,0.62,0.6061,0.72,0.1343,45,189,234.0
4,1,8,12,0,2,1,1,0.62,0.5909,0.67,0.1343,87,312,399.0
2,0,8,10,0,3,1,1,0.56,0.5455,0.55,0.1343,75,322,397.0
2,0,7,8,0,1,1,1,0.56,0.5606,0.52,0.1343,78,222,300.0
2,0,4,12,0,2,1,1,0.56,0.5455,0.62,0.1045,72,231,303.0
2,0,3,7,0,3,1,2,0.42,0.4091,0.85,0.1343,10,106,116.0
2,0,9,7,0,3,1,1,0.58,0.5606,0.65,0.1343,25,156,181.0
1,0,3,7,0,4,1,2,0.38,0.3939,0.76,0.194,21,203,224.0
4,0,11,8,0,5,1,1,0.56,0.5303,0.78,0.1045,29,205,234.0
3,0,6,14,0,6,0,1,0.72,0.697,0.56,0.2836,55,157,212.0
2,0,7,18,0,2,1,1,0.68,0.6364,0.52,0.1343,105,218,323.0
2,1,7,12,0,3,1,1,0.6,0.6061,0.55,0.1343,88,456,544.0
3,1,8,16,0,4,1,1,0.72,0.697,0.45,0.1343,182,390,572.0
2,1,6,15,0,4,1,1,0.78,0.7424,0.62,0.1642,220,350,570.0
2,1,6,15,0,2,1,1,0.7,0.6667,0.65,0.1642,90,210,300.0
1,0,8,18,0,2,1,1,0.62,0.5909,0.45,0.1343,158,207,365.0
1,1,4,14,0,2,1,1,0.7,0.6667,0.55,0.2985,73,212,285.0
4,1,8,15,0,2,1,1,0.72,0.697,0.55,0.194,98,310,408.0
4,0,5,15,0,6,0,1,0.72,0.697,0.57,0.1642,90,180,270.0
1,0,4,5,0,3,1,1,0.42,0.4091,0.7,0.2537,10,20,30.0
4,1,12,14,0,6,0,1,0.62,0.6061,0.55,0.2537,85,263,348.0
2,1,6,14,0,3,1,1,0.72,0.697,0.55,0.1343,80,250,330.0
3,1,8,12,0,1,1,2,0.68,0.6364,0.55,0.194,78,620,698.0
3,0,10,12,0,2,1,1,0.56,0.5455,0.65,0.2239,70,550,620.0
4,0,12,8,0,5,1,1,0.3,0.303,0.59,0.194,35,190,225.0
3,1,8,14,0,5,1,1,0.72,0.697,0.65,0.1642,92,682,774.0
4,0,12,7,0,1,1,1,0.36,0.3485,0.55,0.2537,8,45,53.0
3,1,8,12,0,2,1,2,0.68,0.6515,0.65,0.194,115,511,626.0
4,1,11,13,0,3,1,1,0.62,0.6061,0.55,0.1045,102,637,739.0
4,0,8,12,0,6,0,1,0.68,0.6364,0.45,0.194,101,191,292.0
3,0,10,12,0,1,1,1,0.68,0.6364,0.55,0.1343,47,348,395.0
3,0,8,12,0,2,1,1,0.72,0.697,0.55,0.1343,60,500,560.0
3,0,8,12,0,6,0,1,0.7,0.6515,0.69,0.1343,22,127,149.0
3,0,8,12,0,3,1,1,0.78,0.7424,0.55,0.1642,85,185,270.0
3,0,6,8,0,4,1,1,0.75,0.7121,0.63,0.1343,63,238,301.0
3,0,8,12,0,5,1,2,0.7,0.6515,0.61,0.194,29,131,160.0
4,0,10,20,0,6,0,1,0.65,0.6212,0.75,0.1343,59,242,301.0
3,0,9,14,0,4,1,1,0.72,0.697,0.55,0.2836,156,356,512.0
3,0,7,12,0,1,1,1,0.7,0.6667,0.55,0.2537,103,313,416.0
2,0,7,12,0,1,1,1,0.65,0.6212,0.55,0.194,52,200,252.0
1,0,3,8,0,3,1,1,0.42,0.4242,0.5,0.2537,5,65,70.0
1,0,1,0,1,6,0,1,0.2,0.2121,0.75,0.1343,1,0,1.0
4,0,12,9,1,5,0,2,0.3,0.303,0.75,0.2239,10,32,42.0
4,0,11,15,0,6,0,1,0.48,0.4697,0.48,0.2537,12,92,104.0
3,0,8,12,0,2,1,1,0.62,0.6061,0.48,0.1045,58,409,467.0
4,0,6,15,0,2,1,1,0.78,0.7121,0.49,0.1343,72,610,682.0
4,0,10,8,0,5,1,1,0.62,0.5606,0.88,0.1045,28,781,809.0
4,1,11,12,0,2,1,2,0.56,0.5303,0.55,0.194,72,540,612.0
4,0,8,12,0,2,1,2,0.65,0.6212,0.62,0.2537,30,275,305.0
4,1,5,15,0,2,1,1,0.72,0.6818,0.49,0.1343,95,617,712.0
4,0,12,6,0,2,1,1,0.3,0.2879,0.59,0.1045,15,89,104.0
3,0,6,10,0,3,1,1,0.74,0.697,0.55,0.2537,70,550,620.0
2,0,6,10,0,2,1,1,0.7,0.6667,0.56,0.1343,62,212,274.0
1,0,6,17,0,3,1,1,0.7,0.6667,0.52,0.1343,89,506,595.0
2,0,5,7,0,4,1,2,0.46,0.4545,0.72,0.2985,13,376,389.0
2,0,6,9,0,4,1,1,0.7,0.6515,0.57,0.1642,70,303,373.0
4,0,12,8,1,4,0,2,0.3,0.2879,0.8,0.194,5,54,59.0
2,0,8,13,0,6,1,1,0.62,0.6212,0.67,0.194,57,301,358.0
4,0,10,16,0,3,1,1,0.62,0.6061,0.54,0.2537,70,313,383.0
2,0,6,14,0,1,1,1,0.74,0.7121,0.58,0.1947,65,318,383.0
4,0,10,17,0,6,0,1,0.72,0.697,0.63,0.1343,55,320,375.0
1,0,4,9,0,6,0,2,0.35,0.3485,0.75,0.2537,5,54,59.0
4,0,8,14,0,4,1,2,0.55,0.5455,0.67,0.2537,105,300,405.0
4,1,7,9,0,6,0,1,0.65,0.6212,0.52,0.194,98,350,448.0
4,1,7,16,0,4,1,1,0.8,0.7879,0.63,0.2537,96,351,447.0
3,1,8,14,0,5,1,1,0.66,0.6212,0.55,0.1343,93,276,369.0
4,0,9,3,0,4,0,1,0.38,0.3939,0.78,0.1045,3,19,22.0
3,0,8,12,0,6,0,2,0.55,0.5303,0.65,0.194,90,146,236.0
3,0,7,7,0,2,1,1,0.66,0.6364,0.61,0.1343,102,267,369.0
3,0,6,12,0,4,1,1,0.65,0.6212,0.58,0.1642,105,253,358.0
4,1,11,10,0,4,1,1,0.7,0.6818,0.55,0.1343,85,549,634.0
4,0,9,22,0,6,0,1,0.76,0.7273,0.57,0.1045,55,110,165.0
4,0,12,8,0,0,1,1,0.3,0.2879,0.55,0.1343,4,62,66.0
4,0,11,8,0,5,1,1,0.42,0.4091,0.6,0.1343,27,183,210.0
4,0,11,7,0,1,1,1,0.42,0.4091,0.73,0.2537,2,17,19.0
4,1,11,14,0,3,1,2,0.46,0.4545,1.0,0.1343,12,49,61.0
4,0,12,10,0,1,1,1,0.36,0.3333,0.55,0.1045,11,315,326.0
2,1,10,15,0,4,1,2,0.62,0.6061,0.77,0.1343,65,478,543.0
4,1,12,8,0,3,1,2,0.34,0.3485,0.67,0.2537,9,80,89.0
4,1,11,19,0,5,1,1,0.62,0.5606,0.5,0.194,126,554,680.0
4,1,9,18,0,5,1,1,0.62,0.5606,0.47,0.1343,112,479,591.0
4,1,11,16,0,5,1,1,0.56,0.5303,0.32,0.2537,130,456,586.0
1,0,1,0,0,6,0,2,0.2,0.2121,0.75,0.2537,1,17,18.0
1,1,4,13,0,1,1,2,0.56,0.5303,0.6,0.1642,67,168,235.0
4,1,12,14,0,2,1,2,0.38,0.3939,0.5,0.2239,19,185,204.0
2,1,11,16,0,6,0,1,0.62,0.5909,0.65,0.1045,65,198,263.0
2,1,5,10,0,3,1,1,0.62,0.6061,0.55,0.1343,65,347,412.0
2,0,11,15,0,2,1,1,0.52,0.5,0.55,0.1343,55,311,366.0
2,0,4,12,0,5,1,1,0.52,0.5,0.68,0.1343,25,189,214.0
2,1,4,8,0,2,1,1,0.34,0.3636,0.57,0.0,27,577,604.0
3,1,8,12,0,2,1,1,0.68,0.6364,0.55,0.1343,134,312,446.0
2,1,6,12,0,4,1,2,0.7,0.6667,0.55,0.194,85,456,541.0
4,0,9,18,0,2,1,1,0.55,0.5303,0.45,0.1343,45,314,359.0
4,0,9,12,0,2,1,1,0.48,0.4697,0.55,0.1343,67,195,262.0
3,0,9,12,0,4,1,1,0.58,0.5455,0.55,0.1343,50,288,338.0
3,0,9,12,0,4,1,1,0.66,0.6212,0.52,0.1642,120,308,428.0
3,0,9,12,0,5,1,1,0.55,0.5303,0.58,0.1343,100,287,387.0
3,0,6,15,0,2,1,1,0.72,0.697,0.45,0.1343,74,312,386.0
3,0,9,12,0,4,1,2,0.56,0.5455,0.55,0.1343,35,194,229.0
3,0,9,12,0,2,1,1,0.5,0.4848,0.55,0.1343,72,325,397.0
3,0,5,12,0,6,1,2,0.5,0.4848,0.55,0.194,90,200,290.0
3,0,7,12,0,4,1,1,0.68,0.6364,0.55,0.1343,120,298,418.0
4,1,9,13,0,3,1,1,0.52,0.5,0.47,0.3284,77,230,307.0
2,0,4,10,0,5,1,1,0.56,0.5455,0.55,0.2537,70,120,190.0
1,0,3,10,0,3,1,1,0.42,0.4242,0.37,0.2985,52,124,176.0
2,0,5,10,0,4,1,2,0.54,0.5152,0.65,0.2239,112,354,466.0
2,1,7,10,0,1,1,1,0.56,0.5455,0.51,0.1343,120,341,461.0
3,1,7,13,0,3,1,2,0.56,0.5758,0.6,0.2836,77,270,347.0
4,1,10,13,0,1,1,1,0.56,0.5455,0.48,0.1343,67,564,631.0
3,1,7,10,0,3,1,1,0.56,0.5303,0.47,0.2537,90,256,346.0
2,1,8,12,0,3,1,1,0.65,0.6212,0.55,0.2537,140,450,590.0
2,0,8,10,0,6,0,1,0.56,0.5455,0.45,0.194,88,267,355.0
2,0,9,13,0,6,0,2,0.55,0.5303,0.7,0.2537,25,216,241.0
3,0,9,16,0,6,1,2,0.6,0.5758,0.63,0.1045,78,410,488.0
4,0,11,12,0,6,0,1,0.5,0.4848,0.55,0.1343,32,555,587.0
4,0,11,12,0,6,0,2,0.44,0.4394,0.75,0.2239,7,59,66.0
2,1,9,13,0,6,0,2,0.56,0.5303,0.72,0.194,72,232,304.0
4,0,12,20,0,1,1,1,0.5,0.4848,0.55,0.1343,32,170,202.0
4,1,10,15,0,3,1,1,0.7,0.6364,0.39,0.1045,63,245,308.0
3,0,11,15,0,6,0,2,0.45,0.4545,0.76,0.1343,12,91,103.0
4,0,11,12,0,5,1,2,0.46,0.4545,0.72,0.3582,35,134,169.0
1,0,1,0,0,6,0,1,0.2,0.2121,0.5,0.194,10,20,30.0
2,0,7,12,0,6,0,1,0.7,0.6667,0.61,0.194,30,102,132.0
4,0,12,8,0,1,1,1,0.38,0.3939,0.64,0.2537,27,141,168.0
4,0,8,12,1,2,0,2,0.5,0.4848,0.75,0.2836,9,35,44.0
3,0,10,13,0,5,1,1,0.56,0.5303,0.45,0.194,75,245,320.0
4,1,8,15,0,6,0,2,0.68,0.6364,0.65,0.194,75,222,297.0
4,0,11,20,0,6,0,1,0.56,0.5303,0.54,0.1343,30,150,180.0
4,0,2,7,1,0,0,2,0.4,0.3939,0.75,0.1642,5,211,216.0
4,0,11,13,0,2,1,1,0.48,0.4697,0.62,0.1045,155,361,516.0
4,0,8,9,0,3,1,1,0.65,0.6212,0.55,0.194,72,356,428.0
2,0,7,14,0,4,1,1,0.65,0.6212,0.55,0.2537,68,222,290.0
3,0,7,16,0,6,0,1,0.7,0.6667,0.45,0.1343,105,364,469.0
2,1,6,17,0,3,1,1,0.72,0.697,0.55,0.1343,128,520,648.0
3,1,8,16,0,5,1,2,0.63,0.6061,0.55,0.1343,89,448,537.0
2,0,11,14,0,6,0,2,0.56,0.5303,0.68,0.2537,33,193,226.0
3,0,5,10,0,6,0,1,0.62,0.6212,0.65,0.1343,58,354,412.0
3,0,7,12,0,6,0,1,0.7,0.6364,0.55,0.1045,28,267,295.0
3,0,7,10,0,2,1,1,0.7,0.6364,0.55,0.1343,84,453,537.0
3,0,9,15,0,3,1,1,0.76,0.7273,0.42,0.1343,185,378,563.0
3,0,8,16,0,1,1,1,0.78,0.7273,0.41,0.194,59,444,503.0
3,0,7,9,0,1,1,1,0.7,0.6364,0.55,0.1045,61,409,470.0
2,0,6,13,0,3,1,2,0.62,0.6212,0.74,0.1343,36,154,190.0
3,0,9,12,0,6,0,1,0.62,0.5758,0.53,0.194,75,301,376.0
3,1,10,12,0,3,1,1,0.62,0.5909,0.57,0.194,135,486,621.0
2,0,6,12,0,3,1,1,0.7,0.6667,0.65,0.1343,45,214,259.0
4,0,10,12,0,3,1,2,0.58,0.5455,0.52,0.194,37,264,301.0
2,0,10,12,0,3,1,1,0.62,0.6061,0.45,0.194,87,192,279.0
4,0,11,12,0,3,1,1,0.42,0.4091,0.55,0.194,12,423,435.0
2,0,6,12,0,4,1,2,0.64,0.6061,0.65,0.1642,60,550,610.0
1,1,2,7,0,3,1,1,0.42,0.4091,0.56,0.1642,13,312,325.0
4,0,11,7,1,1,0,1,0.3,0.2879,0.6,0.1343,4,76,80.0
3,0,11,8,1,4,0,2,0.3,0.2879,0.83,0.3582,5,85,90.0
3,1,9,21,0,2,1,1,0.7,0.6515,0.55,0.1642,98,789,887.0
3,0,10,4,0,6,0,2,0.48,0.4545,0.75,0.2537,8,54,62.0
3,0,8,15,0,6,0,1,0.62,0.5909,0.7,0.194,32,186,218.0
3,0,7,8,0,2,1,2,0.56,0.5303,0.65,0.2239,32,180,212.0
3,0,8,12,0,6,0,1,0.68,0.6515,0.62,0.2239,33,88,121.0
3,0,8,7,0,2,1,1,0.58,0.5455,0.67,0.194,35,210,245.0
3,1,10,20,0,3,1,2,0.62,0.5909,0.78,0.2537,56,223,279.0
3,1,8,20,0,2,1,1,0.72,0.6818,0.55,0.2537,180,685,865.0
3,1,10,13,0,4,1,1,0.7,0.6667,0.43,0.2537,78,488,566.0
2,0,8,14,0,2,1,1,0.75,0.697,0.47,0.194,98,451,549.0
2,0,4,12,0,6,0,1,0.42,0.4091,0.48,0.2537,27,176,203.0
2,0,11,14,0,6,0,2,0.48,0.4697,0.72,0.194,38,102,140.0
2,0,3,8,0,6,0,1,0.45,0.4242,0.62,0.1343,30,88,118.0
2,0,4,6,0,2,1,1,0.42,0.4091,0.58,0.1642,25,190,215.0
2,0,11,13,0,3,1,2,0.44,0.4394,0.72,0.1343,33,116,149.0
2,0,8,14,0,3,1,1,0.62,0.5909,0.55,0.194,97,512,609.0
1,0,2,10,0,3,1,1,0.45,0.4545,0.72,0.194,25,100,125.0
2,0,8,14,0,2,1,1,0.65,0.6212,0.55,0.194,95,369,464.0
2,0,8,14,0,2,1,1,0.68,0.6364,0.57,0.1343,70,284,354.0
4,1,10,16,0,1,1,1,0.72,0.6818,0.55,0.1343,85,555,640.0
4,1,10,15,0,6,0,1,0.62,0.6061,0.68,0.1045,69,191,260.0
3,1,10,15,0,6,0,1,0.76,0.697,0.55,0.194,120,320,440.0
2,0,10,16,0,1,1,1,0.72,0.697,0.55,0.1343,52,587,639.0
4,1,10,16,0,2,1,1,0.62,0.5758,0.65,0.1045,75,654,729.0
4,1,10,15,0,6,0,2,0.55,0.5303,0.68,0.2836,32,176,208.0
4,1,10,16,0,6,0,2,0.55,0.5303,0.67,0.1343,33,239,272.0
4,1,12,6,0,2,1,1,0.36,0.3485,0.58,0.194,21,312,333.0
4,1,11,14,0,6,0,1,0.62,0.5818,0.55,0.1343,22,310,332.0
3,1,7,14,0,6,1,1,0.72,0.6818,0.52,0.1642,63,387,450.0
3,1,10,8,0,4,1,1,0.68,0.6364,0.52,0.1343,126,409,535.0
3,1,7,8,0,2,1,1,0.72,0.697,0.55,0.194,62,379,441.0
4,0,8,12,0,6,0,1,0.62,0.6061,0.48,0.1343,45,72,117.0
3,1,10,9,0,2,1,1,0.68,0.6364,0.59,0.1642,125,244,369.0
3,1,7,8,0,6,0,2,0.56,0.5455,0.59,0.194,56,268,324.0
3,1,7,9,0,4,1,1,0.72,0.697,0.61,0.194,78,365,443.0
3,1,8,10,0,2,1,1,0.72,0.697,0.62,0.194,102,523,625.0
3,1,8,10,0,2,1,1,0.72,0.697,0.55,0.1343,63,401,464.0
4,1,12,10,0,2,1,2,0.72,0.697,0.59,0.2537,55,670,725.0
3,1,9,21,0,5,1,1,0.67,0.6515,0.63,0.1343,49,288,337.0
4,0,11,7,0,4,1,1,0.3,0.303,0.48,0.2537,5,52,57.0
4,0,12,8,1,1,0,3,0.3,0.303,0.75,0.194,3,11,14.0
4,0,11,8,0,4,1,1,0.34,0.3333,0.58,0.1045,4,102,106.0
4,0,12,8,1,5,0,3,0.3,0.303,0.8,0.2537,1,9,10.0
4,0,12,12,0,6,0,1,0.34,0.3333,0.48,0.194,20,110,130.0
4,0,12,9,1,4,0,3,0.22,0.2121,0.95,0.2537,0,2,2.0
4,0,12,23,0,6,0,1,0.35,0.3182,0.7,0.1343,5,20,25.0
4,0,12,5,1,2,0,3,0.22,0.1818,0.91,0.2836,1,1,2.0
4,0,12,15,0,1,1,1,0.42,0.4091,0.55,0.194,51,109,160.0
4,0,12,8,1,2,0,2,0.34,0.3333,0.93,0.2985,1,5,6.0
4,1,11,7,0,6,0,2,0.3,0.303,0.6,0.2537,5,37,42.0
3,1,8,12,0,5,1,1,0.75,0.697,0.51,0.194,175,678,853.0
1,1,12,10,0,2,1,2,0.3,0.2879,0.75,0.0896,20,182,202.0
2,1,4,11,0,6,0,1,0.66,0.6364,0.58,0.1343,200,310,510.0
1,1,2,5,0,3,1,1,0.42,0.4242,0.69,0.194,31,108,139.0
2,1,5,14,0,3,1,1,0.6,0.5758,0.48,0.2537,124,387,511.0
4,0,9,14,0,6,0,1,0.64,0.6061,0.52,0.1343,58,227,285.0
4,1,12,7,0,3,1,2,0.26,0.2727,0.65,0.2537,10,77,87.0
2,0,6,13,0,3,1,1,0.68,0.6364,0.55,0.1343,98,390,488.0
2,0,5,14,0,3,1,1,0.62,0.6061,0.55,0.2537,120,399,519.0
1,1,9,13,0,6,0,2,0.56,0.553,0.77,0.194,38,168,206.0
3,0,9,4,0,4,1,1,0.62,0.6061,0.67,0.1343,7,95,102.0
4,0,11,9,1,6,0,3,0.32,0.2879,0.77,0.1343,2,4,6.0
4,0,11,3,0,0,0,3,0.22,0.2424,0.88,0.1343,1,23,24.0
4,0,10,6,0,0,0,1,0.38,0.3939,0.8,0.2537,5,52,57.0
4,0,11,4,0,3,0,1,0.36,0.3333,0.68,0.1343,2,7,9.0
3,0,11,13,0,4,1,1,0.58,0.5455,0.69,0.1343,42,311,353.0
2,0,9,11,0,4,1,2,0.64,0.6061,0.55,0.194,93,267,360.0
4,0,9,3,0,3,0,2,0.35,0.3333,0.78,0.1642,2,15,17.0
3,0,7,21,0,2,1,1,0.81,0.7576,0.44,0.194,67,312,379.0
4,0,9,5,0,3,0,2,0.42,0.4091,0.7,0.1642,5,13,18.0
2,0,8,12,0,4,1,1,0.7,0.6515,0.62,0.2239,88,447,535.0
3,0,5,7,0,1,1,1,0.65,0.6364,0.69,0.2239,45,210,255.0
4,1,11,3,0,3,1,1,0.68,0.6364,0.56,0.1045,20,112,132.0
4,1,11,7,0,4,1,1,0.58,0.5455,0.6,0.1045,78,228,306.0
2,1,6,9,0,2,1,1,0.72,0.697,0.55,0.1343,63,345,408.0
2,0,11,8,0,5,1,1,0.48,0.4697,0.65,0.1343,49,150,199.0
2,0,4,8,0,5,1,1,0.56,0.5455,0.65,0.2239,32,158,190.0
2,1,10,6,0,4,1,1,0.52,0.5,0.67,0.1642,23,163,186.0
4,0,10,12,0,3,1,1,0.65,0.6212,0.55,0.1343,77,281,358.0
4,1,7,12,0,3,1,2,0.72,0.697,0.58,0.194,89,479,568.0
3,0,12,17,1,6,0,3,0.2,0.2121,0.91,0.2537,3,23,26.0
4,0,12,5,0,2,0,2,0.32,0.303,0.6,0.1343,10,15,25.0
4,0,12,4,1,2,0,3,0.2,0.1818,0.9,0.2537,4,21,25.0
3,0,9,3,0,5,0,1,0.48,0.4697,0.67,0.1343,2,73,75.0
4,0,12,5,0,3,1,1,0.3,0.303,0.6,0.1343,2,91,93.0
1,0,5,14,0,1,1,2,0.62,0.6212,0.5,0.3582,59,180,239.0
2,0,7,12,0,6,0,1,0.75,0.7121,0.45,0.2836,58,267,325.0
1,0,2,9,0,0,1,1,0.3,0.2879,0.51,0.1642,6,54,60.0
2,0,3,5,0,6,0,1,0.34,0.3182,0.61,0.1343,5,58,63.0
3,1,8,12,0,6,0,2,0.62,0.6061,0.56,0.194,25,172,197.0
3,0,7,12,0,4,1,1,0.62,0.6061,0.55,0.1343,90,315,405.0
3,1,8,12,0,1,1,1,0.78,0.7424,0.51,0.2537,125,698,823.0
3,1,7,12,0,4,1,1,0.72,0.697,0.55,0.194,180,657,837.0
3,1,7,13,0,5,1,1,0.68,0.6515,0.56,0.194,163,674,837.0
3,1,8,12,0,4,1,1,0.62,0.6061,0.48,0.194,125,465,590.0
3,0,7,12,0,1,1,1,0.65,0.6212,0.42,0.1642,50,480,530.0
3,0,5,8,0,4,1,1,0.62,0.6061,0.56,0.194,45,555,600.0
3,1,7,12,0,4,1,1,0.62,0.6061,0.52,0.1642,123,654,777.0
3,1,8,12,0,6,0,2,0.68,0.6364,0.52,0.2537,77,207,284.0
2,0,8,10,0,4,1,1,0.68,0.6515,0.55,0.1343,82,389,471.0
2,1,8,12,0,2,1,1,0.7,0.6667,0.55,0.1343,89,467,556.0
4,0,5,9,0,2,1,1,0.68,0.6515,0.49,0.194,48,158,206.0
3,1,9,13,0,1,1,2,0.68,0.6515,0.55,0.2836,78,215,293.0
2,0,8,7,0,5,1,1,0.56,0.5455,0.47,0.1343,55,289,344.0
4,1,11,10,0,3,1,1,0.48,0.4545,0.55,0.2239,67,300,367.0
1,0,2,5,0,6,0,1,0.3,0.2879,0.61,0.2836,14,51,65.0
2,0,8,13,0,5,1,2,0.56,0.5455,0.47,0.1642,78,234,312.0
3,0,8,13,0,1,1,1,0.68,0.6364,0.55,0.194,78,388,466.0
4,0,10,13,0,2,1,1,0.68,0.6515,0.47,0.2537,84,385,469.0
2,0,11,13,0,5,1,1,0.42,0.4242,0.61,0.194,56,387,443.0
3,0,7,12,0,2,1,2,0.7,0.6515,0.6,0.194,56,222,278.0
4,0,10,20,0,1,1,2,0.62,0.6061,0.78,0.1642,29,268,297.0
2,0,7,12,0,6,0,1,0.55,0.5303,0.45,0.194,32,132,164.0
1,0,8,10,0,3,1,1,0.62,0.6061,0.69,0.1045,35,99,134.0
2,1,7,10,0,6,0,1,0.7,0.6515,0.68,0.1045,50,189,239.0
4,0,6,12,0,2,1,1,0.75,0.697,0.72,0.2239,87,211,298.0
2,1,7,14,0,6,0,1,0.72,0.697,0.55,0.1343,77,292,369.0
2,0,7,12,0,4,1,1,0.75,0.7121,0.42,0.1642,92,658,750.0
2,0,7,13,0,6,0,1,0.73,0.697,0.55,0.1343,122,318,440.0
4,0,12,3,0,1,1,1,0.3,0.303,0.8,0.2537,5,20,25.0
4,0,11,9,0,2,1,1,0.56,0.5606,0.45,0.3582,62,382,444.0
4,0,8,9,0,6,0,1,0.56,0.5303,0.48,0.3582,92,325,417.0
