ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
75,200,5,90,20,1,1,85,5,3,22,1,30,5,1,1,10,0,2,-5,1,40,1
61,280,9,75,20,1,0,82,8,6,23,2,48,2,1,1,21,76,3,3,0,60,1
71,250,6,80,20,1,1,85,5,4,22,2,30,3,1,1,20,0,3,-8,0,40,1
62,123,6,75,15,1,1,70,12,5,20,2,50,3,3,3,45,70,3,6,2,80,0
70,210,5,75,20,1,1,80,10,5,25,4,50,2,3,3,60,85,3,6,1,75,1
60,180,5,70,20,1,1,80,10,5,25,4,50,2,3,2,50,75,3,3,1,75,0
63,178,10,60,17,1,0,90,9,6,21,3,57,2,3,3,70,72,3,5,1,72,0
70,160,5,70,20,1,1,90,5,5,25,3,55,5,3,2,60,75,3,6,1,75,0
63,130,6,50,15,1,1,75,7,0,23,3,42,1,3,3,60,70,4,8,2,79,0
70,168,2,75,26,1,1,92,11,6,29,3,55,2,3,3,45,70,3,6,1,75,0
70,210,5,80,15,3,2,63,4,3,22,2,55,4,3,2,41,70,3,6,1,75,0
65,150,5,70,20,1,1,80,10,5,25,3,50,3,3,2,45,75,3,5,1,75,0
63,150,5,70,20,1,1,80,10,5,25,4,50,2,3,3,50,70,4,3,1,75,0
70,250,10,90,20,1,1,90,10,5,25,2,35,5,2,2,30,20,4,2,0,60,1
70,250,8,90,20,1,1,90,10,5,22,2,35,5,1,1,20,30,2,2,1,60,0
72,256,10,85,20,1,1,80,10,5,22,1,35,5,2,2,21,18,4,2,1,55,0
70,250,5,90,20,1,1,85,10,3,22,2,35,5,2,2,20,30,4,4,1,60,0
73,330,10,90,20,1,1,87,15,6,22,1,37,5,1,0,5,32,2,1,0,55,1
72,243,9,98,20,1,1,89,11,5,22,2,36,5,0,0,23,42,2,2,0,53,1
77,251,10,84,20,1,1,88,14,4,21,2,37,5,1,1,21,18,4,2,0,53,1
70,250,10,90,20,1,1,90,10,5,25,2,35,5,2,2,20,30,4,2,1,50,1
75,250,10,85,20,1,1,90,0,5,25,2,35,5,1,1,20,30,2,3,0,50,0
71,300,10,100,20,1,1,90,5,3,25,2,35,5,1,1,20,25,2,3,0,60,1
72,285,10,110,23,1,1,87,5,4,26,1,35,3,1,1,65,80,4,3,3,75,0
74,183,4,84,21,1,1,86,3,6,24,1,32,2,1,1,15,-8,2,-8,0,25,1
70,220,6,80,20,1,1,85,5,4,21,2,30,1,1,1,35,67,5,4,2,79,1
75,280,7,110,23,1,0,95,5,5,28,2,38,3,1,1,9,67,4,3,1,62,0
78,152,2,68,18,1,0,88,5,4,19,3,60,-7,1,1,71,75,2,3,1,60,0
70,250,7,90,20,1,0,85,10,5,25,2,35,5,1,1,55,60,4,3,1,70,0
70,210,7,80,20,1,1,90,5,4,25,3,30,0,1,1,50,60,4,3,3,70,0
70,210,7,80,20,1,1,90,5,5,25,3,30,5,1,1,50,60,4,3,1,70,1
70,150,10,60,15,1,1,90,10,5,20,2,40,5,1,1,50,60,2,2,1,70,1
70,250,6,105,20,1,1,90,10,5,22,3,30,3,1,1,10,80,4,3,2,70,1
73,396,9,135,31,0,0,98,-6,6,35,3,28,0,2,2,5,87,2,3,0,40,1
70,200,5,80,22,1,1,90,5,5,25,4,40,1,1,1,45,70,3,5,1,75,1
70,275,3,90,18,1,1,84,6,5,20,3,50,2,1,1,60,80,4,5,1,75,1
75,250,5,80,25,1,1,90,5,5,28,3,40,0,1,1,20,60,4,4,1,75,1
70,200,5,50,15,1,1,80,5,5,20,2,50,0,1,1,40,70,3,4,1,75,1
71,157,3,70,28,1,1,95,3,5,31,5,40,1,0,0,20,65,3,5,1,75,0
72,225,5,60,15,2,1,75,4,5,20,3,48,0,1,1,55,60,3,3,1,70,0
62,187,5,61,23,1,1,90,5,5,28,3,40,0,1,1,35,70,4,5,1,85,1
75,200,5,80,20,1,1,90,5,5,25,3,50,0,2,2,40,60,4,4,1,80,1
77,312,8,98,28,1,1,96,5,5,31,3,35,0,1,1,25,65,4,5,1,79,1
70,200,4,80,20,1,1,80,10,5,25,3,30,5,1,1,20,60,5,2,1,60,0
70,200,3,60,15,1,1,80,10,3,18,2,40,4,1,1,45,25,4,2,0,55,0
80,250,4,85,20,2,1,89,10,5,24,2,30,5,1,1,45,60,5,2,1,70,0
80,200,7,100,20,1,1,80,10,5,22,2,40,5,1,1,20,60,4,2,0,70,0
72,200,8,65,15,1,1,80,18,5,20,2,50,3,2,1,45,10,4,2,0,60,0
75,232,3,75,20,1,1,85,14,5,22,2,34,2,1,1,55,12,5,2,1,62,0
70,175,7,60,16,1,1,85,12,4,20,3,40,1,3,2,20,80,4,2,0,60,0
70,220,6,70,15,1,1,85,15,5,18,2,40,10,2,2,45,-5,4,2,1,60,0
75,250,4,80,20,1,1,80,15,5,22,2,30,5,1,1,42,50,4,2,1,60,0
70,240,4,80,20,1,1,80,10,5,25,2,30,2,2,2,25,70,4,2,0,40,0
70,142,3,69,25,1,1,80,15,5,28,2,40,0,1,1,40,85,4,2,1,80,0
75,253,6,80,31,1,1,90,15,5,34,4,40,3,3,3,45,70,4,3,1,78,0
70,120,5,60,20,2,1,80,20,5,25,2,50,2,2,1,40,70,4,3,1,75,1
57,140,3,60,22,1,1,82,13,5,25,2,40,-3,1,1,45,65,4,3,1,75,0
72,182,6,70,28,1,1,95,20,5,30,4,32,3,3,3,52,67,4,2,2,79,0
70,120,5,60,20,1,1,85,20,5,25,2,40,5,1,1,45,70,4,2,1,80,1
70,140,3,70,25,1,1,85,15,5,30,3,40,3,2,2,50,70,5,3,2,75,0
68,210,6,70,30,1,1,95,25,5,31,4,35,2,3,3,58,65,5,4,2,75,0
70,150,5,70,25,1,1,80,20,5,27,3,40,5,1,1,50,70,4,3,1,65,1
60,147,5,73,22,2,1,82,10,5,25,2,40,-4,1,1,42,71,4,3,1,85,0
80,180,6,75,25,1,1,90,0,5,30,2,40,5,1,1,10,5,3,2,1,60,1
65,90,6,55,20,2,1,70,5,4,22,3,65,1,1,1,40,70,5,4,1,85,0
67,150,5,70,20,1,1,90,10,5,22,2,40,1,1,1,25,70,4,2,1,85,0
65,140,6,60,25,1,1,90,10,5,30,2,40,5,1,1,20,80,5,3,1,75,1
68,122,6,60,22,1,0,93,5,3,25,1,38,3,0,0,50,80,3,3,1,80,0
75,150,5,70,25,1,1,90,10,5,30,2,40,5,1,1,20,80,3,4,1,75,1
67,150,7,70,20,1,1,92,5,5,25,2,35,3,1,1,25,77,5,3,1,85,0
77,200,8,78,20,1,1,90,0,5,26,3,41,5,1,1,20,75,5,2,1,85,1
80,200,10,75,25,1,1,90,5,5,28,2,40,10,1,1,20,80,4,4,1,70,1
64,190,6,80,20,1,1,90,5,5,22,2,40,5,1,1,25,80,5,3,1,88,1
65,210,8,81,23,1,0,72,9,5,25,1,37,4,2,2,45,64,3,2,1,58,0
67,152,8,84,20,1,1,89,5,3,25,2,39,4,1,1,20,64,3,2,1,55,0
61,210,7,65,15,2,1,72,10,5,17,2,55,0,3,2,20,66,3,3,0,40,1
72,257,6,102,28,1,1,84,2,5,29,2,39,4,3,3,22,68,3,4,0,76,1
68,200,7,80,25,1,1,90,3,4,28,1,35,5,1,1,25,45,3,3,1,70,0
70,200,5,80,25,1,1,90,5,3,27,1,40,5,1,1,25,45,3,3,0,70,0
63,200,7,80,23,1,1,90,3,4,26,1,35,5,1,1,25,62,3,3,0,55,1
79,211,7,76,20,1,0,85,5,5,23,2,45,4,1,1,22,62,3,3,0,60,1
65,250,7,85,20,1,0,92,3,3,22,2,28,4,1,1,20,60,3,2,0,65,0
67,220,4,90,20,1,1,85,6,3,22,1,38,3,2,2,20,55,3,3,0,45,1
72,200,8,70,18,1,1,95,5,6,23,2,35,5,2,2,23,45,3,3,1,70,1
70,90,5,40,20,1,1,95,0,5,25,3,60,1,2,2,50,40,4,5,1,75,1
70,100,5,45,15,1,1,95,4,6,17,3,50,6,1,1,45,60,3,4,1,80,1
58,40,15,20,15,1,1,80,10,5,15,2,60,5,1,1,70,65,3,6,1,75,1
70,100,5,50,15,0,0,95,-5,5,18,1,60,2,1,1,70,60,3,5,1,80,1
70,100,5,45,20,1,1,95,5,5,25,3,60,10,2,1,60,50,4,5,1,80,1
72,100,8,45,20,1,1,95,5,6,22,2,60,4,1,1,50,70,3,4,1,75,1
73,312,5,132,12,1,1,88,4,6,18,1,29,10,1,1,25,67,3,3,0,71,1
70,90,8,40,22,0,0,95,-5,6,24,3,60,1,1,1,70,68,3,5,1,85,1
70,100,5,50,15,0,0,95,-5,5,15,3,65,2,1,1,70,60,3,5,1,80,1
62,250,5,75,20,1,1,85,5,2,23,2,35,4,1,1,20,65,3,2,1,75,1
67,189,12,82,25,1,0,90,3,5,28,2,40,7,1,1,35,55,3,3,0,76,1
65,150,6,70,25,1,0,85,5,2,28,3,40,5,1,1,35,60,3,3,0,75,0
82,200,5,85,28,1,1,95,4,5,31,2,38,5,1,1,25,60,6,3,1,75,1
74,222,3,82,23,1,1,85,4,5,26,2,35,4,1,1,22,72,3,2,0,63,0
70,220,5,75,23,1,1,85,5,5,25,2,35,4,1,1,20,60,3,3,1,75,0
63,240,4,85,23,1,1,80,4,3,25,2,38,4,1,1,35,60,3,2,1,75,1
75,220,5,85,21,1,0,95,5,3,24,2,35,3,1,1,42,60,3,2,1,68,0
60,200,10,90,20,1,1,85,5,3,25,4,35,5,1,1,40,60,3,3,1,75,0
65,210,5,80,22,1,1,85,5,3,25,3,38,4,1,1,26,62,3,2,1,73,1
60,150,6,70,25,1,2,75,5,3,29,3,50,-5,3,3,45,60,4,3,3,65,1
63,210,5,70,28,0,0,90,5,3,28,3,50,-5,1,1,60,55,4,6,3,70,0
60,180,5,70,28,1,0,85,5,3,30,4,40,-6,2,2,65,75,5,6,3,66,1
64,143,8,59,25,0,0,100,-7,7,25,3,58,1,2,2,45,70,5,6,3,80,1
70,120,5,70,25,1,1,85,4,3,27,3,55,1,2,1,45,60,7,4,2,70,1
70,143,5,67,14,2,1,66,5,3,20,2,55,2,1,1,40,70,2,3,1,79,1
68,179,6,73,23,0,0,94,3,3,25,2,47,4,1,1,42,55,4,4,1,79,1
60,180,7,70,25,1,1,85,5,3,28,3,40,1,1,1,50,60,4,4,2,65,1
60,150,5,70,25,2,1,80,3,3,30,4,40,5,1,1,45,55,4,3,2,65,1
70,150,5,70,25,1,2,80,4,3,30,3,45,-5,3,3,55,60,4,3,2,70,1
65,130,5,75,20,0,0,95,3,5,25,3,35,2,1,1,50,60,4,2,1,80,0
70,150,6,50,20,0,0,95,4,3,25,1,40,5,1,1,60,55,5,3,2,85,0
70,150,6,70,20,2,1,90,4,5,25,4,40,-5,1,1,60,60,5,3,3,75,1
65,300,10,70,20,1,0,85,4,3,25,2,40,1,1,0,60,50,4,3,2,75,1
70,150,10,75,20,0,0,90,0,5,25,2,40,5,1,1,50,60,5,3,2,70,0
60,150,8,70,30,1,0,85,4,3,35,4,40,-5,1,1,62,60,5,4,2,75,1
70,117,3,65,29,0,0,100,-7,7,29,4,34,-8,0,0,69,94,8,3,5,71,0
72,110,8,45,20,0,0,95,1,5,20,2,40,5,1,1,40,50,4,3,1,80,1
62,211,6,65,29,1,0,82,5,3,33,3,25,-5,1,1,72,68,8,7,3,78,0
62,142,10,75,20,1,0,95,5,6,25,2,40,9,1,0,45,60,3,3,1,75,0
70,123,6,45,18,0,0,98,-6,5,20,1,27,2,0,0,42,67,4,3,1,73,1
72,150,10,80,20,1,1,95,3,3,25,3,40,5,1,1,50,60,4,4,2,65,0
70,124,7,49,16,0,0,100,-5,6,17,2,42,3,0,0,58,76,4,5,1,82,0
70,100,5,50,20,1,1,95,5,3,25,2,40,-5,1,1,60,70,4,3,1,65,0
75,200,8,80,20,1,1,95,5,5,25,2,38,3,1,1,50,70,4,3,1,65,0
75,88,6,43,20,0,0,100,-7,4,21,2,62,0,1,1,69,72,6,4,2,90,0
70,110,5,50,20,1,1,95,0,5,25,2,40,3,1,1,50,70,4,3,1,65,0
75,140,5,66,13,0,0,100,-7,7,13,1,23,18,0,0,37,92,1,2,1,80,1
75,210,7,82,27,0,0,96,-6,6,28,2,35,5,1,1,40,78,4,3,1,75,0
77,232,8,82,18,0,0,95,3,5,21,1,32,3,1,1,27,62,5,2,1,58,0
70,210,5,80,25,1,1,88,10,5,30,5,40,3,2,2,20,10,4,5,1,65,1
72,210,6,80,25,1,0,89,16,5,28,3,45,5,2,2,42,62,4,5,1,80,0
70,200,5,80,25,1,1,88,10,5,30,5,40,5,2,2,40,0,5,1,1,60,1
70,200,5,80,25,1,1,88,10,5,30,5,60,5,2,2,50,10,5,5,1,80,0
70,200,5,80,25,1,1,85,5,5,28,3,40,4,2,1,20,-5,4,3,1,60,0
70,200,5,80,25,1,1,85,5,5,30,3,40,3,2,1,20,-5,5,4,1,60,1
70,200,5,80,25,1,1,88,10,5,28,3,40,3,2,1,20,-5,5,3,1,60,1
70,200,5,80,25,1,1,85,5,5,28,3,40,4,2,1,20,-5,4,3,1,60,1
70,200,5,80,25,1,1,88,10,5,30,4,40,4,2,2,20,-5,4,3,1,60,0
72,200,5,80,25,1,1,88,8,5,28,3,40,4,2,2,20,-5,4,3,1,60,1
67,124,8,56,15,1,0,65,4,2,18,2,60,0,2,1,42,66,3,6,1,77,1
65,130,5,60,15,1,0,75,5,3,18,2,45,1,3,2,40,80,3,6,1,65,1
68,131,7,62,16,1,0,65,4,1,18,2,48,0,2,1,49,81,2,7,1,59,1
67,98,5,45,15,1,0,70,2,3,18,2,63,1,2,1,48,82,3,6,1,78,0
65,120,5,55,15,1,0,72,4,3,18,2,63,1,2,1,45,82,3,6,1,80,1
70,135,5,60,18,1,0,70,2,3,20,2,63,1,0,0,45,78,3,6,1,80,1
67,146,8,55,17,1,0,75,2,6,19,2,60,4,2,1,45,71,3,6,1,80,1
71,156,2,60,23,1,0,95,0,6,25,4,63,1,2,2,49,78,3,7,1,80,1
63,105,8,55,16,1,0,74,5,6,18,2,63,1,3,2,61,80,3,6,1,78,0
62,82,7,41,29,1,1,75,5,2,32,4,63,3,3,2,58,76,7,6,0,81,1
63,190,8,70,15,2,1,75,15,4,20,2,47,2,1,0,42,81,4,3,0,70,0
70,200,5,80,25,1,1,80,20,5,30,5,40,5,1,1,50,0,5,1,1,70,1
68,201,7,80,20,1,1,85,18,4,25,2,44,0,1,1,45,60,4,3,0,60,0
70,200,6,80,25,1,1,75,20,4,28,2,40,2,2,2,45,10,4,3,0,60,0
63,180,6,70,15,3,1,70,18,5,20,2,50,0,3,2,45,65,4,3,0,60,0
70,150,10,70,20,3,2,70,20,3,25,5,50,5,1,1,50,10,5,2,2,70,0
63,155,8,70,15,3,1,65,15,5,20,2,55,3,1,1,45,60,4,3,0,75,1
74,256,10,80,25,1,1,85,40,5,30,5,40,3,1,1,45,10,4,3,2,60,1
70,200,5,80,20,2,1,85,50,5,25,5,40,0,1,1,40,-5,5,2,1,70,0
72,200,7,80,25,1,0,75,20,4,20,1,55,3,1,0,40,50,4,3,0,60,0
62,250,7,70,20,1,1,91,9,5,22,3,36,3,2,2,76,54,9,6,3,66,1
76,250,6,80,20,0,0,95,-5,6,23,3,40,3,1,1,55,78,5,2,3,65,1
68,240,6,71,20,0,0,95,-5,5,23,3,40,2,1,1,50,80,5,5,1,70,1
60,200,6,70,25,1,1,85,5,5,30,3,40,5,2,2,65,60,5,4,2,56,1
72,220,6,80,20,1,1,90,10,5,22,3,40,-3,1,1,60,80,5,3,2,65,1
70,150,4,60,25,0,0,95,-5,5,25,2,40,-3,1,1,65,82,5,4,2,67,0
60,200,10,70,20,1,1,90,5,5,25,3,35,3,2,2,65,50,7,6,2,60,0
64,156,6,51,20,0,0,90,5,5,21,3,35,3,1,1,65,67,5,4,2,65,1
68,140,8,70,20,1,1,92,18,5,25,3,39,3,2,2,65,60,10,4,3,64,1
63,287,6,105,21,0,0,93,5,5,29,3,47,-5,2,2,72,88,5,4,3,62,0
66,140,5,60,20,1,1,85,4,5,24,2,55,2,1,1,39,65,3,3,2,62,1
67,150,3,60,25,1,1,85,5,5,28,2,45,1,1,1,35,78,3,3,2,80,0
63,149,3,76,28,1,1,88,9,4,31,4,40,1,1,1,37,78,6,3,1,74,1
70,117,3,65,29,0,0,100,-7,7,29,4,34,-8,0,0,69,94,8,3,5,71,0
65,185,5,60,25,1,0,85,12,5,30,4,40,-7,1,1,55,78,3,3,1,77,0
63,158,6,71,20,1,0,89,5,6,24,2,45,0,1,1,79,83,6,3,2,70,0
70,150,3,68,18,1,0,80,10,3,21,2,62,3,2,1,55,80,3,4,1,75,0
62,197,5,67,23,1,1,88,5,5,28,2,40,1,1,1,53,68,4,5,1,78,0
72,184,2,70,25,1,1,95,3,5,28,3,45,1,2,2,36,79,3,5,2,74,1
70,195,3,65,29,0,0,100,-7,7,29,4,34,-8,0,0,69,94,8,3,5,71,0
67,152,6,70,20,1,1,95,5,2,23,2,35,3,2,2,29,77,4,2,0,80,1
75,250,8,90,20,1,1,95,5,5,25,3,40,3,2,2,50,70,4,6,1,80,1
70,265,7,85,20,1,1,90,5,3,25,2,45,4,0,0,30,70,4,6,1,80,1
70,200,10,75,20,1,1,95,5,3,25,2,55,2,2,2,30,70,5,4,1,80,0
68,245,10,78,20,1,1,80,5,2,25,2,35,3,3,3,47,65,4,5,1,80,1
72,240,10,76,15,3,1,75,3,5,20,1,60,0,2,2,30,70,4,3,1,80,1
60,247,3,75,20,1,1,85,5,1,25,3,40,3,3,3,47,81,2,5,1,78,1
70,200,6,75,20,1,1,90,5,2,25,1,35,2,2,2,50,70,4,6,1,80,0
70,150,10,70,20,1,1,85,5,3,25,3,40,3,2,2,50,60,5,5,1,80,1
70,200,10,70,20,1,1,80,0,5,25,1,40,3,2,2,20,70,5,4,0,80,1
65,140,8,78,12,2,2,72,1,3,15,1,44,0,1,1,51,62,3,2,0,67,1
65,140,5,72,12,1,1,70,2,2,15,2,45,0,1,1,50,60,3,2,0,80,0
65,130,6,63,12,1,1,80,2,3,15,2,45,3,1,1,45,70,3,2,0,80,0
65,120,8,60,15,2,2,80,5,3,18,1,45,1,1,1,50,60,3,2,1,75,0
70,120,6,65,25,1,1,80,3,4,28,2,30,0,2,1,50,70,4,2,0,80,1
69,125,5,65,15,1,1,75,1,5,18,1,25,3,2,2,60,10,3,2,0,70,1
70,132,7,63,18,1,1,89,3,6,20,3,44,1,2,1,45,67,4,2,0,65,0
69,241,7,107,18,1,1,95,5,5,19,2,42,6,1,1,45,19,3,2,0,80,1
67,125,7,58,15,1,1,80,2,5,17,1,45,3,0,0,50,70,3,2,0,60,0
60,145,6,76,15,2,2,80,5,2,17,1,40,1,2,2,55,67,3,1,0,78,0
70,250,8,65,22,1,1,87,6,3,23,2,40,1,2,2,60,60,5,3,3,65,0
68,257,9,74,22,1,1,90,3,3,23,2,35,1,3,3,60,45,5,3,1,80,0
67,245,8,56,22,1,1,85,10,3,23,2,38,-3,2,2,45,70,5,3,1,65,0
70,245,6,73,31,0,0,95,0,5,33,4,27,1,3,3,48,65,7,4,3,67,0
68,210,6,75,23,1,1,85,10,5,25,2,40,1,3,3,55,65,5,3,1,80,0
70,250,8,70,25,1,1,85,10,3,26,2,40,3,3,3,60,62,5,3,1,70,0
68,250,8,78,25,1,1,87,8,3,26,2,35,1,3,3,60,60,5,3,1,80,0
68,275,5,72,25,1,1,91,10,3,26,2,35,-2,3,3,50,60,5,3,1,80,0
70,275,8,80,25,0,0,95,5,3,30,2,38,1,2,2,57,62,5,3,1,80,0
72,210,6,75,25,1,1,95,9,3,26,2,40,3,2,2,45,72,5,3,1,80,0
77,190,6,70,28,1,1,95,2,5,29,3,40,5,2,2,20,75,5,4,1,65,1
70,150,7,65,25,0,0,95,-5,5,29,3,30,2,2,2,50,80,6,4,1,60,1
75,200,5,60,20,1,1,80,5,5,22,3,40,2,2,1,50,70,3,2,1,60,1
83,280,6,65,18,1,1,92,5,4,19,1,32,5,2,2,67,51,3,2,1,74,1
70,180,7,60,20,1,1,95,5,3,22,3,40,10,2,2,55,70,3,3,2,65,1
75,180,5,68,19,1,1,88,5,3,23,3,37,1,3,2,44,83,3,4,1,63,1
73,180,2,60,20,1,1,88,5,3,22,1,30,3,1,1,50,70,5,2,1,60,1
65,200,5,60,25,1,1,88,5,3,30,3,40,10,2,2,50,80,6,4,1,60,1
82,225,5,80,32,1,1,95,5,5,33,2,40,2,2,1,10,79,3,4,1,68,0
84,156,2,71,26,1,1,94,7,4,28,3,32,0,1,1,50,75,2,2,1,68,1
65,148,3,69,23,1,1,88,5,5,25,2,35,3,1,1,48,60,4,2,1,75,1
79,153,6,70,22,0,0,95,5,5,26,2,40,5,1,1,20,55,3,3,0,75,0
70,120,7,60,15,1,1,85,15,5,18,2,40,5,1,1,50,20,3,2,1,75,0
70,200,5,80,20,1,1,90,10,5,25,2,40,5,2,2,50,20,4,4,1,75,1
78,150,3,60,15,1,1,85,8,5,18,2,35,3,3,3,55,25,4,2,0,60,1
70,180,5,80,25,1,1,90,5,5,28,2,40,4,1,1,35,40,4,2,1,75,0
72,150,5,60,15,1,1,80,10,5,18,2,45,3,2,2,50,20,4,2,1,65,1
70,200,5,70,25,1,1,90,5,5,28,2,40,5,1,1,50,30,4,3,1,75,1
70,138,5,62,25,0,0,95,6,3,27,3,40,3,2,2,28,42,4,2,0,75,1
70,223,8,92,20,1,1,84,5,5,22,2,35,4,1,1,50,40,3,2,0,75,1
55,170,8,55,22,1,0,80,5,5,25,3,45,-3,1,1,75,80,4,3,1,79,0
72,132,6,58,21,1,1,83,5,3,22,2,55,0,1,1,43,78,4,3,1,80,0
64,92,7,52,15,0,0,95,0,6,16,2,43,0,0,0,62,82,4,3,1,73,0
65,125,7,59,20,1,1,85,5,5,23,2,45,2,1,1,81,88,4,4,1,76,1
65,123,6,58,22,1,1,94,5,5,24,3,51,2,1,1,54,78,4,4,1,74,0
62,95,8,45,18,1,0,85,5,3,21,3,60,2,1,1,45,80,3,5,1,75,0
72,130,6,60,21,1,1,88,5,5,21,2,40,3,1,1,45,80,3,4,1,75,1
62,123,6,58,15,1,0,92,5,5,17,3,45,-3,1,1,82,70,3,4,1,77,1
64,92,3,45,15,0,0,97,-5,5,18,2,40,-3,1,0,49,76,3,4,1,85,1
75,162,4,70,25,1,0,95,2,6,26,3,50,0,1,1,45,80,4,4,1,75,0
70,200,3,60,20,2,1,85,12,5,22,2,50,2,3,3,55,10,4,5,1,80,0
72,120,6,40,15,2,1,75,15,5,20,3,50,4,3,3,55,2,4,2,1,80,1
70,180,4,65,15,0,0,91,12,5,15,2,53,0,3,3,40,10,3,7,1,76,0
70,200,5,60,15,1,1,85,20,5,20,2,50,5,3,3,55,0,4,0,2,80,1
74,245,4,78,23,1,1,92,18,5,25,3,49,3,3,3,45,8,5,3,0,79,1
70,190,6,60,15,1,1,85,20,5,20,3,50,2,3,3,55,0,4,0,1,90,0
70,200,4,60,15,1,1,92,15,5,20,2,50,2,3,3,55,0,4,0,1,80,1
70,200,5,60,15,2,1,85,12,5,20,2,50,2,3,3,55,10,5,5,1,80,0
72,210,6,62,23,1,0,94,12,5,26,3,55,0,2,2,41,14,3,5,1,79,1
70,200,5,60,15,2,1,85,15,5,20,2,50,2,3,3,50,5,4,4,1,80,1
70,210,6,85,20,1,1,90,5,3,22,3,40,-7,2,2,60,60,5,3,2,80,0
70,200,6,80,20,1,1,85,10,5,22,3,40,-5,2,2,50,60,4,3,2,65,0
70,200,5,60,20,1,1,90,5,4,25,3,40,-7,1,1,50,60,5,3,2,65,1
65,210,6,95,21,1,1,85,5,5,23,3,40,-7,2,2,50,65,4,3,2,80,1
70,200,6,60,20,1,1,95,10,5,25,2,40,-5,2,2,50,60,5,3,1,80,0
70,200,10,70,20,1,1,90,4,3,22,1,40,3,1,1,50,60,5,3,1,65,1
69,298,9,83,21,0,0,90,4,3,23,2,37,-7,2,2,69,60,5,4,2,68,1
70,220,6,80,20,1,1,90,5,3,25,2,35,-3,2,2,60,65,4,3,2,80,1
72,200,10,80,20,1,1,85,5,3,25,2,40,-5,2,2,50,60,4,3,2,65,1
