lineNo,assgNo,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo,label
1542.0,46.0,139.0,139.0,139.0,80.0,99.7296,848.7744,190.9791,83.5374,82.7421,99.0,99.0,0.0,0.0,0.1411,0.5936,0.0254,2,1,1
3472.0,102.0,139.0,99.0,99.0,119.0,198.7551,261.8362,136.7294,74.9121,75.0215,99.0,99.0,119.0,219.0,0.1895,0.1236,0.0183,7,5,1
6875.0,206.0,119.0,139.0,139.0,139.0,168.9342,471.0105,94.3572,46.2291,49.6234,139.0,139.0,0.0,0.0,0.2085,0.3822,0.0338,6,2,0
4000.0,120.0,119.0,139.0,139.0,119.0,147.9217,389.7426,71.8105,34.8844,36.9832,139.0,139.0,0.0,0.0,0.2213,0.2741,0.0249,3,3,0
8301.0,256.0,139.0,99.0,99.0,139.0,189.8036,497.6478,109.9034,72.4389,84.4226,99.0,99.0,0.0,0.0,0.1426,0.1968,0.0178,8,4,1
10458.0,327.0,219.0,139.0,139.0,80.0,105.6821,792.4583,148.5892,76.4304,88.0352,139.0,139.0,315.0,0.0,0.2786,0.0483,0.0162,4,5,1
7300.0,224.0,139.0,99.0,199.0,139.0,183.6095,518.8028,83.0146,77.4403,111.7131,199.0,99.5,889.0,139.0,0.1953,0.0536,0.0119,3,6,1
3252.0,102.0,179.0,119.0,119.0,139.0,131.7084,298.4922,135.6061,33.7456,40.2721,119.0,119.0,0.0,0.0,0.3572,0.1119,0.0379,6,4,0
6885.0,204.0,99.0,139.0,139.0,100.0,89.1437,720.6935,93.1787,86.2047,74.4623,139.0,139.0,0.0,139.0,0.1184,0.2653,0.025,8,4,1
4058.0,125.0,219.0,99.0,99.0,179.0,122.1871,351.7862,165.3067,44.8207,71.3884,99.0,99.0,0.0,0.0,0.1858,0.2953,0.0436,7,2,0
10517.0,321.0,258.0,139.0,139.0,119.0,103.3102,307.2751,177.2484,80.5248,79.3095,139.0,139.0,4533.0,378.0,0.2592,0.1042,0.0139,8,4,0
6133.0,181.0,99.0,358.0,358.0,119.0,216.037,73.6699,181.3339,43.2782,18.868,358.0,358.0,119.0,0.0,-0.0094,0.1366,0.042,1,4,0
2758.0,84.0,219.0,139.0,139.0,259.0,119.3325,66.7271,115.4123,20.2485,26.6833,139.0,139.0,0.0,0.0,1.4612,1.3812,0.0337,1,2,0
1542.0,46.0,139.0,139.0,139.0,80.0,99.7296,848.7744,190.9791,83.5374,82.7421,99.0,99.0,0.0,0.0,0.1411,0.5936,0.0254,2,1,1
7386.0,224.0,158.0,119.0,119.0,179.0,91.7747,257.6695,89.3675,67.2184,75.9291,119.0,119.0,0.0,0.0,0.2458,0.1897,0.0178,10,3,1
5875.0,174.0,77.0,122.0,122.0,77.0,150.6232,169.9386,55.8329,65.4898,69.9477,122.0,122.0,0.0,0.0,0.1315,0.0845,0.0112,7,7,0
7612.0,235.0,178.0,79.0,79.0,79.0,78.4602,133.0567,96.5731,36.8819,42.9697,79.0,79.0,0.0,0.0,0.0973,0.1238,0.0096,2,4,0
7236.0,221.0,99.0,99.0,99.0,179.0,157.8936,190.5679,27.9959,62.4717,61.1134,99.0,99.0,0.0,0.0,0.1226,0.0862,0.0277,3,9,1
6894.0,210.0,159.0,99.0,99.0,139.0,212.9941,410.6537,53.2718,84.7925,78.5576,99.0,99.0,0.0,0.0,0.2169,0.1338,0.0198,6,4,1
3258.0,100.0,159.0,99.0,99.0,199.0,155.3282,248.0365,209.2585,61.2007,65.8871,99.0,99.0,0.0,99.0,0.2687,0.1691,0.0182,3,2,1
1327.0,41.0,179.0,139.0,139.0,99.0,188.8959,343.818,42.2683,94.8919,85.2601,139.0,139.0,0.0,139.0,0.1828,0.2213,0.0167,6,7,1
6857.0,206.0,119.0,99.0,99.0,219.0,98.2633,297.4068,99.651,79.6456,77.1298,99.0,99.0,885.0,139.0,0.1325,0.0915,0.0214,1,10,1
8421.0,256.0,120.0,90.0,90.0,120.0,150.235,340.123,45.6789,60.4321,70.1234,90.0,90.0,789.0,90.0,0.1456,0.1102,0.0156,6,4,1
3698.0,116.0,150.0,120.0,120.0,150.0,180.543,420.987,35.1234,75.4321,85.6789,120.0,120.0,890.0,120.0,0.1324,0.0957,0.0134,7,6,1
5589.0,169.0,110.0,100.0,100.0,110.0,120.876,290.567,50.4321,65.1234,75.6789,100.0,100.0,700.0,100.0,0.1213,0.0876,0.0123,3,8,0
7456.0,230.0,140.0,110.0,110.0,140.0,160.321,380.654,55.6789,70.4321,80.1234,110.0,110.0,780.0,110.0,0.1376,0.1054,0.0142,5,4,0
6914.0,211.0,159.0,139.0,139.0,179.0,179.2953,499.9631,94.7695,82.0561,86.9732,139.0,139.0,0.0,0.0,0.2679,0.1531,0.0201,7,7,1
2837.0,86.0,159.0,119.0,119.0,139.0,345.1567,138.5891,62.0535,42.8843,57.9022,119.0,119.0,0.0,149.0,0.0915,0.1876,0.0262,4,3,1
1001.0,30.0,199.0,99.0,99.0,139.0,103.3064,273.4955,173.5069,72.6183,82.5684,99.0,99.0,0.0,0.0,0.3612,0.5919,0.0158,10,4,1
5493.0,163.0,119.0,179.0,179.0,80.0,158.9345,138.0367,77.6302,67.5296,79.5932,179.0,179.0,0.0,0.0,0.1177,0.2105,0.0104,7,5,1
7645.0,234.0,120.0,120.0,120.0,200.0,150.2304,260.8945,90.4321,70.1234,75.6789,120.0,120.0,789.0,120.0,0.1654,0.1256,0.0184,6,4,1
4321.0,145.0,90.0,150.0,150.0,120.0,180.6789,320.4567,70.7891,45.321,50.9876,150.0,150.0,500.0,150.0,0.1412,0.0923,0.0132,3,6,1
8769.0,263.0,110.0,110.0,110.0,180.0,200.2345,410.3456,80.1234,60.9876,65.4321,110.0,110.0,789.0,110.0,0.1578,0.1075,0.0169,5,8,1
5432.0,176.0,130.0,170.0,170.0,130.0,190.3456,290.4567,75.9876,55.6789,60.1234,170.0,170.0,567.0,170.0,0.1498,0.1012,0.0147,2,3,0
6754.0,200.0,110.0,120.0,120.0,150.0,250.0,180.0,70.0,60.0,70.0,120.0,120.0,500.0,100.0,0.1,0.08,0.015,5,4,1
8105.0,245.0,90.0,80.0,80.0,100.0,200.0,160.0,60.0,50.0,60.0,80.0,80.0,400.0,80.0,0.09,0.07,0.012,2,7,1
5663.0,173.0,120.0,130.0,130.0,160.0,220.0,190.0,65.0,55.0,65.0,130.0,130.0,600.0,120.0,0.11,0.09,0.016,7,2,1
4826.0,148.0,130.0,140.0,140.0,170.0,230.0,200.0,70.0,60.0,70.0,140.0,140.0,700.0,140.0,0.12,0.1,0.017,4,6,1
3801.0,116.0,159.0,99.0,99.0,239.0,172.8376,468.9543,49.2385,70.3498,76.9942,99.0,99.0,0.0,99.0,0.1452,0.0996,0.0218,6,7,1
5428.0,161.0,179.0,139.0,139.0,219.0,82.9361,283.8917,121.4158,80.0237,73.5578,139.0,139.0,0.0,0.0,0.3297,0.2356,0.0186,1,9,1
4505.0,140.0,139.0,99.0,99.0,99.0,239.8102,104.7377,84.6251,67.0137,70.1906,99.0,99.0,0.0,0.0,0.0867,0.1239,0.0093,4,6,0
3318.0,101.0,179.0,139.0,139.0,99.0,93.2958,162.1404,55.6837,88.1642,86.3179,139.0,139.0,0.0,0.0,0.1556,0.1045,0.0223,2,6,0
8064.0,240.0,129.0,179.0,179.0,219.0,189.6707,412.0085,105.8411,65.1297,72.8512,179.0,179.0,0.0,0.0,0.3421,0.2215,0.0173,7,3,1
4257.0,132.0,159.0,99.0,99.0,199.0,208.1142,236.7045,179.6323,72.1417,66.4259,99.0,99.0,0.0,0.0,0.2314,0.1266,0.0214,5,2,0
7836.0,237.0,99.0,139.0,139.0,99.0,96.0058,212.9378,27.3452,63.0959,57.5649,139.0,139.0,0.0,0.0,0.2947,0.2452,0.019,10,4,0
9042.0,283.0,139.0,139.0,139.0,99.0,132.7296,748.7744,184.9791,65.5374,74.7421,139.0,139.0,0.0,0.0,0.1211,0.4936,0.0154,3,1,1
5148.0,155.0,80.0,139.0,139.0,139.0,261.9031,657.8958,80.0263,131.2457,143.5581,139.0,139.0,975.0,139.0,0.1913,0.1483,0.0199,4,6,0
6367.0,194.0,110.0,110.0,110.0,84.0,182.4982,293.2175,92.7439,75.6178,86.4124,110.0,110.0,1502.0,120.0,0.1356,0.0887,0.0158,6,4,1
5823.0,174.0,84.0,128.0,128.0,84.0,297.8137,235.7242,165.4931,71.8907,86.7153,128.0,128.0,1031.0,84.0,0.2763,0.2148,0.0124,8,1,1
7713.0,233.0,128.0,152.0,152.0,128.0,192.6161,201.8056,214.9518,95.1548,81.6023,152.0,152.0,0.0,0.0,0.1082,0.0564,0.0196,3,4,0
8951.0,277.0,84.0,90.0,90.0,84.0,295.0199,214.3697,186.4822,69.2491,66.1137,90.0,90.0,1378.0,84.0,0.1725,0.2218,0.0175,7,2,1
7694.0,237.0,238.0,238.0,238.0,238.0,345.6789,456.789,123.4567,234.5678,345.6789,238.0,238.0,789.0,238.0,0.2345,0.1234,0.0456,6,4,1
5634.0,175.0,199.0,199.0,199.0,199.0,234.5678,345.6789,345.6789,123.4567,234.5678,199.0,199.0,890.0,199.0,0.3456,0.2345,0.0567,7,3,1
8345.0,256.0,189.0,189.0,189.0,189.0,456.789,567.8901,234.5678,345.6789,456.789,189.0,189.0,123.0,189.0,0.1234,0.3456,0.0678,3,1,1
9124.0,283.0,179.0,179.0,179.0,179.0,567.8901,678.9012,456.789,567.8901,678.9012,179.0,179.0,234.0,179.0,0.4567,0.4567,0.0789,4,2,1
4968.0,152.0,139.0,159.0,139.0,199.0,103.4052,221.7684,207.8912,84.3126,90.7012,139.0,139.0,186.0,0.0,0.2871,0.1713,0.0275,5,3,1
8245.0,254.0,99.0,159.0,99.0,99.0,317.9054,239.8711,147.9067,38.2761,39.7618,159.0,159.0,119.0,0.0,0.2364,0.2699,0.0244,7,1,1
4346.0,131.0,139.0,179.0,179.0,139.0,188.9924,146.6313,95.0364,29.0412,17.6807,179.0,179.0,0.0,0.0,0.3167,0.2936,0.0203,1,2,0
5234.0,157.0,99.0,179.0,179.0,159.0,174.4056,265.1132,183.2709,32.5415,23.1222,179.0,179.0,0.0,0.0,0.1819,0.1654,0.0249,6,1,0
2786.0,126.0,100.0,79.0,139.0,99.0,158.2043,342.8757,145.2794,68.4327,79.1286,79.0,79.0,139.0,100.0,0.2371,0.1845,0.0301,7,5,1
4234.0,172.0,80.0,119.0,119.0,99.0,269.7339,88.7426,310.4257,83.6299,72.3958,119.0,119.0,0.0,0.0,0.1416,0.1667,0.0221,3,4,1
7865.0,243.0,159.0,219.0,219.0,199.0,187.4011,93.8176,128.5164,59.2289,66.7532,219.0,219.0,289.0,219.0,0.2893,0.2354,0.0339,9,8,1
5123.0,158.0,119.0,99.0,99.0,139.0,226.9636,72.9595,178.7541,62.0325,70.1288,99.0,99.0,398.0,99.0,0.1978,0.1583,0.0272,4,6,1
6542.0,195.0,139.0,119.0,119.0,159.0,173.5245,82.6134,142.0523,45.2837,56.9236,119.0,119.0,259.0,119.0,0.1746,0.1487,0.0257,6,9,1
7413.0,226.0,219.0,119.0,139.0,159.0,258.8912,77.3407,316.4362,42.0457,51.2813,119.0,119.0,752.0,0.0,0.2143,0.0832,0.0169,6,3,1
4322.0,134.0,239.0,99.0,139.0,99.0,199.0235,101.813,105.4395,25.4362,51.4378,99.0,99.0,583.0,139.0,0.1527,0.2219,0.0236,3,5,1
5411.0,162.0,159.0,100.0,159.0,159.0,106.3436,162.0635,106.7983,34.9391,38.5193,100.0,100.0,315.0,0.0,0.2364,0.0839,0.0179,4,7,1
9332.0,294.0,139.0,159.0,159.0,99.0,183.9229,77.2365,71.2127,42.1397,45.8954,159.0,159.0,831.0,0.0,0.1014,0.0674,0.0261,9,9,1
3245.0,99.0,120.0,140.0,140.0,180.0,250.0,400.0,200.0,70.0,80.0,140.0,140.0,200.0,140.0,0.4,0.6,0.03,6,5,1
1500.0,50.0,160.0,160.0,160.0,80.0,100.0,450.0,120.0,50.0,70.0,160.0,160.0,50.0,80.0,0.3,0.5,0.02,3,10,0
5000.0,160.0,100.0,130.0,130.0,160.0,180.0,300.0,150.0,60.0,90.0,130.0,130.0,100.0,100.0,0.35,0.4,0.025,5,2,1
2500.0,80.0,140.0,140.0,140.0,140.0,120.0,350.0,130.0,80.0,70.0,140.0,140.0,120.0,140.0,0.25,0.3,0.015,4,7,0
1234.0,50.0,150.0,100.0,100.0,120.0,200.0,400.0,50.0,20.0,25.0,100.0,100.0,300.0,150.0,0.3,0.2,0.02,5,3,1
5421.0,190.0,120.0,80.0,80.0,100.0,250.0,350.0,40.0,10.0,15.0,80.0,80.0,250.0,100.0,0.25,0.15,0.015,3,2,1
2123.0,75.0,130.0,90.0,90.0,110.0,210.0,320.0,60.0,30.0,35.0,90.0,90.0,280.0,120.0,0.28,0.18,0.018,4,5,1
7234.0,250.0,140.0,95.0,95.0,115.0,220.0,380.0,55.0,15.0,20.0,95.0,95.0,320.0,130.0,0.32,0.22,0.022,6,4,1
4921.0,160.0,139.0,139.0,139.0,80.0,231.4542,99.9823,211.2382,70.1169,75.1291,139.0,139.0,119.0,0.0,0.1672,0.2814,0.0273,4,7,0
8823.0,290.0,159.0,99.0,99.0,80.0,152.7187,99.4305,152.0591,66.8285,80.3316,99.0,99.0,119.0,0.0,0.1937,0.1142,0.0192,2,5,0
7283.0,219.0,80.0,99.0,99.0,99.0,186.9373,89.2736,90.5743,24.1209,32.5771,99.0,99.0,278.0,0.0,0.1253,0.2131,0.0237,6,9,0
3615.0,118.0,159.0,159.0,159.0,80.0,179.2686,187.9057,138.2198,88.6712,75.3197,159.0,159.0,99.0,0.0,0.0998,0.2398,0.0253,8,6,0
3321.0,101.0,99.0,99.0,99.0,159.0,202.5883,534.659,265.859,76.2316,87.7411,99.0,99.0,0.0,180.0,0.3625,0.5545,0.0255,3,1,1
1542.0,46.0,139.0,139.0,139.0,80.0,99.7296,848.7744,190.9791,83.5374,82.7421,99.0,99.0,0.0,0.0,0.1411,0.5936,0.0254,2,1,1
113.0,4.0,378.0,179.0,179.0,219.0,83.1685,480.3543,79.4292,20.573,23.1138,179.0,179.0,0.0,537.0,0.1485,0.147,0.0226,8,2,1
7633.0,235.0,139.0,159.0,278.0,99.0,138.5081,156.0328,52.6118,71.6327,75.1033,159.0,159.0,2504.0,159.0,0.1586,0.1766,0.0319,10,3,1
4321.0,112.0,89.0,89.0,89.0,149.0,182.3489,504.021,245.357,66.2316,78.7411,89.0,89.0,10.0,200.0,0.3625,0.5545,0.0155,4,2,1
1642.0,56.0,129.0,129.0,129.0,70.0,89.7296,828.7744,180.9791,73.5374,72.7421,89.0,89.0,10.0,10.0,0.1411,0.5936,0.0154,3,2,1
113.0,4.0,368.0,169.0,169.0,209.0,73.1685,470.3543,69.4292,10.573,13.1138,169.0,169.0,0.0,527.0,0.1485,0.147,0.0226,9,3,1
7733.0,245.0,129.0,149.0,269.0,89.0,128.5081,146.0328,42.6118,61.6327,65.1033,149.0,149.0,2404.0,149.0,0.1586,0.1766,0.0319,11,4,1
3612.0,110.0,91.0,128.0,128.0,152.0,187.2205,348.9956,125.695,64.3298,79.4801,128.0,128.0,359.0,192.0,0.2558,0.6017,0.0297,6,5,1
1172.0,31.0,198.0,84.0,84.0,161.0,123.6966,277.4181,87.8819,52.7034,53.1128,84.0,84.0,292.0,248.0,0.0459,0.3388,0.0175,3,7,1
7874.0,240.0,91.0,152.0,152.0,105.0,125.9374,379.6324,222.0394,79.7255,65.2612,152.0,152.0,278.0,139.0,0.1198,0.1974,0.0219,9,6,1
2735.0,91.0,105.0,136.0,136.0,91.0,164.8035,201.0257,107.2604,74.3857,82.3492,136.0,136.0,297.0,218.0,0.2977,0.3782,0.0262,5,8,1
9632.0,299.0,139.0,99.0,99.0,139.0,82.9251,284.7615,117.3934,61.0823,72.2392,99.0,99.0,0.0,259.0,0.1935,0.6819,0.0145,7,6,1
8530.0,265.0,80.0,179.0,139.0,99.0,192.1866,72.7853,145.5731,55.7001,78.2369,139.0,139.0,319.0,0.0,0.2481,0.2924,0.0293,3,8,1
1069.0,34.0,319.0,219.0,219.0,159.0,92.8479,315.4505,121.8697,82.7564,65.1916,219.0,219.0,0.0,0.0,0.0134,0.0234,0.0359,9,3,0
7129.0,213.0,139.0,99.0,99.0,80.0,150.293,92.9271,83.7203,59.8397,74.0133,99.0,99.0,647.0,0.0,0.4096,0.1949,0.0199,1,9,1
6152.0,180.0,179.0,139.0,99.0,139.0,85.6297,132.4567,93.0265,75.3418,87.9036,139.0,139.0,0.0,0.0,0.1518,0.2984,0.0213,5,4,1
8180.0,252.0,119.0,139.0,338.0,99.0,108.2364,157.8062,95.2182,75.1143,83.5199,338.0,169.0,0.0,0.0,0.1885,0.3128,0.0394,6,2,1
4798.0,147.0,139.0,179.0,99.0,99.0,222.1447,172.3376,83.8153,64.3086,75.8131,179.0,179.0,0.0,0.0,0.1316,0.1795,0.0148,3,3,0
3194.0,99.0,99.0,80.0,179.0,139.0,64.8993,283.0166,28.3157,64.7294,73.0787,80.0,80.0,0.0,159.0,0.0983,0.2616,0.0087,1,2,1
7633.0,235.0,139.0,159.0,278.0,99.0,138.5081,156.0328,52.6118,71.6327,75.1033,159.0,159.0,2504.0,159.0,0.1586,0.1766,0.0319,10,3,1
10564.0,323.0,99.0,139.0,338.0,159.0,334.8918,65.307,426.9333,89.8693,65.0173,338.0,169.0,0.0,0.0,0.1872,0.2847,0.1576,4,1,1
8054.0,250.0,99.0,80.0,179.0,139.0,80.5062,575.9106,98.0816,54.7083,33.2002,179.0,89.5,0.0,0.0,0.0163,0.3408,0.0315,8,6,1
687.0,22.0,298.0,99.0,99.0,99.0,88.3091,130.1816,57.5587,39.5285,30.2324,99.0,99.0,0.0,1490.0,0.1466,0.2151,0.0059,4,2,0
7542.0,243.0,119.0,80.0,80.0,219.0,93.4861,151.8209,47.8932,79.1346,77.1201,80.0,80.0,0.0,0.0,0.0343,0.1902,0.0223,6,5,0
10277.0,315.0,199.0,179.0,358.0,199.0,140.0392,300.6882,59.2071,81.7069,75.693,358.0,179.0,0.0,0.0,0.1285,0.0836,0.1457,9,2,1
6493.0,193.0,139.0,159.0,238.0,139.0,138.6274,159.8728,208.0711,76.1924,64.3118,238.0,119.0,0.0,0.0,0.2653,0.1687,0.0291,7,6,0
933.0,29.0,119.0,219.0,199.0,139.0,99.4767,121.6341,106.4435,65.5266,79.1107,199.0,199.0,0.0,0.0,0.2168,0.0921,0.0283,4,3,0
9821.0,301.0,159.0,139.0,318.0,139.0,296.187,139.5783,204.3406,93.6208,72.8911,159.0,159.0,0.0,0.0,0.1872,0.2847,0.1576,5,2,1
7729.0,237.0,139.0,179.0,179.0,159.0,174.6531,189.2675,75.5124,57.9145,89.3698,179.0,179.0,0.0,0.0,0.3408,0.1766,0.0319,3,7,1
8821.0,269.0,119.0,159.0,159.0,159.0,117.2209,171.3819,49.0287,39.8089,56.7713,159.0,159.0,0.0,0.0,0.2151,0.1466,0.1466,8,5,1
6051.0,183.0,179.0,199.0,199.0,139.0,135.4442,177.3596,59.9473,49.7241,69.5254,199.0,199.0,0.0,0.0,0.1766,0.1361,0.0319,6,8,1
7603.0,233.0,119.0,159.0,199.0,99.0,162.7392,88.3298,81.4284,75.9056,55.3042,199.0,99.5,1809.0,159.0,0.1325,0.2764,0.0286,9,7,1
4902.0,155.0,99.0,139.0,238.0,139.0,77.3424,199.8475,312.7011,61.8357,69.9469,238.0,119.0,0.0,0.0,0.1852,0.1764,0.0546,4,3,1
5901.0,178.0,139.0,99.0,139.0,139.0,67.8325,133.9826,68.8834,35.7458,45.1023,99.0,99.0,0.0,89.0,0.1126,0.1653,0.0167,6,2,1
5523.0,164.0,99.0,99.0,199.0,80.0,179.4236,114.7254,128.3387,88.0392,59.8139,199.0,99.5,1298.0,99.0,0.1339,0.2024,0.0351,2,5,1
7329.0,239.0,120.0,150.0,269.0,110.0,145.0823,166.2874,62.1556,70.9346,74.5011,150.0,150.0,3000.0,150.0,0.1658,0.1832,0.035,9,2,1
2581.0,83.0,110.0,180.0,180.0,90.0,78.3291,145.6721,49.7973,40.2439,30.9502,180.0,180.0,0.0,0.0,0.1476,0.2198,0.0257,4,5,1
5164.0,155.0,140.0,130.0,130.0,140.0,91.4832,57.6494,60.3667,68.7142,62.7918,130.0,130.0,2500.0,130.0,0.1259,0.1751,0.0301,6,4,1
1012.0,33.0,170.0,100.0,100.0,170.0,108.8321,235.9417,65.7734,34.9068,29.1023,100.0,100.0,0.0,0.0,0.1327,0.1942,0.0288,3,3,1
4997.0,154.0,120.0,110.0,110.0,120.0,65.2102,98.7325,50.9078,75.6183,79.5201,110.0,110.0,2100.0,110.0,0.1418,0.1674,0.0315,7,1,1
8763.0,265.0,119.0,139.0,178.0,159.0,199.5834,134.8323,60.4987,71.9906,75.3027,139.0,139.0,1279.0,169.0,0.1892,0.2734,0.0372,6,2,1
10002.0,308.0,80.0,159.0,278.0,99.0,258.0651,92.4642,72.8183,84.9712,91.1678,278.0,139.0,0.0,0.0,0.2016,0.3097,0.0259,5,4,1
5433.0,163.0,159.0,119.0,99.0,139.0,186.9142,120.0395,34.9912,59.4704,64.3111,119.0,119.0,0.0,0.0,0.1798,0.1587,0.0421,9,1,1
6034.0,182.0,119.0,139.0,99.0,99.0,88.7346,119.5043,27.2761,63.0288,57.3409,139.0,139.0,0.0,0.0,0.1483,0.0973,0.0343,3,2,1
4533.0,136.0,139.0,99.0,179.0,139.0,118.8256,169.4312,78.7128,40.8173,69.5082,159.0,79.5,1794.0,79.0,0.2054,0.1672,0.0293,9,3,1
8121.0,250.0,79.0,159.0,198.0,79.0,127.7895,198.0103,102.4098,71.5588,47.7591,159.0,79.5,1598.0,79.0,0.1861,0.1427,0.0307,6,5,1
8732.0,261.0,99.0,159.0,199.0,139.0,199.0297,157.8015,58.0281,34.9159,71.1232,159.0,79.5,1779.0,79.0,0.1954,0.1723,0.0294,4,2,1
4711.0,144.0,159.0,99.0,159.0,119.0,119.0234,179.4042,76.1917,35.7582,58.3477,99.0,99.0,179.0,109.0,0.2145,0.1984,0.0285,7,3,1
1254.0,43.0,120.0,90.0,180.0,150.0,178.4325,90.5978,49.239,57.3108,73.0874,120.0,120.0,1980.0,120.0,0.1654,0.2205,0.0282,9,5,1
5643.0,176.0,90.0,150.0,270.0,120.0,145.6713,110.8096,92.0113,43.9021,58.4437,150.0,150.0,2789.0,150.0,0.1967,0.1656,0.0361,6,3,1
