CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.04981,21.0,6.91,0,0.448,6.69,48.0,5.7209,3,233,17.9,396.9,8.01,26.6
0.237,0.0,9.69,0,0.585,6.081,98.1,2.1974,6,391,19.2,394.58,14.1,18.7
0.01439,60.0,2.93,0,0.401,6.604,18.8,6.2196,1,265,15.6,376.7,4.38,29.1
0.02177,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,395.38,3.11,44.0
0.02177,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,395.38,4.21,42.3
0.0187,20.0,6.9,0,0.564,6.123,86.9,2.9879,3,233,17.9,395.63,9.29,26.6
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.09164,0.0,10.81,0,0.413,6.065,7.8,5.2873,4,305,19.2,390.91,5.52,25.0
0.02875,28.0,5.13,0,0.453,6.139,41.1,6.5798,8,284,19.7,395.11,12.1,22.4
0.02875,28.0,5.04,0,0.48,6.415,83.2,3.2042,5,296,16.6,394.02,8.47,24.8
0.01311,90.0,1.22,0,0.403,7.249,21.9,8.6966,5,226,17.9,395.93,4.81,45.8
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.21977,0.0,6.91,0,0.448,6.36,52.9,5.4011,3,233,17.9,391.71,9.88,21.7
0.08707,0.0,12.83,0,0.437,6.14,45.8,4.0905,5,398,18.7,386.96,10.27,20.8
0.09299,0.0,2.18,0,0.458,6.998,45.8,6.0622,3,222,18.7,394.63,2.94,35.0
0.003,33.0,2.0,0,0.415,6.8,50.0,5.7,3,224,18.0,396.9,3.5,35.0
0.01301,35.0,2.94,0,0.428,6.86,34.2,6.0622,1,224,18.6,394.96,4.08,33.3
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.01311,90.0,2.97,0,0.4,7.099,62.8,3.9175,1,285,15.3,394.72,5.49,32.7
0.00495,0.0,2.89,0,0.445,6.63,56.1,3.1121,2,276,18.0,395.6,5.98,30.3
0.01108,0.0,2.89,0,0.445,5.951,45.4,6.0821,2,276,18.0,393.68,3.11,37.0
0.08707,0.0,12.83,0,0.437,6.14,45.8,4.0905,5,398,18.7,386.96,10.27,20.8
0.01965,80.0,1.76,0,0.385,6.23,31.5,9.0892,1,241,18.2,341.6,7.37,31.7
0.0187,85.0,4.15,0,0.429,6.41,21.2,5.572,4,296,16.6,394.76,5.12,30.1
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.03306,0.0,5.19,0,0.515,6.059,37.3,5.4011,5,224,20.2,396.9,9.8,23.7
0.01709,90.0,2.02,0,0.41,7.185,38.9,6.498,5,187,17.0,384.46,4.82,50.0
0.0351,0.0,2.95,0,0.428,6.345,45.7,6.498,4,252,18.3,395.63,5.21,28.7
0.0351,20.0,3.89,0,0.372,6.29,38.0,5.4159,2,370,17.6,396.9,5.98,24.5
0.07886,0.0,5.96,0,0.499,5.841,61.4,3.3776,5,279,14.8,377.68,9.09,23.6
0.06905,0.0,2.18,0,0.458,7.147,54.2,6.0622,3,222,18.7,396.9,5.33,36.2
0.03041,0.0,5.19,0,0.515,5.895,59.6,5.615,5,224,20.2,394.81,9.83,22.0
0.09849,0.0,5.96,0,0.499,6.372,42.1,5.8185,5,279,19.2,375.87,9.51,24.6
0.02187,60.0,2.93,0,0.401,6.8,9.9,5.6894,1,265,15.6,393.37,5.03,32.2
0.03237,0.0,2.18,0,0.458,6.998,45.8,6.0622,3,222,18.7,394.63,2.94,33.4
0.00332,0.0,9.69,0,0.585,6.575,65.2,2.5651,6,391,19.2,396.9,9.68,22.3
6.28807,0.0,18.1,0,0.74,6.383,67.9,2.0323,24,666,20.2,318.75,11.97,21.2
0.00296,0.0,9.69,0,0.585,5.658,69.9,2.7006,6,391,19.2,394.47,6.11,28.4
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.04011,80.0,1.52,0,0.404,7.287,34.1,7.309,2,329,12.6,396.9,4.08,36.2
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.0456,0.0,3.24,0,0.46,6.93,37.8,5.2146,4,430,16.9,394.02,9.79,23.8
0.00707,0.0,13.92,0,0.437,5.998,85.3,5.9877,4,289,16.0,391.23,8.92,22.3
0.02297,0.0,8.14,0,0.538,6.095,65.1,4.8122,4,307,21.0,306.38,5.7,25.0
0.03615,80.0,4.95,0,0.411,6.63,23.4,5.1167,4,245,19.2,396.9,4.56,34.6
0.01311,90.0,1.22,0,0.403,7.249,21.9,8.6966,5,226,17.9,395.93,4.81,35.4
0.02875,28.0,4.39,0,0.442,6.525,75.0,6.3361,3,352,18.8,393.53,6.45,29.1
0.04011,80.0,1.52,0,0.404,7.287,34.1,7.309,2,329,12.6,396.9,4.08,35.2
0.04981,21.0,5.64,0,0.439,5.998,21.4,6.8147,4,243,16.8,396.9,7.56,29.8
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.002,20.0,3.5,0,0.45,6.5,70.0,4.0,3,330,17.0,380.0,5.0,30.0
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02758,75.0,2.95,0,0.428,6.25,32.2,5.4007,3,252,18.3,395.62,1.98,33.4
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.08447,0.0,4.05,0,0.51,6.175,93.5,3.4211,5,296,16.6,393.23,9.32,23.1
6.65492,0.0,18.1,0,0.713,5.628,87.9,1.8184,24,666,20.2,394.43,17.73,14.1
0.002,5.0,2.3,0,0.442,6.5,50.0,6.5,3,270,17.0,350.0,9.0,28.5
0.01301,35.0,2.95,0,0.428,6.081,49.5,5.2873,2,252,18.3,396.9,4.21,33.4
0.02498,0.0,1.89,0,0.518,6.54,59.7,6.2669,1,422,15.9,389.96,5.33,28.7
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.002,30.0,6.0,0,0.5,6.0,70.0,4.0,4,300,15.0,390.0,10.0,22.0
0.02875,28.0,2.03,0,0.415,6.086,22.2,5.4917,2,348,14.7,395.38,4.79,44.0
0.03871,52.5,5.32,0,0.405,6.209,21.8,5.885,6,293,16.6,396.9,6.72,22.9
0.0187,85.0,4.15,0,0.429,6.487,100.0,4.7211,4,351,17.9,392.43,6.36,23.1
0.01709,90.0,2.02,0,0.41,5.868,71.9,3.4779,2,187,17.0,384.46,4.82,36.4
0.00296,0.0,2.68,0,0.4161,6.219,65.3,4.8628,4,224,18.6,394.63,2.94,29.8
0.01311,90.0,3.75,0,0.394,6.0,23.7,5.1167,3,244,15.9,395.6,8.43,24.7
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.00707,0.0,8.14,0,0.538,6.142,91.7,4.5809,4,307,21.0,395.62,10.08,20.1
0.02875,28.0,3.9,0,0.545,6.642,58.7,6.3361,2,304,21.0,395.63,9.67,22.3
0.001,12.0,5.0,0,0.5,6.0,70.0,5.0,4,300,18.0,395.0,10.0,22.0
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.04113,25.0,4.86,0,0.426,6.943,67.1,5.4007,4,281,19.0,396.9,5.9,28.4
0.01301,35.0,2.95,0,0.428,6.749,71.2,3.3317,2,252,18.3,394.08,6.88,25.3
0.04666,80.0,1.52,0,0.404,7.178,36.6,7.8647,2,329,12.6,395.6,4.56,33.4
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,392.83,9.14,21.6
0.06905,0.0,2.18,0,0.458,7.147,54.2,6.0622,3,222,18.7,396.9,6.72,24.1
0.00045,80.0,1.35,0,0.416,6.862,23.6,7.8342,4,330,19.1,395.63,5.98,31.7
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02187,60.0,6.96,0,0.464,6.538,58.7,3.9175,3,223,18.6,394.96,6.21,33.2
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.01311,90.0,1.22,0,0.403,7.249,21.9,8.6966,5,226,17.9,395.93,4.81,35.4
10.0623,0.0,18.1,0,0.584,6.833,94.3,2.0882,24,666,20.2,81.33,19.69,14.1
2.44953,0.0,19.58,0,0.605,6.402,95.2,2.2625,5,403,14.7,330.04,11.32,22.3
9.51363,0.0,18.1,0,0.713,6.728,94.1,2.4961,24,666,20.2,6.68,18.71,14.9
0.03306,0.0,5.19,0,0.515,5.869,46.3,5.2311,5,224,20.2,396.9,7.53,30.1
0.03237,0.0,2.18,0,0.458,6.998,45.8,6.0622,3,222,18.7,394.63,2.94,33.4
0.04203,28.0,11.93,0,0.573,6.593,69.1,2.4786,1,273,21.0,396.9,9.08,23.6
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.01311,90.0,1.22,0,0.403,7.249,21.9,8.6966,5,226,17.9,395.93,4.81,35.4
10.0623,0.0,18.1,0,0.584,6.833,94.3,2.0882,24,666,20.2,81.33,19.69,14.1
2.44953,0.0,19.58,0,0.605,6.402,95.2,2.2625,5,403,14.7,330.04,11.32,22.3
9.51363,0.0,18.1,0,0.713,6.728,94.1,2.4961,24,666,20.2,6.68,18.71,14.9
0.08447,0.0,4.05,0,0.51,6.716,41.5,3.6715,5,296,16.6,395.6,9.29,25.8
0.07886,0.0,8.14,0,0.538,6.348,86.1,4.0115,4,307,21.0,395.62,9.68,23.1
2.60953,0.0,9.9,0,0.544,6.031,47.2,4.2515,4,304,18.4,396.9,5.33,31.7
0.05735,0.0,2.46,0,0.488,6.63,56.7,3.2157,3,193,17.8,392.63,7.53,30.1
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.04819,80.0,3.64,0,0.392,6.108,32.0,9.2203,1,315,16.4,392.89,6.57,31.2
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.2502,0.0,6.91,0,0.448,5.453,95.3,5.885,3,233,17.9,392.83,25.12,15.2
0.08447,0.0,4.05,0,0.51,6.22,97.9,2.1222,5,296,16.6,393.23,9.1,36.2
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.03832,0.0,6.2,0,0.504,6.575,65.2,4.09,8,307,17.4,396.9,4.98,25.3
0.09164,0.0,10.81,0,0.413,6.065,7.8,5.2873,4,305,19.2,390.91,5.52,26.5
0.00841,0.0,18.1,0,0.679,6.193,78.1,1.9356,24,666,20.2,396.9,27.71,13.2
0.02187,60.0,2.93,0,0.401,6.8,9.9,6.2196,1,265,15.6,393.37,4.74,31.6
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.01439,60.0,2.93,0,0.401,6.604,18.8,6.2196,1,265,15.6,376.7,4.38,30.8
0.10869,0.0,8.56,0,0.52,6.726,32.2,5.2873,5,384,20.9,396.9,9.42,22.3
0.01311,90.0,2.02,0,0.41,7.023,36.1,12.1265,5,187,17.0,384.46,4.5,32.2
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.00707,0.0,4.05,0,0.51,6.634,44.8,5.8985,5,296,16.6,394.63,7.56,28.7
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.05497,0.0,2.46,0,0.488,6.726,67.9,3.6519,3,193,17.8,396.9,5.33,36.2
0.09299,0.0,11.93,0,0.573,6.593,69.1,2.4786,1,273,21.0,393.45,6.48,25.3
0.00532,0.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.00243,0.0,1.01,0,0.435,6.635,29.3,8.344,1,198,10.0,396.9,2.47,43.8
0.01311,90.0,1.22,0,0.403,7.249,21.9,8.6966,5,226,17.9,395.93,4.81,44.8
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.00621,90.0,2.97,0,0.4,6.599,41.5,6.1682,2,285,15.3,395.75,4.81,37.9
0.03041,0.0,5.19,0,0.515,6.247,62.8,4.2497,5,224,20.2,394.81,8.86,23.7
0.02985,0.0,2.18,0,0.458,6.43,58.7,6.0622,3,222,18.7,394.12,11.48,25.0
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.01965,80.0,1.76,0,0.385,6.23,31.5,7.309,1,241,18.2,396.9,6.72,30.1
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.001,20.0,4.0,0,0.41,6.5,35.0,5.5,4,250,17.0,395.0,5.0,30.0
0.03615,0.0,5.96,0,0.499,6.575,75.0,2.4108,5,279,19.2,396.9,6.98,26.6
4.77745,0.0,18.1,0,0.713,6.202,79.2,2.505,24,666,20.2,394.43,15.56,19.2
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.00396,0.0,8.14,0,0.538,6.26,68.3,3.1986,4,307,21.0,396.9,4.98,30.0
0.02763,75.0,2.95,0,0.428,6.595,21.8,5.4011,3,252,18.3,395.63,4.32,34.7
0.03237,0.0,2.18,0,0.458,6.998,45.8,6.0622,3,222,18.7,383.61,8.67,28.7
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.00254,0.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.03113,0.0,4.39,0,0.442,6.014,48.5,8.0136,3,352,18.8,385.64,10.53,26.6
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.05789,12.5,7.87,0,0.524,6.45,74.8,6.3361,5,311,15.2,395.01,9.08,25.3
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
4.0974,0.0,19.58,0,0.871,5.468,100.0,1.4118,5,403,14.7,396.9,26.42,15.6
0.06911,45.0,3.44,0,0.437,6.85,38.9,4.5667,5,398,15.2,396.9,5.39,34.9
0.01311,90.0,2.97,0,0.4,6.63,23.4,6.08,1,285,15.3,394.74,5.49,32.7
0.01301,35.0,1.52,0,0.4429,7.241,49.3,7.0379,1,284,15.5,394.74,5.49,32.7
0.00712,12.5,7.87,0,0.524,6.12,76.7,3.357,5,311,15.2,392.63,10.41,22.2
0.00707,0.0,8.56,0,0.52,6.08,96.7,2.4631,5,384,20.9,393.25,15.94,19.6
0.03041,0.0,5.19,0,0.515,6.185,32.2,6.63,5,224,20.2,394.81,7.67,28.7
0.09849,0.0,5.96,0,0.499,5.67,28.8,3.3665,5,279,15.3,394.74,5.49,29.1
0.00332,30.0,6.0,0,0.505,6.5,70.0,4.0,5,311,18.0,330.0,8.0,25.0
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.08014,0.0,5.96,0,0.499,6.593,76.5,3.0973,5,279,19.2,396.9,5.39,30.8
0.0795,0.0,6.2,0,0.504,6.345,42.2,5.2119,8,307,17.4,379.41,3.79,29.8
0.05561,70.0,2.24,0,0.4,6.63,56.1,4.4361,5,358,14.8,395.93,4.59,35.2
0.01439,60.0,2.93,0,0.401,6.604,18.8,6.2196,1,265,15.6,376.7,5.44,27.1
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.01301,35.0,2.95,0,0.428,7.249,21.9,8.6966,2,252,18.3,395.75,6.72,32.2
0.00849,90.0,2.97,0,0.4,7.088,20.8,8.3248,1,285,15.3,391.83,5.68,35.2
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.00232,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,394.63,9.74,23.8
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.02985,0.0,2.18,0,0.458,6.475,47.6,6.6115,3,222,18.7,392.63,4.45,38.0
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.01301,35.0,2.18,0,0.458,6.256,45.0,6.998,3,222,18.7,394.63,2.94,32.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.0187,85.0,3.5,0,0.4429,7.241,49.3,6.6115,2,270,17.8,394.12,5.21,33.2
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.01432,0.0,6.2,1,0.504,6.09,85.5,4.4625,8,307,17.4,388.74,7.43,30.5
0.04932,33.0,2.18,0,0.472,6.849,70.3,3.1827,7,222,18.7,396.9,7.53,36.2
0.09164,0.0,10.81,0,0.413,6.065,7.8,5.2873,4,305,19.2,390.91,5.52,25.0
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.02055,85.0,0.74,0,0.41,6.383,35.7,9.1876,2,313,17.3,396.9,4.67,33.4
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.00632,18.0,2.31,0,0.538,6.575,65.2,4.09,1,296,15.3,396.9,4.98,24.0
0.01311,90.0,1.22,0,0.403,7.249,21.9,8.6966,5,226,17.9,391.99,4.69,35.4
0.03041,0.0,5.19,0,0.515,5.895,59.6,5.615,5,224,20.2,394.81,10.56,22.8
0.001,0.0,2.5,0,0.4,6.0,40.0,4.0,2,200,15.0,380.0,5.0,30.0
0.06588,0.0,6.5,0,0.432,6.2,70.2,4.0983,8,315,16.4,392.85,10.26,23.1
0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,21.6
0.01951,17.5,1.38,0,0.4161,7.104,59.5,9.2229,3,216,18.6,393.36,8.93,32.0
0.02875,28.0,2.03,0,0.415,6.289,45.0,6.498,2,348,14.7,394.63,2.94,33.4
2.7292,0.0,9.69,0,0.585,5.876,87.9,1.6119,6,391,19.2,392.68,9.74,21.2
0.07503,33.0,2.18,0,0.472,7.42,71.9,3.0992,7,222,18.4,396.9,6.86,23.3
0.03659,25.0,4.86,0,0.426,6.302,32.2,5.4007,4,281,19.0,396.9,7.2,31.6
0.11747,12.5,7.87,0,0.524,6.009,82.9,6.2267,5,311,15.2,396.9,13.27,20.3
7.05042,0.0,18.1,0,0.614,6.042,97.1,2.9101,24,666,20.2,319.98,16.9,14.5
0.07244,60.0,1.69,0,0.411,5.884,18.5,10.7103,4,411,18.3,392.33,7.79,36.2
